ID,WEIGHT,PRSTX24,SENTX24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BORNINTX22,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVALLRED,FAVCRUZ,FAVHARRIS,FAVPRES24,FAVSENTX24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLEABORTIONTX24,HANDLEBORDERTX24,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WHTEVANG
131.0,8.44958336208,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,,10.0,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Unfavorable,,,Neither,,,,Urban women,4.0,Ted Cruz,Ted Cruz,,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
132.0,0.86910477797,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,,13.0,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Not very confident,Not very confident or Not at all confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban men,2.0,Omit,Ted Cruz,,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,White Born-again/Evangelical Christians
133.0,0.32427876603,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,23.0,The Republican Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Rural men,6.0,Ted Cruz,Ted Cruz,,,Yes,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,Rural,Small Cities/Rural,English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
134.0,0.31484224276,Kamala Harris,Colin Allred,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,No,,7.0,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban men,3.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
135.0,2.58918793276,Donald Trump,Ted Cruz,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,,1.0,The Republican Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Rural men,1.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural,English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
136.0,1.38647204031,Kamala Harris,Colin Allred,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,No,,9.0,The Democratic Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Not very confident,Not very confident or Not at all confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,3.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
137.0,0.22299797786,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,,28.0,The Republican Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Not very confident,Not very confident or Not at all confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Urban men,6.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,White Born-again/Evangelical Christians
138.0,2.35149308764,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,Latino 45-59,Latino 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,,4.0,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban women,2.0,Ted Cruz,Ted Cruz,,,Yes,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
139.0,2.36905657248,Kamala Harris,Colin Allred,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,Yes,,12.0,The Republican Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban men,2.0,Colin Allred,Colin Allred,,,Yes,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,Other,Black,State questionnaire,Hispanic/Latino,Black,Non-white,Hispanic/Latino,South,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
140.0,0.000995153,Kamala Harris,Did not vote,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,All others,All others,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,No,,7.0,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban men,3.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,Yes,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,South,Male,All other races,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,In October,In the last month,Before that,,,Version 2,,Joe Biden,By mail,All others
141.0,0.68580214336,Kamala Harris,Colin Allred,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,Latino 45-59,Latino 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,Yes,,3.0,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,2.0,Colin Allred,Colin Allred,,,Yes,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
142.0,0.63571065428,Kamala Harris,Colin Allred,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,Yes,,3.0,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,2.0,Colin Allred,Colin Allred,,,No,Excellent,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,White Born-again/Evangelical Christians
143.0,0.62316442498,Kamala Harris,Colin Allred,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,No,,32.0,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban men,2.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
144.0,1.38662148343,Kamala Harris,Colin Allred,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,No,,35.0,The Democratic Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban men,4.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
145.0,1.17870060191,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,,4.0,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,Omit,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban women,1.0,Ted Cruz,Ted Cruz,,,No,Not so good,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,White Born-again/Evangelical Christians
146.0,0.36299979578,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,,4.0,The Republican Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban men,1.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,White Born-again/Evangelical Christians
