ID,WEIGHT,PRSMI24,SENMI24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,INC100K,INC50K,INCOME3,INCOME24,INCWHITE,ISRAELSUPPORT,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHITMER24,WHNCLINC,ZIPCODE
10930.0,2.215285834,Donald Trump,Mike Rogers,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,2.0,,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural men,5.0,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Too strong,,No,Not so good,Not so good or poor,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Donald Trump,By mail,,Yes,48625.0
10931.0,1.927377709,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,3.0,,The Republican Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,4.0,,,,,,Not strong enough,,No,Omit,Omit,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Telephone survey,Before that,Before that,Before that,,,,Version 2,Omit,By mail,,,49435.0
10932.0,0.450442507,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,4.0,,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Rural men,4.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Too strong,,No,Excellent,Excellent or good,No,65+,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,No,49323.0
10933.0,0.460006881,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,6.0,,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Urban women,2.0,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",About right,,No,Good,Excellent or good,No,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,No,48105.0
10934.0,1.554246221,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,6.0,,The Republican Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Both,Yes,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,1.0,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",About right,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Telephone survey,In October,In the last month,Before that,,,,Version 2,Donald Trump,Early in-person,,No,48187.0
10935.0,0.806200622,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,1.0,,The Democratic Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Rural men,5.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",About right,,No,Good,Excellent or good,No,65+,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,No,49885.0
10936.0,0.061231824,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,,White 60+,White 65+,,Complete,Strongly or somewhat approve,Strongly approve,,10.0,,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,,3.0,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",About right,,No,Good,Excellent or good,No,65+,,Democrat,Non-black Democrat,White Democrat,,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,,,Suburbs,Suburbs, Michigan,,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,Yes,48316.0
10937.0,1.084171815,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,1.0,,The Democratic Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Rural men,5.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Too strong,,No,Good,Excellent or good,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Telephone survey,In October,In the last month,Before that,,,,Version 2,Joe Biden,Early in-person,,No,48653.0
10938.0,6.255913294,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,4.0,,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,4.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",About right,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,No,49426.0
10939.0,0.742743611,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,8.0,,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Rural men,3.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Too strong,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,No,48642.0
10940.0,0.79906481,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,6.0,,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,Only Trump,Yes,Not very confident,Not very confident or Not at all confident,,,,,,Suburban women,2.0,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Too strong,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,No,48189.0
10941.0,0.741059325,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,3.0,,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Rural women,5.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",About right,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,No,49441.0
10942.0,1.177351344,Donald Trump,Mike Rogers,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,12.0,,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban women,1.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Not strong enough,,No,Not so good,Not so good or poor,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,No,48135.0
10943.0,8.645294285,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat approve,Strongly approve,,7.0,,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Too strong,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,By mail,,No,48430.0
10944.0,0.339456928,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,12.0,,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,1.0,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Too strong,,No,Good,Excellent or good,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Telephone survey,In October,In the last month,Before that,,,,Version 2,Joe Biden,By mail,,No,48154.0
10945.0,2.300362934,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,12.0,,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,1.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Too strong,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,No,48150.0
