State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
45.0,54.0,20.0,Second call,65 and over,White,,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Republican,65 and over,1.432
45.0,54.0,21.0,Second call,65 and over,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,West/Provo area,60 and over,60 and over,Republican,65 and over,1.38
45.0,54.0,22.0,Second call,60-64,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,60 and over,60 and over,Republican,50 to 64,1.432
45.0,54.0,23.0,Second call,50-59,White,Female,Bennett,Disapprove,,,Yes,,Yes,Yes,Same,Dole,Republican,,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,1.1480000000000001
45.0,54.0,24.0,Third call,65 and over,White,Female,Leckman,Approve,Disapprove,Support Clinton,,No,No,No,Same,Clinton,Democrat,,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Democrat,65 and over,1.373
45.0,54.0,25.0,Third call,18-24,White,Male,Leckman,Disapprove,Disapprove,Neither,No,,,,Same,Did not vote,Independent,Under 15K,Moderate,18 to 64,State,West/Provo area,18 to 29,18 to 24,Independent/Other,18 to 24,1.072
45.0,54.0,26.0,Third call,30-39,White,Male,Bennett,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Worse,Perot,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,1.108
45.0,54.0,27.0,Third call,18-24,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Perot,Independent,Under 15K,Moderate,18 to 64,State,West/Provo area,18 to 29,18 to 24,Independent/Other,18 to 24,1.118
45.0,54.0,28.0,Third call,30-39,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,1.1480000000000001
45.0,54.0,29.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,1.1480000000000001
45.0,54.0,30.0,Third call,25-29,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,West/Provo area,18 to 29,25 to 29,Republican,25 to 29,1.118
45.0,54.0,31.0,Third call,45-49,White,Male,Leckman,Approve,Approve,Neither,No,No,No,Yes,Worse,Perot,Independent,30 to 50K,Liberal,18 to 64,State,West/Provo area,45 to 59,40 to 49,Independent/Other,40 to 49,1.062
45.0,54.0,32.0,Third call,60-64,White,Female,Bennett,Approve,Approve,Neither,No,No,No,,Worse,Dole,Independent,15 to 30K,Moderate,18 to 64,State,West/Provo area,60 and over,60 and over,Independent/Other,50 to 64,1.432
45.0,54.0,33.0,Third call,25-29,White,Male,Leckman,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,18 to 29,25 to 29,Republican,25 to 29,1.072
45.0,54.0,34.0,Third call,25-29,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,,,Same,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,18 to 29,25 to 29,Republican,25 to 29,1.118
45.0,54.0,35.0,Third call,25-29,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Did not vote,Republican,15 to 30K,Conservative,18 to 64,State,West/Provo area,18 to 29,25 to 29,Republican,25 to 29,1.159
45.0,54.0,36.0,Third call,30-39,White,Female,Bennett,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,1.1480000000000001
45.0,54.0,37.0,Third call,50-59,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Republican,Under 15K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,1.1480000000000001
45.0,54.0,38.0,Third call,65 and over,White,Female,Bennett,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Independent/Other,65 and over,1.432
45.0,54.0,39.0,Third call,18-24,White,Female,Bennett,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,18 to 29,18 to 24,Republican,18 to 24,1.159
45.0,54.0,40.0,Third call,45-49,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Independent,30 to 50K,Conservative,18 to 64,State,West/Provo area,45 to 59,40 to 49,Independent/Other,40 to 49,1.1480000000000001
45.0,54.0,41.0,Third call,50-59,White,Female,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Did not vote,Republican,15 to 30K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,1.1480000000000001
45.0,54.0,42.0,Third call,60-64,White,Male,Bennett,,,,,,,,,,Republican,,Conservative,18 to 64,State,West/Provo area,60 and over,60 and over,Republican,50 to 64,1.38
45.0,54.0,43.0,Third call,40-44,White,Male,Bennett,Disapprove,Disapprove,Neither,,Yes,Yes,,Worse,,Republican,75 to 100K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,1.108
45.0,54.0,44.0,Third call,45-49,White,Male,Bennett,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Democrat,30 to 50K,Moderate,18 to 64,State,West/Provo area,45 to 59,40 to 49,Democrat,40 to 49,1.108
45.0,54.0,45.0,Third call,40-44,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,1.108
45.0,54.0,46.0,Third call,65 and over,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Republican,65 and over,1.38
45.0,54.0,47.0,Third call,50-59,Other,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Democrat,50 to 64,1.101
45.0,54.0,48.0,Third call,25-29,Other,Male,Leckman,Approve,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,West/Provo area,18 to 29,25 to 29,Democrat,25 to 29,1.072
45.0,54.0,49.0,Third call,50-59,,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,Yes,No,Worse,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Democrat,50 to 64,1.062
45.0,54.0,50.0,Third call,30-39,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Democrat,75 to 100K,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Democrat,30 to 39,1.101
45.0,54.0,51.0,Third call,65 and over,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Conservative,65 and over,State,West/Provo area,60 and over,60 and over,Republican,65 and over,1.432
45.0,54.0,52.0,Third call,65 and over,White,Female,Other,Approve,Disapprove,Neither,Yes,,,Yes,Same,Perot,Democrat,15 to 30K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Democrat,65 and over,1.99
45.0,54.0,53.0,Third call,65 and over,White,Male,Other,Approve,Disapprove,Support Clinton,Yes,No,No,No,Worse,Clinton,Something else,Under 15K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Independent/Other,65 and over,1.919
45.0,54.0,54.0,Third call,45-49,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,West/Provo area,45 to 59,40 to 49,Democrat,40 to 49,1.101
45.0,54.0,55.0,Third call,60-64,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,60 and over,60 and over,Republican,50 to 64,1.432
45.0,54.0,56.0,Third call,30-39,White,Female,Other,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Independent,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Independent/Other,30 to 39,1.597
45.0,54.0,57.0,Third call,40-44,White,Male,Leckman,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Liberal,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,1.062
45.0,54.0,58.0,Third call,40-44,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,,,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,1.108
45.0,54.0,59.0,Third call,65 and over,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Democrat,65 and over,1.373
45.0,54.0,60.0,Third call,30-39,White,Female,Leckman,,,Neither,No,,,,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,1.101
45.0,54.0,61.0,Third call,40-44,White,Male,Leckman,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Democrat,40 to 49,1.062
45.0,54.0,62.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,1.1480000000000001
45.0,54.0,63.0,Third call,65 and over,White,Male,Leckman,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Democrat,65 and over,1.3239999999999998
45.0,54.0,64.0,Third call,50-59,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Independent/Other,50 to 64,1.108
45.0,54.0,65.0,Third call,25-29,White,Male,Bennett,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Something else,15 to 30K,Moderate,18 to 64,State,West/Provo area,18 to 29,25 to 29,Independent/Other,25 to 29,1.118
45.0,54.0,66.0,Third call,18-24,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,18 to 29,18 to 24,Republican,18 to 24,1.159
45.0,54.0,67.0,Third call,40-44,White,Female,Other,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Perot,Republican,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,1.597
45.0,54.0,68.0,Third call,18-24,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Did not vote,Independent,30 to 50K,Moderate,18 to 64,State,West/Provo area,18 to 29,18 to 24,Independent/Other,18 to 24,1.118
45.0,54.0,69.0,Third call,40-44,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,1.108
45.0,54.0,70.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,No,No,Yes,Same,Did not vote,Republican,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,1.1480000000000001
45.0,54.0,71.0,Third call,25-29,White,Female,Bennett,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,West/Provo area,18 to 29,25 to 29,Republican,25 to 29,1.159
45.0,55.0,1.0,First call,45-49,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Independent/Other,40 to 49,0.604
45.0,55.0,2.0,First call,65 and over,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Clinton,Independent,30 to 50K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Independent/Other,65 and over,0.587
45.0,55.0,3.0,First call,65 and over,White,Female,Bennett,Disapprove,Disapprove,Neither,No,No,Yes,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.587
45.0,55.0,4.0,First call,18-24,White,Male,Bennett,Approve,Approve,Neither,No,No,No,No,Better,Perot,Republican,15 to 30K,Conservative,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Republican,18 to 24,0.544
45.0,55.0,5.0,First call,50-59,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Democrat,50 to 64,0.632
45.0,55.0,6.0,First call,25-29,White,Male,Bennett,Disapprove,Approve,Neither,Yes,No,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.544
45.0,55.0,7.0,First call,65 and over,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.608
45.0,55.0,8.0,First call,65 and over,White,Female,Bennett,Approve,Approve,Neither,No,,No,Yes,Same,Clinton,Independent,Under 15K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Independent/Other,65 and over,0.587
45.0,55.0,9.0,First call,65 and over,White,Female,Leckman,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Republican,65 and over,0.636
45.0,55.0,10.0,First call,65 and over,White,Female,Leckman,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.636
45.0,55.0,11.0,First call,65 and over,White,Female,Leckman,Approve,,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,15 to 30K,,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.636
45.0,55.0,12.0,First call,65 and over,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.608
45.0,55.0,13.0,First call,65 and over,White,Female,Leckman,Approve,Approve,Neither,No,Yes,Yes,No,Better,Perot,Democrat,Under 15K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.636
45.0,55.0,14.0,First call,65 and over,White,Male,Bennett,,Approve,,No,,,Yes,Worse,Dole,Republican,15 to 30K,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Republican,65 and over,0.562
45.0,55.0,15.0,Second call,65 and over,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.636
45.0,55.0,16.0,Second call,18-24,White,Female,Leckman,Approve,,Neither,,No,No,No,Worse,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Independent/Other,18 to 24,0.616
45.0,55.0,17.0,Second call,65 and over,White,Male,Leckman,Disapprove,Disapprove,Oppose Clinton,,No,Yes,,Same,Other,Independent,30 to 50K,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Independent/Other,65 and over,0.608
45.0,55.0,18.0,Second call,45-49,White,Female,Bennett,Approve,Approve,Neither,No,No,Yes,Yes,Better,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.5840000000000001
45.0,55.0,19.0,Second call,25-29,White,Female,Other,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Perot,Republican,30 to 50K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.8200000000000001
45.0,55.0,20.0,Second call,45-49,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Democrat,40 to 49,0.5840000000000001
45.0,55.0,21.0,Second call,50-59,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Republican,50 to 64,0.5840000000000001
45.0,55.0,22.0,Second call,50-59,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Independent/Other,50 to 64,0.5840000000000001
45.0,55.0,23.0,Second call,40-44,White,Male,Bennett,Approve,Disapprove,Support Clinton,No,Yes,Yes,No,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.558
45.0,55.0,24.0,Second call,50-59,White,Female,Leckman,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Under 15K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Independent/Other,50 to 64,0.632
45.0,55.0,25.0,Second call,65 and over,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.608
45.0,55.0,26.0,Second call,65 and over,White,,Leckman,,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Democrat,65 and over,0.608
45.0,55.0,27.0,Second call,50-59,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Perot,Independent,Under 15K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Independent/Other,50 to 64,0.5840000000000001
45.0,55.0,28.0,Second call,45-49,Hispanic,Male,Bennett,Disapprove,Disapprove,Neither,No,No,No,No,Same,Perot,Republican,30 to 50K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.5569999999999999
45.0,55.0,29.0,Second call,50-59,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Perot,Republican,30 to 50K,Conservative,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Republican,50 to 64,0.5840000000000001
45.0,55.0,30.0,Second call,65 and over,White,Male,Bennett,Approve,Disapprove,Neither,,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,65 and over,State,East/Odgen area,60 and over,60 and over,Independent/Other,65 and over,0.562
45.0,55.0,31.0,Second call,30-39,White,Male,Leckman,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Independent/Other,30 to 39,0.604
45.0,55.0,32.0,Second call,30-39,White,Female,Leckman,Disapprove,Disapprove,Neither,,Yes,Yes,,Same,Did not vote,Something else,100K or more,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Independent/Other,30 to 39,0.632
45.0,55.0,33.0,Second call,50-59,Hispanic,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Democrat,50 to 64,0.603
45.0,55.0,34.0,Third call,40-44,White,Female,Other,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Other,Republican,30 to 50K,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Republican,40 to 49,0.8410000000000001
45.0,55.0,35.0,Third call,25-29,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.569
45.0,55.0,36.0,Third call,40-44,White,,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.632
45.0,55.0,37.0,Third call,30-39,Black,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Democrat,30 to 39,0.631
45.0,55.0,38.0,Third call,50-59,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Republican,50 to 64,0.558
45.0,55.0,39.0,Third call,30-39,White,Male,Bennett,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Independent/Other,30 to 39,0.558
45.0,55.0,40.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.558
45.0,55.0,41.0,Third call,40-44,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Something else,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.604
45.0,55.0,42.0,Third call,45-49,White,Female,Bennett,Disapprove,,Neither,No,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.5840000000000001
45.0,55.0,43.0,Third call,45-49,White,Female,Leckman,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Independent/Other,40 to 49,0.632
45.0,55.0,44.0,Third call,40-44,White,Female,Leckman,Approve,Approve,Oppose Clinton,No,No,,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.632
45.0,55.0,45.0,Third call,40-44,White,Male,Leckman,Approve,Approve,Neither,No,No,No,No,Worse,Perot,Something else,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.604
45.0,55.0,46.0,Third call,45-49,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Democrat,40 to 49,0.604
45.0,55.0,47.0,Third call,18-24,Other,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Same,Did not vote,Democrat,50 to 75K,Liberal,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Democrat,18 to 24,0.616
45.0,55.0,48.0,Third call,40-44,White,Male,Leckman,Approve,Approve,Neither,No,No,Yes,No,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.604
45.0,55.0,49.0,Third call,45-49,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Democrat,40 to 49,0.632
45.0,55.0,50.0,Third call,30-39,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Independent/Other,30 to 39,0.604
45.0,55.0,51.0,Third call,50-59,White,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Democrat,50 to 64,0.632
45.0,55.0,52.0,Third call,30-39,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.558
45.0,55.0,53.0,Third call,25-29,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.544
45.0,55.0,54.0,Third call,25-29,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Did not vote,Democrat,15 to 30K,Liberal,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Democrat,25 to 29,0.616
45.0,55.0,55.0,Third call,25-29,White,Female,Bennett,Disapprove,Approve,Neither,No,No,Yes,Yes,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.569
45.0,55.0,56.0,Third call,40-44,White,Male,Bennett,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Same,Dole,Something else,15 to 30K,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.558
45.0,55.0,57.0,Third call,40-44,White,Male,Bennett,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Republican,40 to 49,0.558
45.0,55.0,58.0,Third call,50-59,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Did not vote,Independent,30 to 50K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Independent/Other,50 to 64,0.558
45.0,55.0,59.0,Third call,40-44,White,,Bennett,Approve,Approve,Neither,No,No,Yes,Yes,Better,Clinton,Something else,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.558
45.0,55.0,60.0,Third call,18-24,White,Male,Bennett,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Republican,18 to 24,0.544
