State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Gore good as Pres?,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
43.0,116.0,14.0,Second call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.8440000000000001
43.0,116.0,15.0,Second call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.8440000000000001
43.0,116.0,16.0,Second call,60-64,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,1.068
43.0,116.0,17.0,Second call,45-49,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.8440000000000001
43.0,116.0,18.0,Second call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,No,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,65 and over,State,Central/West,60 and over,60 and over,Republican,65 and over,0.902
43.0,116.0,19.0,Second call,45-49,White,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Same,Clinton,Independent,100K or more,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Independent/Other,40 to 49,1.0
43.0,116.0,20.0,Second call,50-59,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,1.0
43.0,116.0,21.0,Third call,30-39,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,100K or more,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.902
43.0,116.0,22.0,Third call,30-39,White,Male,Sundquist,Approve,Approve,No,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.936
43.0,116.0,23.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,No,Yes,Yes,Same,Did not vote,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.8440000000000001
43.0,116.0,24.0,Third call,18-24,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,No,Better,Other,Independent,,Moderate,18 to 64,State,Central/West,18 to 29,18 to 24,Independent/Other,18 to 24,1.555
43.0,116.0,25.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,0.936
43.0,116.0,26.0,Third call,65 and over,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,No,Yes,Yes,Same,Dole,Republican,75 to 100K,Moderate,65 and over,State,Central/West,60 and over,60 and over,Republican,65 and over,0.999
43.0,116.0,27.0,Third call,18-24,Black,Male,Sundquist,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Central/West,18 to 29,18 to 24,Democrat,18 to 24,1.767
43.0,116.0,28.0,Third call,50-59,White,Male,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.936
43.0,116.0,29.0,Third call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.8440000000000001
43.0,116.0,30.0,Third call,45-49,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,0.902
43.0,116.0,31.0,Third call,45-49,White,Male,Hooker,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Independent,100K or more,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Independent/Other,40 to 49,1.0
43.0,116.0,32.0,Third call,40-44,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,0.8440000000000001
43.0,116.0,33.0,Third call,50-59,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,0.8440000000000001
43.0,116.0,34.0,Third call,60-64,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Republican,50 to 64,0.902
43.0,116.0,35.0,Third call,65 and over,White,Male,Sundquist,,,Yes,Neither,No,,,,Same,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,0.999
43.0,116.0,36.0,Third call,25-29,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Central/West,18 to 29,25 to 29,Republican,25 to 29,1.403
43.0,116.0,37.0,Third call,45-49,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,100K or more,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Independent/Other,40 to 49,0.8440000000000001
43.0,116.0,38.0,Third call,50-59,White,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.936
43.0,116.0,39.0,Third call,40-44,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,No,,Yes,Yes,Better,Dole,Republican,,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,0.8440000000000001
43.0,116.0,40.0,Third call,50-59,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,0.8440000000000001
43.0,116.0,41.0,Third call,45-49,White,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,1.0
43.0,116.0,42.0,Third call,30-39,White,Female,Sundquist,Approve,Approve,No,Neither,No,,,Yes,Better,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,0.8440000000000001
43.0,116.0,43.0,Third call,40-44,White,Male,Hooker,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Independent,100K or more,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Independent/Other,40 to 49,1.0
43.0,116.0,44.0,Third call,30-39,Black,Female,Hooker,Disapprove,Approve,Yes,Neither,No,No,Yes,Yes,Better,Dole,Independent,,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,1.026
43.0,116.0,45.0,Third call,65 and over,White,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Independent,50 to 75K,Moderate,65 and over,State,Central/West,60 and over,60 and over,Independent/Other,65 and over,1.068
43.0,116.0,46.0,Third call,40-44,White,Female,Sundquist,Approve,Approve,Yes,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.8440000000000001
43.0,116.0,47.0,Third call,30-39,White,Male,Other,Disapprove,Disapprove,No,Oppose Clinton,No,,Yes,No,Same,Other,Independent,15 to 30K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,0.5599999999999999
43.0,116.0,48.0,Third call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Independent/Other,40 to 49,0.8440000000000001
43.0,116.0,49.0,Third call,50-59,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,0.8440000000000001
43.0,116.0,50.0,Third call,45-49,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.936
43.0,116.0,51.0,Third call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Independent/Other,40 to 49,0.8440000000000001
43.0,116.0,52.0,Third call,45-49,White,Male,Hooker,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,Worse,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Independent/Other,40 to 49,1.0
43.0,120.0,1.0,First call,45-49,White,Male,Hooker,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,,15 to 30K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,,40 to 49,1.087
43.0,120.0,2.0,First call,30-39,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,1.087
43.0,120.0,3.0,First call,30-39,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Something else,30 to 50K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,1.016
43.0,120.0,4.0,First call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.917
43.0,120.0,5.0,First call,45-49,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,1.016
43.0,120.0,6.0,First call,50-59,White,Female,Sundquist,Approve,Approve,No,Neither,Yes,No,Yes,Yes,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.917
43.0,120.0,7.0,First call,40-44,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,1.016
43.0,120.0,8.0,First call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Yes,Worse,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.917
43.0,120.0,9.0,Second call,50-59,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,Yes,No,No,No,Same,Clinton,Democrat,,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.917
43.0,120.0,10.0,Second call,40-44,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,0.917
43.0,120.0,11.0,Second call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.016
43.0,120.0,12.0,Second call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.917
43.0,120.0,13.0,Second call,50-59,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.016
43.0,120.0,14.0,Second call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.016
43.0,120.0,15.0,Second call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.917
43.0,120.0,16.0,Second call,45-49,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,1.016
43.0,120.0,17.0,Second call,65 and over,,Male,Sundquist,Approve,Disapprove,Yes,Neither,,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,1.085
43.0,120.0,18.0,Second call,60-64,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Republican,50 to 64,0.979
43.0,120.0,19.0,Second call,40-44,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,1.016
43.0,120.0,20.0,Second call,30-39,White,Female,Sundquist,Disapprove,Disapprove,Yes,Neither,Yes,No,Yes,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,0.917
43.0,120.0,21.0,Second call,30-39,White,Female,Sundquist,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Dole,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.917
43.0,120.0,22.0,Second call,30-39,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,1.016
43.0,120.0,23.0,Second call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.016
43.0,120.0,24.0,Second call,60-64,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Independent/Other,50 to 64,0.979
43.0,120.0,25.0,Second call,40-44,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,1.016
43.0,120.0,26.0,Third call,50-59,White,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,1.016
43.0,120.0,27.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,0.917
43.0,120.0,28.0,Third call,50-59,White,Male,Hooker,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.087
43.0,120.0,29.0,Third call,30-39,White,Female,Sundquist,Disapprove,Disapprove,Yes,Neither,No,No,No,Yes,Better,Dole,Independent,100K or more,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,0.917
43.0,120.0,30.0,Third call,40-44,White,Male,Sundquist,Approve,Approve,Yes,Neither,No,No,Yes,Yes,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,1.016
43.0,120.0,31.0,Third call,45-49,White,Male,Sundquist,Approve,Approve,Yes,Neither,Yes,No,Yes,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,1.016
43.0,120.0,32.0,Third call,18-24,White,Male,Sundquist,Disapprove,,No,Neither,No,Yes,Yes,,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Central/West,18 to 29,18 to 24,Independent/Other,18 to 24,1.688
43.0,120.0,33.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,Yes,Neither,No,No,Yes,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Independent/Other,50 to 64,1.016
43.0,120.0,34.0,Third call,30-39,White,,Sundquist,Disapprove,Approve,No,Neither,No,No,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.016
43.0,120.0,35.0,Third call,50-59,White,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.917
43.0,120.0,36.0,Third call,40-44,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,,No,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Independent/Other,40 to 49,0.917
43.0,120.0,37.0,Third call,40-44,White,Male,Sundquist,Approve,Approve,No,Neither,No,No,No,Yes,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Independent/Other,40 to 49,1.016
43.0,120.0,38.0,Third call,18-24,White,Female,Sundquist,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Central/West,18 to 29,18 to 24,Republican,18 to 24,1.5230000000000001
43.0,120.0,39.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.016
43.0,120.0,40.0,Third call,45-49,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,1.087
43.0,120.0,41.0,Third call,45-49,White,Female,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,No,Better,Perot,Democrat,30 to 50K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,0.981
43.0,120.0,42.0,Third call,40-44,White,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,1.087
43.0,120.0,43.0,Third call,50-59,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.981
43.0,120.0,44.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.016
43.0,120.0,45.0,Third call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.016
43.0,120.0,46.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,No,No,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.016
43.0,120.0,47.0,Third call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.917
43.0,120.0,48.0,Third call,40-44,White,,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,0.917
43.0,120.0,49.0,Third call,40-44,White,Female,Sundquist,Approve,Approve,No,Neither,No,No,Yes,No,Better,Perot,Republican,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,0.917
43.0,120.0,50.0,Third call,40-44,White,Male,Hooker,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,No,Same,Other,Something else,15 to 30K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Independent/Other,40 to 49,1.087
43.0,120.0,51.0,Third call,50-59,White,Female,Sundquist,Approve,,Yes,Support Clinton,No,No,No,No,Better,Clinton,Independent,50 to 75K,Liberal,18 to 64,State,Central/West,45 to 59,50 to 59,Independent/Other,50 to 64,0.917
43.0,120.0,52.0,Third call,60-64,White,,Sundquist,Approve,Approve,No,Neither,Yes,No,Yes,Yes,Same,Dole,Democrat,30 to 50K,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,1.085
43.0,120.0,53.0,Third call,40-44,White,Female,Sundquist,Disapprove,Disapprove,Yes,Neither,Yes,No,Yes,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.917
43.0,120.0,54.0,Third call,30-39,White,Female,Sundquist,Approve,Approve,Yes,Neither,Yes,,Yes,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.917
