State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Phys-Ass-Suicide,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Feiger opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person,Union member in HH
23.0,44.0,26.0,Third call,60-64,White,Female,Engler,Disapprove,,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,60 and over,60 and over,Republican,50 to 64,2.384,Unfavorable,
23.0,44.0,27.0,Third call,18-24,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,18 to 29,18 to 24,Republican,18 to 24,3.375,Unfavorable,No
23.0,44.0,28.0,Third call,50-59,White,Male,,Approve,Disapprove,No,Support Clinton,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.728,Unfavorable,No
23.0,44.0,29.0,Third call,65 and over,White,Female,Feiger,Approve,Approve,Yes,Support Clinton,No,No,Yes,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Southwest,60 and over,60 and over,Independent/Other,65 and over,1.6320000000000001,Favorable,No
23.0,44.0,30.0,Third call,50-59,White,Female,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.8920000000000001,Unfavorable,No
23.0,44.0,31.0,Third call,50-59,White,Female,Engler,Disapprove,Approve,No,,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Southwest,45 to 59,50 to 59,,50 to 64,1.8920000000000001,Unfavorable,No
23.0,44.0,32.0,Third call,50-59,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.8920000000000001,Favorable,No
23.0,47.0,1.0,First call,40-44,White,Male,Engler,Approve,Approve,,Neither,No,No,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,1.052,Unfavorable,No
23.0,47.0,2.0,First call,40-44,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,1.059,Unfavorable,No
23.0,47.0,3.0,First call,50-59,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.723,Favorable,Yes
23.0,47.0,4.0,First call,40-44,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Southwest,30 to 44,40 to 49,Democrat,40 to 49,0.723,Favorable,Yes
23.0,47.0,5.0,First call,18-24,White,Female,Engler,Disapprove,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,18 to 29,18 to 24,Democrat,18 to 24,1.853,Unfavorable,Yes
23.0,47.0,6.0,First call,18-24,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,No,Same,Dole,Independent,College grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,18 to 29,18 to 24,Independent/Other,18 to 24,1.887,Unfavorable,No
23.0,47.0,7.0,First call,50-59,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,No,No,No,Worse,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.04,Unfavorable,No
23.0,47.0,8.0,First call,60-64,White,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Southwest,60 and over,60 and over,Democrat,50 to 64,0.933,Favorable,Yes
23.0,47.0,9.0,Second call,50-59,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Same,Dole,Something else,HS grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.059,Unfavorable,No
23.0,47.0,10.0,Second call,40-44,White,Male,Feiger,Disapprove,Disapprove,No,Neither,No,No,No,Worse,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Southwest,30 to 44,40 to 49,Democrat,40 to 49,0.7389999999999999,Unfavorable,Yes
23.0,47.0,11.0,Second call,25-29,Other,Male,Engler,Disapprove,Approve,Yes,Neither,No,No,No,Worse,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,18 to 29,25 to 29,Republican,25 to 29,1.847,Unfavorable,Yes
23.0,47.0,12.0,Second call,30-39,White,Male,Engler,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.059,Unfavorable,Yes
23.0,47.0,13.0,Second call,45-49,White,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,40 to 49,Republican,40 to 49,1.059,Unfavorable,No
23.0,47.0,14.0,Second call,30-39,White,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.04,Unfavorable,No
23.0,47.0,15.0,Second call,25-29,White,Female,Feiger,Disapprove,Approve,Yes,Support Clinton,Yes,Yes,Yes,Worse,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,18 to 29,25 to 29,Independent/Other,25 to 29,1.268,Unfavorable,Yes
23.0,47.0,16.0,Second call,30-39,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.04,Unfavorable,No
23.0,47.0,17.0,Second call,40-44,White,Female,Engler,Approve,Disapprove,No,Support Clinton,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Democrat,40 to 49,1.04,Favorable,No
23.0,47.0,18.0,Second call,40-44,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,1.059,Unfavorable,No
23.0,47.0,19.0,Third call,18-24,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,Yes,Yes,Same,Did not vote,Independent,HS grad,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Southwest,18 to 29,18 to 24,Independent/Other,18 to 24,1.268,Unfavorable,No
23.0,47.0,20.0,Third call,50-59,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.04,Unfavorable,No
23.0,47.0,21.0,Third call,25-29,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,,Dole,Republican,HS grad,,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,18 to 29,25 to 29,Republican,25 to 29,1.887,Unfavorable,Yes
23.0,47.0,22.0,Third call,40-44,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,1.04,Unfavorable,No
23.0,47.0,23.0,Third call,30-39,White,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Worse,Did not vote,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.059,Unfavorable,Yes
23.0,47.0,24.0,Third call,50-59,White,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Southwest,45 to 59,50 to 59,Democrat,50 to 64,0.726,Favorable,No
23.0,47.0,25.0,Third call,50-59,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,Better,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.04,Unfavorable,Yes
23.0,47.0,26.0,Third call,40-44,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.059,Unfavorable,No
23.0,47.0,27.0,Third call,30-39,White,Female,Feiger,Approve,,Yes,Neither,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,State,Complete,Southwest,30 to 44,30 to 39,Democrat,30 to 39,0.711,Favorable,Yes
23.0,47.0,28.0,Third call,45-49,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,45 to 59,40 to 49,Democrat,40 to 49,1.04,Favorable,No
23.0,47.0,29.0,Third call,40-44,White,Female,Engler,Disapprove,,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,1.04,Unfavorable,Yes
23.0,47.0,30.0,Third call,50-59,White,Female,Feiger,Approve,Approve,,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Southwest,45 to 59,50 to 59,Democrat,50 to 64,0.722,Favorable,Yes
23.0,47.0,31.0,Third call,30-39,Black,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Worse,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,30 to 39,Democrat,30 to 39,1.081,Favorable,Yes
23.0,47.0,32.0,Third call,40-44,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Southwest,30 to 44,40 to 49,Democrat,40 to 49,1.04,Unfavorable,Yes
23.0,50.0,1.0,First call,50-59,White,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Worse,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,North/Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.989,Favorable,No
23.0,50.0,2.0,First call,65 and over,White,Male,Feiger,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Republican,HS grad,50 to 75K,Conservative,65 and over,Favorable,State,Complete,North/Northeast,60 and over,60 and over,Republican,65 and over,1.14,Unfavorable,No
23.0,50.0,3.0,First call,65 and over,White,Male,,Disapprove,Approve,No,Oppose Clinton,No,Yes,No,Same,Dole,Republican,,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Republican,65 and over,1.071,Unfavorable,Yes
23.0,50.0,4.0,First call,30-39,White,Female,Feiger,Disapprove,Disapprove,Yes,Neither,No,No,No,Better,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,North/Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.968,Favorable,No
23.0,50.0,5.0,First call,45-49,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,40 to 49,Republican,40 to 49,0.9720000000000001,Unfavorable,No
23.0,50.0,6.0,First call,50-59,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Republican,50 to 64,0.9720000000000001,Unfavorable,No
23.0,50.0,7.0,Second call,40-44,White,Female,Feiger,Approve,Approve,Yes,Support Clinton,No,Yes,Yes,Better,Clinton,Democrat,HS grad,75 to 100K,Liberal,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.968,Unfavorable,Yes
23.0,50.0,8.0,Second call,65 and over,White,Male,Engler,Disapprove,Approve,No,Neither,No,Yes,No,Same,Dole,Republican,Postgrad,75 to 100K,Moderate,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Republican,65 and over,1.034,Unfavorable,No
23.0,50.0,9.0,Second call,40-44,White,Female,,Approve,Approve,No,Neither,No,,,Better,Clinton,Independent,College grad,,Moderate,18 to 64,,State,Complete,North/Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.911,Unfavorable,Yes
23.0,50.0,10.0,Second call,65 and over,White,Male,Engler,Approve,Approve,No,Support Clinton,No,No,No,Better,Clinton,Republican,HS grad,Under 15K,Liberal,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Republican,65 and over,1.034,Favorable,No
23.0,50.0,11.0,Second call,65 and over,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Republican,65 and over,1.034,Unfavorable,No
23.0,50.0,12.0,Second call,65 and over,Hispanic,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,Favorable,State,Complete,North/Northeast,60 and over,60 and over,Democrat,65 and over,0.953,Favorable,Yes
23.0,50.0,13.0,Second call,65 and over,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Favorable,State,Complete,North/Northeast,60 and over,60 and over,Democrat,65 and over,1.166,Favorable,Yes
23.0,50.0,14.0,Second call,65 and over,White,Male,Feiger,Approve,Disapprove,Yes,,,,,,,,,,,65 and over,Favorable,State,Not complete,North/Northeast,60 and over,60 and over,,65 and over,1.14,Favorable,Yes
23.0,50.0,15.0,Second call,50-59,White,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Something else,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.876,Unfavorable,Yes
23.0,50.0,16.0,Second call,45-49,White,Male,Engler,Approve,Approve,No,Neither,No,No,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,North/Northeast,45 to 59,40 to 49,Independent/Other,40 to 49,0.9720000000000001,Favorable,Yes
23.0,50.0,17.0,Third call,50-59,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Independent,HS grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.9720000000000001,Unfavorable,No
23.0,50.0,18.0,Third call,65 and over,White,Male,Engler,Approve,Approve,,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Democrat,65 and over,1.027,Unfavorable,Yes
23.0,50.0,19.0,Third call,40-44,Black,Male,Feiger,Approve,Disapprove,No,Oppose Clinton,No,No,Yes,Worse,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,North/Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.99,Favorable,Yes
23.0,50.0,20.0,Third call,45-49,White,Female,Engler,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,40 to 49,Republican,40 to 49,0.8560000000000001,Unfavorable,No
23.0,50.0,21.0,Third call,50-59,White,Female,Feiger,Disapprove,Disapprove,No,Neither,No,No,No,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,North/Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.989,Unfavorable,Yes
23.0,50.0,22.0,Third call,30-39,Hispanic,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,,18 to 64,Favorable,State,Complete,North/Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.99,,Yes
23.0,50.0,23.0,Third call,18-24,White,Male,Engler,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Better,Did not vote,Republican,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,18 to 29,18 to 24,Republican,18 to 24,0.756,Favorable,No
23.0,50.0,24.0,Third call,40-44,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,Moderate,18 to 64,Favorable,State,Complete,North/Northeast,30 to 44,40 to 49,Democrat,40 to 49,1.07,Favorable,Yes
23.0,50.0,25.0,Third call,30-39,White,Female,Engler,Approve,,No,Neither,No,Yes,,Better,Perot,Independent,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.876,Unfavorable,Yes
23.0,50.0,26.0,Third call,40-44,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Same,Clinton,Independent,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,North/Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.07,Unfavorable,Yes
23.0,50.0,27.0,Third call,30-39,White,Female,Engler,Approve,Approve,No,Neither,No,Yes,No,Better,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.876,Unfavorable,No
23.0,50.0,28.0,Third call,65 and over,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Independent/Other,65 and over,1.034,Unfavorable,No
23.0,50.0,29.0,Third call,40-44,White,Female,Engler,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Same,Clinton,Something else,College grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.876,Unfavorable,Yes
23.0,50.0,30.0,Third call,30-39,White,Female,Engler,Approve,,No,Neither,No,Yes,,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.876,Unfavorable,No
23.0,50.0,31.0,Third call,40-44,White,Female,Engler,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,40 to 49,Republican,40 to 49,0.8560000000000001,Unfavorable,Yes
23.0,50.0,32.0,Third call,30-39,White,Female,Engler,Disapprove,,No,Neither,Yes,Yes,,Better,Clinton,,College grad,50 to 75K,,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,30 to 39,,30 to 39,0.876,Unfavorable,Yes
23.0,54.0,1.0,First call,50-59,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.492,Favorable,Yes
23.0,54.0,2.0,First call,45-49,White,Female,Engler,Approve,Disapprove,Yes,Neither,No,Yes,Yes,Same,Dole,Republican,Some college,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.569,Unfavorable,No
23.0,54.0,3.0,First call,25-29,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,Worse,Perot,Democrat,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,25 to 29,Democrat,25 to 29,0.885,Favorable,No
23.0,54.0,4.0,First call,30-39,White,Male,Feiger,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.492,Unfavorable,Yes
23.0,54.0,5.0,First call,50-59,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Worse,Clinton,Independent,College grad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.482,Favorable,Yes
23.0,54.0,6.0,First call,30-39,White,Male,Feiger,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Same,Perot,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.492,Unfavorable,No
23.0,54.0,7.0,First call,25-29,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,25 to 29,Republican,25 to 29,0.91,Unfavorable,No
23.0,54.0,8.0,First call,50-59,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,,Better,Dole,Independent,Some college,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.596,Unfavorable,Yes
