State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
15.0,58.0,2.0,First call,30-39,White,Male,Bayh,Approve,Approve,Neither,No,No,No,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Favorable,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,1.286,Unfavorable
15.0,58.0,3.0,First call,45-49,White,Male,Bayh,Approve,Approve,,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,National,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,1.286,Favorable
15.0,58.0,4.0,First call,18-24,White,Male,Bayh,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Same,Perot,Democrat,Some college,50 to 75K,Liberal,18 to 64,Unfavorable,National,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,2.042,Unfavorable
15.0,58.0,5.0,First call,45-49,White,Male,Helmke,Disapprove,,Oppose Clinton,No,No,Yes,,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,National,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,1.579,Unfavorable
15.0,58.0,6.0,First call,45-49,White,Male,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,National,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,1.579,Unfavorable
15.0,58.0,7.0,First call,40-44,White,Female,Helmke,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Unfavorable,National,Complete,Northwest,30 to 44,40 to 49,Republican,40 to 49,1.456,Unfavorable
15.0,58.0,8.0,First call,,White,Male,Helmke,Disapprove,,,,,,,Better,,Republican,,100K or more,Moderate,,,National,Complete,Northwest,,,Republican,,1.579,
15.0,58.0,9.0,First call,50-59,White,Female,Helmke,Disapprove,,,,,,,Same,,Republican,,100K or more,Conservative,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,1.456,
15.0,58.0,10.0,First call,65 and over,White,Male,Helmke,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Moderate,65 and over,,National,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.7720000000000002,
15.0,58.0,11.0,First call,45-49,White,Male,Bayh,Approve,,,,,,,Same,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.286,
15.0,58.0,12.0,First call,40-44,White,Female,Bayh,,,,,,,,Better,,Democrat,,50 to 75K,Conservative,18 to 64,,National,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,1.187,
15.0,58.0,13.0,First call,30-39,White,Female,Bayh,Disapprove,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,1.187,
15.0,58.0,14.0,Second call,50-59,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Favorable,National,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.286,Unfavorable
15.0,58.0,15.0,Second call,50-59,White,Female,Bayh,Disapprove,Approve,Neither,No,Yes,No,,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,National,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.187,Unfavorable
15.0,58.0,16.0,Second call,30-39,White,Male,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Perot,Independent,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,1.286,Unfavorable
15.0,58.0,17.0,Second call,40-44,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,Favorable,National,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,1.286,Unfavorable
15.0,58.0,18.0,Second call,45-49,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,Favorable,National,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.187,Favorable
15.0,58.0,19.0,Second call,30-39,White,Female,Bayh,Approve,Approve,Neither,No,Yes,Yes,Yes,Same,Did not vote,Independent,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,1.187,Unfavorable
15.0,58.0,20.0,Second call,60-64,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,National,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,1.7720000000000002,Unfavorable
15.0,58.0,21.0,Second call,65 and over,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Did not vote,Independent,No HS,15 to 30K,Moderate,65 and over,Unfavorable,National,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,1.7720000000000002,Unfavorable
15.0,58.0,22.0,Second call,50-59,White,Male,Bayh,Approve,,,,,,,Worse,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.286,
15.0,58.0,23.0,Second call,50-59,White,Female,Bayh,Approve,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.187,
15.0,58.0,24.0,Second call,50-59,White,Female,Bayh,Approve,,,,,,,Better,,Republican,,,Moderate,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,1.187,
15.0,58.0,25.0,Second call,50-59,White,Female,Bayh,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.187,
15.0,58.0,26.0,Second call,65 and over,White,Female,Bayh,Disapprove,,,,,,,Same,,Republican,,50 to 75K,Moderate,65 and over,,National,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.333,
15.0,58.0,27.0,Second call,45-49,White,Female,Bayh,Disapprove,,,,,,,Same,,Republican,,Under 15K,Liberal,18 to 64,,National,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,1.187,
15.0,58.0,28.0,Second call,40-44,White,Female,Bayh,Disapprove,,,,,,,Better,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.187,
15.0,58.0,29.0,Second call,60-64,White,Female,Helmke,Disapprove,,,,,,,Same,,Democrat,,,Moderate,18 to 64,,National,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,1.6349999999999998,
15.0,58.0,30.0,Third call,50-59,White,Female,Bayh,Approve,Approve,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,National,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.187,Unfavorable
15.0,58.0,31.0,Third call,45-49,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Something else,HS grad,75 to 100K,Moderate,18 to 64,Favorable,National,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.187,Unfavorable
15.0,58.0,32.0,Third call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,HS grad,30 to 50K,Conservative,65 and over,Unfavorable,National,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,1.6349999999999998,Unfavorable
15.0,58.0,33.0,Third call,30-39,White,Female,Helmke,Approve,Disapprove,Neither,No,No,No,No,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favorable,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,1.456,Favorable
15.0,58.0,34.0,Third call,30-39,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Did not vote,Republican,Some college,50 to 75K,Moderate,18 to 64,Favorable,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,1.456,Unfavorable
15.0,58.0,35.0,Third call,50-59,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Unfavorable,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.579,Unfavorable
15.0,58.0,36.0,Third call,65 and over,White,Female,Helmke,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,Under 15K,Moderate,65 and over,Unfavorable,National,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.6349999999999998,Unfavorable
15.0,58.0,37.0,Third call,45-49,White,Male,Bayh,Approve,Disapprove,Neither,No,No,Yes,Yes,Worse,Perot,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,National,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,1.286,Favorable
15.0,58.0,38.0,Third call,30-39,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,Favorable,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,1.187,Favorable
15.0,58.0,39.0,Third call,50-59,White,Female,Helmke,Disapprove,,,,,,,Same,,Republican,,100K or more,Moderate,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,1.456,
15.0,58.0,40.0,Third call,65 and over,White,,Helmke,Disapprove,,,,,,,Worse,,Republican,,30 to 50K,Conservative,65 and over,,National,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.6349999999999998,
15.0,58.0,41.0,Third call,50-59,White,Male,Bayh,Disapprove,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.286,
15.0,58.0,42.0,Third call,45-49,White,Male,Bayh,Approve,,,,,,,Better,,Independent,,75 to 100K,Liberal,18 to 64,,National,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.286,
15.0,58.0,43.0,Third call,60-64,White,Female,Bayh,Approve,,,,,,,Same,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,1.333,
15.0,58.0,44.0,Third call,30-39,White,Female,Helmke,Disapprove,,,,,,,Same,,Something else,,30 to 50K,Conservative,18 to 64,,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,1.456,
15.0,58.0,45.0,Third call,50-59,White,Male,Bayh,Approve,,,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,1.286,
15.0,58.0,46.0,Third call,45-49,White,Female,Bayh,Approve,,,,,,,Better,,Democrat,,15 to 30K,Liberal,18 to 64,,National,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,1.187,
15.0,58.0,47.0,Third call,45-49,White,Male,Bayh,Disapprove,,,,,,,Same,,Republican,,15 to 30K,Liberal,18 to 64,,National,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,1.286,
15.0,63.0,1.0,First call,50-59,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.491,Favorable
15.0,63.0,2.0,First call,30-39,White,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,30 to 39,Democrat,30 to 39,0.491,Favorable
15.0,63.0,3.0,First call,50-59,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.448,Favorable
15.0,63.0,4.0,First call,25-29,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,No,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,East central,18 to 29,25 to 29,Republican,25 to 29,0.533,Unfavorable
15.0,63.0,5.0,First call,45-49,White,Female,Bayh,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,East central,45 to 59,40 to 49,,40 to 49,0.491,Unfavorable
15.0,63.0,6.0,First call,40-44,White,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,40 to 49,Democrat,40 to 49,0.448,Favorable
15.0,63.0,7.0,First call,45-49,White,Male,Bayh,Approve,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Clinton,Republican,Postgrad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East central,45 to 59,40 to 49,Republican,40 to 49,0.448,Favorable
15.0,63.0,8.0,First call,45-49,White,Female,Bayh,Disapprove,Approve,Oppose Clinton,,Yes,Yes,,Same,Dole,Independent,Some college,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,East central,45 to 59,40 to 49,Independent/Other,40 to 49,0.491,Unfavorable
15.0,63.0,9.0,First call,50-59,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,East central,45 to 59,50 to 59,Republican,50 to 64,0.499,Unfavorable
15.0,63.0,10.0,First call,50-59,White,Male,Bayh,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.448,Unfavorable
15.0,63.0,11.0,First call,45-49,White,Female,Helmke,Approve,,,,Yes,Yes,Yes,Better,Did not vote,Republican,HS grad,Under 15K,Moderate,18 to 64,,State,Complete,East central,45 to 59,40 to 49,Republican,40 to 49,0.546,Unfavorable
15.0,63.0,12.0,First call,30-39,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,30 to 39,Democrat,30 to 39,0.448,Favorable
15.0,63.0,13.0,First call,45-49,White,Male,Bayh,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,East central,45 to 59,40 to 49,,40 to 49,0.448,Favorable
15.0,63.0,14.0,Second call,40-44,White,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,40 to 49,Democrat,40 to 49,0.491,Favorable
15.0,63.0,15.0,Second call,50-59,Black,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,Some college,Under 15K,Liberal,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.313,Favorable
15.0,63.0,16.0,Second call,65 and over,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,No HS,Under 15K,Conservative,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Independent/Other,65 and over,0.5449999999999999,Favorable
15.0,63.0,17.0,Second call,30-39,White,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,30 to 39,Democrat,30 to 39,0.448,Unfavorable
15.0,63.0,18.0,Second call,65 and over,White,Male,Bayh,Disapprove,Approve,Neither,Yes,No,Yes,No,Better,Perot,Democrat,Postgrad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.5449999999999999,Unfavorable
15.0,63.0,19.0,Second call,50-59,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,,Better,Clinton,Independent,,Under 15K,,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Independent/Other,50 to 64,0.491,Favorable
15.0,63.0,20.0,Second call,40-44,White,Male,Bayh,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,40 to 49,Democrat,40 to 49,0.448,Favorable
15.0,63.0,21.0,Second call,30-39,White,Male,Bayh,Approve,Approve,Support Clinton,Yes,Yes,Yes,,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,,State,Complete,East central,30 to 44,30 to 39,Democrat,30 to 39,0.448,Unfavorable
15.0,63.0,22.0,Second call,50-59,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Republican,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Republican,50 to 64,0.491,Favorable
15.0,63.0,23.0,Second call,25-29,White,Female,Helmke,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,East central,18 to 29,25 to 29,,25 to 29,0.583,Unfavorable
15.0,63.0,24.0,Second call,65 and over,White,Female,Bayh,Disapprove,Disapprove,Neither,No,,Yes,,Same,Dole,Republican,Some college,Under 15K,Moderate,65 and over,Unfavorable,State,Complete,East central,60 and over,60 and over,Republican,65 and over,0.596,Unfavorable
15.0,63.0,25.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,,,,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.596,Favorable
15.0,63.0,26.0,Second call,25-29,White,Female,Bayh,Approve,Approve,Neither,,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,,18 to 64,,State,Complete,East central,18 to 29,25 to 29,Democrat,25 to 29,0.523,
15.0,63.0,27.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Oppose Clinton,,No,No,,Better,Clinton,Democrat,HS grad,,Moderate,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.596,Favorable
15.0,63.0,28.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,,Under 15K,Moderate,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.596,Favorable
15.0,63.0,29.0,Second call,45-49,White,Female,Bayh,Approve,Disapprove,Neither,,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East central,45 to 59,40 to 49,Democrat,40 to 49,0.491,
15.0,63.0,30.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,,No,No,No,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.596,Favorable
15.0,63.0,31.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,,Liberal,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.596,Favorable
15.0,63.0,32.0,Second call,50-59,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.491,Favorable
15.0,63.0,33.0,Second call,65 and over,White,Male,Bayh,,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,,Liberal,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.5449999999999999,Favorable
15.0,63.0,34.0,Second call,65 and over,White,Female,Bayh,Approve,,Neither,,No,No,No,Same,Clinton,Democrat,HS grad,,Moderate,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.596,
15.0,63.0,35.0,Second call,18-24,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Perot,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East central,18 to 29,18 to 24,Democrat,18 to 24,0.47900000000000004,Unfavorable
15.0,63.0,36.0,Second call,50-59,White,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.491,Favorable
15.0,63.0,37.0,Second call,25-29,White,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East central,18 to 29,25 to 29,Democrat,25 to 29,0.523,Favorable
15.0,63.0,38.0,Second call,25-29,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East central,18 to 29,25 to 29,Republican,25 to 29,0.583,Unfavorable
15.0,63.0,39.0,Third call,45-49,White,Female,Bayh,Approve,Disapprove,Neither,,No,,,Same,Clinton,Something else,HS grad,50 to 75K,,18 to 64,Favorable,State,Complete,East central,45 to 59,40 to 49,Independent/Other,40 to 49,0.491,
