State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary Opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
4.0,49.0,6.0,First call,40-44,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.101,Unfavorable
4.0,49.0,7.0,First call,60-64,White,Male,Lincoln,Huckabee,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,0.926,Unfavorable
4.0,49.0,8.0,First call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.47700000000000004,Unfavorable
4.0,49.0,9.0,First call,30-39,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.523,Unfavorable
4.0,49.0,10.0,First call,60-64,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Democrat,HS grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,0.494,Unfavorable
4.0,49.0,11.0,First call,50-59,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,No,Same,Dole,Democrat,Postgrad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.47700000000000004,Unfavorable
4.0,49.0,12.0,First call,60-64,White,Male,Lincoln,Huckabee,Approve,Approve,Neither,No,No,No,No,Same,Dole,Independent,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.926,Unfavorable
4.0,49.0,13.0,First call,50-59,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.523,Unfavorable
4.0,49.0,14.0,Second call,45-49,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Worse,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.47700000000000004,Unfavorable
4.0,49.0,15.0,Second call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.47700000000000004,Unfavorable
4.0,49.0,16.0,Second call,60-64,White,Male,Lincoln,Bristow,Disapprove,Approve,,Yes,,,,Better,Dole,Independent,HS grad,,Moderate,18 to 64,Favorable,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.957,Unfavorable
4.0,49.0,17.0,Second call,60-64,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,,Same,Dole,Independent,HS grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.451,Unfavorable
4.0,49.0,18.0,Second call,65 and over,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,,Conservative,65 and over,Unfavorable,State,Complete,East,60 and over,60 and over,Republican,65 and over,0.494,Unfavorable
4.0,49.0,19.0,Second call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.47700000000000004,Unfavorable
4.0,49.0,20.0,Second call,30-39,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,No,Yes,No,Better,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.523,Unfavorable
4.0,49.0,21.0,Second call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,East,45 to 59,50 to 59,,50 to 64,1.101,Favorable
4.0,49.0,22.0,Second call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Dole,Independent,Postgrad,50 to 75K,Moderate,65 and over,Unfavorable,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,0.451,Unfavorable
4.0,49.0,23.0,Second call,30-39,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Same,Dole,Republican,College grad,,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.523,Unfavorable
4.0,49.0,24.0,Second call,60-64,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,No,No,Yes,Worse,Dole,,Some college,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,East,60 and over,60 and over,,50 to 64,0.494,Favorable
4.0,49.0,25.0,Second call,65 and over,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.01,Favorable
4.0,49.0,26.0,Second call,45-49,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Some college,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.977,Unfavorable
4.0,49.0,27.0,Second call,30-39,White,Female,Lincoln,Huckabee,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,100K or more,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.066,Unfavorable
4.0,49.0,28.0,Second call,30-39,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Something else,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.47700000000000004,Unfavorable
4.0,49.0,29.0,Third call,40-44,White,Male,Lincoln,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Better,Perot,Independent,Some college,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.977,Unfavorable
4.0,49.0,30.0,Third call,50-59,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.47700000000000004,Unfavorable
4.0,49.0,31.0,Third call,30-39,White,Female,Boozman,Huckabee,,Approve,Neither,No,,,,Better,Dole,Republican,College grad,,Conservative,18 to 64,,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.523,
4.0,49.0,32.0,Third call,65 and over,White,Male,Lincoln,Huckabee,,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Conservative,65 and over,Unfavorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,0.926,Unfavorable
4.0,49.0,33.0,Third call,50-59,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,HS grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.47700000000000004,Unfavorable
4.0,49.0,34.0,Third call,40-44,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Independent,Postgrad,,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.47700000000000004,Unfavorable
4.0,49.0,35.0,Third call,45-49,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.01,Favorable
4.0,54.0,1.0,First call,65 and over,White,Male,Lincoln,Huckabee,Disapprove,Disapprove,,No,,,,,,,,,,65 and over,Favorable,State,Not complete,East,60 and over,60 and over,,65 and over,1.688,Favorable
4.0,54.0,2.0,First call,65 and over,White,Female,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,,Moderate,65 and over,Unfavorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.842,Favorable
4.0,54.0,3.0,First call,45-49,White,Male,Lincoln,Huckabee,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,,HS grad,15 to 30K,,18 to 64,Favorable,State,Complete,East,45 to 59,40 to 49,,40 to 49,1.782,Unfavorable
4.0,54.0,4.0,First call,65 and over,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.746,Unfavorable
4.0,54.0,5.0,First call,50-59,White,,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,100K or more,Conservative,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,2.009,Favorable
4.0,54.0,6.0,First call,40-44,Other,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,No,Yes,No,Same,Clinton,Something else,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.87,Unfavorable
4.0,54.0,7.0,First call,50-59,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Something else,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.782,Unfavorable
4.0,54.0,8.0,First call,65 and over,White,Male,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Independent,College grad,50 to 75K,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.688,Unfavorable
4.0,54.0,9.0,First call,65 and over,White,Male,Lincoln,Bristow,Approve,,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.746,Favorable
4.0,54.0,10.0,First call,30-39,White,Male,Lincoln,Huckabee,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.782,Favorable
4.0,54.0,11.0,First call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.87,Unfavorable
4.0,54.0,12.0,First call,60-64,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.8250000000000001,Unfavorable
4.0,54.0,13.0,First call,,White,,Heffley,Other,,Approve,,Yes,No,,No,Same,Clinton,Democrat,HS grad,Under 15K,,,,State,Complete,East,,,Democrat,,2.215,
4.0,54.0,14.0,Second call,60-64,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.842,Unfavorable
4.0,54.0,15.0,Second call,65 and over,White,,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,,Conservative,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.9020000000000001,Favorable
4.0,54.0,16.0,Second call,65 and over,White,Male,Boozman,Huckabee,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,0.8250000000000001,Favorable
4.0,54.0,17.0,Second call,30-39,White,Female,Lincoln,Huckabee,Disapprove,Disapprove,,,No,Yes,,Same,Did not vote,Independent,Some college,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.9449999999999998,
4.0,54.0,18.0,Second call,60-64,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.9,Unfavorable
4.0,54.0,19.0,Second call,65 and over,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.842,
4.0,54.0,20.0,Second call,50-59,White,Female,Lincoln,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.9449999999999998,Unfavorable
4.0,54.0,21.0,Second call,30-39,White,Female,Boozman,Huckabee,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.9510000000000001,Unfavorable
4.0,54.0,22.0,Second call,30-39,White,Female,Boozman,Huckabee,Approve,Approve,Neither,,,,,Better,Clinton,Something else,HS grad,,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.9510000000000001,
4.0,54.0,23.0,Second call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,HS grad,,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,2.009,Unfavorable
4.0,54.0,24.0,Second call,,White,Male,,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,,Better,Clinton,Independent,,Under 15K,Liberal,,Favorable,State,Complete,East,,,Independent/Other,,1.298,Favorable
4.0,54.0,25.0,Second call,65 and over,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.842,Favorable
4.0,54.0,26.0,Second call,45-49,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Independent,HS grad,Under 15K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.782,Unfavorable
4.0,54.0,27.0,Second call,18-24,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,No,,Clinton,Something else,HS grad,Under 15K,,18 to 64,Favorable,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,2.101,Favorable
4.0,54.0,28.0,Second call,65 and over,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,,No,No,Yes,,Clinton,Democrat,HS grad,,,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.9020000000000001,Favorable
4.0,54.0,29.0,Second call,50-59,White,Female,Lincoln,Huckabee,Approve,,Neither,,No,,,Worse,Clinton,Democrat,HS grad,,,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.9449999999999998,
4.0,54.0,30.0,Second call,50-59,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.842,Favorable
4.0,54.0,31.0,Second call,40-44,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Perot,Independent,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.87,Unfavorable
4.0,54.0,32.0,Third call,50-59,White,Female,Boozman,Huckabee,,Disapprove,Neither,,Yes,Yes,Yes,Better,Dole,Independent,HS grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.9510000000000001,Unfavorable
4.0,54.0,33.0,Third call,60-64,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.9020000000000001,Favorable
4.0,54.0,34.0,Third call,50-59,White,Female,Boozman,Bristow,Disapprove,Disapprove,Neither,No,,Yes,No,Worse,Did not vote,Democrat,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.9820000000000001,Unfavorable
4.0,54.0,35.0,Third call,40-44,White,Male,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,No HS,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.842,Favorable
4.0,54.0,36.0,Third call,50-59,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,No,No,Yes,Same,Dole,Something else,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.9510000000000001,Unfavorable
4.0,54.0,37.0,Third call,50-59,White,Male,Lincoln,Huckabee,Disapprove,Disapprove,Neither,,Yes,,,Same,Perot,Democrat,No HS,Under 15K,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.782,Unfavorable
4.0,54.0,38.0,Third call,40-44,White,Male,Boozman,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Dole,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.87,Favorable
4.0,54.0,39.0,Third call,45-49,White,Male,Boozman,Huckabee,Approve,Disapprove,Neither,,No,,,Worse,Dole,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,0.87,Unfavorable
4.0,57.0,1.0,First call,45-49,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,0.24,Favorable
4.0,57.0,2.0,Second call,40-44,Black,Female,Lincoln,Huckabee,Disapprove,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,0.252,
4.0,57.0,3.0,Second call,30-39,Black,Female,,Bristow,Approve,Disapprove,Support Clinton,,No,No,Yes,Worse,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.266,Favorable
4.0,57.0,4.0,Second call,60-64,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,60 and over,60 and over,Democrat,50 to 64,0.267,Favorable
4.0,57.0,5.0,Second call,30-39,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.261,Favorable
4.0,57.0,6.0,Second call,65 and over,Black,,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,Under 15K,Moderate,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Democrat,65 and over,0.267,Favorable
4.0,57.0,7.0,Second call,40-44,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,0.24,Favorable
4.0,57.0,8.0,Second call,50-59,Black,Male,Lincoln,Huckabee,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.23299999999999998,Favorable
4.0,57.0,9.0,Second call,60-64,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,South,60 and over,60 and over,Democrat,50 to 64,0.25,Favorable
