V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
1.0,0.0,G,33.0,30.0,7.0,First call,1.0,45-49,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,Against my candidate,Oppose Clinton,Yes,Both,Yes,Yes,Yes,Better,Dole,Republican,College grad,Other Christian,100K or more,Conservative,18 to 64,No,State,Complete,Rural upstate,45 to 59,40 to 49,Republican,40 to 49,1.259,Economy/jobs,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,8.0,First call,1.0,40-44,White,Male,D'Amato,Pataki,No,Approve,Approve,Neither,White,Against my candidate,Neither,Yes,Neither,No,No,Yes,Better,Clinton,Something else,College grad,Protestant,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Independent/Other,40 to 49,1.259,Abortion,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,9.0,First call,1.0,30-39,White,Female,Schumer,Vallone,No,Approve,Disapprove,,White,Against my candidate,Support Clinton,No,,No,No,,Worse,Clinton,Democrat,College grad,None,30 to 50K,Liberal,18 to 64,,State,Complete,Rural upstate,30 to 44,30 to 39,Democrat,30 to 39,1.466,,Worse,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,10.0,First call,1.0,50-59,White,Female,Schumer,Golisano,No,Approve,Disapprove,Schumer,White,Against my candidate,Support Clinton,Yes,,No,No,No,Worse,Clinton,Independent,Some college,Protestant,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Independent/Other,50 to 64,1.16,Gun Control,Worse,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,11.0,First call,1.0,45-49,White,Female,D'Amato,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Neither,No,No,No,Better,Clinton,Democrat,HS grad,Protestant,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Democrat,40 to 49,1.187,Economy/jobs,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,12.0,First call,1.0,50-59,White,Male,Schumer,Pataki,No,Approve,Disapprove,Both,White,Against my candidate,Support Clinton,No,Neither,No,No,Yes,Worse,Clinton,Republican,Postgrad,Protestant,100K or more,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,1.398,Education,About the same,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,13.0,First call,1.0,45-49,White,Female,Schumer,Pataki,No,Disapprove,Disapprove,Schumer,White,Against my candidate,Neither,Yes,Schumer,Yes,Yes,Yes,Worse,Perot,Independent,College grad,Catholic,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Independent/Other,40 to 49,1.316,Education,Worse,Unfavorable,,Disapprove,No
1.0,0.0,G,33.0,30.0,14.0,First call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,Neither,No,No,Yes,Better,Dole,Republican,Postgrad,Catholic,30 to 50K,Conservative,65 and over,No,State,Complete,Rural upstate,60 and over,60 and over,Republican,65 and over,1.634,Education,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,15.0,First call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Neither,Yes,Neither,No,No,No,Better,Clinton,Independent,HS grad,Catholic,50 to 75K,Conservative,65 and over,Yes,State,Complete,Rural upstate,60 and over,60 and over,Independent/Other,65 and over,1.634,Economy/jobs,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,16.0,Second call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,For my candidate,Neither,No,Both,No,No,Yes,Same,Dole,Republican,College grad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,1.187,Economy/jobs,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,17.0,Second call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,Against my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,Yes,Same,Dole,Independent,Some college,Catholic,15 to 30K,Conservative,65 and over,No,State,Complete,Rural upstate,60 and over,60 and over,Independent/Other,65 and over,1.634,,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,18.0,Second call,1.0,65 and over,White,Female,Schumer,Pataki,No,Disapprove,Approve,D'Amato,White,Against my candidate,Neither,,Both,Yes,Yes,Yes,Same,Perot,Republican,Postgrad,Protestant,50 to 75K,Moderate,65 and over,Yes,State,Complete,Rural upstate,60 and over,60 and over,Republican,65 and over,1.7089999999999999,Education,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,19.0,Second call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,Against my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,Yes,Same,Perot,Something else,College grad,Other Christian,15 to 30K,Conservative,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Independent/Other,30 to 39,1.259,Clin/Lwsky,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,20.0,Second call,1.0,60-64,White,Male,,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Neither,,Both,No,No,Yes,Same,Dole,Republican,Some college,Protestant,100K or more,Moderate,18 to 64,,State,Complete,Rural upstate,60 and over,60 and over,Republican,50 to 64,1.685,,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,21.0,Second call,1.0,25-29,White,Female,,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,,Yes,D'Amato,,,,,,,College grad,Catholic,,,18 to 64,No,State,Complete,Rural upstate,18 to 29,25 to 29,,25 to 29,1.705,Education,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,22.0,Third call,1.0,40-44,White,Female,Schumer,Golisano,No,Disapprove,Disapprove,Neither,White,Against my candidate,Oppose Clinton,No,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,College grad,None,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Democrat,40 to 49,1.16,Education,,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,23.0,Third call,1.0,45-49,White,Female,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,Yes,Better,Clinton,Independent,Postgrad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,Rural upstate,45 to 59,40 to 49,Independent/Other,40 to 49,1.316,Education,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,24.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,Neither,White,Against my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,Yes,Same,Other,Republican,Some college,Other Christian,30 to 50K,Conservative,18 to 64,No,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,1.187,Abortion,About the same,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,30.0,25.0,Third call,1.0,60-64,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,Neither,White,Against my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,College grad,Catholic,75 to 100K,Conservative,18 to 64,No,State,Complete,Rural upstate,60 and over,60 and over,Republican,50 to 64,1.634,Gun Control,Worse,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,26.0,Third call,1.0,40-44,White,Female,Schumer,Vallone,No,Approve,Disapprove,,White,Against my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Democrat,Some college,Protestant,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Democrat,40 to 49,1.466,,Worse,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,27.0,Third call,1.0,50-59,,Female,D'Amato,Pataki,No,Disapprove,Disapprove,,,For my candidate,Oppose Clinton,,Neither,No,Yes,Yes,Worse,Perot,Independent,College grad,Catholic,100K or more,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Independent/Other,50 to 64,1.187,Economy/jobs,,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,28.0,Third call,1.0,30-39,White,Female,D'Amato,Vallone,No,Approve,Approve,Both,White,For my candidate,Neither,No,Both,No,No,Yes,Better,Clinton,Democrat,College grad,Jewish,30 to 50K,Liberal,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Democrat,30 to 39,1.32,Education,Worse,Unfavorable,Yes,,No
1.0,0.0,G,33.0,30.0,29.0,Third call,1.0,45-49,White,Female,Schumer,Golisano,No,Approve,Disapprove,Neither,White,,Neither,No,,No,No,No,Same,Clinton,Democrat,Postgrad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,Rural upstate,45 to 59,40 to 49,Democrat,40 to 49,1.16,Education,About the same,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,30.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Approve,Approve,Both,White,For my candidate,Neither,Yes,Neither,No,No,No,Same,Clinton,,College grad,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,Rural upstate,30 to 44,40 to 49,,40 to 49,1.187,,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,31.0,Third call,1.0,40-44,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,No,Both,No,Yes,No,Better,Dole,Republican,College grad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,Rural upstate,30 to 44,40 to 49,Republican,40 to 49,1.259,Taxes,Better,Favorable,No,Approve,No
1.0,0.0,G,33.0,30.0,32.0,Third call,1.0,50-59,White,Male,Schumer,Vallone,No,Approve,Approve,Both,White,Against my candidate,Neither,No,,No,Yes,No,Same,Clinton,Democrat,College grad,Protestant,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Democrat,50 to 64,1.558,Economy/jobs,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,33.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,No,Yes,No,Better,Clinton,Republican,HS grad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,1.187,SS/Medicare,Better,,No,Approve,No
1.0,0.0,G,33.0,30.0,34.0,Third call,1.0,45-49,White,Female,Other,Golisano,No,Approve,Disapprove,Neither,White,,Neither,Yes,Neither,No,No,No,Worse,Clinton,Democrat,College grad,Something else,15 to 30K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Democrat,40 to 49,1.343,,Worse,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,35.0,Third call,1.0,18-24,White,Male,Schumer,Vallone,No,Approve,Approve,Schumer,White,For my candidate,Support Clinton,No,,No,No,No,Better,Clinton,Democrat,College grad,Protestant,100K or more,Liberal,18 to 64,Yes,State,Complete,Rural upstate,18 to 29,18 to 24,Democrat,18 to 24,2.173,Economy/jobs,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,36.0,Third call,1.0,18-24,White,Female,Schumer,Pataki,No,Approve,Approve,Both,White,For my candidate,Neither,No,,No,No,Yes,Same,Did not vote,Democrat,College grad,Catholic,,Moderate,18 to 64,Yes,State,Complete,Rural upstate,18 to 29,18 to 24,Democrat,18 to 24,1.835,Education,About the same,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,30.0,37.0,Third call,1.0,45-49,White,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,No,Same,Clinton,Democrat,Postgrad,Protestant,,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Democrat,40 to 49,1.558,Education,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,38.0,Third call,1.0,45-49,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,Neither,Yes,Yes,No,Same,Clinton,Republican,Some college,Catholic,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Republican,40 to 49,1.259,,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,39.0,Third call,1.0,45-49,White,Female,D'Amato,Other,No,Approve,Disapprove,D'Amato,White,For my candidate,Neither,Yes,Neither,No,No,Yes,Better,Clinton,Republican,College grad,Catholic,100K or more,Conservative,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Republican,40 to 49,1.73,Abortion,Better,Unfavorable,,Disapprove,No
1.0,0.0,G,33.0,30.0,40.0,Third call,1.0,50-59,White,Male,D'Amato,,No,Approve,Approve,Both,White,For my candidate,Neither,No,Neither,No,No,Yes,Worse,Clinton,Republican,Postgrad,Catholic,100K or more,Conservative,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,1.298,Economy/jobs,Worse,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,41.0,Third call,1.0,25-29,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,For my candidate,Oppose Clinton,,Neither,Yes,Yes,Yes,Better,Dole,Republican,Some college,Other Christian,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,18 to 29,25 to 29,Republican,25 to 29,1.653,Economy/jobs,About the same,Unfavorable,Yes,,No
1.0,0.0,G,33.0,30.0,42.0,Third call,1.0,65 and over,White,Male,D'Amato,Golisano,,,,D'Amato,White,For my candidate,,,,,,,,,,,,,,65 and over,,State,Not complete,Rural upstate,60 and over,60 and over,,65 and over,1.44,Economy/jobs,,,,,
1.0,0.0,G,33.0,30.0,43.0,Third call,1.0,18-24,White,Male,D'Amato,Pataki,No,Approve,Approve,Both,White,For my candidate,Neither,No,Both,No,No,Yes,Same,Dole,Republican,Some college,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,Rural upstate,18 to 29,18 to 24,Republican,18 to 24,1.757,Taxes,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,44.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Disapprove,Approve,,White,For my candidate,Neither,,,Yes,Yes,,Better,Dole,Republican,College grad,Other Christian,30 to 50K,Moderate,18 to 64,,State,Complete,Rural upstate,30 to 44,40 to 49,Republican,40 to 49,1.187,,Better,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,30.0,45.0,Third call,1.0,40-44,White,Male,Schumer,Pataki,No,Disapprove,Disapprove,Both,White,Against my candidate,Neither,Yes,Neither,No,Yes,No,Worse,Dole,Republican,College grad,Catholic,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Republican,40 to 49,1.398,Education,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,46.0,Third call,1.0,40-44,White,Male,Schumer,Golisano,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Democrat,HS grad,Something else,15 to 30K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Democrat,40 to 49,1.231,Economy/jobs,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,47.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Support Clinton,Yes,D'Amato,No,No,Yes,Better,Clinton,Republican,Some college,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,1.259,Gun Control,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,48.0,Third call,1.0,45-49,White,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,Yes,Yes,Yes,Worse,Dole,Independent,College grad,Protestant,75 to 100K,Moderate,18 to 64,No,State,Complete,Rural upstate,45 to 59,40 to 49,Independent/Other,40 to 49,1.187,Economy/jobs,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,36.0,1.0,First call,1.0,40-44,Black,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,Black,For my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,No,Better,Dole,Democrat,College grad,Other Christian,30 to 50K,Conservative,18 to 64,No,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,0.762,Clin/Lwsky,Better,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,36.0,2.0,First call,1.0,45-49,White,Female,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Democrat,Some college,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,0.531,Taxes,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,36.0,3.0,First call,1.0,30-39,Asian,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,Asian,For my candidate,Oppose Clinton,Yes,Schumer,No,No,Yes,Worse,Did not vote,Democrat,HS grad,Something else,Under 15K,Liberal,18 to 64,No,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,0.632,,Worse,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,36.0,4.0,First call,1.0,40-44,White,Female,Schumer,Vallone,No,Approve,Disapprove,Both,White,Against my candidate,Neither,No,Neither,No,No,Yes,Better,Clinton,Independent,Some college,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Independent/Other,40 to 49,0.593,Education,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,36.0,5.0,First call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Approve,Schumer,White,For my candidate,Neither,No,Both,No,No,No,Better,Clinton,Democrat,Some college,Other Christian,100K or more,Moderate,18 to 64,,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,0.593,,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,36.0,6.0,First call,1.0,65 and over,Black,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,Black,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,HS grad,None,50 to 75K,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.835,SS/Medicare,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,36.0,7.0,First call,1.0,45-49,White,Male,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,Against my candidate,Neither,Yes,Neither,No,No,Yes,Better,Clinton,Independent,Postgrad,Jewish,,Conservative,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Independent/Other,40 to 49,0.568,Education,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,36.0,8.0,First call,1.0,,Asian,Male,D'Amato,Pataki,,,,,Asian,,,Yes,,,,,,,Republican,,,,,,Yes,State,Complete,New York City,,,Republican,,0.6369999999999999,,,,,,
1.0,0.0,G,33.0,36.0,9.0,First call,1.0,50-59,,,D'Amato,Pataki,No,Approve,Approve,D'Amato,,For my candidate,Support Clinton,No,D'Amato,No,No,No,Same,Dole,Democrat,No HS,Catholic,Under 15K,Liberal,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,0.6369999999999999,Education,Better,Favorable,No,Approve,No
1.0,0.0,G,33.0,36.0,10.0,First call,1.0,50-59,Black,,Schumer,Vallone,No,Approve,Disapprove,Schumer,Black,For my candidate,Support Clinton,No,Both,No,No,No,Same,Clinton,Democrat,HS grad,Protestant,30 to 50K,Liberal,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,0.754,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,36.0,11.0,First call,1.0,60-64,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Hispanic,For my candidate,Support Clinton,No,Schumer,No,No,No,Same,Clinton,Democrat,,Catholic,15 to 30K,Moderate,18 to 64,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,50 to 64,0.835,Clin/Lwsky,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,36.0,12.0,First call,1.0,65 and over,Hispanic,Male,Schumer,Vallone,Yes,Approve,,Schumer,,For my candidate,Support Clinton,No,Schumer,No,No,Yes,Better,,Democrat,HS grad,,15 to 30K,Moderate,65 and over,,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.89,Education,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,36.0,13.0,First call,1.0,65 and over,White,Female,Schumer,Vallone,,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Schumer,No,No,Yes,Better,Clinton,Democrat,HS grad,Jewish,Under 15K,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.6589999999999999,SS/Medicare,About the same,Favorable,No,Disapprove,
1.0,0.0,G,33.0,36.0,14.0,First call,1.0,60-64,White,Female,Schumer,Pataki,No,Approve,Approve,Schumer,White,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,HS grad,Jewish,15 to 30K,Liberal,18 to 64,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,50 to 64,0.591,Gun Control,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,36.0,15.0,Second call,1.0,65 and over,White,,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,Yes,,Dole,Republican,HS grad,Catholic,,Conservative,65 and over,No,State,Complete,New York City,60 and over,60 and over,Republican,65 and over,0.711,SS/Medicare,Better,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,36.0,16.0,Second call,1.0,65 and over,White,Male,,Pataki,No,Approve,Disapprove,,White,For my candidate,Neither,,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Catholic,50 to 75K,Moderate,65 and over,,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.6569999999999999,SS/Medicare,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,36.0,17.0,Second call,1.0,65 and over,White,Female,Schumer,Pataki,,Approve,Disapprove,Schumer,White,For my candidate,Support Clinton,Yes,Schumer,No,No,No,Same,Clinton,Democrat,College grad,Jewish,15 to 30K,Liberal,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.591,SS/Medicare,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,36.0,18.0,Second call,1.0,65 and over,White,Female,Schumer,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Clinton,Democrat,HS grad,Jewish,75 to 100K,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.591,SS/Medicare,About the same,Unfavorable,,Disapprove,No
