State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Attorney Gen Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,State economy condition,Why improve schools?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Kerry good as Pres?,Party ID,Education,Religion,Income,Ideology,Age (65 and over),Child in public school,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person,Gov: decided to vote
22.0,19.0,15.0,Second call,65 and over,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,,Yes,Yes,Same,Dole,No,Independent,HS grad,Protestant,,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,1.313,Economy/jobs,Better,Unfavorable,Last week
22.0,19.0,16.0,Second call,60-64,White,Female,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Both,No,Yes,Yes,Same,Dole,No,Independent,Postgrad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,50 to 64,1.313,Economy/jobs,Worse,Unfavorable,Last month
22.0,19.0,17.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Same,Clinton,,Democrat,Some college,None,50 to 75K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,1.216,,Same,Favorable,Before that
22.0,19.0,18.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,No,Independent,,Catholic,30 to 50K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,1.216,Education,Same,Favorable,Last month
22.0,19.0,19.0,Second call,45-49,White,Male,Reilly,,Approve,Disapprove,Support Clinton,Good,,No,No,Yes,Worse,Clinton,Yes,Democrat,College grad,Protestant,15 to 30K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Democrat,40 to 49,1.314,,Same,,Before that
22.0,19.0,20.0,Second call,50-59,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Cellucci,Yes,Yes,Yes,Same,Perot,No,Independent,College grad,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,1.306,Crime/drugs,Same,Unfavorable,Last 3 days
22.0,19.0,21.0,Second call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Excellent,Both,No,No,No,Same,Clinton,,Democrat,Postgrad,None,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,1.06,Environment,Same,Favorable,Before that
22.0,19.0,22.0,Second call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,College grad,Jewish,15 to 30K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,1.06,Ethic/moral,Worse,Unfavorable,Before that
22.0,19.0,23.0,Second call,50-59,White,Male,Bailey,Cellucci,Disapprove,,Neither,Excellent,Cellucci,,,Yes,Better,Dole,No,Democrat,HS grad,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,1.306,State taxes,Better,Unfavorable,Before that
22.0,19.0,24.0,Second call,25-29,Asian,Female,Reilly,Harschbarger,,Disapprove,Neither,Good,,No,No,No,Better,Clinton,,Democrat,Some college,Something else,50 to 75K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,18 to 29,25 to 29,Democrat,25 to 29,1.416,Crime/drugs,Worse,Unfavorable,Last week
22.0,19.0,25.0,Second call,60-64,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Excellent,Both,No,No,No,Same,Clinton,Yes,Independent,Some college,Other Christian,30 to 50K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,50 to 64,1.421,Crime/drugs,Better,Unfavorable,Before that
22.0,19.0,26.0,Second call,30-39,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,No,Same,Clinton,No,Democrat,HS grad,Catholic,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,1.209,Education,Same,Unfavorable,Before that
22.0,19.0,27.0,Third call,50-59,White,Female,Bailey,Harschbarger,Disapprove,Approve,Neither,Good,Harshbarger,Yes,Yes,No,Same,Dole,No,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.979,Education,Same,Unfavorable,Before that
22.0,19.0,28.0,Third call,45-49,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,No,Same,Clinton,,Democrat,Postgrad,Catholic,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Democrat,40 to 49,1.06,Education,Same,Favorable,Before that
22.0,19.0,29.0,Third call,60-64,White,Female,,Cellucci,Approve,Approve,Neither,Good,Cellucci,Yes,Yes,,Better,Dole,No,Republican,College grad,Catholic,75 to 100K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,50 to 64,1.384,Economy/jobs,Same,Unfavorable,Before that
22.0,19.0,30.0,Third call,50-59,White,Female,Reilly,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Neither,Yes,Yes,Yes,Same,Dole,No,Independent,Postgrad,Catholic,100K or more,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,1.24,Ethic/moral,Worse,Unfavorable,Last month
22.0,19.0,31.0,Third call,25-29,Other,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Worse,Clinton,No,Democrat,Some college,Catholic,15 to 30K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,18 to 29,25 to 29,Democrat,25 to 29,1.416,Economy/jobs,Same,Favorable,Last month
22.0,19.0,32.0,Third call,50-59,White,Female,Reilly,Cellucci,Approve,Disapprove,Support Clinton,Good,Both,No,No,Yes,Same,Clinton,,Independent,Some college,Protestant,Under 15K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,1.24,Health care,Same,Unfavorable,Last 3 days
22.0,19.0,33.0,Third call,50-59,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Neither,Yes,Yes,No,Better,Dole,No,Republican,College grad,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Republican,50 to 64,1.306,State taxes,Same,Unfavorable,Last month
22.0,19.0,34.0,Third call,25-29,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Both,No,No,No,Better,Clinton,No,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,18 to 29,25 to 29,Democrat,25 to 29,1.6139999999999999,Economy/jobs,Worse,Unfavorable,Before that
22.0,19.0,35.0,Third call,50-59,White,Male,,Cellucci,Approve,Approve,Neither,Good,Cellucci,No,No,No,Same,Clinton,No,Independent,Postgrad,Protestant,100K or more,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,1.376,State taxes,Same,Unfavorable,Last week
22.0,19.0,36.0,Third call,45-49,White,Male,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Democrat,40 to 49,1.209,Economy/jobs,Better,Favorable,Last month
22.0,19.0,37.0,Third call,45-49,Other,Female,Reilly,Harschbarger,Disapprove,,Oppose Clinton,Not so good,Neither,Yes,Yes,Yes,Worse,Dole,No,Independent,College grad,Catholic,15 to 30K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Independent/Other,40 to 49,1.06,Ethic/moral,Same,Unfavorable,Before that
22.0,19.0,38.0,Third call,60-64,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,Yes,Democrat,College grad,Catholic,15 to 30K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,50 to 64,1.3860000000000001,Health care,Worse,Favorable,Before that
22.0,19.0,39.0,Third call,40-44,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Catholic,100K or more,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Democrat,40 to 49,1.06,Education,Same,Unfavorable,Before that
22.0,19.0,40.0,Third call,18-24,White,Male,Bailey,Cellucci,Disapprove,Approve,Neither,Not so good,Cellucci,No,No,Yes,Better,Dole,No,Republican,Postgrad,Protestant,50 to 75K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,18 to 29,18 to 24,Republican,18 to 24,1.742,State taxes,Worse,Unfavorable,Before that
22.0,25.0,1.0,First call,45-49,White,Male,Reilly,Cellucci,Approve,Disapprove,Oppose Clinton,Excellent,Cellucci,No,Yes,No,Better,Clinton,No,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Independent/Other,40 to 49,1.063,Ethic/moral,Same,Unfavorable,Before that
22.0,25.0,2.0,First call,30-39,White,Female,Reilly,Harschbarger,,,,,Harshbarger,,,,,,Yes,,,None,,,18 to 64,,State,Not complete,Shores/Cape Cod,30 to 44,30 to 39,,30 to 39,0.798,Environment,,,Before that
22.0,25.0,3.0,First call,30-39,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Excellent,Both,No,No,No,Better,Perot,No,Independent,College grad,Other Christian,100K or more,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Independent/Other,30 to 39,0.9820000000000001,Ethic/moral,Better,Unfavorable,Before that
22.0,25.0,4.0,First call,50-59,,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Excellent,Harshbarger,No,No,No,Same,Clinton,,Independent,College grad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.798,Ethic/moral,Same,Favorable,Before that
22.0,25.0,5.0,First call,,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Same,Dole,Yes,Independent,,Catholic,,,,No,State,Complete,Shores/Cape Cod,,,Independent/Other,,0.798,,Better,Favorable,Last month
22.0,25.0,6.0,First call,45-49,White,Male,Bailey,Cellucci,,,,,Neither,,,,,,No,,,Other Christian,,,18 to 64,,State,Not complete,Shores/Cape Cod,45 to 59,40 to 49,,40 to 49,0.9820000000000001,Ethic/moral,,,Before that
22.0,25.0,7.0,First call,30-39,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Excellent,Cellucci,No,Yes,Yes,Better,Dole,No,Republican,College grad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Republican,30 to 39,0.9820000000000001,Education,Same,Unfavorable,Before that
22.0,25.0,8.0,First call,50-59,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Both,Yes,Yes,No,Same,Dole,No,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.9820000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,25.0,9.0,First call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Same,Clinton,,Independent,College grad,Protestant,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.798,,Same,Favorable,Before that
22.0,25.0,10.0,First call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Same,Clinton,Yes,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.91,Education,Same,Unfavorable,Last month
22.0,25.0,11.0,First call,60-64,White,Male,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Cellucci,Yes,Yes,Yes,Better,Dole,No,Republican,Postgrad,None,100K or more,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,50 to 64,1.126,State taxes,Better,Unfavorable,Before that
22.0,25.0,12.0,First call,65 and over,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Did not vote,,Independent,Postgrad,Catholic,30 to 50K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,1.043,Education,,Unfavorable,Before that
22.0,25.0,13.0,First call,45-49,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Excellent,Cellucci,Yes,Yes,Yes,Same,Dole,No,Republican,College grad,Protestant,100K or more,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Republican,40 to 49,0.9820000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,25.0,14.0,Second call,40-44,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Both,Yes,Yes,,Better,Dole,No,Independent,College grad,Catholic,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.9820000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,25.0,15.0,Second call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,0.798,Health care,Same,Unfavorable,Last 3 days
22.0,25.0,16.0,Second call,30-39,White,Male,Bailey,Cellucci,Approve,Approve,Neither,Good,Cellucci,No,No,No,Better,Dole,No,Republican,College grad,Protestant,100K or more,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Republican,30 to 39,0.9820000000000001,Economy/jobs,Better,Favorable,Before that
22.0,25.0,17.0,Second call,50-59,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,No,Better,Dole,Yes,Republican,College grad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Republican,50 to 64,0.9820000000000001,Economy/jobs,Same,Unfavorable,Before that
22.0,25.0,18.0,Second call,65 and over,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Not so good,Cellucci,Yes,Yes,Yes,Same,Dole,No,Republican,College grad,Catholic,75 to 100K,Conservative,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,65 and over,1.126,Ethic/moral,Better,Unfavorable,Before that
22.0,25.0,19.0,Second call,25-29,White,Male,Bailey,Cellucci,Approve,Approve,Neither,Good,Both,,Yes,Yes,Better,Clinton,No,Independent,College grad,Other Christian,50 to 75K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,18 to 29,25 to 29,Independent/Other,25 to 29,1.31,State taxes,Same,Unfavorable,Before that
22.0,25.0,20.0,Second call,30-39,White,Male,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,HS grad,Protestant,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,0.91,Economy/jobs,Same,Favorable,Last month
22.0,25.0,21.0,Second call,65 and over,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Cellucci,Yes,Yes,Yes,Same,Dole,No,Republican,Some college,Catholic,100K or more,Conservative,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,65 and over,1.126,State taxes,Better,Unfavorable,Before that
22.0,25.0,22.0,Second call,45-49,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,Yes,Yes,,Better,Dole,No,Republican,Some college,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Republican,40 to 49,0.9820000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,25.0,23.0,Second call,65 and over,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,No,No,Same,Clinton,No,Democrat,HS grad,Something else,15 to 30K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,1.043,State taxes,Same,Favorable,Before that
22.0,25.0,24.0,Third call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,Yes,Democrat,College grad,Protestant,30 to 50K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,0.915,Ethic/moral,Same,Unfavorable,Before that
22.0,25.0,25.0,Third call,65 and over,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Same,Clinton,Yes,Independent,Postgrad,Protestant,100K or more,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,1.126,State taxes,Same,Unfavorable,Last week
22.0,25.0,26.0,Third call,30-39,White,Female,Bailey,Harschbarger,Approve,Disapprove,Support Clinton,Good,,Yes,No,No,Same,Clinton,Yes,Democrat,Postgrad,Protestant,100K or more,,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,0.7369999999999999,Ethic/moral,Same,Favorable,Last week
22.0,25.0,27.0,Third call,65 and over,Black,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Not so good,Neither,Yes,Yes,,Same,Perot,No,Republican,Postgrad,Protestant,50 to 75K,Conservative,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,65 and over,1.298,Economy/jobs,Same,Unfavorable,Before that
22.0,25.0,28.0,Third call,65 and over,White,Male,Reilly,Harschbarger,,Approve,Support Clinton,Excellent,Harshbarger,No,No,No,Better,Clinton,No,Democrat,College grad,Other Christian,100K or more,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,1.043,Education,Better,Favorable,Before that
22.0,25.0,29.0,Third call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,Yes,Same,Clinton,,Independent,Some college,Protestant,15 to 30K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.915,Health care,Same,Unfavorable,Before that
22.0,25.0,30.0,Third call,60-64,White,Male,Reilly,Cellucci,Approve,Approve,Neither,Good,,No,Yes,No,Same,Clinton,No,Republican,Postgrad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,50 to 64,1.219,,Same,Favorable,Before that
22.0,25.0,31.0,Third call,40-44,White,Male,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,Yes,Worse,Dole,No,Republican,Postgrad,Catholic,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Republican,40 to 49,1.063,State taxes,Same,Unfavorable,Last month
22.0,25.0,32.0,Third call,65 and over,White,Female,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Both,No,Yes,Yes,Same,Dole,No,Independent,Postgrad,Protestant,,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.987,Economy/jobs,Same,Unfavorable,Last month
22.0,25.0,33.0,Third call,50-59,White,Male,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,No,Same,Dole,No,Republican,Postgrad,Catholic,100K or more,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Republican,50 to 64,0.8400000000000001,Health care,Same,Unfavorable,Last month
22.0,25.0,34.0,Third call,40-44,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Cellucci,Yes,Yes,Yes,Better,Dole,No,Independent,College grad,Protestant,100K or more,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.9820000000000001,Economy/jobs,Same,Unfavorable,Last month
22.0,25.0,35.0,Third call,40-44,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Both,No,No,Yes,Better,Perot,No,Republican,HS grad,Protestant,100K or more,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Republican,40 to 49,0.9820000000000001,Ethic/moral,Worse,Unfavorable,Before that
22.0,25.0,36.0,Third call,50-59,White,Male,,Cellucci,,,,,Cellucci,,,,,,Yes,,,Protestant,,,18 to 64,,State,Not complete,Shores/Cape Cod,45 to 59,50 to 59,,50 to 64,1.036,Education,,,Before that
22.0,25.0,37.0,Third call,65 and over,White,Male,Reilly,Harschbarger,,,,,Both,,,,,,Yes,,,Other Christian,,,65 and over,,State,Not complete,Shores/Cape Cod,60 and over,60 and over,,65 and over,1.043,Economy/jobs,,,Last month
22.0,25.0,38.0,Third call,30-39,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,Yes,Better,Dole,No,Republican,College grad,Protestant,100K or more,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Republican,30 to 39,0.9820000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,25.0,39.0,Third call,60-64,White,Female,Bailey,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,Yes,Same,Clinton,,Independent,Postgrad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,50 to 64,0.845,,Same,Unfavorable,Last 3 days
