State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
51.0,36.0,44.0,Third call,18-24,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,No,Same,Dole,Republican,,Moderate,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,0.7740000000000001
51.0,36.0,45.0,Third call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Perot,Independent,75 to 100K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.646
51.0,36.0,46.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,No,,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.775
51.0,36.0,47.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Worse,Dole,Republican,,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.775
51.0,36.0,48.0,Third call,18-24,White,Male,Vinich,,,Approve,Neither,No,No,No,Better,Did Not Vote,Democrat,50 to 75K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Democrat,18 to 24,0.724
51.0,36.0,49.0,Third call,30-39,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.775
51.0,36.0,50.0,Third call,50-59,White,Male,Vinich,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.776
51.0,36.0,51.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.6349999999999999
51.0,36.0,52.0,Third call,60-64,White,Male,Geringer,Farris,Disapprove,Disapprove,Neither,No,No,Yes,Better,Dole,Republican,,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.9189999999999999
51.0,36.0,53.0,Third call,45-49,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.775
51.0,36.0,54.0,Third call,30-39,White,Male,,Farris,Approve,Approve,Neither,Yes,Yes,,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.6489999999999999
51.0,36.0,55.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,Yes,No,Better,Clinton,Democrat,,Conservative,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.6349999999999999
51.0,41.0,1.0,First call,50-59,,Male,Other,Other,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Independent,,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.4220000000000002
51.0,41.0,2.0,First call,45-49,White,Female,Geringer,Farris,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.906
51.0,41.0,3.0,First call,45-49,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.906
51.0,41.0,4.0,First call,30-39,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,Yes,No,Worse,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.91
51.0,41.0,5.0,First call,30-39,White,Male,Vinich,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,1.096
51.0,41.0,6.0,First call,45-49,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,1.11
51.0,41.0,7.0,First call,30-39,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,1.075
51.0,41.0,8.0,First call,50-59,White,Female,Other,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Something else,50 to 75K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.034
51.0,41.0,9.0,First call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.893
51.0,41.0,10.0,First call,25-29,White,Male,Geringer,Farris,Disapprove,Disapprove,Neither,No,No,No,Same,Perot,Republican,50 to 75K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.92
51.0,41.0,11.0,First call,65 and over,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,No,Yes,Same,Dole,Republican,,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.532
51.0,41.0,12.0,First call,30-39,White,Female,Vinich,Farris,Disapprove,Approve,Neither,No,Yes,Yes,Same,Other,Republican,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.893
51.0,41.0,13.0,First call,65 and over,White,Male,Other,Other,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Independent,,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,2.0
51.0,41.0,14.0,First call,30-39,White,Male,Vinich,Farris,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.91
51.0,41.0,15.0,First call,,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Republican,50 to 75K,Moderate,,State,North,,,Republican,,0.91
51.0,41.0,16.0,First call,50-59,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,1.091
51.0,41.0,17.0,First call,50-59,,Male,Other,Other,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Independent,,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.4220000000000002
51.0,41.0,18.0,Second call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,1.091
51.0,41.0,19.0,Second call,40-44,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.893
51.0,41.0,20.0,Second call,65 and over,White,,Geringer,Cubin,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.56
51.0,41.0,21.0,Second call,30-39,White,Female,Vinich,Farris,Approve,,Support Clinton,No,No,,Same,Clinton,Democrat,50 to 75K,,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.893
51.0,41.0,22.0,Second call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.893
51.0,41.0,23.0,Second call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,1.532
51.0,41.0,24.0,Second call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Clinton,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,1.091
51.0,41.0,25.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.56
51.0,41.0,26.0,Second call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.278
51.0,41.0,27.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,1.11
51.0,41.0,28.0,Second call,18-24,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Did Not Vote,Independent,Under 15K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.9089999999999999
51.0,41.0,29.0,Second call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,Yes,No,Better,Dole,Republican,30 to 50K,Liberal,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.893
51.0,41.0,30.0,Second call,45-49,White,Female,Vinich,,Disapprove,Disapprove,Neither,,,Yes,Same,,Something else,50 to 75K,,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,1.001
51.0,41.0,31.0,Second call,18-24,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,1.09
51.0,41.0,32.0,Third call,25-29,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,1.109
51.0,41.0,33.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,1.091
51.0,41.0,34.0,Third call,40-44,White,Female,Vinich,Cubin,Disapprove,Disapprove,Neither,No,No,No,Same,Clinton,Independent,,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,1.075
51.0,41.0,35.0,Third call,25-29,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,1.109
51.0,41.0,36.0,Third call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,75 to 100K,Liberal,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.91
51.0,41.0,37.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Approve,Support Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.893
51.0,41.0,38.0,Third call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Perot,Independent,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.278
51.0,41.0,39.0,Third call,45-49,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.893
51.0,41.0,40.0,Third call,45-49,White,Female,Geringer,Farris,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,75 to 100K,,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.906
51.0,41.0,41.0,Third call,60-64,White,Female,Geringer,Cubin,Disapprove,,Oppose Clinton,Yes,Yes,No,,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,1.532
51.0,41.0,42.0,Third call,30-39,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,1.11
51.0,41.0,43.0,Third call,25-29,White,Female,Geringer,Cubin,,Approve,Neither,No,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,1.09
51.0,41.0,44.0,Third call,30-39,White,Female,Geringer,Cubin,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Republican,,Liberal,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,1.091
51.0,41.0,45.0,Third call,40-44,White,Male,Geringer,Farris,Approve,,Neither,No,No,No,Same,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.921
51.0,41.0,46.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,1.091
51.0,41.0,47.0,Third call,40-44,White,Female,Vinich,Cubin,Disapprove,Approve,,,,,Same,Clinton,Republican,15 to 30K,,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,1.075
51.0,41.0,48.0,Third call,65 and over,White,Female,Vinich,,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Independent,75 to 100K,Liberal,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.409
51.0,41.0,49.0,Third call,40-44,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Something else,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.906
51.0,41.0,50.0,Third call,40-44,White,Female,Vinich,Farris,Disapprove,Disapprove,Neither,No,Yes,No,Worse,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.893
51.0,41.0,51.0,Third call,40-44,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.91
51.0,41.0,52.0,Third call,30-39,White,Male,Vinich,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Liberal,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.91
51.0,41.0,53.0,Third call,25-29,White,Male,Vinich,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.9089999999999999
51.0,41.0,54.0,Third call,65 and over,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.56
51.0,41.0,55.0,Third call,45-49,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,,Worse,Clinton,Something else,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.893
51.0,41.0,56.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,1.091
51.0,41.0,57.0,Third call,30-39,Hispanic,Female,Vinich,Cubin,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.256
51.0,41.0,58.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,1.091
51.0,55.0,1.0,First call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,,Liberal,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.875
51.0,55.0,2.0,First call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,,,Same,Dole,Republican,,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.483
51.0,55.0,3.0,First call,40-44,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.875
51.0,55.0,4.0,First call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Perot,Republican,15 to 30K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.091
51.0,55.0,5.0,First call,50-59,White,Male,Vinich,Cubin,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.179
51.0,55.0,6.0,First call,65 and over,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Same,Perot,Republican,15 to 30K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.3239999999999998
51.0,55.0,7.0,First call,40-44,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,1.091
51.0,55.0,8.0,First call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.221
51.0,55.0,9.0,First call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,Yes,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.875
51.0,55.0,10.0,First call,65 and over,White,Female,Geringer,Cubin,Approve,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.3239999999999998
51.0,55.0,11.0,First call,40-44,White,Female,Geringer,Farris,Disapprove,Approve,Neither,Yes,Yes,No,Worse,Clinton,Republican,Under 15K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.906
51.0,55.0,12.0,First call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.091
51.0,55.0,13.0,First call,50-59,White,Female,Vinich,Farris,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.875
51.0,55.0,14.0,First call,40-44,White,Male,Vinich,Farris,Disapprove,Approve,Neither,No,Yes,No,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.98
51.0,55.0,15.0,First call,50-59,White,Female,Vinich,Farris,Disapprove,Disapprove,Neither,No,No,No,Same,Perot,Democrat,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.875
51.0,55.0,16.0,Second call,18-24,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.2690000000000001
51.0,55.0,17.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.221
51.0,55.0,18.0,Second call,45-49,White,Female,Geringer,Cubin,,,Neither,No,No,Yes,Worse,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.091
51.0,55.0,19.0,Second call,40-44,Asian,Male,Geringer,Farris,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,1.015
51.0,55.0,20.0,Second call,30-39,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,No,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.221
51.0,55.0,21.0,Second call,30-39,White,Male,Vinich,Farris,Disapprove,Approve,Oppose Clinton,No,No,No,Same,Dole,Something else,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.98
51.0,55.0,22.0,Second call,65 and over,White,Female,,Farris,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.096
51.0,55.0,23.0,Second call,65 and over,White,Male,,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Same,,Democrat,75 to 100K,Liberal,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.226
51.0,55.0,24.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.221
51.0,55.0,25.0,Second call,50-59,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,No,No,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.221
51.0,55.0,26.0,Second call,50-59,White,Female,Geringer,Cubin,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Democrat,50 to 75K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.091
51.0,55.0,27.0,Second call,45-49,White,Female,Other,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.04
51.0,55.0,28.0,Second call,50-59,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Republican,15 to 30K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.091
51.0,55.0,29.0,Second call,45-49,Black,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.6799999999999999
51.0,55.0,30.0,Third call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,,Better,Clinton,Independent,15 to 30K,Moderate,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,1.189
51.0,55.0,31.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.875
51.0,55.0,32.0,Third call,40-44,White,Female,Vinich,,Disapprove,,Neither,,Yes,,Worse,,Republican,,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.979
51.0,55.0,33.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,,,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.221
51.0,55.0,34.0,Third call,45-49,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.015
51.0,55.0,35.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.091
51.0,55.0,36.0,Third call,45-49,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.875
51.0,55.0,37.0,Third call,45-49,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.091
51.0,55.0,38.0,Third call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.091
51.0,55.0,39.0,Third call,30-39,White,Male,Vinich,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.179
51.0,55.0,40.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.875
51.0,55.0,41.0,Third call,50-59,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Something else,15 to 30K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.906
51.0,55.0,42.0,Third call,45-49,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Something else,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.906
51.0,55.0,43.0,Third call,30-39,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,1.091
51.0,55.0,44.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.875
51.0,55.0,45.0,Third call,60-64,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.483
51.0,55.0,46.0,Third call,40-44,White,Male,Geringer,Cubin,Approve,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.221
51.0,55.0,47.0,Third call,45-49,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,75 to 100K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.091
