State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,State lottery,Beasley: Personal life,Reason for Cong Vote,Religious Right,Hollings: Too long?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Video Poker,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Clinton as person
41.0,30.0,24.0,Third call,25-29,Black,Female,Hollings,Hodges,,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,,Better,Clinton,Independent,HS grad,Under 15K,Conservative,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Independent/Other,25 to 29,1.094,Education,Education,Unfavorable
41.0,30.0,25.0,Third call,65 and over,Black,Male,Hollings,Hodges,Approve,,Favor,Not a factor,Neither,Yes,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Favor,State,Complete,Swing counties,60 and over,60 and over,Democrat,65 and over,1.509,Social Security,Economy/jobs,Favorable
41.0,30.0,26.0,Third call,25-29,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,1.125,Education,Education,Favorable
41.0,30.0,27.0,Third call,25-29,Black,Female,Inglis,Hodges,Disapprove,Disapprove,Oppose,Most important,Oppose Clinton,Yes,Yes,Yes,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.971,Economy/jobs,Gambling,Unfavorable
41.0,30.0,28.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Neither,No,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,1.042,,Moral/ethic,Unfavorable
41.0,30.0,29.0,Third call,50-59,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Clinton,Republican,College grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,1.071,,,Unfavorable
41.0,30.0,30.0,Third call,60-64,White,Male,Inglis,Moultrie,Disapprove,Approve,Oppose,,Neither,Yes,,Yes,Yes,,Worse,Dole,Independent,Some college,Under 15K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,0.976,,,Unfavorable
41.0,30.0,31.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,Yes,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,1.094,,Gambling,Favorable
41.0,30.0,32.0,Third call,40-44,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,1.076,Clin/Lwnsky,State taxes,Favorable
41.0,30.0,33.0,Third call,50-59,White,Male,Hollings,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Neither,Yes,No,No,No,No,Better,Dole,Independent,HS grad,,Liberal,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,1.205,Health Care,Gambling,Unfavorable
41.0,30.0,34.0,Third call,45-49,Black,Female,Hollings,Hodges,Approve,Approve,Favor,One factor,Support Clinton,Yes,No,No,Yes,Yes,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,1.076,Health Care,State taxes,Favorable
41.0,31.0,1.0,First call,45-49,White,Female,Inglis,Beasley,Disapprove,Disapprove,,,Neither,No,,Yes,Yes,No,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.387,,,Unfavorable
41.0,31.0,2.0,First call,30-39,White,Male,Inglis,Beasley,Disapprove,Approve,,,Neither,No,,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.39799999999999996,,,Unfavorable
41.0,31.0,3.0,First call,40-44,White,Male,Inglis,Beasley,Disapprove,Approve,,,Neither,No,,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.39799999999999996,,,Unfavorable
41.0,31.0,4.0,First call,45-49,Black,Male,Hollings,Hodges,Approve,Disapprove,,,Support Clinton,No,,No,No,No,Same,Clinton,Democrat,Postgrad,75 to 100K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,0.41200000000000003,,,Favorable
41.0,31.0,5.0,First call,45-49,White,Male,Inglis,Beasley,Disapprove,Approve,,,Neither,Yes,,,Yes,Yes,Same,Dole,,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,,40 to 49,0.39799999999999996,,,Unfavorable
41.0,31.0,6.0,First call,50-59,White,Male,Inglis,Beasley,Disapprove,Approve,,,Oppose Clinton,No,,Yes,Yes,No,Better,Dole,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.39799999999999996,,,Unfavorable
41.0,31.0,7.0,First call,25-29,White,Male,Hollings,Hodges,Approve,Disapprove,,,Support Clinton,No,,No,No,No,Better,Clinton,Republican,Postgrad,15 to 30K,Conservative,18 to 64,,National,Complete,Swing counties,18 to 29,25 to 29,Republican,25 to 29,0.462,,,Favorable
41.0,31.0,8.0,First call,50-59,White,Male,Hollings,Hodges,Disapprove,Approve,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,45 to 59,50 to 59,,50 to 64,0.454,,,
41.0,31.0,9.0,First call,50-59,White,Female,Inglis,Beasley,Disapprove,,,,,,,,,,Same,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.387,,,
41.0,31.0,10.0,First call,65 and over,White,,Hollings,Beasley,Approve,,,,,,,,,,Same,,Democrat,,15 to 30K,Moderate,65 and over,,National,Complete,Swing counties,60 and over,60 and over,Democrat,65 and over,0.595,,,
41.0,31.0,11.0,First call,50-59,Black,Male,Hollings,Hodges,Approve,,,,,,,,,,Better,,Democrat,,15 to 30K,Liberal,18 to 64,,National,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.41200000000000003,,,
41.0,31.0,12.0,First call,50-59,White,Female,Inglis,Beasley,Disapprove,,,,,,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.387,,,
41.0,31.0,13.0,First call,60-64,White,Female,Hollings,Hodges,Approve,,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,60 and over,60 and over,,50 to 64,0.603,,,
41.0,31.0,14.0,First call,50-59,White,Male,Inglis,Beasley,Disapprove,,,,,,,,,,Same,,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.39799999999999996,,,
41.0,31.0,15.0,First call,40-44,Black,Male,Hollings,Hodges,Approve,,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,30 to 44,40 to 49,,40 to 49,0.41200000000000003,,,
41.0,31.0,16.0,First call,25-29,White,Female,Hollings,Hodges,Approve,,,,,,,,,,Better,,Democrat,,,Liberal,18 to 64,,National,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.449,,,
41.0,31.0,17.0,Second call,50-59,White,Female,Hollings,,Disapprove,Approve,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,45 to 59,50 to 59,,50 to 64,0.43700000000000006,,,
41.0,31.0,18.0,Second call,18-24,,Male,Inglis,Beasley,Approve,Disapprove,,,Neither,No,,No,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Swing counties,18 to 29,18 to 24,Republican,18 to 24,0.40499999999999997,,,Unfavorable
41.0,31.0,19.0,Second call,45-49,Black,,Hollings,Hodges,Approve,Approve,,,Neither,No,,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,0.41200000000000003,,,Favorable
41.0,31.0,20.0,Second call,30-39,Black,Male,Hollings,Hodges,Approve,Disapprove,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,30 to 44,30 to 39,,30 to 39,0.41200000000000003,,,
41.0,31.0,21.0,Second call,60-64,White,Female,Inglis,Beasley,Disapprove,Approve,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,60 and over,60 and over,,50 to 64,0.528,,,
41.0,31.0,22.0,Second call,40-44,White,Female,Inglis,Beasley,Disapprove,Approve,,,Neither,No,,Yes,Yes,No,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,,National,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.387,,,Unfavorable
41.0,31.0,23.0,Second call,18-24,White,Female,Hollings,Beasley,Disapprove,,,,,,,,,,Better,,Republican,,100K or more,Conservative,18 to 64,,National,Complete,Swing counties,18 to 29,18 to 24,Republican,18 to 24,0.444,,,
41.0,31.0,24.0,Second call,25-29,White,Female,Hollings,Beasley,Disapprove,,,,,,,,,,Same,,Independent,,50 to 75K,Liberal,18 to 64,,National,Complete,Swing counties,18 to 29,25 to 29,Independent/Other,25 to 29,0.444,,,
41.0,31.0,25.0,Second call,45-49,Black,Female,Inglis,Beasley,Disapprove,,,,,,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.351,,,
41.0,31.0,26.0,Second call,65 and over,White,Female,Hollings,Beasley,Disapprove,,,,,,,,,,Same,,Independent,,,Moderate,65 and over,,National,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,0.595,,,
41.0,31.0,27.0,Second call,18-24,White,Male,Inglis,Beasley,Approve,,,,,,,,,,Same,,Independent,,30 to 50K,Liberal,18 to 64,,National,Complete,Swing counties,18 to 29,18 to 24,Independent/Other,18 to 24,0.40499999999999997,,,
41.0,31.0,28.0,Second call,50-59,White,Male,Inglis,Beasley,Disapprove,,,,,,,,,,Same,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.39799999999999996,,,
41.0,31.0,29.0,Third call,40-44,White,Female,Hollings,Hodges,Disapprove,Disapprove,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,30 to 44,40 to 49,,40 to 49,0.443,,,
41.0,31.0,30.0,Third call,45-49,White,Male,Hollings,Hodges,Approve,Disapprove,,,Neither,No,,No,No,No,Worse,Clinton,Something else,,50 to 75K,Moderate,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.454,,,Favorable
41.0,31.0,31.0,Third call,50-59,White,Male,Hollings,Beasley,Disapprove,Disapprove,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Swing counties,45 to 59,50 to 59,,50 to 64,0.449,,,
41.0,31.0,32.0,Third call,30-39,Black,Female,Hollings,Beasley,Approve,Disapprove,,,Support Clinton,No,,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.39499999999999996,,,Unfavorable
41.0,31.0,33.0,Third call,40-44,White,Male,Inglis,Beasley,Disapprove,Approve,,,Neither,No,,Yes,Yes,Yes,Better,Dole,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.39799999999999996,,,Unfavorable
41.0,31.0,34.0,Third call,30-39,White,Male,Hollings,Beasley,Disapprove,Approve,,,Neither,Yes,,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.449,,,Unfavorable
41.0,31.0,35.0,Third call,30-39,Black,Female,Hollings,Beasley,Disapprove,Disapprove,,,Neither,No,,Yes,Yes,No,Better,Clinton,Something else,Postgrad,75 to 100K,Moderate,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.39499999999999996,,,Unfavorable
41.0,31.0,36.0,Third call,45-49,White,Male,Inglis,Beasley,Disapprove,Approve,,,Neither,No,,Yes,Yes,,Same,Dole,Republican,No HS,75 to 100K,Moderate,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.39799999999999996,,,Unfavorable
41.0,31.0,37.0,Third call,50-59,White,Female,Hollings,Beasley,Disapprove,Approve,,,Neither,No,,Yes,Yes,No,Same,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.43700000000000006,,,Unfavorable
41.0,31.0,38.0,Third call,45-49,White,Male,Hollings,Hodges,Approve,,,,,,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,0.454,,,
41.0,31.0,39.0,Third call,30-39,White,Female,Hollings,Hodges,Approve,,,,,,,,,,Same,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.443,,,
41.0,31.0,40.0,Third call,65 and over,White,Male,Hollings,Hodges,Approve,,,,,,,,,,,,,,,,65 and over,,National,Not complete,Swing counties,60 and over,60 and over,,65 and over,0.62,,,
41.0,31.0,41.0,Third call,45-49,White,Female,Inglis,Beasley,Disapprove,,,,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.387,,,
41.0,31.0,42.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,,,,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.387,,,
41.0,31.0,43.0,Third call,60-64,White,Female,Inglis,Beasley,Approve,,,,,,,,,,Better,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,0.528,,,
41.0,31.0,44.0,Third call,30-39,Black,Male,Hollings,Hodges,Approve,,,,,,,,,,Worse,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.41200000000000003,,,
41.0,31.0,45.0,Third call,40-44,White,Female,Inglis,Beasley,Disapprove,,,,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.387,,,
41.0,31.0,46.0,Third call,65 and over,White,Female,Inglis,Beasley,Disapprove,,,,,,,,,,,,,,,,65 and over,,National,Not complete,Swing counties,60 and over,60 and over,,65 and over,0.528,,,
41.0,31.0,47.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,,,,,,,,,,Worse,,Republican,,Under 15K,Conservative,18 to 64,,National,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.387,,,
41.0,35.0,1.0,First call,30-39,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Favor,State,Complete,High Republican,30 to 44,30 to 39,Democrat,30 to 39,0.917,Education,Education,Favorable
41.0,35.0,2.0,First call,30-39,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Conservative,18 to 64,Favor,State,Complete,High Republican,30 to 44,30 to 39,Democrat,30 to 39,0.92,Taxes,Education,Favorable
41.0,35.0,3.0,First call,40-44,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,40 to 49,Republican,40 to 49,0.8480000000000001,Clin/Lwnsky,Gambling,Unfavorable
41.0,35.0,4.0,First call,30-39,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,0.8480000000000001,Economy/jobs,Moral/ethic,Unfavorable
41.0,35.0,5.0,First call,45-49,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,No,Better,Perot,Independent,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,High Republican,45 to 59,40 to 49,Independent/Other,40 to 49,0.8460000000000001,Clin/Lwnsky,Moral/ethic,Unfavorable
41.0,35.0,6.0,First call,40-44,Other,Male,Other,Hodges,Approve,Disapprove,Favor,Not a factor,Oppose Clinton,No,Yes,No,No,No,Same,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,High Republican,30 to 44,40 to 49,Independent/Other,40 to 49,1.183,,Education,Unfavorable
41.0,35.0,7.0,First call,18-24,White,Female,Hollings,,,,,,,,No,,,,,,,,,,18 to 64,,State,Not complete,High Republican,18 to 29,18 to 24,,18 to 24,0.947,Health Care,,
41.0,35.0,8.0,First call,60-64,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,Most important,Neither,Yes,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,60 and over,60 and over,Republican,50 to 64,1.229,Taxes,Intl trade,Unfavorable
41.0,35.0,9.0,First call,30-39,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,No,Yes,No,No,No,Better,Dole,Republican,HS grad,100K or more,Liberal,18 to 64,Favor,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,0.8460000000000001,Economy/jobs,Economy/jobs,Favorable
41.0,35.0,10.0,Second call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,Yes,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Democrat,30 to 39,1.002,Social Security,Economy/jobs,Favorable
41.0,35.0,11.0,Second call,40-44,White,Female,Hollings,Hodges,Disapprove,Disapprove,Oppose,Not a factor,Oppose Clinton,Yes,No,Yes,Yes,,Better,Perot,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,40 to 49,Republican,40 to 49,0.917,Education,Gambling,Unfavorable
41.0,35.0,12.0,Second call,50-59,White,Female,Inglis,Beasley,Approve,Approve,Favor,Not a factor,Oppose Clinton,Yes,Yes,No,Yes,Yes,Worse,Dole,Republican,No HS,Under 15K,Moderate,18 to 64,Oppose,State,Complete,High Republican,45 to 59,50 to 59,Republican,50 to 64,0.8460000000000001,Health Care,Gambling,Favorable
41.0,35.0,13.0,Second call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Same,Dole,Something else,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Independent/Other,30 to 39,0.8460000000000001,Education,Education,Unfavorable
41.0,35.0,14.0,Second call,45-49,White,Female,Inglis,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,No,Better,Perot,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,High Republican,45 to 59,40 to 49,Democrat,40 to 49,0.8560000000000001,Education,Education,Unfavorable
41.0,35.0,15.0,Second call,50-59,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,Favor,State,Complete,High Republican,45 to 59,50 to 59,Democrat,50 to 64,1.002,Social Security,Gambling,Favorable
41.0,35.0,16.0,Second call,45-49,White,Female,Inglis,Hodges,Approve,Disapprove,Favor,One factor,Neither,No,Yes,No,No,No,Same,Clinton,Something else,College grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,High Republican,45 to 59,40 to 49,Independent/Other,40 to 49,0.8560000000000001,Taxes,Moral/ethic,Favorable
41.0,35.0,17.0,Second call,40-44,White,Male,Hollings,Beasley,Approve,Disapprove,Oppose,Not a factor,Neither,Yes,No,No,No,No,Better,Did not vote,Something else,Some college,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,High Republican,30 to 44,40 to 49,Independent/Other,40 to 49,0.9089999999999999,Social Security,Moral/ethic,
41.0,35.0,18.0,Second call,50-59,White,Male,Inglis,Hodges,Disapprove,Disapprove,Favor,One factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Independent,HS grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,High Republican,45 to 59,50 to 59,Independent/Other,50 to 64,0.859,Taxes,Moral/ethic,Unfavorable
41.0,35.0,19.0,Second call,30-39,White,Female,Hollings,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,No,No,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,0.917,Economy/jobs,Economy/jobs,Unfavorable
41.0,35.0,20.0,Second call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,,Not a factor,Neither,No,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,,State,Complete,High Republican,30 to 44,30 to 39,Democrat,30 to 39,1.002,Education,Education,
41.0,35.0,21.0,Second call,50-59,White,Female,Hollings,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,No,Yes,Yes,Yes,Better,Dole,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,High Republican,45 to 59,50 to 59,Democrat,50 to 64,0.906,Education,State taxes,Unfavorable
41.0,35.0,22.0,Second call,65 and over,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,High Republican,60 and over,60 and over,Republican,65 and over,1.233,Social Security,Gambling,Unfavorable
