State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,If only these cands,Reason for Cong Vote,State economy condition,Carry weapon easier?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Taxes for stadiums,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person
24.0,34.0,12.0,First call,30-39,White,Male,Ventura,Approve,Disapprove,Humphrey,Neither,Excellent,No,No,No,No,Same,Clinton,Favor,Democrat,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.922,Education,About the same,Favorable
24.0,34.0,13.0,First call,50-59,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Not so good,No,Yes,Yes,,Better,Dole,Favor,Independent,Some college,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,0.922,,About the same,Unfavorable
24.0,34.0,14.0,First call,18-24,White,Female,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,,Yes,Yes,Yes,Same,Dole,Oppose,Republican,College grad,,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Republican,18 to 24,0.883,,About the same,Unfavorable
24.0,34.0,15.0,Second call,65 and over,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Excellent,Yes,Yes,Yes,No,Same,Dole,Oppose,Republican,Some college,50 to 75K,Conservative,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Republican,65 and over,1.082,Abortion,About the same,Unfavorable
24.0,34.0,16.0,Second call,60-64,White,Male,Ventura,Disapprove,Approve,Would not vote,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Clinton,Oppose,Independent,HS grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.013,Crime/drugs,Better,Unfavorable
24.0,34.0,17.0,Second call,18-24,White,Female,Ventura,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Better,Did not vote,Favor,Democrat,No HS,Under 15K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,0.8260000000000001,State taxes,Better,Favorable
24.0,34.0,18.0,Second call,45-49,White,Male,Coleman,Disapprove,Approve,Would not vote,Neither,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Some college,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Republican,40 to 49,0.986,Abortion,About the same,Unfavorable
24.0,34.0,19.0,Second call,60-64,White,Male,Ventura,Approve,Disapprove,Coleman,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Independent,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.013,State taxes,About the same,Unfavorable
24.0,34.0,20.0,Second call,25-29,White,Female,Humphrey,Approve,Approve,Humphrey,Support Clinton,Excellent,No,No,No,Yes,Better,Clinton,Oppose,Democrat,College grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Democrat,25 to 29,0.933,Education,About the same,Unfavorable
24.0,34.0,21.0,Second call,30-39,White,Female,Ventura,Approve,Approve,Humphrey,Support Clinton,Good,No,No,No,Yes,Same,Clinton,Oppose,Democrat,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.843,,Better,Unfavorable
24.0,34.0,22.0,Second call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Same,Dole,Favor,Republican,Postgrad,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,0.986,Abortion,Better,Unfavorable
24.0,34.0,23.0,Second call,60-64,White,Male,Coleman,Disapprove,Disapprove,Coleman,Neither,Excellent,Yes,Yes,Yes,,Worse,Dole,Favor,Independent,Postgrad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.082,Economy/jobs,About the same,Unfavorable
24.0,34.0,24.0,Second call,50-59,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Favor,Democrat,HS grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,0.9520000000000001,Crime/drugs,About the same,Favorable
24.0,34.0,25.0,Second call,18-24,White,Male,Ventura,Approve,Approve,Would not vote,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Independent,Some college,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.902,State taxes,Better,Unfavorable
24.0,34.0,26.0,Second call,60-64,White,Male,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,No,No,Yes,No,Same,Dole,Favor,Republican,Some college,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Republican,50 to 64,1.082,Crime/drugs,Better,Unfavorable
24.0,34.0,27.0,Second call,30-39,White,Male,Ventura,Approve,Approve,Coleman,Neither,Good,Yes,No,No,No,Same,Did not vote,Favor,Democrat,No HS,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.922,Economy/jobs,Better,Unfavorable
24.0,34.0,28.0,Second call,65 and over,White,Female,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Good,No,No,No,Yes,Same,Dole,Oppose,Republican,Some college,15 to 30K,Moderate,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Republican,65 and over,1.046,Gun Control,About the same,Favorable
24.0,34.0,29.0,Second call,60-64,White,Male,Ventura,Approve,Approve,Would not vote,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,HS grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,50 to 64,1.013,Farm policy,Better,Favorable
24.0,34.0,30.0,Second call,30-39,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Something else,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.9520000000000001,Education,About the same,Favorable
24.0,34.0,31.0,Second call,30-39,White,Female,Ventura,Disapprove,Disapprove,Would not vote,Neither,Good,Yes,,Yes,,Same,Perot,Oppose,Something else,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.843,State taxes,About the same,Unfavorable
24.0,34.0,32.0,Second call,45-49,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,No,Yes,Yes,Yes,Same,Dole,Favor,Independent,College grad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Independent/Other,40 to 49,0.922,State taxes,About the same,Unfavorable
24.0,34.0,33.0,Second call,65 and over,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Some college,30 to 50K,Moderate,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,65 and over,1.046,Education,About the same,Unfavorable
24.0,34.0,34.0,Second call,65 and over,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,,Same,Other,Favor,,HS grad,,,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,,65 and over,1.1440000000000001,State taxes,Better,Favorable
24.0,34.0,35.0,Second call,25-29,White,Male,Ventura,Approve,Disapprove,Would not vote,Neither,Good,Yes,No,No,No,Better,Clinton,Oppose,Republican,Some college,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Republican,25 to 29,0.902,Gun Control,Better,Favorable
24.0,34.0,36.0,Second call,45-49,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Same,Dole,Oppose,Republican,Some college,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Republican,40 to 49,0.902,Abortion,About the same,Unfavorable
24.0,34.0,37.0,Second call,18-24,White,Male,Ventura,Disapprove,Approve,Would not vote,Neither,Good,Yes,Yes,Yes,Yes,Same,Dole,Oppose,Independent,HS grad,15 to 30K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.902,Crime/drugs,About the same,Unfavorable
24.0,34.0,38.0,Second call,50-59,White,Female,Humphrey,Approve,,Humphrey,Neither,Good,No,,,,Same,Clinton,Oppose,Democrat,HS grad,,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,0.9520000000000001,Abortion,,
24.0,34.0,39.0,Third call,30-39,White,Male,Ventura,Approve,Approve,Humphrey,Support Clinton,Excellent,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.922,Crime/drugs,Better,Favorable
24.0,34.0,40.0,Third call,50-59,White,Female,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,No,No,No,Yes,Same,Dole,Oppose,Republican,HS grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Republican,50 to 64,0.902,Abortion,About the same,Unfavorable
24.0,34.0,41.0,Third call,50-59,Black,Female,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Excellent,No,No,No,No,Better,Clinton,Oppose,Democrat,HS grad,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,0.843,Gun Control,Better,Unfavorable
24.0,34.0,42.0,Third call,25-29,White,Female,Ventura,Approve,Approve,Coleman,Support Clinton,Excellent,No,No,No,No,Better,Did not vote,Oppose,Independent,HS grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Independent/Other,25 to 29,0.8260000000000001,State taxes,About the same,Favorable
24.0,34.0,43.0,Third call,50-59,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,0.9520000000000001,Education,Better,Favorable
24.0,34.0,44.0,Third call,18-24,White,Female,Ventura,Approve,Disapprove,Coleman,Neither,Good,No,No,No,No,Worse,Clinton,Favor,Democrat,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,0.8260000000000001,State taxes,About the same,Favorable
24.0,34.0,45.0,Third call,60-64,White,Male,Ventura,Approve,Disapprove,Humphrey,Oppose Clinton,Excellent,No,No,Yes,Yes,Worse,Clinton,Oppose,Independent,HS grad,Under 15K,Conservative,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.013,State taxes,About the same,Unfavorable
24.0,34.0,46.0,Third call,50-59,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Excellent,No,No,No,Yes,Same,Dole,Favor,Independent,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,0.986,Economy/jobs,About the same,Unfavorable
24.0,34.0,47.0,Third call,50-59,White,Female,Ventura,Approve,Approve,Would not vote,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Some college,,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,0.843,,About the same,Favorable
24.0,34.0,48.0,Third call,25-29,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,Yes,Yes,Yes,Yes,Better,Dole,Oppose,Republican,HS grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Republican,25 to 29,0.902,Economy/jobs,About the same,Unfavorable
24.0,34.0,49.0,Third call,30-39,White,Male,Ventura,Approve,Approve,Would not vote,Support Clinton,Good,No,No,Yes,No,Better,Clinton,Oppose,Democrat,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.922,Gun Control,Better,Unfavorable
24.0,34.0,50.0,Third call,50-59,White,Male,Humphrey,Approve,Approve,Humphrey,Neither,Excellent,No,No,No,No,Same,Clinton,Oppose,Democrat,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.041,Education,About the same,Unfavorable
24.0,34.0,51.0,Third call,50-59,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Republican,Postgrad,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Republican,50 to 64,0.9520000000000001,Education,About the same,Favorable
24.0,34.0,52.0,Third call,65 and over,White,Female,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Some college,30 to 50K,Moderate,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Republican,65 and over,0.991,Crime/drugs,Better,Unfavorable
24.0,34.0,53.0,Third call,30-39,White,Female,Coleman,Disapprove,,Coleman,Neither,Good,,Yes,Yes,No,Same,Dole,Oppose,Republican,College grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,0.902,Abortion,About the same,Unfavorable
24.0,34.0,54.0,Third call,18-24,White,Male,Ventura,Approve,Approve,Humphrey,Neither,Excellent,No,No,No,No,Better,Clinton,Favor,Independent,Some college,Under 15K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.902,Economy/jobs,Better,Favorable
24.0,34.0,55.0,Third call,30-39,White,Female,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,Yes,Yes,No,Worse,Clinton,Oppose,Something else,Some college,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.902,Crime/drugs,About the same,Unfavorable
24.0,34.0,56.0,Third call,40-44,White,Male,Coleman,Approve,,Coleman,Neither,Good,No,No,No,,Same,Dole,Favor,Republican,College grad,30 to 50K,,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,0.986,,Worse,Favorable
24.0,34.0,57.0,Third call,25-29,White,Male,Ventura,Approve,Disapprove,,Neither,Excellent,No,No,No,No,Better,Perot,Oppose,Independent,Some college,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Independent/Other,25 to 29,0.902,Crime/drugs,Better,Favorable
24.0,34.0,58.0,Third call,18-24,White,Male,Ventura,Approve,Approve,Coleman,Neither,Good,No,No,No,No,Same,Did not vote,Oppose,Republican,Some college,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Republican,18 to 24,0.902,Crime/drugs,About the same,Unfavorable
24.0,34.0,59.0,Third call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,Yes,Yes,Yes,No,Better,Dole,Oppose,Republican,College grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,0.986,Abortion,About the same,Unfavorable
24.0,34.0,60.0,Third call,30-39,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Excellent,No,No,No,No,Better,Clinton,Oppose,Democrat,Some college,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.986,Economy/jobs,About the same,Unfavorable
24.0,34.0,61.0,Third call,50-59,White,Male,Ventura,Disapprove,Disapprove,Would not vote,Neither,Not so good,Yes,Yes,Yes,Yes,Worse,Perot,Oppose,Independent,HS grad,Under 15K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,0.922,State taxes,Worse,Unfavorable
24.0,34.0,62.0,Third call,50-59,White,Male,Humphrey,Approve,Approve,Humphrey,Neither,Excellent,No,No,No,No,Better,Clinton,Oppose,Independent,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,1.041,Education,Better,Unfavorable
24.0,37.0,1.0,First call,50-59,White,Female,Ventura,Approve,Disapprove,Would not vote,Support Clinton,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,0.975,Economy/jobs,About the same,Favorable
24.0,37.0,2.0,First call,65 and over,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,HS grad,30 to 50K,Moderate,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,65 and over,1.209,State taxes,About the same,Favorable
24.0,37.0,3.0,First call,40-44,White,Male,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,Yes,No,Yes,Yes,Same,Dole,Oppose,Republican,College grad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,1.14,Gun Control,Better,Unfavorable
24.0,37.0,4.0,First call,60-64,White,Male,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,Yes,No,Yes,,Better,Perot,Favor,Independent,Some college,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.252,Education,About the same,
24.0,37.0,5.0,First call,40-44,White,Female,Ventura,Approve,,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,,HS grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,,40 to 49,0.975,,About the same,Favorable
24.0,37.0,6.0,First call,40-44,White,Male,Coleman,Approve,,Coleman,,,No,,,,,,Oppose,,,,,18 to 64,2.0,Not complete,Twin Cities,30 to 44,40 to 49,,40 to 49,1.14,State taxes,,
24.0,37.0,7.0,First call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,No,Yes,No,Better,Dole,Oppose,Republican,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,1.14,Economy/jobs,About the same,Unfavorable
24.0,37.0,8.0,First call,50-59,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Excellent,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Some college,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.14,State taxes,About the same,Unfavorable
24.0,37.0,9.0,First call,50-59,White,,Coleman,Disapprove,,Coleman,Neither,Not so good,Yes,Yes,Yes,,Same,Dole,Oppose,Republican,HS grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Republican,50 to 64,1.14,State taxes,About the same,Unfavorable
24.0,37.0,10.0,First call,25-29,White,Female,Coleman,Approve,Approve,Coleman,Oppose Clinton,Good,No,No,No,Yes,Better,Dole,Oppose,Republican,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Republican,25 to 29,1.021,Crime/drugs,Better,Unfavorable
24.0,37.0,11.0,First call,60-64,White,Female,Ventura,Approve,Disapprove,Coleman,Neither,Excellent,Yes,No,No,No,Same,Clinton,Oppose,Independent,HS grad,30 to 50K,Liberal,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.07,State taxes,Worse,Favorable
24.0,37.0,12.0,First call,30-39,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,No,No,Yes,Yes,Same,Dole,Oppose,Independent,College grad,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,1.065,,About the same,Unfavorable
24.0,37.0,13.0,First call,18-24,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Excellent,No,No,No,Yes,Same,Clinton,Favor,Democrat,College grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,1.178,Education,Better,Unfavorable
24.0,37.0,14.0,First call,50-59,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Good,No,No,No,Yes,Better,Clinton,Favor,Democrat,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.14,,Better,Favorable
24.0,37.0,15.0,Second call,25-29,White,Female,Humphrey,Approve,,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Democrat,25 to 29,1.079,,About the same,Unfavorable
24.0,37.0,16.0,Second call,40-44,White,Female,Ventura,Approve,Approve,Humphrey,Neither,Good,No,,,,Same,Clinton,Oppose,Independent,Some college,,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Independent/Other,40 to 49,0.975,Education,About the same,Unfavorable
24.0,37.0,17.0,Second call,18-24,White,Female,Ventura,Disapprove,Approve,Coleman,Oppose Clinton,Not so good,Yes,Yes,Yes,Yes,Better,Dole,Oppose,Republican,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Republican,18 to 24,0.955,State taxes,Better,Unfavorable
24.0,37.0,18.0,Second call,45-49,White,Female,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Good,No,No,No,Yes,Same,Clinton,Oppose,Independent,Postgrad,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Independent/Other,40 to 49,1.101,Education,About the same,
24.0,37.0,19.0,Second call,65 and over,White,Female,Humphrey,Approve,,Humphrey,,,No,,,,,,Oppose,,,,,65 and over,2.0,Not complete,Twin Cities,60 and over,60 and over,,65 and over,1.209,State taxes,,
24.0,37.0,20.0,Second call,40-44,White,Male,Ventura,Approve,Disapprove,Humphrey,Neither,Good,No,No,Yes,Yes,Same,Perot,Oppose,Democrat,Some college,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Democrat,40 to 49,1.065,State taxes,Better,Unfavorable
24.0,37.0,21.0,Second call,30-39,White,Male,Coleman,Approve,Disapprove,Humphrey,Oppose Clinton,Excellent,No,No,No,Yes,Better,Dole,Favor,Independent,College grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,1.14,State taxes,About the same,Favorable
24.0,37.0,22.0,Second call,30-39,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Better,Dole,Favor,Republican,College grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,1.14,Abortion,Better,Unfavorable
24.0,37.0,23.0,Second call,30-39,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Not so good,Yes,Yes,Yes,Yes,Worse,Dole,Oppose,Republican,Some college,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,1.14,State taxes,Better,Unfavorable
