State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),In touch with avg person,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
37.0,20.0,34.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,Under 15K,Moderate,18 to 64,Neither are,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.3,Unfavorable
37.0,20.0,35.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Something else,College grad,30 to 50K,Moderate,18 to 64,Neither are,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.28099999999999997,Unfavorable
37.0,20.0,36.0,Second call,65 and over,White,Male,Nickles,Keating,,Approve,Oppose Clinton,Yes,No,Yes,Yes,Better,Dole,Republican,,30 to 50K,Conservative,65 and over,Both are,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.34600000000000003,Unfavorable
37.0,20.0,37.0,Second call,40-44,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Liberal,18 to 64,Both are,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.28099999999999997,Unfavorable
37.0,20.0,38.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.28099999999999997,Unfavorable
37.0,20.0,39.0,Third call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Republican,HS grad,15 to 30K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.261,Unfavorable
37.0,20.0,40.0,Third call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,Some college,,Moderate,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,0.32499999999999996,Unfavorable
37.0,20.0,41.0,Third call,50-59,White,Female,Nickles,Keating,Approve,Approve,Neither,No,No,Yes,No,Better,Clinton,Democrat,HS grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.28099999999999997,Unfavorable
37.0,20.0,42.0,Third call,25-29,White,Female,Carroll,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,West,18 to 29,25 to 29,Independent/Other,25 to 29,0.266,Favorable
37.0,20.0,43.0,Third call,45-49,White,Female,Carroll,Keating,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Both are,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.242,Unfavorable
37.0,20.0,44.0,Third call,30-39,,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Both are,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.3,Unfavorable
37.0,20.0,45.0,Third call,45-49,White,Female,Carroll,Boyd,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.261,Unfavorable
37.0,20.0,46.0,Third call,40-44,White,Male,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Same,Perot,Republican,College grad,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.322,Favorable
37.0,20.0,47.0,Third call,50-59,Other,Female,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Something else,Some college,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.28099999999999997,Unfavorable
37.0,20.0,48.0,Third call,45-49,Other,Male,Carroll,Keating,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.259,Favorable
37.0,20.0,49.0,Third call,18-24,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Something else,Some college,,Conservative,18 to 64,Keating is,State,Complete,West,18 to 29,18 to 24,Independent/Other,18 to 24,0.308,Unfavorable
37.0,20.0,50.0,Third call,60-64,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Worse,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,60 and over,60 and over,Republican,50 to 64,0.34600000000000003,Unfavorable
37.0,20.0,51.0,Third call,60-64,White,Female,Nickles,Keating,,,Oppose Clinton,,No,Yes,,Worse,Clinton,Republican,No HS,15 to 30K,Moderate,18 to 64,,State,Complete,West,60 and over,60 and over,Republican,50 to 64,0.32499999999999996,Favorable
37.0,20.0,52.0,Third call,45-49,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Worse,Dole,Republican,Some college,Under 15K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.28099999999999997,Unfavorable
37.0,25.0,1.0,First call,65 and over,White,,Nickles,Boyd,,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.733,Favorable
37.0,25.0,2.0,First call,60-64,White,Female,Nickles,Keating,,Approve,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Some college,,Conservative,18 to 64,Both are,State,Complete,West,60 and over,60 and over,Republican,50 to 64,0.641,Unfavorable
37.0,25.0,3.0,First call,65 and over,White,Female,Carroll,Boyd,Approve,Approve,,Yes,,,,,,,,,,65 and over,Both are,State,Not complete,West,60 and over,60 and over,,65 and over,0.596,Unfavorable
37.0,25.0,4.0,First call,60-64,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Neither are,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,0.682,Unfavorable
37.0,25.0,5.0,First call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Both are,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.641,Unfavorable
37.0,25.0,6.0,First call,18-24,White,Male,Carroll,Boyd,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Boyd is,State,Complete,West,18 to 29,18 to 24,Democrat,18 to 24,0.602,Favorable
37.0,25.0,7.0,First call,18-24,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Did not vote,Republican,HS grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,18 to 29,18 to 24,Republican,18 to 24,0.6449999999999999,Unfavorable
37.0,25.0,8.0,First call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,Yes,Worse,Dole,Democrat,College grad,15 to 30K,Moderate,65 and over,Both are,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.641,Unfavorable
37.0,25.0,9.0,First call,40-44,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,West,30 to 44,40 to 49,Independent/Other,40 to 49,0.548,Favorable
37.0,25.0,10.0,First call,45-49,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.552,Unfavorable
37.0,25.0,11.0,First call,65 and over,White,Female,Nickles,Keating,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.641,Unfavorable
37.0,25.0,12.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.588,Unfavorable
37.0,25.0,13.0,First call,65 and over,White,Female,Nickles,Keating,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Republican,College grad,15 to 30K,Moderate,65 and over,Both are,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.641,
37.0,25.0,14.0,First call,65 and over,White,Male,Other,,Approve,Disapprove,Neither,No,No,No,No,Same,Did not vote,Independent,Some college,,Moderate,65 and over,,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,1.315,Unfavorable
37.0,25.0,15.0,First call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.552,Unfavorable
37.0,25.0,16.0,First call,50-59,White,Male,Carroll,Keating,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,Some college,75 to 100K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.51,Favorable
37.0,25.0,17.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Same,Clinton,Democrat,HS grad,,Conservative,65 and over,Both are,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.641,Unfavorable
37.0,25.0,18.0,Second call,40-44,White,Female,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,No,Worse,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.594,Unfavorable
37.0,25.0,19.0,Second call,50-59,White,Female,Nickles,Keating,Approve,Approve,Neither,Yes,No,No,No,Worse,Clinton,Independent,Some college,Under 15K,Liberal,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.552,Unfavorable
37.0,25.0,20.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.641,Unfavorable
37.0,25.0,21.0,Second call,65 and over,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.682,Unfavorable
37.0,25.0,22.0,Second call,50-59,White,Male,Nickles,Keating,Disapprove,,Neither,No,,Yes,Yes,Same,Perot,Republican,Some college,30 to 50K,Conservative,18 to 64,Neither are,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.588,Unfavorable
37.0,25.0,23.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.552,Unfavorable
37.0,25.0,24.0,Second call,18-24,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,15 to 30K,Conservative,18 to 64,Both are,State,Complete,West,18 to 29,18 to 24,Independent/Other,18 to 24,0.605,Unfavorable
37.0,25.0,25.0,Second call,30-39,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.588,Favorable
37.0,25.0,26.0,Second call,65 and over,White,Male,Nickles,Keating,Approve,Disapprove,Neither,Yes,No,Yes,Yes,Same,Clinton,Democrat,College grad,15 to 30K,,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.682,Favorable
37.0,25.0,27.0,Second call,50-59,White,Female,,Keating,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Republican,Some college,Under 15K,Moderate,18 to 64,Both are,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.536,Favorable
37.0,25.0,28.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,,,,Better,Dole,Republican,Some college,,Conservative,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.641,Unfavorable
37.0,25.0,29.0,Second call,60-64,Hispanic,Female,Nickles,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Conservative,18 to 64,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,0.565,Favorable
37.0,25.0,30.0,Second call,60-64,White,Male,Nickles,Boyd,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,0.733,Favorable
37.0,25.0,31.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.588,Unfavorable
37.0,25.0,32.0,Second call,40-44,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.588,Unfavorable
37.0,25.0,33.0,Second call,50-59,White,Female,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Republican,College grad,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.594,Unfavorable
37.0,25.0,34.0,Second call,50-59,White,Female,Nickles,Keating,Approve,Approve,Neither,,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.552,Unfavorable
37.0,26.0,1.0,First call,65 and over,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Independent,College grad,15 to 30K,Conservative,65 and over,Neither are,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.5110000000000001,Unfavorable
37.0,26.0,2.0,First call,30-39,White,Male,Carroll,Boyd,Approve,Approve,Neither,No,No,Yes,Yes,Better,Perot,Democrat,College grad,15 to 30K,Moderate,18 to 64,Both are,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.317,Favorable
37.0,26.0,3.0,First call,25-29,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,2.029,Favorable
37.0,26.0,4.0,First call,60-64,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.5110000000000001,Unfavorable
37.0,26.0,5.0,First call,45-49,Other,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,Some college,15 to 30K,Liberal,18 to 64,Neither are,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.854,Favorable
37.0,26.0,6.0,First call,65 and over,White,Female,Nickles,Keating,,Approve,Neither,,No,No,Yes,Same,Dole,,No HS,Under 15K,Moderate,65 and over,Keating is,State,Complete,East,60 and over,60 and over,,65 and over,2.127,Unfavorable
37.0,26.0,7.0,First call,45-49,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Yes,Better,Perot,Independent,College grad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.796,Unfavorable
37.0,26.0,8.0,First call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,,Democrat,Some college,50 to 75K,Conservative,65 and over,Keating is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,2.127,Unfavorable
37.0,26.0,9.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.275,Unfavorable
37.0,26.0,10.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,,Same,Perot,Something else,HS grad,100K or more,Moderate,18 to 64,Keating is,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.275,Unfavorable
37.0,26.0,11.0,First call,65 and over,White,Male,Nickles,Boyd,Approve,Approve,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.799,Favorable
37.0,26.0,12.0,First call,50-59,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.317,Favorable
37.0,26.0,13.0,First call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Did not vote,Independent,HS grad,100K or more,Moderate,18 to 64,Both are,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.796,Unfavorable
37.0,26.0,14.0,First call,,,,,Boyd,,Approve,,No,,,,,,,,,,,Keating is,State,Not complete,East,,,,,2.075,Favorable
37.0,26.0,15.0,First call,65 and over,White,Male,Carroll,Boyd,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Clinton,Independent,,100K or more,Conservative,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.557,Unfavorable
37.0,26.0,16.0,First call,45-49,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.796,Unfavorable
37.0,26.0,17.0,Second call,40-44,White,Female,Other,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Other,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,3.394,Unfavorable
37.0,26.0,18.0,Second call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.275,Unfavorable
37.0,26.0,19.0,Second call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,No HS,,,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.854,Unfavorable
37.0,26.0,20.0,Second call,45-49,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.796,Unfavorable
37.0,26.0,21.0,Second call,18-24,White,Female,Nickles,Keating,Approve,,Neither,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,1.968,Unfavorable
37.0,26.0,22.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,No,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.796,Unfavorable
37.0,26.0,23.0,Second call,45-49,White,Female,Nickles,Boyd,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Neither are,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,2.14,Unfavorable
37.0,26.0,24.0,Second call,65 and over,White,Male,Nickles,Boyd,,Disapprove,Neither,Yes,No,No,No,Same,Perot,,Postgrad,15 to 30K,Conservative,65 and over,Both are,State,Complete,East,60 and over,60 and over,,65 and over,1.799,Favorable
37.0,26.0,25.0,Second call,65 and over,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,,15 to 30K,Conservative,65 and over,Keating is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.5110000000000001,Favorable
37.0,26.0,26.0,Second call,30-39,White,Male,Nickles,Boyd,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Something else,College grad,50 to 75K,Conservative,18 to 64,Boyd is,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.519,Unfavorable
