V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46
1.0,0.0,G,44.0,54.0,27.0,Third call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,State Level,Neither,No,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,Postgrad,"100,000 or More",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Republican,30-39,1.605,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,54.0,28.0,Third call,1.0,45-49,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,Yes,Not So Good,Run for President,Yes,Yes,No,Same,Dole,Republican,,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Republican,40-49,1.605,Crime/Drugs,Same,Unfavorable
1.0,0.0,G,44.0,54.0,29.0,Third call,1.0,45-49,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,,Neither,Yes,Good,Run for President,Yes,Yes,,Better,Dole,Independent,,,Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Independent/Other,40-49,1.362,Education,Same,Unfavorable
1.0,0.0,G,44.0,54.0,30.0,Third call,1.0,45-49,Hispanic,Male,Bush,Sharp,Mattox,Yes,Disapprove,Approve,Less Likely,Hispanic,Local Level,Oppose Clinton,Yes,Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Democrat,40-49,1.258,Education,Same,Favorable
1.0,0.0,G,44.0,54.0,31.0,Third call,1.0,30-39,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Approve,Less Likely,Hispanic,State Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Some College,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Republican,30-39,1.179,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,54.0,32.0,Third call,1.0,40-44,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,No,Worse,Dole,Republican,High School Graduate,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,30-44,40-49,Republican,40-49,1.605,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,54.0,33.0,Third call,1.0,,White,Female,Bush,Perry,Cornyn,No,,,,White,Local Level,Neither,,Good,Run for President,Yes,Yes,Yes,Same,Clinton,Independent,No High School,"Under $15,000",Conservative,,Yes,State,Complete,West,,,Independent/Other,,1.362,,Better,Unfavorable
1.0,0.0,G,44.0,54.0,34.0,Third call,1.0,45-49,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,More Likely,Hispanic,State Level,Support Clinton,Yes,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,College Graduate,"100,000 or More",Liberal,18-64,No,State,Complete,West,45-59,40-49,Democrat,40-49,0.993,Education,Same,Favorable
1.0,0.0,G,44.0,54.0,35.0,Third call,1.0,50-59,White,Female,Mauro,Sharp,Mattox,No,Disapprove,Disapprove,,White,State Level,Oppose Clinton,Yes,Good,Serve out Term,Yes,Yes,,Same,Dole,Independent,Postgrad,"$30,000-$50,000",Conservative,18-64,,State,Complete,West,45-59,50-59,Independent/Other,50-64,1.146,,,Unfavorable
1.0,0.0,G,44.0,54.0,36.0,Third call,1.0,25-29,White,Female,Bush,Perry,Mattox,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,No,Not So Good,Run for President,Yes,Yes,Yes,Same,Did Not Vote,Republican,Some College,"$30,000-$50,000",Liberal,18-64,Yes,State,Complete,West,18-29,25-29,Republican,25-29,1.343,Education,Better,Unfavorable
1.0,0.0,G,44.0,54.0,37.0,Third call,1.0,60-64,White,Female,Bush,Perry,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Neither,No,Not So Good,Run for President,No,No,No,Worse,Dole,Independent,Some College,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,West,60 and Over,60 and Over,Independent/Other,50-64,1.423,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,54.0,38.0,Third call,1.0,65 and over,White,Male,Mauro,Perry,Mattox,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Poor,Serve out Term,No,No,No,Worse,Perot,Independent,Some College,"$30,000-$50,000",Moderate,65 and Over,No,State,Complete,West,60 and Over,60 and Over,Independent/Other,65 and Over,1.557,Welfare,Same,Favorable
1.0,0.0,G,44.0,54.0,39.0,Third call,1.0,65 and over,Hispanic,Female,Mauro,Perry,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Excellent,Serve out Term,No,No,No,Same,Clinton,Republican,High School Graduate,"$30,000-$50,000",Conservative,65 and Over,,State,Complete,West,60 and Over,60 and Over,Republican,65 and Over,1.1440000000000001,Taxes,Better,Favorable
1.0,0.0,G,44.0,56.0,1.0,First call,1.0,40-44,Hispanic,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Hispanic,State Level,Neither,Yes,Not So Good,Serve out Term,No,No,Yes,Same,Perot,Democrat,Some College,"$15,000-$30,000",Conservative,18-64,No,State,Complete,West,30-44,40-49,Democrat,40-49,1.296,Welfare,Same,Unfavorable
1.0,0.0,G,44.0,56.0,2.0,First call,1.0,40-44,Black,Female,Bush,Perry,Cornyn,No,Approve,Disapprove,No Effect,Black,State Level,Neither,No,Not So Good,Serve out Term,No,No,No,Worse,Clinton,Democrat,College Graduate,"$15,000-$30,000",Moderate,18-64,No,State,Complete,West,30-44,40-49,Democrat,40-49,1.541,Crime/Drugs,Worse,Favorable
1.0,0.0,G,44.0,56.0,3.0,First call,1.0,25-29,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,Local Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Some College,"$30,000-$50,000",Moderate,18-64,No,State,Complete,West,18-29,25-29,Democrat,25-29,1.6829999999999998,Education,Better,Favorable
1.0,0.0,G,44.0,56.0,4.0,First call,1.0,45-49,White,Male,Bush,Sharp,Mattox,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,College Graduate,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Republican,40-49,1.899,Education,Same,Unfavorable
1.0,0.0,G,44.0,56.0,5.0,First call,1.0,40-44,Hispanic,Male,Bush,Sharp,Mattox,Yes,Disapprove,Disapprove,No Effect,Hispanic,State Level,Neither,Yes,Good,Run for President,No,Yes,No,Better,Clinton,Democrat,College Graduate,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,West,30-44,40-49,Democrat,40-49,1.6440000000000001,Education,Better,Unfavorable
1.0,0.0,G,44.0,56.0,6.0,First call,1.0,30-39,Hispanic,Female,Mauro,Sharp,Cornyn,Yes,Approve,Disapprove,No Effect,Hispanic,State Level,Neither,Yes,Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,Postgrad,"$50,000-$75,000",Moderate,18-64,No,State,Complete,West,30-44,30-39,Democrat,30-39,1.452,Education,Same,Unfavorable
1.0,0.0,G,44.0,56.0,7.0,First call,1.0,30-39,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,State Level,Support Clinton,No,Poor,Serve out Term,Yes,Yes,Yes,Better,Clinton,Democrat,College Graduate,"$75,000-$100,000",Liberal,18-64,No,State,Complete,West,30-44,30-39,Democrat,30-39,1.296,Education,Worse,Favorable
1.0,0.0,G,44.0,56.0,8.0,First call,1.0,18-24,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,Yes,Poor,,No,No,No,Worse,Clinton,Democrat,,"$15,000-$30,000",Moderate,18-64,No,State,Complete,West,18-29,18-24,Democrat,18-24,1.6829999999999998,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,56.0,9.0,First call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,,Less Likely,White,,Oppose Clinton,No,Good,,No,Yes,Yes,Same,Dole,Independent,Postgrad,"$15,000-$30,000",Conservative,65 and Over,Yes,State,Complete,West,60 and Over,60 and Over,Independent/Other,65 and Over,2.082,Crime/Drugs,Same,Unfavorable
1.0,0.0,G,44.0,56.0,10.0,First call,1.0,18-24,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Support Clinton,No,Good,,No,No,No,Better,Clinton,Democrat,Some College,"100,000 or More",Moderate,18-64,No,State,Complete,West,18-29,18-24,Democrat,18-24,1.429,Education,Same,Favorable
1.0,0.0,G,44.0,56.0,11.0,First call,1.0,45-49,Hispanic,Female,Other,Sharp,Mattox,,Approve,,More Likely,Hispanic,State Level,Neither,No,Good,Serve out Term,No,No,,Same,Clinton,Democrat,No High School,,Conservative,18-64,,State,Complete,West,45-59,40-49,Democrat,40-49,1.358,Education,Better,Favorable
1.0,0.0,G,44.0,56.0,12.0,First call,1.0,40-44,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Disapprove,No Effect,Hispanic,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Better,Did Not Vote,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,West,30-44,40-49,Republican,40-49,1.541,,Better,
1.0,0.0,G,44.0,56.0,13.0,Second call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Oppose Clinton,Yes,Not So Good,Serve out Term,Yes,Yes,No,Same,Dole,Something Else,Some College,"Under $15,000",Conservative,65 and Over,Yes,State,Complete,West,60 and Over,60 and Over,Independent/Other,65 and Over,2.082,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,56.0,14.0,Second call,1.0,45-49,Hispanic,Male,Bush,Perry,Cornyn,Yes,Approve,Disapprove,No Effect,Hispanic,State Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Independent,No High School,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,West,45-59,40-49,Independent/Other,40-49,1.812,Education,Better,Unfavorable
1.0,0.0,G,44.0,56.0,15.0,Second call,1.0,50-59,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Same,Dole,Something Else,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,45-59,50-59,Independent/Other,50-64,1.778,Education,Same,Unfavorable
1.0,0.0,G,44.0,56.0,16.0,Second call,1.0,40-44,Black,Male,Bush,Perry,Mattox,No,Approve,Disapprove,No Effect,Black,State Level,Support Clinton,No,Good,Run for President,No,No,No,Same,Clinton,Independent,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,West,30-44,40-49,Independent/Other,40-49,1.623,Welfare,Same,Favorable
1.0,0.0,G,44.0,56.0,17.0,Second call,1.0,45-49,Hispanic,Female,Bush,Sharp,Cornyn,Yes,Disapprove,Approve,Less Likely,Hispanic,,Oppose Clinton,Yes,Good,Run for President,No,Yes,Yes,Better,Dole,Republican,College Graduate,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Republican,40-49,1.562,,Same,Unfavorable
1.0,0.0,G,44.0,56.0,18.0,Second call,1.0,50-59,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Support Clinton,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Independent,College Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,West,45-59,50-59,Independent/Other,50-64,1.498,Education,Same,Favorable
1.0,0.0,G,44.0,56.0,19.0,Second call,1.0,50-59,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Good,Serve out Term,Yes,Yes,No,Better,Dole,Republican,College Graduate,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,45-59,50-59,Republican,50-64,1.541,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,56.0,20.0,Second call,1.0,60-64,White,Male,Mauro,Sharp,,,,,No Effect,White,State Level,,Yes,,Run for President,,,,,,,,,,18-64,No,State,Not Complete,West,60 and Over,60 and Over,,50-64,2.177,,,
1.0,0.0,G,44.0,56.0,21.0,Second call,1.0,25-29,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,No,Worse,Dole,Independent,Some College,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,West,18-29,25-29,Independent/Other,25-29,2.309,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,56.0,22.0,Second call,1.0,30-39,Hispanic,Female,Bush,Perry,Mattox,Yes,Disapprove,Disapprove,No Effect,Hispanic,State Level,Neither,Yes,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,College Graduate,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Republican,30-39,1.379,Education,Worse,Unfavorable
1.0,0.0,G,44.0,56.0,23.0,Second call,1.0,50-59,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,,Not So Good,,,Yes,No,Worse,Dole,,College Graduate,,Conservative,18-64,Yes,State,Complete,West,45-59,50-59,,50-64,1.778,,Same,Unfavorable
1.0,0.0,G,44.0,56.0,24.0,Second call,1.0,40-44,Hispanic,Female,Bush,Sharp,Mattox,Yes,Disapprove,Approve,No Effect,Hispanic,State Level,Neither,No,Not So Good,Run for President,,,,Same,Did Not Vote,Independent,College Graduate,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,West,30-44,40-49,Independent/Other,40-49,1.398,,Same,Unfavorable
1.0,0.0,G,44.0,56.0,25.0,Second call,1.0,40-44,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,Local Level,Neither,No,Good,Run for President,No,No,No,Better,Clinton,Democrat,Postgrad,"100,000 or More",Moderate,18-64,Yes,State,Complete,West,30-44,40-49,Democrat,40-49,1.296,Crime/Drugs,Same,Favorable
1.0,0.0,G,44.0,56.0,26.0,Second call,1.0,30-39,White,Male,Bush,Perry,Mattox,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,No,Same,Dole,Independent,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.873,,Worse,Unfavorable
1.0,0.0,G,44.0,56.0,27.0,Second call,1.0,18-24,White,Female,Mauro,Sharp,Mattox,No,Disapprove,Approve,No Effect,White,State Level,Neither,No,Not So Good,Serve out Term,Yes,Yes,Yes,Worse,Did Not Vote,Democrat,High School Graduate,"Under $15,000",Liberal,18-64,No,State,Complete,West,18-29,18-24,Democrat,18-24,1.649,Economy/Jobs,Worse,Unfavorable
1.0,0.0,G,44.0,56.0,28.0,Second call,1.0,30-39,Hispanic,Female,Bush,Sharp,Mattox,Yes,Approve,Approve,No Effect,White,State Level,Neither,No,Good,Run for President,No,No,No,Same,Did Not Vote,Something Else,No High School,"100,000 or More",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.398,,Same,Unfavorable
1.0,0.0,G,44.0,56.0,29.0,Second call,1.0,40-44,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,,No Effect,Hispanic,,Neither,Yes,Good,Run for President,No,Yes,,Same,Dole,Republican,Some College,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,West,30-44,40-49,Republican,40-49,1.541,,,Unfavorable
1.0,0.0,G,44.0,56.0,30.0,Second call,1.0,30-39,Black,Male,Other,Sharp,Cornyn,No,Approve,Disapprove,No Effect,Black,State Level,Neither,No,Not So Good,Serve out Term,No,No,No,Worse,Perot,Independent,College Graduate,"$50,000-$75,000",Liberal,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.788,,Worse,
1.0,0.0,G,44.0,56.0,31.0,Second call,1.0,40-44,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,More Likely,Hispanic,State Level,Neither,Yes,Not So Good,Run for President,No,No,Yes,Same,Did Not Vote,Democrat,High School Graduate,"$30,000-$50,000",Conservative,18-64,No,State,Complete,West,30-44,40-49,Democrat,40-49,1.296,,Better,Unfavorable
1.0,0.0,G,44.0,56.0,32.0,Second call,1.0,50-59,Hispanic,Male,Bush,Perry,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Support Clinton,Yes,Poor,Run for President,No,No,No,Same,Clinton,Democrat,College Graduate,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,West,45-59,50-59,Democrat,50-64,1.623,Welfare,Same,Favorable
1.0,0.0,G,44.0,56.0,33.0,Second call,1.0,40-44,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,Some College,"100,000 or More",Conservative,18-64,Yes,State,Complete,West,30-44,40-49,Republican,40-49,1.778,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,56.0,34.0,Second call,1.0,45-49,Hispanic,Female,Mauro,Sharp,Mattox,,,,No Effect,Hispanic,Local Level,,No,,Serve out Term,,,,,,,,,,18-64,,State,Not Complete,West,45-59,40-49,,40-49,1.296,Education,,
1.0,0.0,G,44.0,56.0,35.0,Second call,1.0,40-44,Other,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Other,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Worse,Clinton,Democrat,Postgrad,"$30,000-$50,000",Moderate,18-64,No,State,Complete,West,30-44,40-49,Democrat,40-49,1.498,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,56.0,36.0,Second call,1.0,30-39,White,Female,Mauro,Sharp,Mattox,No,Approve,,No Effect,White,Local Level,Neither,Yes,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,"Under $15,000",Moderate,18-64,No,State,Complete,West,30-44,30-39,Democrat,30-39,1.498,Education,Better,Favorable
1.0,0.0,G,44.0,56.0,37.0,Second call,1.0,30-39,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,College Graduate,"$50,000-$75,000",Moderate,18-64,No,State,Complete,West,30-44,30-39,Democrat,30-39,1.526,Crime/Drugs,Same,Favorable
1.0,0.0,G,44.0,56.0,38.0,Third call,1.0,60-64,White,Female,Mauro,Sharp,,No,Approve,Disapprove,No Effect,White,Local Level,Neither,No,Poor,Serve out Term,No,No,Yes,Worse,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Moderate,18-64,No,State,Complete,West,60 and Over,60 and Over,Democrat,50-64,1.851,Economy/Jobs,Worse,Favorable
1.0,0.0,G,44.0,56.0,39.0,Third call,1.0,,Hispanic,Female,Mauro,,,,,,,Hispanic,,,,,,,,,,,,,,,,,State,Not Complete,West,,,,,1.381,,,
1.0,0.0,G,44.0,56.0,40.0,Third call,1.0,30-39,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,Local Level,Neither,No,Good,Run for President,No,No,No,Same,Clinton,Democrat,College Graduate,"$30,000-$50,000",Liberal,18-64,Yes,State,Complete,West,30-44,30-39,Democrat,30-39,1.296,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,56.0,41.0,Third call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Oppose Clinton,No,Not So Good,Run for President,Yes,Yes,No,Same,Clinton,Republican,Postgrad,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Republican,30-39,2.097,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,56.0,42.0,Third call,1.0,30-39,White,Female,Mauro,Perry,Mattox,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,Yes,Good,Serve out Term,Yes,Yes,Yes,Same,Perot,Something Else,Postgrad,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.477,Education,Same,Unfavorable
1.0,0.0,G,44.0,66.0,1.0,First call,1.0,60-64,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,College Graduate,"$50,000-$75,000",Conservative,18-64,No,State,Complete,South,60 and Over,60 and Over,Democrat,50-64,1.206,Education,Better,Favorable
1.0,0.0,G,44.0,66.0,2.0,First call,1.0,60-64,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Neither,,Good,Run for President,No,No,No,Same,Clinton,Democrat,High School Graduate,"$15,000-$30,000",,18-64,Yes,State,Complete,South,60 and Over,60 and Over,Democrat,50-64,0.871,Education,Better,Favorable
1.0,0.0,G,44.0,66.0,3.0,First call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,Yes,Not So Good,,No,No,No,Better,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Republican,50-64,1.151,International Trade,Better,Unfavorable
1.0,0.0,G,44.0,66.0,4.0,First call,1.0,45-49,Other,Male,Bush,Sharp,Cornyn,No,Disapprove,Approve,Less Likely,Other,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,,Worse,Dole,Republican,College Graduate,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,South,45-59,40-49,Republican,40-49,1.166,Education,Better,Unfavorable
1.0,0.0,G,44.0,66.0,5.0,First call,1.0,25-29,Hispanic,Female,Bush,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Run for President,No,No,No,Worse,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,South,18-29,25-29,Democrat,25-29,0.711,Taxes,Better,Favorable
1.0,0.0,G,44.0,66.0,6.0,First call,1.0,30-39,Hispanic,Female,Bush,Sharp,Mattox,Yes,Disapprove,Disapprove,No Effect,Hispanic,State Level,Neither,No,Good,Run for President,Yes,Yes,No,Same,Did Not Vote,Democrat,Some College,"Under $15,000",Conservative,18-64,Yes,State,Complete,South,30-44,30-39,Democrat,30-39,0.6809999999999999,Education,Better,Unfavorable
1.0,0.0,G,44.0,66.0,7.0,First call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Worse,Dole,Independent,Some College,,Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Independent/Other,65 and Over,1.459,Welfare,Same,Unfavorable
1.0,0.0,G,44.0,66.0,8.0,First call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,No,Same,Dole,Republican,Some College,,Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Republican,65 and Over,1.323,Education,Same,Unfavorable
1.0,0.0,G,44.0,66.0,9.0,First call,1.0,45-49,Hispanic,Female,Bush,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Run for President,No,No,No,Same,Clinton,Democrat,No High School,"Under $15,000",Moderate,18-64,Yes,State,Complete,South,45-59,40-49,Democrat,40-49,0.6809999999999999,Welfare,Same,Favorable
