V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
1.0,0.0,G,10.0,58.0,37.0,Third call,1.0,40-44,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Better,Clinton,Republican,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,40 to 49,Republican,40 to 49,0.953,My view of govt.,Favorable
1.0,0.0,G,10.0,58.0,38.0,Third call,1.0,18-24,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Miami/Gold Coast,18 to 29,18 to 24,Democrat,18 to 24,1.045,Honest/Trust,Favorable
1.0,0.0,G,10.0,58.0,39.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Democrat,50 to 64,0.876,Honest/Trust,Favorable
1.0,0.0,G,10.0,58.0,40.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Democrat,50 to 64,0.876,My view of govt.,Unfavorable
1.0,0.0,G,10.0,58.0,41.0,Third call,1.0,40-44,White,Female,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,Yes,No,No,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,40 to 49,Republican,40 to 49,1.267,Bring change,Unfavorable
1.0,0.0,G,10.0,58.0,42.0,Third call,1.0,60-64,White,Female,Graham,MacKay,No,Disapprove,Disapprove,White,Support,Neither,,Yes,Yes,Yes,Same,Did not vote,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,50 to 64,1.251,My party,Unfavorable
1.0,0.0,G,10.0,59.0,1.0,First call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,College grad,100K or more,Conservative,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Republican,30 to 39,1.736,,Unfavorable
1.0,0.0,G,10.0,59.0,2.0,First call,1.0,50-59,Hispanic,Male,Graham,MacKay,Yes,Approve,Disapprove,White,,Neither,No,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,50 to 59,Independent/Other,50 to 64,1.21,,Favorable
1.0,0.0,G,10.0,59.0,3.0,First call,1.0,45-49,Hispanic,Male,Graham,Bush,Yes,Approve,Disapprove,Hispanic,,Neither,No,No,No,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,40 to 49,Republican,40 to 49,1.7469999999999999,,Unfavorable
1.0,0.0,G,10.0,59.0,4.0,First call,1.0,30-39,Hispanic,Male,Crist,Bush,Yes,Disapprove,Approve,Hispanic,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Republican,30 to 39,1.543,,Unfavorable
1.0,0.0,G,10.0,59.0,5.0,First call,1.0,30-39,Hispanic,Male,Graham,Bush,,Approve,Approve,Hispanic,,,,,,,,,,,,,18 to 64,National,Not complete,Miami/Gold Coast,30 to 44,30 to 39,,30 to 39,1.7469999999999999,,
1.0,0.0,G,10.0,59.0,6.0,First call,1.0,50-59,Hispanic,Female,,MacKay,Yes,Approve,,Hispanic,,,,,,,Worse,,Independent,,,Moderate,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,50 to 59,Independent/Other,50 to 64,1.06,,
1.0,0.0,G,10.0,59.0,7.0,First call,1.0,50-59,Asian,Male,Crist,Bush,No,Approve,,Asian,,,,,,,Better,,Independent,,50 to 75K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,50 to 59,Independent/Other,50 to 64,1.736,,
1.0,0.0,G,10.0,59.0,8.0,First call,1.0,,Hispanic,Male,Crist,Bush,Yes,,,Hispanic,,,,,,,Better,,Republican,,Under 15K,Moderate,,National,Complete,Miami/Gold Coast,,,Republican,,1.543,,
1.0,0.0,G,10.0,59.0,9.0,First call,1.0,50-59,Hispanic,Male,Graham,Bush,Yes,Approve,,Hispanic,,,,,,,Better,,Democrat,,75 to 100K,Liberal,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,50 to 59,Democrat,50 to 64,1.7469999999999999,,
1.0,0.0,G,10.0,59.0,10.0,First call,1.0,40-44,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Democrat,,30 to 50K,,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,40 to 49,Democrat,40 to 49,1.25,,
1.0,0.0,G,10.0,59.0,11.0,First call,1.0,30-39,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Republican,,75 to 100K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Republican,30 to 39,1.25,,
1.0,0.0,G,10.0,59.0,12.0,First call,1.0,30-39,Hispanic,Male,Graham,Bush,Yes,Approve,,Hispanic,,,,,,,Same,,Something else,,15 to 30K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Independent/Other,30 to 39,1.7469999999999999,,
1.0,0.0,G,10.0,59.0,13.0,Second call,1.0,30-39,Black,Female,Graham,MacKay,No,Approve,Approve,Black,,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Democrat,30 to 39,1.112,,Favorable
1.0,0.0,G,10.0,59.0,14.0,Second call,1.0,30-39,Hispanic,Female,Graham,MacKay,Yes,Approve,Approve,Hispanic,,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Democrat,30 to 39,1.112,,Favorable
1.0,0.0,G,10.0,59.0,15.0,Second call,1.0,18-24,Hispanic,Male,Graham,MacKay,Yes,Approve,Disapprove,Hispanic,,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,National,Complete,Miami/Gold Coast,18 to 29,18 to 24,Democrat,18 to 24,1.441,,Favorable
1.0,0.0,G,10.0,59.0,16.0,Second call,1.0,45-49,Hispanic,Female,Graham,Bush,Yes,Approve,Disapprove,Hispanic,,Neither,No,Yes,No,No,Worse,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,40 to 49,Democrat,40 to 49,1.605,,Favorable
1.0,0.0,G,10.0,59.0,17.0,Second call,1.0,30-39,Hispanic,Male,Graham,MacKay,Yes,Approve,,,,,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Republican,30 to 39,1.21,,
1.0,0.0,G,10.0,59.0,18.0,Second call,1.0,30-39,Hispanic,Female,Graham,MacKay,Yes,Approve,,Hispanic,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Democrat,30 to 39,1.112,,
1.0,0.0,G,10.0,59.0,19.0,Second call,1.0,,,Female,Graham,MacKay,,Approve,,,,,,,,,,,,,,,,National,Not complete,Miami/Gold Coast,,,,,1.25,,
1.0,0.0,G,10.0,59.0,20.0,Second call,1.0,18-24,Hispanic,Male,Graham,MacKay,No,Approve,,Hispanic,,,,,,,Worse,,Independent,,Under 15K,Conservative,18 to 64,National,Complete,Miami/Gold Coast,18 to 29,18 to 24,Independent/Other,18 to 24,1.441,,
1.0,0.0,G,10.0,59.0,21.0,Third call,1.0,40-44,Hispanic,Male,Crist,Bush,Yes,Disapprove,Approve,Hispanic,,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,40 to 49,Republican,40 to 49,1.543,,Unfavorable
1.0,0.0,G,10.0,59.0,22.0,Third call,1.0,40-44,White,Male,Graham,Bush,No,Disapprove,Disapprove,White,,Neither,No,No,No,Yes,Better,Perot,Independent,College grad,100K or more,Conservative,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,40 to 49,Independent/Other,40 to 49,1.96,,Unfavorable
1.0,0.0,G,10.0,59.0,23.0,Third call,1.0,45-49,Hispanic,Male,Graham,Bush,Yes,Approve,Approve,Hispanic,,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,40 to 49,Independent/Other,40 to 49,1.7469999999999999,,Unfavorable
1.0,0.0,G,10.0,59.0,24.0,Third call,1.0,30-39,White,Female,Crist,Bush,No,Disapprove,Approve,White,,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Republican,30 to 39,1.5939999999999999,,Unfavorable
1.0,0.0,G,10.0,59.0,25.0,Third call,1.0,45-49,White,Male,Graham,MacKay,No,Disapprove,Approve,White,,Neither,No,Yes,Yes,No,Better,Perot,Independent,College grad,50 to 75K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,40 to 49,Independent/Other,40 to 49,1.357,,Unfavorable
1.0,0.0,G,10.0,59.0,26.0,Third call,1.0,65 and over,Hispanic,Male,Graham,MacKay,,Approve,,Hispanic,,,,,,,,,,,,,65 and over,National,Not complete,Miami/Gold Coast,60 and over,60 and over,,65 and over,1.722,,
1.0,0.0,G,10.0,59.0,27.0,Third call,1.0,30-39,Hispanic,Female,Graham,MacKay,Yes,Approve,,Hispanic,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,National,Complete,Miami/Gold Coast,30 to 44,30 to 39,Democrat,30 to 39,1.112,,
1.0,0.0,G,10.0,59.0,28.0,Third call,1.0,50-59,Hispanic,Male,Crist,Bush,Yes,Approve,,White,,,,,,,Same,,Republican,,15 to 30K,Liberal,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,50 to 59,Republican,50 to 64,1.543,,
1.0,0.0,G,10.0,59.0,29.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Worse,,Democrat,,50 to 75K,Liberal,18 to 64,National,Complete,Miami/Gold Coast,45 to 59,50 to 59,Democrat,50 to 64,1.25,,
1.0,0.0,G,10.0,61.0,1.0,First call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,Yes,,Yes,,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Republican,65 and over,1.819,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,61.0,2.0,First call,1.0,65 and over,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,Oppose,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Republican,65 and over,2.054,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,3.0,First call,1.0,60-64,White,Female,Graham,Bush,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Worse,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,50 to 64,2.054,Bring change,Unfavorable
1.0,0.0,G,10.0,61.0,4.0,First call,1.0,50-59,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Republican,50 to 64,1.275,Bring change,Unfavorable
1.0,0.0,G,10.0,61.0,5.0,First call,1.0,45-49,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,Oppose,Oppose Clinton,No,Yes,Yes,Yes,Better,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,40 to 49,Independent/Other,40 to 49,1.44,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,6.0,First call,1.0,50-59,White,Female,Crist,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,No,Better,Dole,Republican,HS grad,100K or more,Moderate,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Republican,50 to 64,1.275,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,61.0,7.0,First call,1.0,30-39,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,Oppose,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,30 to 39,Republican,30 to 39,1.44,Bring change,Unfavorable
1.0,0.0,G,10.0,61.0,8.0,First call,1.0,60-64,White,Female,Graham,MacKay,No,Disapprove,Approve,White,Oppose,Oppose Clinton,No,No,Yes,Yes,Same,Perot,Democrat,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,50 to 64,1.4220000000000002,,Unfavorable
1.0,0.0,G,10.0,61.0,9.0,First call,1.0,65 and over,White,Male,Graham,Bush,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,2.234,,Unfavorable
1.0,0.0,G,10.0,61.0,10.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Approve,White,Oppose,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.547,Cares about me,Unfavorable
1.0,0.0,G,10.0,61.0,11.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,15 to 30K,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Republican,65 and over,1.979,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,12.0,First call,1.0,30-39,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,30 to 39,Democrat,30 to 39,1.085,Experience,Favorable
1.0,0.0,G,10.0,61.0,13.0,First call,1.0,25-29,White,Male,Graham,,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,18 to 29,25 to 29,Democrat,25 to 29,1.518,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,14.0,First call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,,White,Support,Neither,No,No,Yes,Yes,Same,Dole,Independent,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Independent/Other,50 to 64,1.388,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,15.0,Second call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,Approve,White,Oppose,Neither,Yes,Yes,Yes,Yes,Better,Perot,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Republican,50 to 64,1.388,My view of govt.,Favorable
1.0,0.0,G,10.0,61.0,16.0,Second call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Support,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.547,Experience,Unfavorable
1.0,0.0,G,10.0,61.0,17.0,Second call,1.0,60-64,White,Male,Graham,Bush,No,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,Yes,Better,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,50 to 64,2.234,Bring change,Unfavorable
1.0,0.0,G,10.0,61.0,18.0,Second call,1.0,65 and over,White,Male,Graham,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,College grad,30 to 50K,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Independent/Other,65 and over,2.234,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,61.0,19.0,Second call,1.0,65 and over,White,Female,Graham,Bush,No,Approve,Disapprove,White,Oppose,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,,Liberal,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,2.054,Bring change,Favorable
1.0,0.0,G,10.0,61.0,20.0,Second call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Republican,65 and over,1.819,Bring change,Unfavorable
1.0,0.0,G,10.0,61.0,21.0,Second call,1.0,60-64,Black,Female,Graham,MacKay,No,Disapprove,Disapprove,Black,Oppose,Neither,No,,,,Better,Perot,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Miami/Gold Coast,60 and over,60 and over,Independent/Other,50 to 64,1.2690000000000001,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,22.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.4220000000000002,Honest/Trust,Favorable
1.0,0.0,G,10.0,61.0,23.0,Second call,1.0,30-39,White,Female,Crist,Bush,No,Disapprove,,White,Oppose,,,Yes,Yes,No,Worse,Dole,Republican,College grad,,Conservative,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,30 to 39,Republican,30 to 39,1.275,,Unfavorable
1.0,0.0,G,10.0,61.0,24.0,Second call,1.0,65 and over,White,Male,Graham,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Independent/Other,65 and over,2.234,My party,Unfavorable
1.0,0.0,G,10.0,61.0,25.0,Third call,1.0,30-39,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,30 to 39,Independent/Other,30 to 39,1.085,My view of govt.,Favorable
1.0,0.0,G,10.0,61.0,26.0,Third call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,40 to 49,Republican,40 to 49,1.388,,Unfavorable
1.0,0.0,G,10.0,61.0,27.0,Third call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,No,Yes,Yes,Yes,Better,Other,Independent,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,30 to 39,Independent/Other,30 to 39,1.388,My party,Unfavorable
1.0,0.0,G,10.0,61.0,28.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,,Disapprove,White,Oppose,Neither,No,Yes,Yes,Yes,Same,Clinton,Republican,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Republican,50 to 64,0.998,Cares about me,Unfavorable
1.0,0.0,G,10.0,61.0,29.0,Third call,1.0,45-49,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Support,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,,Liberal,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,40 to 49,Democrat,40 to 49,0.998,,Unfavorable
1.0,0.0,G,10.0,61.0,30.0,Third call,1.0,40-44,White,Female,Graham,Bush,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,40 to 49,Democrat,40 to 49,1.44,Get things done,Unfavorable
1.0,0.0,G,10.0,61.0,31.0,Third call,1.0,30-39,Hispanic,Male,Graham,MacKay,No,Approve,Disapprove,Hispanic,Oppose,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,30 to 44,30 to 39,Democrat,30 to 39,0.9660000000000001,Experience,Unfavorable
1.0,0.0,G,10.0,61.0,32.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.4220000000000002,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,33.0,Third call,1.0,18-24,White,Female,Crist,Bush,No,Disapprove,,White,Support,Neither,No,No,No,No,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,18 to 29,18 to 24,Republican,18 to 24,1.522,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,34.0,Third call,1.0,60-64,White,Male,Graham,MacKay,No,Approve,Approve,White,Oppose,Neither,No,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,60 and over,60 and over,Independent/Other,50 to 64,1.547,Experience,Unfavorable
1.0,0.0,G,10.0,61.0,35.0,Third call,1.0,50-59,White,Female,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Democrat,50 to 64,1.44,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,36.0,Third call,1.0,50-59,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,Oppose,Neither,No,No,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,45 to 59,50 to 59,Independent/Other,50 to 64,1.44,My view of govt.,Unfavorable
1.0,0.0,G,10.0,61.0,37.0,Third call,1.0,18-24,White,Female,Crist,Bush,No,Disapprove,Approve,White,Oppose,Neither,No,Yes,Yes,Yes,Better,Perot,Republican,Some college,100K or more,Moderate,18 to 64,State,Complete,Miami/Gold Coast,18 to 29,18 to 24,Republican,18 to 24,1.522,Cares about me,Unfavorable
1.0,0.0,G,10.0,63.0,1.0,First call,1.0,30-39,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.906,My view of govt.,Favorable
1.0,0.0,G,10.0,63.0,2.0,First call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,No,Yes,Yes,Yes,Same,Dole,Something else,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.975,My view of govt.,Unfavorable
1.0,0.0,G,10.0,63.0,3.0,First call,1.0,40-44,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.9510000000000001,My view of govt.,Unfavorable
1.0,0.0,G,10.0,63.0,4.0,First call,1.0,65 and over,White,Male,Graham,Bush,No,Approve,Disapprove,White,Support,Neither,No,No,Yes,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Liberal,65 and over,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,1.157,Get things done,Unfavorable
