State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Lottery to fund educ,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
1.0,35.0,27.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Republican,50 to 64,0.899
1.0,35.0,28.0,Third call,45-49,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,1.265
1.0,35.0,29.0,Third call,25-29,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,25 to 29,Democrat,25 to 29,1.115
1.0,35.0,30.0,Third call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,1.265
1.0,35.0,31.0,Third call,50-59,White,Male,Sudith,Siegelman,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Independent/Other,50 to 64,1.278
1.0,35.0,32.0,Third call,18-24,White,Male,Shelby,James,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,18 to 29,18 to 24,Independent/Other,18 to 24,0.794
1.0,35.0,33.0,Third call,25-29,White,Female,Shelby,Siegelman,Approve,,,,,,,,,,,,,18 to 64,Favor,State,Not complete,Jefferson County,18 to 29,25 to 29,,25 to 29,0.803
1.0,35.0,34.0,Third call,18-24,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,18 to 29,18 to 24,Republican,18 to 24,0.7649999999999999
1.0,35.0,35.0,Third call,30-39,White,Female,Shelby,Siegelman,Approve,Approve,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,Jefferson County,30 to 44,30 to 39,,30 to 39,0.912
1.0,35.0,36.0,Third call,40-44,White,Female,,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Worse,Perot,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Independent/Other,40 to 49,1.012
1.0,35.0,37.0,Third call,30-39,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Did not vote,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,30 to 39,Republican,30 to 39,0.8660000000000001
1.0,35.0,38.0,Third call,45-49,White,Female,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,Jefferson County,45 to 59,40 to 49,,40 to 49,0.8660000000000001
1.0,35.0,39.0,Third call,30-39,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,1.312
1.0,38.0,1.0,First call,18-24,Black,Female,,James,Approve,Approve,Support Clinton,Yes,Yes,Yes,,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,Republican,18 to 24,0.8260000000000001
1.0,38.0,2.0,First call,40-44,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Worse,Dole,Republican,HS grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,0.8500000000000001
1.0,38.0,3.0,First call,50-59,White,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,,No,No,No,Better,Clinton,Democrat,,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,1.208
1.0,38.0,4.0,First call,30-39,White,Male,Shelby,James,,,,,,,,,,,,,,18 to 64,,State,Not complete,Jefferson County,30 to 44,30 to 39,,30 to 39,0.8500000000000001
1.0,38.0,5.0,First call,60-64,White,Female,Shelby,James,Disapprove,Disapprove,Support Clinton,Yes,No,No,No,Better,Perot,Republican,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,50 to 64,0.92
1.0,38.0,6.0,First call,45-49,White,Female,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,45 to 59,40 to 49,Republican,40 to 49,0.8210000000000001
1.0,38.0,7.0,First call,,White,Male,Shelby,James,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,,Oppose,State,Complete,Jefferson County,,,Republican,,0.8500000000000001
1.0,38.0,8.0,First call,60-64,White,Female,Shelby,James,Disapprove,Disapprove,,No,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,,18 to 64,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,50 to 64,0.92
1.0,38.0,9.0,First call,18-24,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,,Republican,College grad,100K or more,Liberal,18 to 64,Oppose,State,Complete,Jefferson County,18 to 29,18 to 24,Republican,18 to 24,0.724
1.0,38.0,10.0,First call,45-49,White,Male,Sudith,Siegelman,Disapprove,,,,,,,,,,,,,18 to 64,Oppose,State,Not complete,Jefferson County,45 to 59,40 to 49,,40 to 49,1.208
1.0,38.0,11.0,First call,,White,Male,Sudith,Siegelman,,,,,,,,,,,,,,,,State,Not complete,Jefferson County,,,,,1.208
1.0,38.0,12.0,First call,60-64,White,Female,Shelby,James,Disapprove,Disapprove,Neither,Yes,No,Yes,No,Better,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,50 to 64,0.92
1.0,38.0,13.0,Second call,40-44,Black,Female,Sudith,Siegelman,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,1.198
1.0,38.0,14.0,Second call,40-44,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,0.893
1.0,38.0,15.0,Second call,50-59,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,45 to 59,50 to 59,Independent/Other,50 to 64,0.8210000000000001
1.0,38.0,16.0,Second call,30-39,White,Male,Shelby,James,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Oppose,State,Not complete,Jefferson County,30 to 44,30 to 39,,30 to 39,0.8500000000000001
1.0,38.0,17.0,Second call,45-49,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,1.198
1.0,38.0,18.0,Second call,18-24,White,Female,Shelby,James,Disapprove,,Neither,,,,Yes,Better,Dole,Republican,Some college,75 to 100K,,18 to 64,Oppose,State,Complete,Jefferson County,18 to 29,18 to 24,Republican,18 to 24,0.724
1.0,38.0,19.0,Second call,40-44,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,0.8500000000000001
1.0,38.0,20.0,Second call,40-44,White,Male,Shelby,James,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Oppose,State,Not complete,Jefferson County,30 to 44,40 to 49,,40 to 49,0.8500000000000001
1.0,38.0,21.0,Second call,40-44,White,Female,Shelby,Siegelman,,Approve,Neither,,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,0.863
1.0,38.0,22.0,Third call,30-39,White,Male,Shelby,,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Oppose,State,Not complete,Jefferson County,30 to 44,30 to 39,,30 to 39,0.8740000000000001
1.0,38.0,23.0,Third call,40-44,White,Female,Shelby,,Disapprove,Disapprove,Support Clinton,,Yes,No,No,Better,Did not vote,Republican,Some college,75 to 100K,Liberal,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,0.8420000000000001
1.0,38.0,24.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,30 to 39,Independent/Other,30 to 39,0.8500000000000001
1.0,38.0,25.0,Third call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,1.198
1.0,38.0,26.0,Third call,18-24,Black,Male,Sudith,James,Disapprove,Disapprove,Oppose Clinton,No,No,No,No,Worse,Clinton,Republican,HS grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,18 to 29,18 to 24,Republican,18 to 24,1.042
1.0,38.0,27.0,Third call,25-29,White,Male,Shelby,James,Approve,Disapprove,Support Clinton,Yes,No,No,No,Worse,Dole,Democrat,HS grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,18 to 29,25 to 29,Democrat,25 to 29,0.75
1.0,38.0,28.0,Third call,18-24,White,Male,,James,Disapprove,Approve,Support Clinton,,Yes,Yes,Yes,Better,Did not vote,,,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,,18 to 24,0.8340000000000001
1.0,38.0,29.0,Third call,18-24,White,Female,Shelby,Siegelman,Disapprove,Approve,Oppose Clinton,Yes,No,No,No,Worse,Clinton,,,Under 15K,Conservative,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,,18 to 24,0.7609999999999999
1.0,38.0,30.0,Third call,40-44,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Better,Clinton,Democrat,,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,0.893
1.0,38.0,31.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Disapprove,Support Clinton,Yes,,Yes,Yes,Same,Dole,Something else,No HS,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Independent/Other,30 to 39,0.8500000000000001
1.0,38.0,32.0,Third call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Republican,30 to 39,0.893
1.0,41.0,1.0,First call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.31499999999999995
1.0,41.0,2.0,First call,30-39,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Republican,30 to 39,0.21800000000000003
1.0,41.0,3.0,First call,65 and over,White,Female,Shelby,James,Disapprove,Approve,,,,,,,,,,,,65 and over,,National,Not complete,Jefferson County,60 and over,65 and over,,65 and over,0.24400000000000002
1.0,41.0,4.0,First call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,,National,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,0.308
1.0,41.0,5.0,First call,50-59,White,Female,Sudith,,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,,National,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,0.301
1.0,41.0,6.0,First call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.31499999999999995
1.0,41.0,7.0,First call,65 and over,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,65 and over,,National,Complete,Jefferson County,60 and over,65 and over,Republican,65 and over,0.24400000000000002
1.0,41.0,8.0,First call,45-49,White,Male,Shelby,Siegelman,Approve,,,,,,,Better,,Independent,,,Moderate,18 to 64,,National,Complete,Jefferson County,45 to 59,40 to 49,Independent/Other,40 to 49,0.236
1.0,41.0,9.0,First call,30-39,Black,Male,Sudith,Siegelman,Approve,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.328
1.0,41.0,10.0,First call,65 and over,White,Male,Sudith,Siegelman,Approve,,,,,,,Better,,Democrat,,15 to 30K,Liberal,65 and over,,National,Complete,Jefferson County,60 and over,65 and over,Democrat,65 and over,0.36
1.0,41.0,11.0,First call,65 and over,White,Female,Shelby,James,Disapprove,,,,,,,Same,,Republican,,15 to 30K,Conservative,65 and over,,National,Complete,Jefferson County,60 and over,65 and over,Republican,65 and over,0.24400000000000002
1.0,41.0,12.0,First call,50-59,Black,Female,Sudith,Siegelman,Approve,,,,,,,Worse,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,0.31499999999999995
1.0,41.0,13.0,First call,65 and over,White,Female,Shelby,Siegelman,Approve,,,,,,,Better,,Independent,,,Conservative,65 and over,,National,Complete,Jefferson County,60 and over,65 and over,Independent/Other,65 and over,0.257
1.0,41.0,14.0,First call,65 and over,White,Female,Shelby,James,Disapprove,,,,,,,Same,,Republican,,Under 15K,Conservative,65 and over,,National,Complete,Jefferson County,60 and over,65 and over,Republican,65 and over,0.24400000000000002
1.0,41.0,15.0,Second call,60-64,White,Male,Shelby,James,Disapprove,Approve,Neither,No,,,,Better,Perot,Independent,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,Jefferson County,60 and over,65 and over,Independent/Other,50 to 64,0.252
1.0,41.0,16.0,Second call,45-49,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Jefferson County,45 to 59,40 to 49,Independent/Other,40 to 49,0.31499999999999995
1.0,41.0,17.0,Second call,40-44,White,Female,Sudith,Siegelman,Disapprove,Disapprove,Support Clinton,,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,0.308
1.0,41.0,18.0,Second call,,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,No,No,No,,Clinton,Republican,Some college,30 to 50K,Moderate,,,National,Complete,Jefferson County,,,Republican,,0.22800000000000004
1.0,41.0,19.0,Second call,40-44,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Something else,HS grad,30 to 50K,Moderate,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Independent/Other,40 to 49,0.236
1.0,41.0,20.0,Second call,45-49,Black,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,,Moderate,18 to 64,,National,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.328
1.0,41.0,21.0,Second call,30-39,White,Male,Shelby,James,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Republican,30 to 39,0.225
1.0,41.0,22.0,Second call,30-39,White,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.308
1.0,41.0,23.0,Second call,18-24,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Something else,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,18 to 29,18 to 24,Independent/Other,18 to 24,0.198
1.0,41.0,24.0,Second call,30-39,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Liberal,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Republican,30 to 39,0.236
1.0,41.0,25.0,Second call,40-44,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,,Worse,Dole,Something else,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Independent/Other,40 to 49,0.22800000000000004
1.0,41.0,26.0,Second call,60-64,,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Did not vote,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,60 and over,65 and over,Republican,50 to 64,0.252
1.0,41.0,27.0,Second call,40-44,White,Female,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,0.21800000000000003
1.0,41.0,28.0,Second call,60-64,White,Female,Sudith,Siegelman,Disapprove,,,,,,,Worse,,Democrat,,15 to 30K,Liberal,18 to 64,,National,Complete,Jefferson County,60 and over,65 and over,Democrat,50 to 64,0.345
1.0,41.0,29.0,Second call,40-44,White,Female,Sudith,Siegelman,Approve,,,,,,,Same,,Democrat,,15 to 30K,Liberal,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,0.308
1.0,41.0,30.0,Second call,30-39,Black,Male,Shelby,Siegelman,Approve,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.243
1.0,41.0,31.0,Second call,50-59,Black,Male,Sudith,Siegelman,Approve,,,,,,,Better,,Something else,,15 to 30K,Moderate,18 to 64,,National,Complete,Jefferson County,45 to 59,50 to 59,Independent/Other,50 to 64,0.328
1.0,41.0,32.0,Second call,18-24,White,Male,Shelby,Siegelman,Approve,,,,,,,Better,,,,15 to 30K,Moderate,18 to 64,,National,Complete,Jefferson County,18 to 29,18 to 24,,18 to 24,0.20800000000000002
1.0,41.0,33.0,Second call,40-44,White,Female,Shelby,Siegelman,Disapprove,,,,,,,Worse,,Independent,,15 to 30K,Conservative,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Independent/Other,40 to 49,0.22800000000000004
1.0,41.0,34.0,Second call,65 and over,Black,Male,Sudith,Siegelman,Approve,,,,,,,,,Democrat,,30 to 50K,Conservative,65 and over,,National,Complete,Jefferson County,60 and over,65 and over,Democrat,65 and over,0.368
1.0,41.0,35.0,Second call,60-64,Black,Male,Sudith,Siegelman,Approve,,,,,,,Worse,,Democrat,,Under 15K,Moderate,18 to 64,,National,Complete,Jefferson County,60 and over,65 and over,Democrat,50 to 64,0.368
1.0,41.0,36.0,Second call,25-29,White,Male,Shelby,James,Disapprove,,,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Jefferson County,18 to 29,25 to 29,Republican,25 to 29,0.198
1.0,41.0,37.0,Second call,50-59,White,Female,Shelby,Siegelman,Disapprove,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Jefferson County,45 to 59,50 to 59,Republican,50 to 64,0.22800000000000004
1.0,41.0,38.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,,,,,,,Same,,Republican,,50 to 75K,Conservative,65 and over,,National,Complete,Jefferson County,60 and over,65 and over,Republican,65 and over,0.252
1.0,41.0,39.0,Second call,50-59,White,Female,Sudith,Siegelman,Approve,,,,,,,Better,,Independent,,15 to 30K,Conservative,18 to 64,,National,Complete,Jefferson County,45 to 59,50 to 59,Independent/Other,50 to 64,0.308
1.0,41.0,40.0,Second call,18-24,White,Female,Shelby,James,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,18 to 29,18 to 24,Republican,18 to 24,0.191
1.0,41.0,41.0,Third call,40-44,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,0.225
1.0,41.0,42.0,Third call,40-44,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,,National,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,0.21800000000000003
1.0,41.0,43.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,Jefferson County,45 to 59,50 to 59,Independent/Other,50 to 64,0.225
