State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
20.0,26.0,49.0,Third call,45-49,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,National,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,1.055
20.0,26.0,50.0,Third call,30-39,White,Female,King,Disapprove,,,,,,Better,,Republican,75 to 100K,Conservative,18 to 64,National,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.611
20.0,26.0,51.0,Third call,25-29,White,Female,King,Approve,,,,,,Same,,Independent,,Moderate,18 to 64,National,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.94
20.0,26.0,52.0,Third call,50-59,White,Female,King,,,,,,,Better,,Independent,50 to 75K,Moderate,18 to 64,National,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.611
20.0,26.0,53.0,Third call,60-64,White,Male,Connelly,Approve,,,,,,Same,,Democrat,30 to 50K,Moderate,18 to 64,National,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.26
20.0,26.0,54.0,Third call,40-44,White,Male,Connelly,Approve,,,,,,Better,,Democrat,50 to 75K,Moderate,18 to 64,National,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,1.015
20.0,26.0,55.0,Third call,65 and over,White,Female,King,Approve,,,,,,Same,,Republican,15 to 30K,Moderate,65 and over,National,Cd #1,60 and over,60 and over,Republican,65 and over,2.0
20.0,26.0,56.0,Third call,30-39,White,Female,King,Approve,,,,,,Better,,Independent,100K or more,Liberal,18 to 64,National,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.611
20.0,26.0,57.0,Third call,45-49,White,Female,Longley,Disapprove,,,,,,Better,,Independent,75 to 100K,Conservative,18 to 64,National,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.272
20.0,26.0,58.0,Third call,50-59,White,Female,King,Approve,,,,,,Same,,Democrat,30 to 50K,Moderate,18 to 64,National,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.611
20.0,26.0,59.0,Third call,65 and over,White,Female,King,Disapprove,,,,,,Same,,,,Conservative,65 and over,National,Cd #1,60 and over,60 and over,,65 and over,2.0
20.0,26.0,60.0,Third call,65 and over,White,Male,King,Disapprove,,,,,,,,,,,65 and over,National,Cd #1,60 and over,60 and over,,65 and over,1.924
20.0,32.0,1.0,First call,45-49,White,Female,King,Approve,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,1.098
20.0,32.0,2.0,First call,40-44,White,Male,Other,Approve,Disapprove,Neither,No,No,Yes,Better,Other,Democrat,Under 15K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,0.9189999999999999
20.0,32.0,3.0,First call,50-59,White,Female,King,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Republican,100K or more,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.098
20.0,32.0,4.0,First call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.362
20.0,32.0,5.0,First call,65 and over,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Republican,,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,0.857
20.0,32.0,6.0,First call,25-29,Asian,Female,Other,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,18 to 29,25 to 29,Democrat,25 to 29,1.15
20.0,32.0,7.0,First call,65 and over,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Republican,,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.362
20.0,32.0,8.0,First call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.098
20.0,32.0,9.0,First call,50-59,White,Female,Connelly,Disapprove,Disapprove,Neither,No,No,No,Worse,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,0.718
20.0,32.0,10.0,Second call,45-49,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.098
20.0,32.0,11.0,Second call,40-44,,Female,Connelly,Approve,Disapprove,Neither,No,No,Yes,Same,Other,Independent,30 to 50K,,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,0.718
20.0,32.0,12.0,Second call,45-49,White,Male,Longley,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,0.8330000000000001
20.0,32.0,13.0,Second call,65 and over,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.074
20.0,32.0,14.0,Second call,50-59,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Same,Dole,Republican,,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.8330000000000001
20.0,32.0,15.0,Second call,40-44,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.8660000000000001
20.0,32.0,16.0,Second call,60-64,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,0.857
20.0,32.0,17.0,Second call,45-49,White,Male,King,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,1.056
20.0,32.0,18.0,Second call,30-39,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,0.8660000000000001
20.0,32.0,19.0,Second call,60-64,White,Female,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Other,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.362
20.0,32.0,20.0,Second call,40-44,White,Male,Connelly,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,0.691
20.0,32.0,21.0,Second call,30-39,White,Female,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.098
20.0,32.0,22.0,Second call,65 and over,White,Female,King,,Disapprove,Neither,No,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.362
20.0,32.0,23.0,Second call,30-39,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,0.8660000000000001
20.0,32.0,24.0,Second call,45-49,White,Male,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Clinton,Independent,Under 15K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.056
20.0,32.0,25.0,Second call,65 and over,White,Male,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.311
20.0,32.0,26.0,Second call,40-44,White,Female,Longley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,0.8660000000000001
20.0,32.0,27.0,Third call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.098
20.0,32.0,28.0,Third call,45-49,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.056
20.0,32.0,29.0,Third call,30-39,White,Male,Other,,Approve,Neither,No,Yes,Yes,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,0.9189999999999999
20.0,32.0,30.0,Third call,45-49,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.056
20.0,32.0,31.0,Third call,40-44,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.098
20.0,32.0,32.0,Third call,25-29,White,Female,Longley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #1,18 to 29,25 to 29,Republican,25 to 29,1.042
20.0,32.0,33.0,Third call,30-39,White,Female,King,Disapprove,Approve,Neither,,,,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.098
20.0,32.0,34.0,Third call,60-64,White,Male,King,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.311
20.0,32.0,35.0,Third call,30-39,White,Male,King,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.056
20.0,32.0,36.0,Third call,40-44,White,Female,Longley,Disapprove,Disapprove,,No,No,,Worse,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,0.8660000000000001
20.0,32.0,37.0,Third call,30-39,White,Male,King,Approve,Disapprove,Support Clinton,No,Yes,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.056
20.0,32.0,38.0,Third call,40-44,White,Male,Longley,Approve,Approve,Neither,No,No,No,Worse,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,0.8330000000000001
20.0,32.0,39.0,Third call,50-59,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.718
20.0,32.0,40.0,Third call,60-64,White,Female,King,Approve,,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.362
20.0,32.0,41.0,Third call,30-39,White,Female,Longley,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,0.8660000000000001
20.0,32.0,42.0,Third call,30-39,White,Female,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Independent,,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.098
20.0,32.0,43.0,Third call,45-49,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,0.718
20.0,33.0,1.0,First call,45-49,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Dole,Republican,,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,0.798
20.0,33.0,2.0,First call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,50 to 75K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.256
20.0,33.0,3.0,First call,40-44,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Perot,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.798
20.0,33.0,4.0,First call,18-24,White,Male,Longley,Disapprove,Approve,Neither,Yes,No,Yes,Same,,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,18 to 29,18 to 24,Independent/Other,18 to 24,0.961
20.0,33.0,5.0,First call,65 and over,White,Female,Connelly,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,0.855
20.0,33.0,6.0,First call,40-44,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Perot,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.798
20.0,33.0,7.0,First call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.052
20.0,33.0,8.0,First call,30-39,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.012
20.0,33.0,9.0,First call,65 and over,White,Male,King,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.256
20.0,33.0,10.0,First call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.052
20.0,33.0,11.0,Second call,65 and over,White,Male,King,Approve,Approve,Support Clinton,No,,Yes,Better,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.256
20.0,33.0,12.0,Second call,65 and over,White,Male,King,Approve,,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.256
20.0,33.0,13.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.306
20.0,33.0,14.0,Second call,65 and over,White,Female,King,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.306
20.0,33.0,15.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Republican,,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.306
20.0,33.0,16.0,Second call,45-49,White,Female,King,Approve,Approve,Neither,No,Yes,Yes,Better,Did not vote,Democrat,15 to 30K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,1.052
20.0,33.0,17.0,Second call,50-59,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Perot,Democrat,Under 15K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.052
20.0,33.0,18.0,Second call,65 and over,White,Male,Connelly,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,0.8220000000000001
20.0,33.0,19.0,Second call,25-29,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.218
20.0,33.0,20.0,Second call,40-44,White,Male,King,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Independent,,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.012
20.0,33.0,21.0,Second call,45-49,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,1.052
20.0,33.0,22.0,Second call,50-59,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.012
20.0,33.0,23.0,Second call,50-59,White,Female,Connelly,Approve,Approve,Neither,No,No,Yes,Better,Other,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.689
20.0,33.0,24.0,Second call,18-24,White,Male,Connelly,Approve,Approve,Neither,No,No,No,Worse,Did not vote,Democrat,,Liberal,18 to 64,State,Cd #1,18 to 29,18 to 24,Democrat,18 to 24,0.797
20.0,33.0,25.0,Second call,30-39,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,0.798
20.0,33.0,26.0,Second call,40-44,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,0.881
20.0,33.0,27.0,Second call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.052
20.0,33.0,28.0,Second call,60-64,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.306
20.0,33.0,29.0,Third call,30-39,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.052
20.0,33.0,30.0,Third call,45-49,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,0.662
20.0,33.0,31.0,Third call,40-44,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,0.689
20.0,33.0,32.0,Third call,30-39,White,Male,King,Disapprove,Disapprove,Neither,,,,Better,Did not vote,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.012
20.0,33.0,33.0,Third call,45-49,,Male,Connelly,Disapprove,Disapprove,Neither,No,Yes,No,Same,Perot,Something else,75 to 100K,,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,0.662
20.0,33.0,34.0,Third call,50-59,White,Male,Other,Disapprove,Disapprove,Neither,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.881
20.0,33.0,35.0,Third call,40-44,White,Female,King,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.052
20.0,33.0,36.0,Third call,45-49,White,Female,Longley,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,0.8300000000000001
20.0,33.0,37.0,Third call,30-39,White,Female,King,Approve,Approve,Neither,No,Yes,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.052
20.0,33.0,38.0,Third call,60-64,White,Female,Longley,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,1.03
20.0,33.0,39.0,Third call,40-44,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,1.052
20.0,33.0,40.0,Third call,60-64,White,Female,Longley,Disapprove,Approve,Neither,No,Yes,,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,1.03
20.0,33.0,41.0,Third call,30-39,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,0.8300000000000001
20.0,33.0,42.0,Third call,18-24,White,Male,Connelly,Approve,Approve,Support Clinton,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #1,18 to 29,18 to 24,Democrat,18 to 24,0.797
20.0,33.0,43.0,Third call,25-29,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Perot,Independent,30 to 50K,Liberal,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.267
20.0,33.0,44.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.052
20.0,33.0,45.0,Third call,30-39,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.052
20.0,33.0,46.0,Third call,50-59,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.8300000000000001
20.0,33.0,47.0,Third call,40-44,White,Male,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,1.012
20.0,33.0,48.0,Third call,65 and over,White,Male,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.256
20.0,33.0,49.0,Third call,18-24,White,Female,Connelly,Approve,Approve,Neither,No,No,Yes,Worse,Did not vote,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,18 to 29,18 to 24,Democrat,18 to 24,0.829
