V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1.0,0.0,G,38.0,24.0,22.0,Second call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,,Neither,No,,Yes,,Same,Dole,Republican,Some college,75 to 100K,Conservative,65 and over,,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.748,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,23.0,Second call,1.0,65 and over,Asian,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,24.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Independent/Other,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,25.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,26.0,Second call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,65 and over,,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8540000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,27.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,,Approve,Neither,No,No,No,No,Same,Did not vote,Democrat,Postgrad,,Moderate,65 and over,,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,28.0,Second call,1.0,65 and over,White,Female,Lim,Kitzhaber,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Clinton,Republican,Postgrad,75 to 100K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.751,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,29.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,30.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,15 to 30K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,31.0,Second call,1.0,65 and over,White,Male,Lim,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Republican,Some college,50 to 75K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.791,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,32.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,,Disapprove,Neither,No,,Yes,,Same,Dole,Republican,Postgrad,15 to 30K,Conservative,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,33.0,Second call,1.0,65 and over,White,Female,Lim,,,,,No,Yes,,,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.725,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,34.0,Second call,1.0,65 and over,White,Male,Lim,Kitzhaber,,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.791,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,35.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,36.0,Second call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.748,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,37.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,,Exit poll
1.0,0.0,G,38.0,24.0,38.0,Second call,1.0,65 and over,White,Female,Lim,Kitzhaber,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.751,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,39.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,40.0,Second call,1.0,65 and over,White,Female,,Kitzhaber,,Disapprove,Neither,No,No,,,Same,Clinton,Republican,Postgrad,15 to 30K,Moderate,65 and over,,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.875,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,41.0,Second call,1.0,65 and over,White,Male,Lim,Kitzhaber,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.791,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,42.0,Second call,1.0,65 and over,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,No,Yes,,Same,Dole,Republican,College grad,100K or more,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.788,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,43.0,Second call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8540000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,44.0,Second call,1.0,60-64,White,Female,Wyden,Kitzhaber,,Disapprove,Neither,No,No,,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,50 to 64,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,45.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Independent,Some college,30 to 50K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Independent/Other,65 and over,0.8130000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,46.0,Second call,1.0,65 and over,White,Male,Lim,Kitzhaber,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.791,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,47.0,Second call,1.0,65 and over,White,Female,Lim,Kitzhaber,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.751,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,48.0,Second call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Some college,,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.748,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,49.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Democrat,Postgrad,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,50.0,Third call,1.0,65 and over,White,Female,Lim,Kitzhaber,Disapprove,Approve,Neither,Yes,,Yes,Yes,Worse,Perot,Republican,HS grad,50 to 75K,Conservative,65 and over,,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.751,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,51.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,,Neither,No,No,No,Yes,Better,Clinton,Republican,Postgrad,30 to 50K,Liberal,65 and over,,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.8540000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,52.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Disapprove,Approve,Neither,,,Yes,,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.8540000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,53.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Independent/Other,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,54.0,Third call,1.0,65 and over,,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,No,No,Yes,No,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.788,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,55.0,Third call,1.0,65 and over,White,Male,Lim,,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Independent/Other,65 and over,0.7629999999999999,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,56.0,Third call,1.0,65 and over,White,Female,Lim,Sizemore,,Approve,Neither,No,Yes,Yes,,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.748,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,57.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,58.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8540000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,24.0,59.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,No,,Better,Dole,Republican,Some college,50 to 75K,Moderate,65 and over,,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,60.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Liberal,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,61.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,0.8130000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,62.0,Third call,1.0,65 and over,White,Female,Lim,Kitzhaber,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.751,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,63.0,Third call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,,Neither,No,,,,Same,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.748,Unfavorable,Exit poll
1.0,0.0,G,38.0,24.0,64.0,Third call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,,Same,Dole,Republican,College grad,100K or more,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,0.748,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,1.0,First call,1.0,65 and over,White,Male,Lim,Sizemore,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Republican,No HS,15 to 30K,Moderate,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.558,Favorable,Exit poll
1.0,0.0,G,38.0,33.0,2.0,First call,1.0,50-59,White,Male,,Kitzhaber,Approve,Disapprove,,No,,,,,,Democrat,College grad,,,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.605,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,3.0,First call,1.0,60-64,White,Male,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,,,Yes,,Same,Did not vote,Democrat,Some college,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,50 to 64,0.5269999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,4.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,0.531,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,5.0,First call,1.0,65 and over,White,Female,Lim,Other,,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,15 to 30K,Moderate,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.499,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,6.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.484,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,7.0,Second call,1.0,60-64,White,Female,Lim,Sizemore,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,50 to 64,0.5089999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,8.0,Second call,1.0,65 and over,White,Female,Lim,Kitzhaber,Disapprove,Approve,Neither,,,Yes,Yes,Better,Dole,Democrat,College grad,30 to 50K,Conservative,65 and over,,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,65 and over,0.512,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,9.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,Yes,Yes,Better,Perot,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Democrat,30 to 39,0.531,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,10.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,,No,,,,Worse,,,,30 to 50K,Conservative,18 to 64,,State,Complete,NW Pacific Coast,30 to 44,30 to 39,,30 to 39,0.531,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,11.0,Second call,1.0,50-59,White,Male,Other,Other,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Did not vote,Independent,Some college,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,2.911,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,12.0,Second call,1.0,65 and over,Other,,Lim,,,Approve,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,HS grad,Under 15K,Conservative,65 and over,Pro-environment,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.541,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,13.0,Second call,1.0,40-44,White,Female,Lim,Kitzhaber,Disapprove,Disapprove,Oppose Clinton,,,Yes,No,Same,Perot,Democrat,College grad,15 to 30K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Democrat,40 to 49,0.515,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,14.0,Second call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,0.562,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,15.0,Second call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,0.562,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,16.0,Second call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Democrat,30 to 39,0.484,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,17.0,Second call,1.0,45-49,White,Female,Lim,Sizemore,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Republican,40 to 49,0.512,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,18.0,Second call,1.0,65 and over,White,Female,Lim,,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,Worse,Dole,Republican,Some college,,Moderate,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.494,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,19.0,Second call,1.0,45-49,White,Male,Wyden,Sizemore,Approve,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,Some college,Under 15K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Independent/Other,40 to 49,0.528,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,20.0,Third call,1.0,30-39,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Republican,30 to 39,0.484,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,21.0,Third call,1.0,45-49,White,Male,Other,Sizemore,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Perot,Independent,HS grad,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Independent/Other,40 to 49,2.9779999999999998,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,22.0,Third call,1.0,50-59,White,Male,Wyden,Sizemore,Approve,Disapprove,,No,Yes,Yes,Yes,Same,,,,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,,50 to 64,0.528,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,23.0,Third call,1.0,18-24,White,Female,Wyden,Kitzhaber,Approve,,Neither,No,No,Yes,Yes,Better,Clinton,,HS grad,15 to 30K,Liberal,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,18 to 29,18 to 24,,18 to 24,0.432,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,24.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.484,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,25.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.484,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,26.0,Third call,1.0,65 and over,White,Male,Lim,Other,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Dole,Republican,No HS,50 to 75K,Moderate,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.546,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,27.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Perot,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,0.484,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,28.0,Third call,1.0,30-39,White,Male,Lim,Kitzhaber,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Independent/Other,30 to 39,0.565,Unfavorable,Exit poll
1.0,0.0,G,38.0,33.0,29.0,Third call,1.0,40-44,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Republican,40 to 49,0.562,Unfavorable,Exit poll
