State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
35.0,69.0,17.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,,Moderate,65 and over,National,North,60 and over,60 and over,Independent/Other,65 and over,0.558
35.0,69.0,18.0,Second call,45-49,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,North,45 to 59,40 to 49,Republican,40 to 49,0.492
35.0,69.0,19.0,Second call,18-24,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,30 to 50K,Moderate,18 to 64,National,North,18 to 29,18 to 24,Republican,18 to 24,0.6429999999999999
35.0,69.0,20.0,Second call,,White,Female,,Cramer,,,Neither,,Yes,,Same,Dole,,30 to 50K,Conservative,,National,North,,,,,0.512
35.0,69.0,21.0,Second call,18-24,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,National,North,18 to 29,18 to 24,Democrat,18 to 24,0.633
35.0,69.0,22.0,Second call,50-59,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,National,North,45 to 59,50 to 59,Democrat,50 to 64,0.567
35.0,69.0,23.0,Second call,40-44,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,National,North,30 to 44,40 to 49,Republican,40 to 49,0.492
35.0,69.0,24.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,Yes,No,No,Same,Dole,Independent,15 to 30K,Moderate,65 and over,National,North,60 and over,60 and over,Independent/Other,65 and over,0.558
35.0,69.0,25.0,Second call,45-49,White,Male,Nalewaja,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,100K or more,Moderate,18 to 64,National,North,45 to 59,40 to 49,Republican,40 to 49,0.528
35.0,69.0,26.0,Second call,50-59,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,North,45 to 59,50 to 59,Republican,50 to 64,0.485
35.0,69.0,27.0,Second call,25-29,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,National,North,18 to 29,25 to 29,Republican,25 to 29,0.556
35.0,69.0,28.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Republican,15 to 30K,Moderate,65 and over,National,North,60 and over,60 and over,Republican,65 and over,0.558
35.0,69.0,29.0,Second call,45-49,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,No,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,National,North,45 to 59,40 to 49,Republican,40 to 49,0.492
35.0,69.0,30.0,Second call,40-44,White,Male,Dorgan,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,National,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.567
35.0,69.0,31.0,Second call,60-64,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,National,North,60 and over,60 and over,Independent/Other,50 to 64,0.48600000000000004
35.0,69.0,32.0,Second call,18-24,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Did not vote,Republican,75 to 100K,Conservative,18 to 64,National,North,18 to 29,18 to 24,Republican,18 to 24,0.556
35.0,69.0,33.0,Second call,30-39,White,Male,Other,Cramer,Approve,,,,,,Worse,,Independent,30 to 50K,Conservative,18 to 64,National,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.985
35.0,69.0,34.0,Second call,50-59,White,Male,Nalewaja,Cramer,Disapprove,,,,,,Same,,Republican,50 to 75K,Conservative,18 to 64,National,North,45 to 59,50 to 59,Republican,50 to 64,0.492
35.0,69.0,35.0,Second call,30-39,White,Female,Nalewaja,Cramer,,,,,,,Better,,Something else,50 to 75K,Conservative,18 to 64,National,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.485
35.0,69.0,36.0,Second call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,,,,,,Same,,Independent,15 to 30K,Moderate,65 and over,National,North,60 and over,60 and over,Independent/Other,65 and over,0.48600000000000004
35.0,69.0,37.0,Second call,30-39,White,Male,Nalewaja,Cramer,Disapprove,,,,,,Worse,,Independent,75 to 100K,Conservative,18 to 64,National,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.492
35.0,69.0,38.0,Second call,30-39,White,Male,Dorgan,Cramer,Approve,,,,,,Same,,Independent,50 to 75K,Moderate,18 to 64,National,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.525
35.0,69.0,39.0,Second call,30-39,White,Female,Dorgan,Cramer,Disapprove,,,,,,Same,,Independent,,Moderate,18 to 64,National,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.516
35.0,69.0,40.0,Third call,50-59,Black,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,50 to 75K,Liberal,18 to 64,National,North,45 to 59,50 to 59,Republican,50 to 64,0.567
35.0,69.0,41.0,Third call,60-64,White,Male,Dorgan,Pomeroy,Approve,,Neither,No,No,No,Same,Clinton,Independent,15 to 30K,Liberal,18 to 64,National,North,60 and over,60 and over,Independent/Other,50 to 64,0.568
35.0,69.0,42.0,Third call,25-29,White,Female,Dorgan,Cramer,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,Under 15K,Moderate,18 to 64,National,North,18 to 29,25 to 29,Republican,25 to 29,0.587
35.0,69.0,43.0,Third call,65 and over,White,Female,Dorgan,Cramer,Approve,Approve,Neither,No,,,Better,Dole,Independent,,Moderate,65 and over,National,North,60 and over,60 and over,Independent/Other,65 and over,0.517
35.0,69.0,44.0,Third call,40-44,White,Female,Nalewaja,Cramer,Disapprove,,,,,,Better,,Republican,100K or more,Conservative,18 to 64,National,North,30 to 44,40 to 49,Republican,40 to 49,0.485
35.0,69.0,45.0,Third call,30-39,White,Male,Dorgan,,,,,,,,Same,,Republican,,Liberal,18 to 64,National,North,30 to 44,30 to 39,Republican,30 to 39,0.554
35.0,69.0,46.0,Third call,60-64,White,Male,Dorgan,Pomeroy,Approve,,,,,,Worse,,Democrat,50 to 75K,Moderate,18 to 64,National,North,60 and over,60 and over,Democrat,50 to 64,0.568
35.0,71.0,1.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.945
35.0,71.0,2.0,First call,65 and over,White,Male,Nalewaja,Cramer,Approve,Disapprove,Neither,No,No,No,Better,Dole,Republican,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.8230000000000001
35.0,71.0,3.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Independent,,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.9460000000000001
35.0,71.0,4.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.945
35.0,71.0,5.0,First call,45-49,White,Male,Dorgan,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.879
35.0,71.0,6.0,First call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,,Oppose Clinton,,Yes,,Worse,Dole,,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,,65 and over,0.811
35.0,71.0,7.0,First call,30-39,White,Male,Dorgan,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.945
35.0,71.0,8.0,First call,60-64,White,Female,Dorgan,Cramer,Approve,Approve,Neither,No,No,No,Worse,Clinton,Republican,100K or more,Moderate,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.868
35.0,71.0,9.0,First call,60-64,White,Female,Dorgan,Pomeroy,,Disapprove,Neither,No,No,Yes,Same,Did not vote,Independent,,Moderate,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,0.933
35.0,71.0,10.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,,Liberal,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.933
35.0,71.0,11.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.945
35.0,71.0,12.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Other,Independent,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.945
35.0,71.0,13.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.8210000000000001
35.0,71.0,14.0,First call,65 and over,White,,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.811
35.0,71.0,15.0,First call,30-39,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.81
35.0,71.0,16.0,First call,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.945
35.0,71.0,17.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.8210000000000001
35.0,71.0,18.0,First call,30-39,White,Male,Other,Pomeroy,Approve,Approve,Neither,No,Yes,Yes,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.765
35.0,71.0,19.0,First call,65 and over,White,Female,Nalewaja,,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.8520000000000001
35.0,71.0,20.0,First call,45-49,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.945
35.0,71.0,21.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,Yes,Better,,Democrat,50 to 75K,Liberal,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.9460000000000001
35.0,71.0,22.0,First call,30-39,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,No,Worse,Dole,Independent,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.8210000000000001
35.0,71.0,23.0,First call,40-44,White,Male,Nalewaja,Pomeroy,Approve,Disapprove,Neither,Yes,Yes,,Same,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.8840000000000001
35.0,71.0,24.0,First call,40-44,White,Female,Dorgan,Pomeroy,,Disapprove,Neither,,Yes,,Worse,,Something else,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.931
35.0,71.0,25.0,First call,45-49,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,Yes,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.931
35.0,71.0,26.0,First call,60-64,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Other,Republican,50 to 75K,Moderate,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.811
35.0,71.0,27.0,First call,65 and over,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Independent,50 to 75K,,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.8230000000000001
35.0,71.0,28.0,First call,60-64,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Republican,30 to 50K,Liberal,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.933
35.0,71.0,29.0,First call,30-39,White,Female,Nalewaja,Cramer,Approve,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.81
35.0,71.0,30.0,First call,65 and over,White,,Dorgan,,Disapprove,Approve,Neither,Yes,,,Better,Dole,Republican,75 to 100K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.925
35.0,71.0,31.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Support Clinton,No,Yes,No,Worse,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.8210000000000001
35.0,71.0,32.0,First call,30-39,White,Female,Dorgan,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.8660000000000001
35.0,71.0,33.0,First call,65 and over,White,,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Other,Democrat,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.933
35.0,71.0,34.0,First call,50-59,White,Male,Dorgan,Pomeroy,Disapprove,,Neither,,Yes,,Same,Dole,,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,,50 to 64,0.945
35.0,71.0,35.0,First call,50-59,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.931
35.0,71.0,36.0,Second call,65 and over,White,Female,Nalewaja,Cramer,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.811
35.0,71.0,37.0,Second call,65 and over,White,Male,Nalewaja,Pomeroy,Disapprove,Approve,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.886
35.0,71.0,38.0,Second call,50-59,White,Female,Dorgan,Cramer,,,Neither,,Yes,,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.8660000000000001
35.0,71.0,39.0,Second call,30-39,White,Female,Nalewaja,Cramer,Approve,,Neither,No,Yes,,Same,Clinton,Something else,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.81
35.0,71.0,40.0,Second call,65 and over,White,Male,Dorgan,Cramer,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.88
35.0,71.0,41.0,Second call,60-64,White,Female,Nalewaja,Cramer,,,,,,,Same,Dole,Republican,,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.811
35.0,71.0,42.0,Second call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.9460000000000001
35.0,71.0,43.0,Second call,40-44,White,Male,Dorgan,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.879
35.0,71.0,44.0,Second call,65 and over,White,Female,Dorgan,Cramer,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,,65 and over,0.868
35.0,75.0,1.0,First call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,,,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.778
35.0,75.0,2.0,First call,65 and over,White,,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.79
35.0,75.0,3.0,First call,50-59,White,Male,Nalewaja,Cramer,Approve,Disapprove,Neither,No,No,Yes,Better,Perot,Independent,15 to 30K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.789
35.0,75.0,4.0,First call,45-49,White,Male,Nalewaja,Cramer,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.789
35.0,75.0,5.0,First call,40-44,White,Female,Dorgan,Pomeroy,,,Neither,No,No,Yes,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.896
35.0,75.0,6.0,First call,30-39,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.907
35.0,75.0,7.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,Under 15K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.789
35.0,75.0,8.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Conservative,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.897
35.0,75.0,9.0,First call,50-59,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,,Yes,Yes,Yes,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.777
35.0,75.0,10.0,First call,50-59,White,Female,Dorgan,Cramer,Disapprove,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.8330000000000001
35.0,75.0,11.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.897
35.0,75.0,12.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,,Same,,Independent,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.907
35.0,75.0,13.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.789
35.0,75.0,14.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.789
35.0,75.0,15.0,First call,30-39,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.777
35.0,75.0,16.0,First call,50-59,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,15 to 30K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.896
35.0,75.0,17.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.897
35.0,75.0,18.0,First call,45-49,White,Male,Dorgan,Cramer,Approve,Approve,Neither,No,Yes,Yes,Same,Perot,Independent,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.8440000000000001
35.0,75.0,19.0,First call,65 and over,,,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.897
35.0,75.0,20.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.907
35.0,75.0,21.0,First call,30-39,White,Female,Dorgan,Cramer,,,Neither,No,No,,Same,Clinton,Independent,,,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.8330000000000001
35.0,75.0,22.0,First call,30-39,White,Female,Dorgan,Cramer,Approve,Approve,Neither,No,Yes,No,Worse,Dole,Republican,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.8330000000000001
35.0,75.0,23.0,First call,65 and over,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.79
35.0,75.0,24.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Worse,Dole,Independent,,Liberal,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.9089999999999999
35.0,75.0,25.0,First call,65 and over,White,,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,,Worse,Dole,Independent,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.9089999999999999
35.0,75.0,26.0,First call,18-24,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Worse,Did not vote,Republican,50 to 75K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,1.028
35.0,75.0,27.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,,,Same,Clinton,Independent,Under 15K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.897
35.0,75.0,28.0,First call,45-49,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Republican,Under 15K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.896
35.0,75.0,29.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.897
35.0,75.0,30.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.897
35.0,75.0,31.0,First call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.896
35.0,75.0,32.0,First call,60-64,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Under 15K,Moderate,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.778
35.0,75.0,33.0,First call,25-29,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Independent/Other,25 to 29,1.028
35.0,75.0,34.0,First call,65 and over,White,Female,Nalewaja,Cramer,,Approve,Neither,,,Yes,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.778
35.0,75.0,35.0,Second call,18-24,White,Female,Nalewaja,Pomeroy,Approve,Disapprove,Neither,No,Yes,No,Same,Did not vote,Independent,Under 15K,Conservative,18 to 64,State,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.9480000000000001
35.0,75.0,36.0,Second call,45-49,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,,Worse,Did not vote,Something else,,Conservative,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.896
35.0,75.0,37.0,Second call,45-49,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,Yes,Yes,Yes,Worse,Did not vote,Independent,Under 15K,Liberal,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.896
35.0,75.0,38.0,Second call,30-39,White,Male,Nalewaja,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.8480000000000001
35.0,75.0,39.0,Second call,25-29,White,Female,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Better,Did not vote,Democrat,100K or more,Moderate,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,1.013
35.0,75.0,40.0,Second call,45-49,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.777
35.0,75.0,41.0,Second call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,Yes,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.896
35.0,75.0,42.0,Second call,50-59,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Worse,Clinton,Independent,Under 15K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.896
35.0,75.0,43.0,Second call,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Worse,Perot,Independent,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.907
