State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Which is more important,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
16.0,54.0,7.0,First call,18-24,White,Male,Grassley,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.359,Favorable
16.0,54.0,8.0,First call,18-24,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.33999999999999997,Unfavorable
16.0,54.0,9.0,First call,18-24,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.359,Unfavorable
16.0,54.0,10.0,First call,18-24,White,Male,Grassley,Vilsack,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Clinton,Something else,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.359,Unfavorable
16.0,54.0,11.0,Second call,18-24,White,Male,Other,Vilsack,Approve,Approve,Neither,No,No,,,Worse,Did not vote,Independent,Some college,50 to 75K,Liberal,18 to 64,Cut taxes,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.73,Unfavorable
16.0,54.0,12.0,Second call,25-29,Other,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,Yes,Better,Did not vote,Something else,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,0.353,Unfavorable
16.0,54.0,13.0,Second call,18-24,White,Male,Osterberg,Vilsack,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.377,Unfavorable
16.0,54.0,14.0,Second call,18-24,White,Male,Grassley,Lightfoot,Approve,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,0.353,Unfavorable
16.0,54.0,15.0,Second call,18-24,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.356,Favorable
16.0,54.0,16.0,Second call,18-24,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Did not vote,Independent,HS grad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.33999999999999997,Unfavorable
16.0,54.0,17.0,Second call,18-24,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Clinton,Republican,Some college,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,0.33499999999999996,Unfavorable
16.0,54.0,18.0,Second call,18-24,White,Female,Grassley,,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Same,Did not vote,Independent,HS grad,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.33799999999999997,Unfavorable
16.0,54.0,19.0,Second call,18-24,Black,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.269,Unfavorable
16.0,54.0,20.0,Second call,18-24,White,Male,Osterberg,Vilsack,,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.377,Favorable
16.0,54.0,21.0,Second call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,,Same,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,0.299,Favorable
16.0,54.0,22.0,Second call,18-24,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.377,Favorable
16.0,54.0,23.0,Second call,18-24,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.359,Favorable
16.0,54.0,24.0,Second call,65 and over,Black,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Some college,15 to 30K,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,0.253,Favorable
16.0,54.0,25.0,Third call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.317,Favorable
16.0,54.0,26.0,Third call,65 and over,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Republican,65 and over,0.321,Unfavorable
16.0,54.0,27.0,Third call,18-24,Hispanic,Female,Osterberg,Vilsack,Disapprove,Approve,Neither,No,No,No,Yes,Same,Did not vote,Independent,Some college,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.266,Unfavorable
16.0,54.0,28.0,Third call,18-24,White,Female,Osterberg,Vilsack,Disapprove,Approve,Neither,No,No,Yes,No,Worse,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.356,Unfavorable
16.0,54.0,29.0,Third call,40-44,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.317,Favorable
16.0,54.0,30.0,Third call,18-24,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Did not vote,Independent,HS grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.33999999999999997,Favorable
16.0,54.0,31.0,Third call,18-24,White,Female,Osterberg,Vilsack,Disapprove,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.356,Unfavorable
16.0,54.0,32.0,Third call,18-24,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Did not vote,Democrat,HS grad,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.377,Favorable
16.0,54.0,33.0,Third call,18-24,White,Female,Grassley,Vilsack,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Democrat,Some college,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.33999999999999997,Favorable
16.0,54.0,34.0,Third call,30-39,Hispanic,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.22400000000000003,Unfavorable
16.0,54.0,35.0,Third call,18-24,White,Male,Grassley,Other,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Did not vote,Republican,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,0.396,Unfavorable
16.0,54.0,36.0,Third call,18-24,White,Female,Osterberg,Vilsack,Disapprove,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.356,Unfavorable
16.0,54.0,37.0,Third call,18-24,White,Female,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Cut taxes,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.356,Unfavorable
16.0,54.0,38.0,Third call,25-29,White,Male,Grassley,Other,Approve,Approve,Neither,No,No,Yes,Yes,Better,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,0.396,Unfavorable
16.0,54.0,39.0,Third call,18-24,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.377,Favorable
16.0,54.0,40.0,Third call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.317,Favorable
16.0,54.0,41.0,Third call,18-24,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,Yes,No,No,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Cut taxes,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,0.33499999999999996,Unfavorable
16.0,57.0,1.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,,No,Yes,Yes,Same,Dole,Independent,HS grad,30 to 50K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.4020000000000001,Unfavorable
16.0,57.0,2.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,HS grad,15 to 30K,Conservative,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.3239999999999998,Unfavorable
16.0,57.0,3.0,First call,45-49,White,Male,Grassley,Lightfoot,Approve,Disapprove,Oppose Clinton,No,No,Yes,No,Better,Perot,Independent,College grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.229,Unfavorable
16.0,57.0,4.0,First call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.494,Favorable
16.0,57.0,5.0,First call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,,No,,,,,,,,,,65 and over,Spend on educ,State,Not complete,East,60 and over,60 and over,,65 and over,1.494,Favorable
16.0,57.0,6.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.4020000000000001,Unfavorable
16.0,57.0,7.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.3239999999999998,Unfavorable
16.0,57.0,8.0,First call,65 and over,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Liberal,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.346,Unfavorable
16.0,57.0,9.0,First call,60-64,White,Male,Grassley,Vilsack,Approve,Approve,,No,No,No,No,Better,,,,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,60 and over,60 and over,,50 to 64,1.4260000000000002,Favorable
16.0,57.0,10.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.3239999999999998,Unfavorable
16.0,57.0,11.0,First call,30-39,White,Male,Osterberg,Vilsack,,,Neither,Yes,Yes,Yes,Yes,Worse,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.309,Unfavorable
16.0,57.0,12.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Independent,No HS,Under 15K,Liberal,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.411,Favorable
16.0,57.0,13.0,First call,60-64,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Republican,College grad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.346,Favorable
16.0,57.0,14.0,First call,60-64,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.3239999999999998,Unfavorable
16.0,57.0,15.0,Second call,30-39,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Worse,Perot,Independent,Some college,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.16,Unfavorable
16.0,57.0,16.0,Second call,45-49,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.309,Favorable
16.0,57.0,17.0,Second call,40-44,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.236,Unfavorable
16.0,57.0,18.0,Second call,30-39,White,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Same,,,,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,,30 to 39,1.229,Unfavorable
16.0,57.0,19.0,Second call,25-29,Black,Male,Grassley,Lightfoot,Approve,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.093,Unfavorable
16.0,57.0,20.0,Second call,40-44,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Independent,HS grad,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.309,Unfavorable
16.0,57.0,21.0,Second call,45-49,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.249,Favorable
16.0,57.0,22.0,Second call,45-49,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Independent,No HS,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.309,Unfavorable
16.0,57.0,23.0,Second call,40-44,White,Female,Osterberg,Vilsack,Disapprove,Approve,Neither,Yes,No,Yes,No,Worse,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.236,Unfavorable
16.0,57.0,24.0,Second call,60-64,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.346,Favorable
16.0,57.0,25.0,Second call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.229,Unfavorable
16.0,57.0,26.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Republican,Some college,,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.16,Unfavorable
16.0,57.0,27.0,Third call,60-64,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,,Yes,,Same,Dole,Independent,College grad,,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,1.4020000000000001,Unfavorable
16.0,57.0,28.0,Third call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.236,Unfavorable
16.0,57.0,29.0,Third call,45-49,White,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,No,Yes,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.309,Favorable
16.0,57.0,30.0,Third call,40-44,White,Female,Osterberg,Vilsack,Approve,Approve,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,Some college,,Liberal,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.236,Favorable
16.0,57.0,31.0,Third call,50-59,White,Female,Osterberg,Vilsack,Approve,,Neither,,No,No,No,Worse,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.236,Unfavorable
16.0,57.0,32.0,Third call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,Postgrad,15 to 30K,Conservative,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.3239999999999998,Unfavorable
16.0,57.0,33.0,Third call,45-49,White,Male,Osterberg,Vilsack,Approve,Approve,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.309,Favorable
16.0,57.0,34.0,Third call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,No,No,,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.16,Favorable
16.0,57.0,35.0,Third call,50-59,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Republican,No HS,15 to 30K,Moderate,18 to 64,,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.236,
16.0,57.0,36.0,Third call,40-44,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,Yes,No,Worse,Dole,Republican,Some college,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,1.18,Unfavorable
16.0,57.0,37.0,Third call,60-64,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,1.494,Favorable
16.0,57.0,38.0,Third call,25-29,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Same,Perot,Independent,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.38,Unfavorable
16.0,57.0,39.0,Third call,60-64,White,Male,Grassley,Vilsack,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Perot,Republican,Postgrad,100K or more,Conservative,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.4260000000000002,Unfavorable
16.0,57.0,40.0,Third call,45-49,White,Male,Grassley,Lightfoot,,,Neither,,No,No,No,Worse,Dole,Independent,HS grad,,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.229,
16.0,57.0,41.0,Third call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.236,Favorable
16.0,57.0,42.0,Third call,50-59,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.309,Favorable
16.0,57.0,43.0,Third call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,College grad,15 to 30K,Conservative,18 to 64,Spend on educ,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.461,Unfavorable
16.0,57.0,44.0,Third call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.236,Favorable
16.0,61.0,1.0,First call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Clinton,Republican,HS grad,30 to 50K,,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,0.837,Unfavorable
