ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWI06,GOVWI06,AMD1WI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORR,FEINPRES,STECWI,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
20561.0,Wisconsin,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.725814998149872,Robert Lorge (Rep),Jim Doyle (Dem),Yes,Female,White,50-59,Something else,Moderate,$100k-$150k,Catholic,Once a week,Postgraduate study,"Yes, I do",Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Approve,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
20569.0,Wisconsin,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.645456194877625,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,50-59,Something else,Moderate,Under $15k,None,A few time a year,Some college or associate degree,No one does,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Yes,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,None,White None,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
20591.0,Wisconsin,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.449956923723221,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,Republican,Conservative,$75k-$100k,Catholic,More than once a week,College graduate,No one does,Strongly approve,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Extremely important,No,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
20598.0,Wisconsin,54.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.939161121845245,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,Black,40-44,Democratic,Moderate,$100k-$150k,Catholic,A few time a year,,,Strongly disapprove,Somewhat disapprove,,,,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Disapprove,,,,Black,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Milwaukee,High Density Urban,Urban,Urban Core,Upscale,53225.0
20603.0,Wisconsin,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.700567066669464,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,18-24,Independent,Moderate,$15k-$30k,Other Christian,A few times a month,College graduate,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
20612.0,Wisconsin,82.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.770715892314911,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,45-49,Republican,Conservative,$50k-$75k,Protestant,Once a week,Some college or associate degree,"Yes, I do",Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Approve,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Urban,Urban Core,Downscale,53081.0
20613.0,Wisconsin,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.912065505981445,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,45-49,Democratic,Moderate,$50k-$75k,Other Christian,A few times a month,High school graduate,No one does,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,7.0,Strong Democratic,Northwest,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0
20618.0,Wisconsin,96.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.53968346118927,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,Independent,Conservative,$75k-$100k,,,Some college or associate degree,"Yes, someone else does",,Strongly approve,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,Did not graduate from college,At least some college,,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
20624.0,Wisconsin,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.48127853870392,Robert Lorge (Rep),Jim Doyle (Dem),No,Female,White,25-29,Democratic,Moderate,$30k-$50k,Other Christian,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Good,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
20632.0,Wisconsin,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.932036340236664,Herb Kohl (Dem),Mark Green (Rep),Yes,Male,White,65-74,Republican,Conservative,,Protestant,A few time a year,High school graduate,No one does,Somewhat disapprove,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,No Answer,Not so good,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
20637.0,Wisconsin,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.69874048233032,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,60-64,Independent,Moderate,,Other Christian,Once a week,Some college or associate degree,No one does,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,No Answer,No Answer,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
20649.0,Wisconsin,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.671846687793732,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,50-59,Democratic,Moderate,$75k-$100k,Catholic,A few time a year,Some college or associate degree,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Yes,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
20659.0,Wisconsin,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.772563099861145,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,75 or over,Democratic,Moderate,$15k-$30k,Catholic,More than once a week,College graduate,No one does,Strongly disapprove,Strongly disapprove,Not at all important,Somewhat important,Extremely important,Extremely important,No,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
20673.0,Wisconsin,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.04314732551575,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,75 or over,Republican,,$15k-$30k,Protestant,Once a week,Some college or associate degree,No one does,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,No answer,No,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
20675.0,Wisconsin,82.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.797272026538849,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,75 or over,,,,,,,No one does,Strongly disapprove,,,,,Somewhat important,Yes,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Urban,Urban Core,Downscale,53081.0
20676.0,Wisconsin,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.723695039749146,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,Once a week,High school graduate,"Yes, someone else does",Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53074.0
20691.0,Wisconsin,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.939107477664948,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,40-44,Democratic,Moderate,$50k-$75k,Something else,A few time a year,Some college or associate degree,"Yes, someone else does",Somewhat disapprove,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
20716.0,Wisconsin,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.48942291736603,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,45-49,Democratic,Moderate,$15k-$30k,Protestant,Once a week,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
20717.0,Wisconsin,68.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.582297205924988,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,,,,,,,No one does,Somewhat approve,,,,,Somewhat important,No,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,Approve,,No,No,No (no union member in household),White,Rural,Small Cities/Rural,7.0,Strong Democratic,Northwest,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0
20721.0,Wisconsin,54.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.939107477664948,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,50-59,Independent,Liberal,$75k-$100k,Protestant,Once a week,,,Somewhat disapprove,Strongly disapprove,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Disapprove,Disapprove,,,,White,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Milwaukee,High Density Urban,Urban,Urban Core,Upscale,53225.0
20723.0,Wisconsin,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.620353817939758,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,50-59,Democratic,Liberal,$150k-$200k,None,Never,College graduate,"Yes, I do",Somewhat disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
20730.0,Wisconsin,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.78941935300827,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,25-29,Independent,Moderate,$100k-$150k,None,Never,College graduate,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Good,Excellent/Good,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,$100k or more,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
