ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNV06,GOVNV06,QUES6NV,QUES7NV,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,LATINO,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,SAFER06,MOVETONV,REIDJOB,REIDJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
5393.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.673197567462921,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,65-74,Republican,Conservative,$100k-$150k,College graduate,No one does,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Suburb,Urban,Urban Core,Very upscale
5394.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.90956604480743,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Male,Hispanic/Latino,30-39,Republican,Liberal,,College graduate,No one does,Yes,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,No Answer,No Answer,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,,,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
5395.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.160249397158623,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,75 or over,Democratic,Moderate,Under $15k,High school graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
5396.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.537104427814484,Jack Carter (Dem),None of these candidates,Yes,No,Female,Hispanic/Latino,75 or over,Independent,,$50k-$75k,Some college or associate degree,"Yes, someone else does",Yes,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale
5397.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.951887667179108,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,30-39,Democratic,Moderate,$50k-$75k,College graduate,,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,,,,White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
5398.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.473385006189346,Jack Carter (Dem),Dina Titus (Dem),No,No,Female,White,75 or over,Something else,Liberal,Under $15k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Extremely Low Density Rural,Rural,Rural,Very downscale
5399.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.273362755775452,John Ensign (Rep),Dina Titus (Dem),Yes,No,Male,White,65-74,Independent,Moderate,$30k-$50k,High school graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
5400.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.725602269172668,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,Black,45-49,Independent,Moderate,$50k-$75k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat disapprove,Disapprove,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Black,English,Suburbs,Suburbs,2.0,Competitive,Rural Counties,Suburb,80s Suburbs,Urban Perimeter,Very downscale
5401.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.584080934524536,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,50-59,Independent,Moderate,,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
5402.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.77590936422348,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,Hispanic/Latino,60-64,Independent,Moderate,$50k-$75k,College graduate,No one does,Yes,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Other,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
5403.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.82068860530853,John Ensign (Rep),Jim Gibbons (Rep),,No,Female,White,30-39,Republican,Moderate,$150k-$200k,Some college or associate degree,"Yes, someone else does",No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Did not graduate from college,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
5404.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.862009584903717,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Female,Other,65-74,Republican,Moderate,$15k-$30k,High school graduate,No one does,No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),Other,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
5405.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.79816520214081,,,Yes,Yes,Female,White,75 or over,Independent,Moderate,,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Suburb,Urban,Urban Core,Downscale
5406.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.783593773841858,John Ensign (Rep),Dina Titus (Dem),Yes,No,Female,White,75 or over,Something else,Moderate,,Some college or associate degree,No one does,No,No answer,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Did not graduate from college,At least some college,No answer,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Clark County,Suburb,Urban,Urban Core,Upscale
5407.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.822273969650269,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,65-74,Republican,Conservative,$30k-$50k,College graduate,No one does,No,Strongly approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada in the last four years,Somewhat disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
5408.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.04078578948975,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,,,,,,,,,Somewhat approve,No answer,Somewhat important,Somewhat important,Extremely important,Somewhat important,Safer from terrorism,No Answer,No Answer,No Answer,,,,,,,,,,,,Approve,No answer,,,,,,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Extremely Low Density Rural,Rural,Rural,Downscale
5409.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.822273969650269,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,65-74,Republican,Conservative,$50k-$75k,College graduate,No one does,No,Strongly disapprove,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Upscale
5410.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.56207191944122,,,No,No,Female,White,65-74,Democratic,Conservative,$50k-$75k,Some college or associate degree,"Yes, someone else does",No,No answer,Strongly approve,Extremely important,Somewhat important,Somewhat important,Extremely important,No Answer,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,No answer,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Clark County,Suburb,Urban,Urban Core,Upscale
5411.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.28177058696747,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,60-64,Something else,Moderate,,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,,,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
