ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMN06,GOVMN06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCRIMES,IMPVALUES,TIMESEN,TIMESEN3D,TIMESENWK,UNFRMN06,UNFRKLOB,UNFRKENN,VOTE2004,FORBUSHS,STECMN,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
22250.0,Minnesota,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03508412837982,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,65-74,Republican,Conservative,$50k-$75k,Protestant,Once a week,High school graduate,No,Somewhat disapprove,No answer,Strongly disapprove,Not at all important,Extremely important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,No answer,Disapprove,All others, Women without children,White,Suburbs,Suburbs,7.0,Strong Democratic,West,Suburb,60s Suburbs,Urban Perimeter,Downscale,56560.0
22252.0,Minnesota,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.962277770042419,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,65-74,Democratic,Liberal,$30k-$50k,Protestant,A few times a month,High school graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,2.0,Competitive,East,Low Density Rural,Rural,Rural,Downscale,55009.0
22256.0,Minnesota,47.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.813885688781738,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,65-74,,,,,,,No,Strongly disapprove,,,,,,,,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",,No answer,No Answer,No Answer,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55406.0
22260.0,Minnesota,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0329601764679,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,45-49,Republican,Conservative,$100k-$150k,,Once a week,Postgraduate study,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,Not at all important,Somewhat important,Extremely important,Extremely important,Extremely important,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,No Answer,No Answer,No Answer,George W. Bush (Rep),No answer,Excellent,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,,,Weekly,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,Women with children,Women with children,White,Suburbs,Suburbs,3.0,Strong Republican,Minneapolis/St. Paul,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,55429.0
22288.0,Minnesota,83.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.803663015365601,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,30-39,,,,,,,Yes,Strongly disapprove,,,,,,,,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",,To express opposition to George W Bush,Poor,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,,,,,,,,,,Disapprove,,,Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
22290.0,Minnesota,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2568336725235,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,50-59,Republican,Moderate,$50k-$75k,Protestant,A few times a month,College graduate,No,Somewhat approve,Send more troops,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Extremely important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,Men without children,White,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,56359.0
22293.0,Minnesota,97.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.762485086917877,Mark Kennedy (Rep),Other,Male,White,30-39,Something else,Conservative,$75k-$100k,None,A few time a year,High school graduate,Yes,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",George W. Bush (Rep),To express support for George W Bush,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others,Men with children,White,Suburbs,Suburbs,6.0,Competitive,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,55308.0
22299.0,Minnesota,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.815653920173645,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,Black,30-39,Independent,Moderate,$150k-$200k,None,Never,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Somewhat important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,Non-White,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Twin City Suburbs,Suburb,Urban,Urban Core,Very upscale,55122.0
22305.0,Minnesota,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.819042325019836,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,Protestant,More than once a week,Did not complete high school,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Poor,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale,55336.0
22318.0,Minnesota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.738919496536255,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,65-74,Democratic,Moderate,$50k-$75k,Protestant,Once a week,High school graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,8.0,Strong Democratic,Twin City Suburbs,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,55080.0
22324.0,Minnesota,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39250767230988,Mark Kennedy (Rep),Tim Pawlenty (Rep),,White,75 or over,Republican,Conservative,$15k-$30k,Catholic,More than once a week,High school graduate,No,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",George W. Bush (Rep),To express support for George W Bush,Good,Excellent/Good,,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others,,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56518.0
22331.0,Minnesota,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.803663015365601,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,40-44,Democratic,Liberal,$50k-$75k,None,A few time a year,Some college or associate degree,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),No answer,Poor,Not so good/Poor,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55406.0
22333.0,Minnesota,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01115119457245,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,18-24,Democratic,Moderate,$30k-$50k,Catholic,A few times a month,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Somewhat important,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,East,Town,Rural,Rural,Downscale,56001.0
22341.0,Minnesota,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.881454050540924,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,Black,30-39,Democratic,Moderate,$75k-$100k,None,More than once a week,College graduate,Yes,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,Non-White,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,Black,Suburbs,Suburbs,3.0,Strong Republican,Minneapolis/St. Paul,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,55429.0
22344.0,Minnesota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.793247163295746,Mark Kennedy (Rep),Mike Hatch (Dem),Female,White,45-49,Republican,Conservative,$50k-$75k,Catholic,Once a week,College graduate,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,West,Low Density Rural,Rural,Rural,Very downscale,56187.0
