ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMI06,GOVMI06,PROPBMI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,IMPHEALTHS,JOBSIT2,STECMI,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
17935.0, Michigan,50.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14992153644562,Michael Bouchard (Rep),Dick DeVos (Rep),No,Female,White,40-44,Independent,Conservative,$50k-$75k,Other Christian,A few times a month,No,,,Yes,Somewhat approve,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,,,Approve,Withdraw all or some troops,Disapprove,,,,Women with children,Women with children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
17937.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955608010292053,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,30-39,Democratic,Moderate,$75k-$100k,Something else,Never,No,Some college or associate degree,"Yes, I do",Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Extremely important,Not at all important,Extremely important,Worse today,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men with children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
17938.0, Michigan,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.221491366624832,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,30-39,Democratic,Liberal,$15k-$30k,Other Christian,Once a week,Yes,Some college or associate degree,No one does,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Not at all important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Better today,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,Black,"Cities over 500,000","Cities over 50,000",13.0,Unoppsed Democratic,Wayne County,High Density Urban,Urban,Urban Core,Very downscale
17955.0, Michigan,141.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21883809566498,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,50-59,Independent,Moderate,$150k-$200k,Catholic,Never,No,College graduate,No one does,Yes,Somewhat approve,Send more troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Not at all important,Not at all important,About the same,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Never,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Republican,Wayne County,Suburb,Urban,Urban Core,Very upscale
17988.0, Michigan,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.79880082607269,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,25-29,Republican,Moderate,$150k-$200k,Catholic,A few times a month,No,College graduate,No one does,No,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Extremely important,Not at all important,Very important,Worse today,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express support for George W Bush,White female,White female,18-29,25-29,18-64,18-29,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Upscale
18007.0, Michigan,122.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08602643013,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,40-44,Democratic,,$75k-$100k,Other Christian,Once a week,,Some college or associate degree,"Yes, someone else does",No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,About the same,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,Black,"Cities 50,000-500,000","Cities over 50,000",15.0,Unoppsed Democratic,University Belt,High Density Urban,Urban,Urban Core,Upscale
18015.0, Michigan,133.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.489612489938736,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,50-59,Democratic,Conservative,$75k-$100k,,A few times a month,Yes,Some college or associate degree,"Yes, someone else does",Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Extremely important,Extremely important,Worse today,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,Extremely High Density Urban,Urban,Urban Core,Very downscale
18017.0, Michigan,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.34285748004913,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,50-59,Republican,Moderate,$100k-$150k,Other Christian,Once a week,No,College graduate,"Yes, someone else does",Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Worse today,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale
18018.0, Michigan,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.582234263420105,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,30-39,Democratic,Moderate,$15k-$30k,Protestant,A few times a month,No,Some college or associate degree,"Yes, I do and someone else does",Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Very important,Worse today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),Women with children,Women with children,White,Suburbs,Suburbs,1.0,Strong Democratic,University Belt,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
18019.0, Michigan,130.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.442412883043289,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Male,Black,40-44,Democratic,Liberal,$50k-$75k,Other Christian,No answer,Yes,Some college or associate degree,"Yes, someone else does",,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,About the same,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,No answer,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",All others,,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,High Density Urban,Urban,Urban Core,Upscale
18021.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955608010292053,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,Never,No,High school graduate,"Yes, I do",No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,Very important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Never,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
18051.0, Michigan,117.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.737342000007629,Debbie Stabenow (Dem),Dick DeVos (Rep),No,Female,White,30-39,Democratic,Moderate,$30k-$50k,Protestant,A few time a year,Yes,College graduate,"Yes, I do",Yes,No answer,No answer,No answer,Not at all important,Not at all important,Extremely important,Not at all important,Extremely important,Worse today,Poor,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,No answer,No answer,No answer,Yes,Yes,I am (voter is member),Women with children,Women with children,White,Suburbs,Suburbs,8.0,Strong Republican,University Belt,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
