ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMO06,AMEND2MO,PROPBMO,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,ABORTION,ABORT2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
9717.0,Missouri,142.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.507669866085052,Claire McCaskill (Dem),No,Yes,Female,Black,60-64,Democratic,Moderate,$50k-$75k,Something else,More than once a week,Yes,Some college or associate degree,"Yes, I do",No,No,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Not at all important,Illegal in most cases,Illegal in most/all cases,No answer,No answer,No answer,Are falling behind financially,George W Bush was not a factor,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Something else,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,Other women, Women without children,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,High Density Urban,Urban,Urban Core,Very downscale
9723.0,Missouri,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03871059417725,Jim Talent (Rep),Yes,No,Male,Black,50-59,Republican,Conservative,$150k-$200k,Other Christian,A few time a year,No,College graduate,No one does,Yes,Yes,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Upscale
9725.0,Missouri,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995709478855133,Jim Talent (Rep),No,Yes,Male,White,75 or over,Independent,Moderate,$15k-$30k,Catholic,No answer,No,Some college or associate degree,No one does,No,No,Somewhat disapprove,Maintain the same number of troops,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Illegal in all cases,Illegal in most/all cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,No answer,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,6.0,Strong Republican,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Very upscale
9729.0,Missouri,72.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.28957426548004,Jim Talent (Rep),No,No,Male,White,75 or over,,,,,,,,No one does,Yes,No,Somewhat approve,,,,,,,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,To express support for George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,,Approve,,,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
9734.0,Missouri,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.916897356510162,Claire McCaskill (Dem),Yes,Yes,Male,White,50-59,Independent,Moderate,$75k-$100k,Protestant,A few time a year,No,College graduate,"Yes, I do",Yes,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,4.0,Strong Democratic,North and Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
9742.0,Missouri,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22877705097198,Claire McCaskill (Dem),Yes,Yes,Male,White,65-74,Democratic,Moderate,$100k-$150k,Protestant,A few time a year,No,Postgraduate study,No one does,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
9746.0,Missouri,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09878206253052,Claire McCaskill (Dem),Yes,No,Male,White,75 or over,Democratic,Moderate,Under $15k,Protestant,A few time a year,No,Did not complete high school,No one does,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
9747.0,Missouri,38.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.3907173871994,Jim Talent (Rep),No,No,Male,White,65-74,Independent,Moderate,$100k-$150k,,,,Postgraduate study,No one does,,Yes,,,Strongly approve,,,,,,,,,,Are getting ahead financially,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,,,,,,,College graduate,At least some college,,,Approve,No,No,No (no union member in household),,All others,,,Men with children,,White,Suburbs,Suburbs,9.0,Strong Republican,St. Louis Suburb,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
9754.0,Missouri,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3146852254867603,Jim Talent (Rep),No,Yes,Female,White,65-74,Republican,Conservative,$15k-$30k,Protestant,More than once a week,Yes,Did not complete high school,No one does,No,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are getting ahead financially,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,9.0,Strong Republican,North and Southeast,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
9757.0,Missouri,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.394936442375183,Claire McCaskill (Dem),No,Yes,Female,Black,40-44,Democratic,Liberal,$50k-$75k,Other Christian,Once a week,Yes,College graduate,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,60s Suburbs,Urban Perimeter,Upscale
9758.0,Missouri,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25743985176086,Jim Talent (Rep),No,No,Female,White,45-49,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,College graduate,"Yes, I do and someone else does",Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Low Density Rural,Rural,Rural,Downscale
9766.0,Missouri,145.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1260529756546,Jim Talent (Rep),No,No,Male,Other,50-59,Independent,Moderate,$30k-$50k,Other Christian,A few time a year,,High school graduate,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Not at all important,Somewhat important,Extremely important,No answer,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,American Indian,Rural,Small Cities/Rural,7.0,Strong Republican,Southwest,Low Density Rural,Rural,Rural,Downscale
