ID,WEIGHT,MEDPRS20,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVSOCIALISM,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277211687.0,0.824084222316742,Joe Biden,Complete,Biden,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,4.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,32.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4631.0
277211690.0,0.700402498245239,Elizabeth Warren,Complete,Sanders,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Income inequality,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,9.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4609.0
277211694.0,0.744798123836517,Bernie Sanders,Complete,Sanders,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,2.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,96.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,4084.0
277211697.0,0.955723404884338,Bernie Sanders,Complete,Sanders,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,3.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,8.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4401.0
277211700.0,1.18793368339539,Joe Biden,Complete,Biden,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,91.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4106.0
277211708.0,0.554513275623322,Elizabeth Warren,Complete,Warren,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,37.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4032.0
277211709.0,0.701574921607971,Other,Complete,Omit,Call 1,1.0,,,,,,Favorable,2.0,Health care,No,No,Omit,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,,,58.0,Omit,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Omit,Omit,Omit,Enthusiastic,Version 1,No,Omit,65+,60+,65 or over,45+,50+,60+,65+,4002.0
277211710.0,0.701574921607971,Other,Complete,Omit,Call 1,1.0,,,,,,Favorable,2.0,Health care,No,No,Omit,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,,,58.0,Omit,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Omit,Omit,Omit,Enthusiastic,Version 1,No,Omit,65+,60+,65 or over,45+,50+,60+,65+,4002.0
277211711.0,1.54551208019257,Bernie Sanders,Complete,Biden,Call 1,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,3.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,8.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4401.0
277211721.0,0.725537478923798,Elizabeth Warren,Complete,Warren,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Race relations,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,9.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4609.0
277211722.0,1.61077070236206,Other,Complete,Omit,Call 1,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,4.0,Health care,No,No,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,64.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4953.0
277211723.0,0.676287651062012,Bernie Sanders,Complete,Biden,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,96.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4084.0
277211724.0,0.896710216999054,Elizabeth Warren,Not complete,,Call 1,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,1.0,,No,,Change to more liberal policies,,,,,,,,,,37.0,,White,White,State questionnaire,White,White,White,East,Female,White women,,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,,Version 1,,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4032.0
277211731.0,0.621459662914276,Bernie Sanders,Not complete,,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,4.0,,No,,Change to more liberal policies,,,,,,,,,,32.0,,White,White,State questionnaire,White,White,White,East,Male,White men,,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,,Version 1,,,45-65,30-59,50-59,45+,50+,45-59,50-64,4631.0
277211732.0,0.867810904979706,Bernie Sanders,Complete,Sanders,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,3.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,8.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4401.0
277211734.0,0.696666181087494,Bernie Sanders,Complete,Sanders,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,91.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,4106.0
277211738.0,0.768213927745819,Elizabeth Warren,Complete,Warren,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,96.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4084.0
277211743.0,0.970154643058777,Bernie Sanders,Complete,Sanders,Call 1,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,4.0,Income inequality,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,32.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4631.0
277211747.0,0.955723404884338,Bernie Sanders,Complete,Sanders,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Omit,3.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,8.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,4401.0
277211749.0,0.823402464389801,Elizabeth Warren,Complete,Warren,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,4.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,9.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4609.0
277211753.0,0.591928541660309,Elizabeth Warren,Complete,Warren,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,37.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4032.0
