ID,WEIGHT,TNDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GEOCODETND,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277207454.0,1.99224436283112,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,4.0,3.0,,Health care,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Buttigieg,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207455.0,2.45297408103943,Amy Klobuchar,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,7.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,4.0,3.0,,Climate change,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Klobuchar,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207456.0,3.2754111289978,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,No,,,4.0,3.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Bloomberg,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,Yes,,Can beat Donald Trump,37040.0
277207457.0,1.99224436283112,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,4.0,3.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207458.0,3.2754111289978,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,4.0,3.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207459.0,1.49200308322906,Elizabeth Warren,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,4.0,3.0,,Income inequality,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207460.0,1.0507355928421,Amy Klobuchar,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,4.0,3.0,,Race relations,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,No,Is a fighter,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207461.0,2.45297408103943,Michael Bloomberg,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,7.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,4.0,3.0,,Income inequality,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207462.0,2.45297408103943,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,7.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,4.0,3.0,,Health care,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,Yes,,Can beat Donald Trump,37040.0
277207463.0,1.49200308322906,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,7.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,4.0,3.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,37040.0
277207464.0,1.51759266853333,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,8.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,5.0,4.0,,Race relations,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Somewhat liberal,Liberal,Liberal,,No,Can bring needed change,White,White,State questionnaire,White,White,White,Bloomberg,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,38139.0
277207465.0,1.51759266853333,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,8.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,5.0,4.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Bloomberg,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,38139.0
277207466.0,1.51759266853333,Michael Bloomberg,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,8.0,It is fair,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,5.0,4.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,38139.0
277207467.0,0.923064470291138,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,8.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,5.0,4.0,,Income inequality,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,38139.0
277207468.0,0.923064470291138,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,8.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,5.0,4.0,,Race relations,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,38139.0
277207469.0,1.01564395427704,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,8.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,5.0,4.0,,Health care,No,,,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,38139.0
277207470.0,1.51759266853333,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,8.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,5.0,4.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,38139.0
277207471.0,1.03892767429352,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,Occasionally,Once a week or more or Occasionally,Complete,,,,,,8.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,5.0,4.0,,Race relations,No,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,No,Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,Biden,South,Female,All other races,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,38139.0
277207472.0,1.51759266853333,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,8.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,5.0,4.0,,Race relations,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,No,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,Yes,Version 1,Yes,,Can beat Donald Trump,38139.0
277207473.0,0.760621607303619,Tulsi Gabbard,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Never,Never,Complete,,,,,,8.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,5.0,4.0,,Race relations,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,No,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Female,Latino women,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,38139.0
277207474.0,0.923064470291138,Michael Bloomberg,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Occasionally,Once a week or more or Occasionally,Complete,,,,,,8.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,5.0,4.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,38139.0
277207475.0,1.51759266853333,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,8.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,5.0,4.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,38139.0
277207476.0,1.51759266853333,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Occasionally,Once a week or more or Occasionally,Complete,,,,,,8.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,5.0,4.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,38139.0
277207477.0,0.923064470291138,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,8.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,5.0,4.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,38139.0
