ID,WEIGHT,NCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277207175.0,0.731168031692505,Michael Bloomberg,,,Complete,Bloomberg,,,,,6.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Unfavorable,Support,4.0,No,Climate change,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Omit,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27302.0
277207176.0,0.434594243764877,Amy Klobuchar,,,Complete,Klobuchar,,,,,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,4.0,No,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27302.0
277207177.0,0.314186424016953,Joe Biden,,,Complete,Biden,,,,,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,4.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27302.0
277207178.0,0.571898519992828,Joe Biden,,,Complete,Biden,,,,,4.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,4.0,Yes,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27302.0
277207179.0,0.383885651826859,Bernie Sanders,,,Complete,Sanders,,,,,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Support,4.0,Yes,Income inequality,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27302.0
277207180.0,3.78723216056824,Joe Biden,,,Complete,Biden,,,,,7.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,1.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28470.0
277207181.0,2.25106835365295,Elizabeth Warren,,,Complete,Warren,,,,,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,1.0,No,Health care,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Enthusiastic,,Version 2,,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,28470.0
277207182.0,1.98841309547424,Amy Klobuchar,,,Complete,Omit,,,,,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Omit,1.0,,Omit,No,,Change to more liberal policies,,,,,,,,,,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Omit,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Omit,,Version 2,,Omit,Omit,45-65,30-59,50-59,45+,50+,45-59,50-64,28470.0
277207183.0,1.62739181518555,Joe Biden,,,Complete,Biden,,,,,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,1.0,No,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Omit,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Omit,,Version 2,,Yes,Omit,30-44,30-59,40-44,17-44,17-49,30-44,40-49,28470.0
277207184.0,3.34533667564392,Michael Bloomberg,,,Complete,Bloomberg,,,,,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,1.0,Yes,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,No,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28470.0
277207185.0,3.34533667564392,Elizabeth Warren,,,Complete,Warren,,,,,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,1.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,28470.0
277207186.0,1.98841309547424,Bernie Sanders,,,Complete,Sanders,,,,,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,1.0,Yes,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28470.0
277207187.0,3.3535578250885,Bernie Sanders,,,Complete,Sanders,,,,,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,1.0,,Race relations,,No,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Omit,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28470.0
277207188.0,1.98841309547424,Amy Klobuchar,,,Complete,Omit,,,,,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Oppose,1.0,No,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28470.0
277207189.0,1.98841309547424,Joe Biden,,,Complete,Biden,,,,,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Oppose,1.0,Yes,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28470.0
277207190.0,3.78723216056824,Amy Klobuchar,,,Complete,Klobuchar,,,,,7.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Favorable,Oppose,1.0,No,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,28470.0
277207191.0,2.25106835365295,Pete Buttigieg,,,Complete,Bloomberg,,,,,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,1.0,Yes,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28470.0
277207192.0,0.64744234085083,Bernie Sanders,,,Complete,Sanders,,,,,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Unfavorable,Support,4.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27320.0
277207193.0,0.64744234085083,Michael Bloomberg,,,Complete,Bloomberg,,,,,6.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Omit,Oppose,4.0,No,Race relations,,No,Omit,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27320.0
277207194.0,0.911389589309692,Michael Bloomberg,,,Complete,Biden,,,,,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Oppose,3.0,Yes,Climate change,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28112.0
277207195.0,1.53710401058197,Joe Biden,,,Complete,Bloomberg,,,,,8.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Support,3.0,Yes,Income inequality,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Enthusiastic,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,28112.0
277207196.0,1.35775423049927,Michael Bloomberg,,,Complete,Bloomberg,,,,,8.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,3.0,Yes,Health care,Yes,No,Return to Barack Obama's policies,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Somewhat liberal,Liberal,Liberal,,,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Support,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",,Version 2,,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,28112.0
