ID,WEIGHT,MNDPRS20,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVKLOBUCHAR,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277213611.0,0.681346952915192,Joe Biden,Complete,Biden,Call 1,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,69.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55406.0
277213617.0,0.458782881498337,Bernie Sanders,Complete,Sanders,Call 1,4.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Race relations,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,120.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55105.0
277213618.0,1.76170647144318,Bernie Sanders,Complete,Sanders,Call 1,8.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,130.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55779.0
277213619.0,0.672262370586395,Joe Biden,Complete,Biden,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,115.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,55126.0
277213620.0,0.807275176048279,Tom Steyer,Complete,Biden,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,73.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55412.0
277213628.0,0.509951293468475,Bernie Sanders,Complete,Omit,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Omit,1.0,Income inequality,Yes,No,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,76.0,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,Female,Latino women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55411.0
277213629.0,0.513469159603119,Bernie Sanders,Complete,Sanders,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,41.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,55337.0
277213631.0,0.832475602626801,Bernie Sanders,Complete,Sanders,Call 1,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,2.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,42.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55337.0
277213634.0,1.12952446937561,Bernie Sanders,Complete,Sanders,Call 1,8.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,130.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55779.0
277213640.0,0.97542130947113,Joe Biden,Complete,Biden,Call 1,4.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,1.0,Health care,No,No,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,120.0,Omit,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55105.0
277213644.0,1.19707250595093,Joe Biden,Complete,Biden,Call 1,3.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,1.0,Omit,No,No,Omit,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,63.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55369.0
277213645.0,1.19707250595093,Joe Biden,Complete,Biden,Call 1,3.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,1.0,Omit,No,No,Omit,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,63.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55369.0
277213646.0,1.13210868835449,Elizabeth Warren,Complete,Warren,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,1.0,Income inequality,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,73.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55412.0
277213647.0,0.681346952915192,Joe Biden,Complete,Biden,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Climate change,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,69.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55406.0
277213650.0,1.06938481330872,Joe Biden,Complete,Biden,Call 1,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,1.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,115.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55126.0
277213655.0,0.744808316230774,Elizabeth Warren,Complete,Warren,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,76.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55411.0
277213656.0,0.8167884349823,Bernie Sanders,Complete,Sanders,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,2.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,41.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55337.0
277213657.0,1.75858986377716,Bernie Sanders,Complete,Sanders,Call 1,8.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,4.0,Health care,,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,130.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,"Satisfied, but not enthusiastic",Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55779.0
277213658.0,1.75858986377716,Bernie Sanders,Complete,Sanders,Call 1,8.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,4.0,Health care,,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,130.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,"Satisfied, but not enthusiastic",Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55779.0
277213659.0,0.546453952789307,Bernie Sanders,Complete,Biden,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Omit,2.0,Income inequality,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,42.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,55337.0
