ID,WEIGHT,MSDPRS20,ATTEND20,ATTEND20B,BACKSIDE,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MARRIED,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JTB,REGION,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277229336.0,2.20797491073608,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,104.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,38722.0
277229337.0,0.358812779188156,Joe Biden,,,Not complete,Call 1,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,,No,,,,,,,,,,,,,111.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,,Version 1,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39339.0
277229338.0,1.17963469028473,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Omit,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,39.0,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,39206.0
277229339.0,1.42598378658295,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 1,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Income inequality,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,88.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Enthusiastic,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39666.0
277229340.0,0.991988778114319,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,60.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,39305.0
277229341.0,1.47625148296356,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Omit,No,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,40.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39204.0
277229342.0,1.90131175518036,Joe Biden,Never,Never,Complete,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Omit,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,38655.0
277229343.0,0.474899291992188,Michael Bloomberg,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Omit,No,No,No,Return to Barack Obama's policies,,,,,,,Conservative,Moderate or Conservative,Conservative,10.0,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Omit,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39773.0
277229345.0,0.282913446426392,Joe Biden,,,Not complete,Call 1,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,,No,,,,,,,,,,,,,60.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,,Version 1,,45-65,30-59,50-59,45+,50+,45-59,50-64,39305.0
277229347.0,2.6325855255127,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Health care,No,No,Yes,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,66.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,Married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Enthusiastic,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,38804.0
277229348.0,1.14782953262329,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 1,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,88.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39666.0
277229349.0,1.14782953262329,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 1,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,88.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39666.0
277229350.0,1.47625148296356,Joe Biden,,,Not complete,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,,No,,,,,,,,,,,,,40.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,Version 1,,65+,60+,65 or over,45+,50+,60+,65+,39204.0
277229351.0,1.17963469028473,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Health care,No,No,Yes,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,39.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,39206.0
277229352.0,0.406614184379578,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,No,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,111.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Omit,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39339.0
277229353.0,0.423308074474335,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 1,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Race relations,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,60.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39305.0
277229354.0,1.26375353336334,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Omit,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,10.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39773.0
277229355.0,3.46114134788513,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,63.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39051.0
277229356.0,1.09525322914124,Joe Biden,Never,Never,Complete,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Income inequality,No,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,58.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,38655.0
277229357.0,1.26754117012024,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,4.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,2.0,Climate change,No,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,29.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39507.0
277229358.0,0.467162311077118,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,40.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,39204.0
