ID,@2WAYGOVNJ,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BREAK09ANJ,BREAK09BNJ,BREAK09NJ,CALL,CDNUM,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCHRIS,FAVCHRIS2,FAVCORZ,FAVCORZ2,FAVDAGG,FAVDAGG2,FORCANDSNJ,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09NJ,LATINO,NECWORR2,NECWORRY,NJGOV09,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROPTAXNJ,QLTNJ09,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRCHRIS,UNFRCORZ,UNFRNJ09,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,VOTE05NJ,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4552760.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,,Barack Obama was not a factor,5.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,2.0,,Can bring needed change,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,Yes,Town,,High-Growth Suburban Perimeter,Downscale,8205.0,0.839880645275116
4552754.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,Complete,,,,Call 1,13.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,To express support for Barack Obama,1.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,51.0,,Has the right experience,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.821521461009979
4552752.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,Barack Obama was not a factor,2.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,5.0,,Has the right experience,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7631.0,0.772011160850525
4552750.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,,,,Call 1,2.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,Barack Obama was not a factor,5.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Non-White Democrats,Moderate,103.0,,Can bring needed change,Black,State questionnaire,Black,East,,,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did not,Jon Corzine did not,Neither did,,,,,Version 2,,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8079.0,0.991204798221588
4552743.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,2.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,,,,,,,Barack Obama was not a factor,5.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Property taxes,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,2.0,,Has the right experience,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Town,,High-Growth Suburban Perimeter,Downscale,8205.0,0.854872286319733
4552742.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Complete,,,,Call 1,12.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,Barack Obama was not a factor,4.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,75.0,,Has the right experience,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,7726.0,1.15791475772858
4552739.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,Latino 45-59,Latino 45-64,Complete,,,,Call 1,13.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,Barack Obama was not a factor,1.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Health care,Yes,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,53.0,,Is honest,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Extremely High Density Urban,,Urban Perimeter,Downscale,7086.0,1.77448642253876
4552729.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,,,,Call 1,9.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,,,To express support for Barack Obama,2.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Health care,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,5.0,,Has the right experience,Black,State questionnaire,Black,East,,,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7631.0,0.895129263401031
4552726.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,11.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,Omit,1.0,,,,,,,Health care,No,Omit,Omit,Jon Corzine,Approve,Strongly approve,18-64,,,,,,,35.0,,Omit,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Omit,Omit,Omit,,,,,Version 2,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7039.0,0.739369332790375
4552725.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,12.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,To express support for Barack Obama,4.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Health care,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,75.0,,Shares my values,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,7726.0,1.02322173118591
4552717.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,Barack Obama was not a factor,5.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,2.0,,Is honest,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Town,,High-Growth Suburban Perimeter,Downscale,8205.0,0.854872286319733
4552712.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,,,,Call 1,13.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,Barack Obama was not a factor,1.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,51.0,,Can bring needed change,Black,State questionnaire,Black,East,,,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.986843824386597
4552710.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Complete,,,,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,To express support for Barack Obama,2.0,,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,5.0,,Shares my values,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7631.0,0.873635828495026
4552696.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,Latino 60+,Latino 45-64,Complete,,,,Call 1,13.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and non white",Health care,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,51.0,,Is honest,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.929663479328156
4552694.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,,Call 1,12.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,,,To express support for Barack Obama,4.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Non-White Democrats,Moderate,75.0,,Has the right experience,Black,State questionnaire,Black,East,,,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,7726.0,1.20757913589478
4552692.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Not complete,,,,Call 1,2.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,5.0,,,,,,,,No,,,Jon Corzine,Approve,Strongly approve,18-64,,,,,,,103.0,,,Black,State questionnaire,Black,East,,,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,,,,,,,,Version 2,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8079.0,1.14170503616333
4552676.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,2.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,,,,,,,Barack Obama was not a factor,5.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,Worried,Very worried,Jon Corzine,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,103.0,,Has the right experience,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,Yes,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8079.0,0.854872286319733
4552674.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,All others,All others,Complete,,,,Call 1,13.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,,,,Barack Obama was not a factor,1.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Omit,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,51.0,,Omit,Other,State questionnaire,Other,East,,,Female,Non-black female,All other races,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did not,Jon Corzine did,Only Corzine did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.836185395717621
4552666.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,11.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,To express support for Barack Obama,1.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Health care,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,35.0,,Shares my values,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7039.0,0.752566874027252
4552644.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Complete,,,,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,Barack Obama was not a factor,2.0,,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,6.0,,Has the right experience,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Omit,Omit,Omit,,,,,Version 2,,,No,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7410.0,0.902710735797882
4552642.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,,Call 1,2.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,Barack Obama was not a factor,5.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Property taxes,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,103.0,,Is honest,Black,State questionnaire,Black,East,,,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8079.0,1.00889754295349
4552629.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,,,,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,Barack Obama was not a factor,2.0,,,,,,,Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,6.0,,Shares my values,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did not,Jon Corzine did not,Neither did,,,,,Version 2,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7410.0,0.797703981399536
