ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BREAK09AVA,BREAK09BVA,BREAK09VA,BRNAGAIN,CALL,CDNUM,DEEDSAMEND,DEEDSLIB,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09VA,LATINO,MCDONLLIB,MCDONLTHESIS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,QRACEAI,QTYPE,RACE,RACEBRN,REGION,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREDEEDS,SHAREMCDONL,SHRVALVA,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRDEEDS,UNFRMCDONL,UNFRVA09,VAATG09,VAGOV09,VALGV09,VERSION,VOTE2008,WHNCLINC,WHTEVANG,WORK,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4554356.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,9.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,3.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,82.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Low Density Rural,Rural,Rural,Very downscale,24641.0,1.02978074550629
4554354.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,3.0,,,College graduate,College graduate,More than High school graduate,White college degree,To express opposition to Barack Obama,5.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,107.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,High Density Urban,Urban,Urban Core,Downscale,23508.0,0.960030853748322
4554353.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,Yes,Call 2,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,5.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Somewhat disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,97.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Suburb,Urban,Urban Core,Upscale,23666.0,1.03887379169464
4554343.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,10.0,,,,,,,Barack Obama was not a factor,2.0,,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,66.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,,White Born-again/Evangelical Christians,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.949378192424774
4554342.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,5.0,,,,,,,Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,97.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Omit,Omit,Omit,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,,White Born-again/Evangelical Christians,Yes,Suburb,Urban,Urban Core,Upscale,23666.0,1.03887379169464
4554337.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,9.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,To express opposition to Barack Obama,3.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Strongly disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,82.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,Yes,White Born-again/Evangelical Christians,No,Low Density Rural,Rural,Rural,Very downscale,24641.0,0.942850887775421
4554324.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,More than once a week,Weekly,Complete,Omit,Omit,Omit,Yes,Call 2,10.0,Less likely to vote for him,Too liberal,Some college or associate degree,No college degree,More than High school graduate,White no college degree,To express opposition to Barack Obama,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,About right,Had no effect on your vote,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,67.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,No,White Born-again/Evangelical Christians,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,1.07205927371979
4554322.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,Once a week,Weekly,Complete,Not a factor,A factor,A minor factor,Yes,Call 2,2.0,Less likely to vote for him,Too liberal,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Taxes,No,About right,Had no effect on your vote,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,118.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,No,White Born-again/Evangelical Christians,Yes,Suburb,Urban,Urban Core,Upscale,23455.0,0.999264776706696
4554319.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,10.0,Less likely to vote for him,Too liberal,Some college or associate degree,No college degree,More than High school graduate,White no college degree,To express opposition to Barack Obama,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Omit,No,About right,More likely to vote for him,Worried,Very worried,Disapprove,Strongly disapprove,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,49.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,Yes,White Born-again/Evangelical Christians,No,Low Density Rural,Rural,Rural,Downscale,22603.0,0.965201139450073
4554312.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,9.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,To express opposition to Barack Obama,3.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,82.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,Yes,White Born-again/Evangelical Christians,No,Low Density Rural,Rural,Rural,Very downscale,24641.0,0.981382668018341
4554311.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,5.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,To express opposition to Barack Obama,3.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,47.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24137.0,0.981382668018341
4554299.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,Yes,Call 2,9.0,,,College graduate,College graduate,More than High school graduate,White college degree,To express opposition to Barack Obama,3.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,82.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Low Density Rural,Rural,Rural,Very downscale,24641.0,0.981382668018341
4554298.0,30-44,30-59,18-44,30-44,40-49,40-44,,White 30-44,White 30-44,,,Complete,,,,Yes,Call 2,2.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,5.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Approve,Somewhat approve,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,117.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,Suburb,Urban,Urban Core,Upscale,23454.0,1.16608273983002
4554297.0,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,Once a week,Weekly,Complete,Not a factor,A factor,A minor factor,Yes,Call 2,2.0,Less likely to vote for him,Too liberal,Some college or associate degree,No college degree,More than High school graduate,White no college degree,To express opposition to Barack Obama,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,About right,Had no effect on your vote,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,118.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,Yes,White Born-again/Evangelical Christians,Yes,Suburb,Urban,Urban Core,Upscale,23455.0,0.952364563941956
4554268.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,10.0,Less likely to vote for him,Too liberal,High school graduate,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,2.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,About right,Had no effect on your vote,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,49.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,Deeds does,McDonnell does,Both of them,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,Yes,White Born-again/Evangelical Christians,Yes,Low Density Rural,Rural,Rural,Downscale,22603.0,1.05419170856476
4554263.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,Once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,10.0,Had no effect on your vote,Too liberal,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,2.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,About right,Had no effect on your vote,Not worried,Not too worried,Disapprove,Somewhat disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,64.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Omit,Omit,Omit,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,No,White Born-again/Evangelical Christians,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20148.0,0.963063061237335
