QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,CANDSOK,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,CONFEDER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BORNSC,DEBATE,BEATDEM,WEIGHT
STATE,COASTAL,41.0,13.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,0.597
STATE,COASTAL,41.0,13.0,3.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,NO,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,0.77
STATE,COASTAL,41.0,13.0,4.0,FIRST CALL,30-39,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,YES,MCCAIN,0.595
STATE,COASTAL,41.0,13.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,YES,BUSH,0.583
STATE,COASTAL,41.0,13.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,NO,NEITHER,YES,YES,NO,LOYAL REPUBLICAN,YES,NO,YES,BUSH,0.583
STATE,COASTAL,41.0,13.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BUSH,OMITS,BOTH,NO,YES,YES,LOYAL REPUBLICAN,NO,NO,YES,BUSH,0.77
STATE,COASTAL,41.0,13.0,8.0,FIRST CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,0.595
STATE,COASTAL,41.0,13.0,9.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,0.768
STATE,COASTAL,41.0,13.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,MCCAIN,BEFORE THAT,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,BOTH,NO,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,0.581
STATE,COASTAL,41.0,13.0,11.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,NO,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,0.768
STATE,COASTAL,41.0,13.0,12.0,FIRST CALL,75+,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,0.77
STATE,COASTAL,41.0,13.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,0.583
STATE,COASTAL,41.0,13.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,TODAY,LIKE SOMEONE ELSE TO ENTER,OMITS,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,NEITHER,YES,BOTH,YES,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,0.583
STATE,COASTAL,41.0,13.0,15.0,SECOND CALL,45-49,ASIAN,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,NO,YES,YES,LOYAL REPUBLICAN,YES,NO,YES,MCCAIN,0.595
STATE,COASTAL,41.0,13.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,KEYES,TODAY,OMITS,OMITS,STANDS UP FOR BELIEFS,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,OMITS,YES,OMITS,OMITS,OMITS,0.622
STATE,COASTAL,41.0,13.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.597
STATE,COASTAL,41.0,13.0,18.0,SECOND CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,MCCAIN,0.595
STATE,COASTAL,41.0,13.0,19.0,SECOND CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,YES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,0.595
STATE,COASTAL,41.0,13.0,20.0,SECOND CALL,45-49,WHITE,MALE,KEYES,TODAY,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.637
STATE,COASTAL,41.0,13.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,POST GRADUATE STUDY,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,OMITS,0.749
STATE,COASTAL,41.0,13.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,MCCAIN,BEFORE THAT,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,POST GRADUATE STUDY,YES,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,0.581
STATE,COASTAL,41.0,13.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,0.597
STATE,COASTAL,41.0,13.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,0.749
STATE,COASTAL,41.0,13.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BOTH,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,0.583
STATE,COASTAL,41.0,13.0,26.0,SECOND CALL,30-39,WHITE,MALE,MCCAIN,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,0.595
STATE,COASTAL,41.0,13.0,27.0,SECOND CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,OMITS,NO,SAME,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,NO,NO,NO,NOT TIED TO PARTY LEADERS,NO,NO,YES,MCCAIN,0.749
STATE,COASTAL,41.0,13.0,28.0,SECOND CALL,50-59,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.597
STATE,COASTAL,41.0,13.0,29.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,0.583
STATE,COASTAL,41.0,13.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,TODAY,LIKE SOMEONE ELSE TO ENTER,TAXES,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,YES,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,OMITS,0.583
STATE,COASTAL,41.0,13.0,31.0,THIRD CALL,40-44,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,BETTER,TAX CUT,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BOTH,YES,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,0.597
STATE,COASTAL,41.0,13.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,OMITS,YES,YES,LOYAL REPUBLICAN,YES,NO,YES,BUSH,0.583
STATE,COASTAL,41.0,13.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,BEFORE THAT,SATISFIED WITH CANDIDATES,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,OMITS,0.581
STATE,COASTAL,41.0,13.0,34.0,THIRD CALL,60-64,,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,OMITS,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,YES,MCCAIN,0.752
STATE,COASTAL,41.0,13.0,35.0,THIRD CALL,45-49,WHITE,MALE,MCCAIN,TODAY,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,NO,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,0.595
STATE,COASTAL,41.0,13.0,36.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,POST GRADUATE STUDY,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,0.595
STATE,COASTAL,41.0,13.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,0.581
STATE,COASTAL,41.0,13.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,ABORTION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,0.581
STATE,COASTAL,41.0,13.0,39.0,THIRD CALL,45-49,BLACK,MALE,KEYES,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BOTH,NO,NEITHER,NO,NO,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,0.542
STATE,COASTAL,41.0,13.0,40.0,THIRD CALL,60-64,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,0.77
STATE,COASTAL,41.0,13.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,YES,BUSH,0.583
STATE,COASTAL,41.0,13.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,OMITS,NO,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,OMITS,0.648
