STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,SENOHD,REL5,WEIGHT
36.0,18.0,26.0,THIRD CALL,40-44,BLACK,FEMALE,BRADLEY,TODAY,EDUCATION,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.508
36.0,18.0,27.0,THIRD CALL,75+,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,BOTH THE SAME,CANDS PERSONAL QUALITIES,OMITS,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.452
36.0,18.0,28.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,,DEMOCRAT,COLLEGE GRADUATE,,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,,0.441
36.0,18.0,29.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,SOMETHING ELSE,0.441
36.0,18.0,30.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,OMITS,,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,YES,,NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,SOMETHING ELSE,0.422
36.0,18.0,31.0,THIRD CALL,50-59,BLACK,FEMALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,SAME,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.508
36.0,18.0,32.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,CUYAHOGA COUNTY,30-44,40-49,,40-49,40-49,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,MCMICKLE,,0.441
36.0,18.0,33.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,OMITS,SAME,,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,OMITS,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,SOMETHING ELSE,0.441
36.0,18.0,34.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,NONE,0.441
36.0,18.0,35.0,THIRD CALL,50-59,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.421
36.0,20.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CORDAY,CATHOLIC,1.479
36.0,20.0,2.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,1.238
36.0,20.0,3.0,FIRST CALL,45-49,BLACK,MALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,OMITS,OMITS,YES,FAVORABLE,FAVORABLE,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.247
36.0,20.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,CORDAY,CATHOLIC,1.555
36.0,20.0,5.0,FIRST CALL,65-74,WHITE,,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,1.216
36.0,20.0,6.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,NEW IDEAS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,CUYAHOGA COUNTY,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,,,1.416
36.0,20.0,7.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,RADAKOVICH,CATHOLIC,1.325
36.0,20.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,CATHOLIC,1.186
36.0,20.0,9.0,FIRST CALL,18-24,OTHER,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,OMITS,STATE,COMPLETE,CUYAHOGA COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,MCMICKLE,SOMETHING ELSE,1.088
36.0,20.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,CATHOLIC,1.186
36.0,20.0,11.0,SECOND CALL,18-24,WHITE,MALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NONE,YES,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,FAVORABLE,BUSH,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,CORDAY,NONE,1.358
36.0,20.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,OMITS,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,,OMITS,,,65+,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,65+,65-74,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,MCMICKLE,CATHOLIC,1.216
36.0,20.0,13.0,SECOND CALL,25-29,WHITE,MALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,OMITS,STATE,COMPLETE,CUYAHOGA COUNTY,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,,CATHOLIC,1.1280000000000001
36.0,20.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,NEITHER,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,RADAKOVICH,CATHOLIC,1.431
36.0,20.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,TODAY,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CORDAY,PROTESTANT/OTHER CHRISTIAN,1.792
36.0,20.0,16.0,SECOND CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,CATHOLIC,1.158
36.0,20.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CELESTE,NONE,1.254
36.0,20.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,OMITS,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,RADAKOVICH,CATHOLIC,1.21
36.0,20.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,CELESTE,CATHOLIC,1.287
36.0,20.0,20.0,SECOND CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,ABORTION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,,CATHOLIC,1.262
36.0,20.0,21.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,TODAY,ECONOMY/JOBS,STRONG LEADER,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CELESTE,CATHOLIC,1.374
36.0,20.0,22.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,,SOMETHING ELSE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,SOMETHING ELSE,1.238
36.0,20.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,OMITS,STATE,NOT COMPLETE,CUYAHOGA COUNTY,30-44,40-49,,40-49,40-49,OMITS,OMITS,GORE,MCCAIN,,OMITS,OMITS,OMITS,MCMICKLE,,1.236
36.0,20.0,24.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,1.2730000000000001
36.0,20.0,25.0,THIRD CALL,30-39,BLACK,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,,NONE,1.556
36.0,20.0,26.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CELESTE,NONE,1.193
36.0,20.0,27.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,1.238
36.0,20.0,28.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CUYAHOGA COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,1.238
