STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REGREPMD,REL5,WEIGHT
21.0,22.0,31.0,THIRD CALL,40-44,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.386
21.0,22.0,32.0,THIRD CALL,60-64,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.491
21.0,22.0,33.0,THIRD CALL,30-39,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,OMITS,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,CATHOLIC,0.381
21.0,22.0,34.0,THIRD CALL,60-64,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,OMITS,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.509
21.0,22.0,35.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.386
21.0,22.0,36.0,THIRD CALL,50-59,,BUSH,BEFORE THAT,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.386
21.0,22.0,37.0,THIRD CALL,60-64,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.534
21.0,22.0,38.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,NOT COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,REPUBLICAN,,0.4
21.0,25.0,1.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,BUSH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.666
21.0,25.0,2.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,OMITS,MCCAIN,OMITS,MCCAIN,,NO,NOT TIED TO PARTY LEADERS,OMITS,,CATHOLIC,0.846
21.0,25.0,3.0,FIRST CALL,75+,FEMALE,BUSH,BEFORE THAT,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,ABOUT RIGHT,BUSH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.89
21.0,25.0,4.0,FIRST CALL,75+,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.89
21.0,25.0,5.0,FIRST CALL,75+,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BOTH,YES,BOTH,YES,YES,OMITS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.922
21.0,25.0,6.0,FIRST CALL,75+,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,GORE,GORE,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,CATHOLIC,0.846
21.0,25.0,7.0,FIRST CALL,75+,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,TOO CONSERVATIVE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.846
21.0,25.0,8.0,FIRST CALL,75+,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,OMITS,BUSH,NO,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.922
21.0,25.0,9.0,FIRST CALL,75+,FEMALE,BUSH,THIS YEAR,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,OMITS,BUSH,REPUBLICAN,CATHOLIC,0.89
21.0,25.0,10.0,FIRST CALL,75+,MALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.922
21.0,25.0,11.0,FIRST CALL,75+,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,NO,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,OMITS,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.877
21.0,25.0,12.0,SECOND CALL,65-74,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,CATHOLIC,0.877
21.0,25.0,13.0,SECOND CALL,65-74,MALE,KEYES,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,SOMETHING ELSE,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,CATHOLIC,0.842
21.0,25.0,14.0,SECOND CALL,75+,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,MCCAIN,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.89
21.0,25.0,15.0,SECOND CALL,75+,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.877
21.0,25.0,16.0,SECOND CALL,75+,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.89
21.0,25.0,17.0,SECOND CALL,75+,,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,,,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,75+,OMITS,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,OMITS,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.877
21.0,25.0,18.0,SECOND CALL,75+,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,75+,OMITS,UNFAVORABLE,UNFAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.846
21.0,25.0,19.0,SECOND CALL,75+,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.89
21.0,25.0,20.0,SECOND CALL,65-74,FEMALE,BUSH,BEFORE THAT,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.89
21.0,25.0,21.0,THIRD CALL,75+,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.877
21.0,25.0,22.0,THIRD CALL,75+,FEMALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,OMITS,NO,,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BOTH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,CATHOLIC,0.89
21.0,25.0,23.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,NOT COMPLETED,SUBURBAN BALTIMORE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,,0.922
21.0,25.0,24.0,THIRD CALL,75+,FEMALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.89
21.0,25.0,25.0,THIRD CALL,65-74,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,STANDS UP FOR BELIEFS,OMITS,NO,OMITS,OMITS,OMITS,OMITS,,COLLEGE GRADUATE,,,OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,MCCAIN,OMITS,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,OMITS,REPUBLICAN,,0.846
21.0,25.0,26.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.89
21.0,29.0,1.0,FIRST CALL,75+,MALE,MCCAIN,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,75+,STATE,NOT COMPLETED,BALTIMORE CITY,60+,60+,,65+,75+,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,REPUBLICAN,,0.71
21.0,29.0,2.0,FIRST CALL,18-24,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,BALTIMORE CITY,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.613
21.0,29.0,3.0,FIRST CALL,18-24,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,BALTIMORE CITY,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.613
