STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,MCTEMPER,MIGRATE,BEATDEM,CAMPFIN,WEIGHT
3.0,288.0,27.0,SECOND CALL,50-59,FEMALE,2,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,HELP,0.429
3.0,288.0,28.0,SECOND CALL,65-74,MALE,3,THIS YEAR,OMITS,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,NEITHER,NO,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,HELP,0.834
3.0,288.0,29.0,SECOND CALL,65-74,FEMALE,1,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OMITS,,OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,OMITS,NO,NO,OMITS,NO,NO,YES,BUSH,OMITS,0.7020000000000001
3.0,288.0,30.0,SECOND CALL,,MALE,3,THIS YEAR,OMITS,,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,NO,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,COMPLETE,DESERT,,,REPUBLICAN,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.784
3.0,288.0,31.0,SECOND CALL,18-24,MALE,3,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,YES,OMITS,NO,OMITS,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,18-29,18-24,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,HELP,0.751
3.0,288.0,32.0,SECOND CALL,75+,MALE,3,THIS YEAR,,,OMITS,NO,LEGAL IN ALL CASES,NO,OMITS,OMITS,,,OMITS,,OMITS,,,65+,75+,NOT COMPLETE,DESERT,60+,60+,,65+,75+,UNFAVORABLE,FAVORABLE,OMITS,NO,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.834
3.0,288.0,33.0,SECOND CALL,18-24,MALE,2,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,NO,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HURT,0.404
3.0,288.0,34.0,SECOND CALL,75+,FEMALE,3,BEFORE THAT,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,75+,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HELP,0.85
3.0,288.0,35.0,SECOND CALL,50-59,FEMALE,3,TODAY,,,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HELP,0.801
3.0,288.0,36.0,SECOND CALL,60-64,MALE,1,TODAY,,OMITS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,YES,OMITS,YES,YES,LOYAL REPUBLICAN,YES,YES,NO,BUSH,HELP,0.6930000000000001
3.0,288.0,37.0,SECOND CALL,60-64,MALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.834
3.0,288.0,38.0,SECOND CALL,65-74,FEMALE,3,THIS YEAR,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,DESERT,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.85
3.0,288.0,39.0,SECOND CALL,65-74,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OMITS,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,OMITS,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.85
3.0,288.0,40.0,SECOND CALL,75+,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,65+,75+,COMPLETE,DESERT,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.85
3.0,288.0,41.0,SECOND CALL,65-74,FEMALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,BUSH,HELP,0.85
3.0,288.0,42.0,THIRD CALL,65-74,FEMALE,2,BEFORE THAT,,,OMITS,YES,ILLEGAL IN ALL CASES,NO,OMITS,OMITS,,,OMITS,,OMITS,,,65+,18-74,NOT COMPLETE,DESERT,60+,60+,,65+,65-74,UNFAVORABLE,UNFAVORABLE,OMITS,YES,OMITS,,,OMITS,,NO,OMITS,OMITS,OMITS,0.462
3.0,288.0,43.0,THIRD CALL,65-74,FEMALE,1,TODAY,OMITS,,CANDS POSITIONS ON ISSUES,OMITS,OMITS,YES,SAME,TAX CUT,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,NO,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,YES,BUSH,OMITS,0.7020000000000001
3.0,288.0,44.0,THIRD CALL,50-59,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,OMITS,BUSH,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HURT,0.652
3.0,288.0,45.0,THIRD CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,OMITS,OMITS,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,OMITS,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.784
3.0,288.0,46.0,THIRD CALL,60-64,FEMALE,1,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,HELP,0.7020000000000001
3.0,288.0,47.0,THIRD CALL,50-59,FEMALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,NO,OMITS,NO,NO,NO,BUSH,HURT,0.66
3.0,288.0,48.0,THIRD CALL,30-39,FEMALE,1,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,BETTER,OMITS,,HIGH SCHOOL GRADUATE,OMITS,"$15,000-$29,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,30-39,,30-39,30-39,FAVORABLE,OMITS,BUSH,OMITS,OMITS,YES,NO,OMITS,YES,OMITS,NO,BUSH,OMITS,0.66
3.0,288.0,49.0,THIRD CALL,40-44,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,YES,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.784
3.0,290.0,1.0,FIRST CALL,60-64,MALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,0.635
3.0,290.0,2.0,FIRST CALL,30-39,MALE,3,WITHIN LAST WEEK,,,OMITS,YES,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,DESERT,30-44,30-39,,30-39,30-39,FAVORABLE,FAVORABLE,OMITS,YES,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.594
3.0,290.0,3.0,FIRST CALL,40-44,MALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HURT,0.594
3.0,290.0,4.0,FIRST CALL,60-64,MALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,0.635
3.0,290.0,5.0,FIRST CALL,50-59,MALE,3,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,NO,NO,MCCAIN,HURT,0.594
3.0,290.0,6.0,FIRST CALL,50-59,MALE,3,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,NO,NO,MCCAIN,HURT,0.594
3.0,290.0,7.0,FIRST CALL,30-39,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,HELP,0.594
3.0,290.0,8.0,FIRST CALL,50-59,MALE,1,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HELP,0.495
3.0,290.0,9.0,FIRST CALL,30-39,MALE,1,BEFORE THAT,,,CANDS PERSONAL QUALITIES,YES,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,HELP,0.495
3.0,290.0,10.0,FIRST CALL,75+,MALE,3,BEFORE THAT,OMITS,,OMITS,NO,OMITS,OMITS,OMITS,OMITS,,,OMITS,,OMITS,,,65+,75+,NOT COMPLETE,DESERT,60+,60+,,65+,75+,UNFAVORABLE,FAVORABLE,OMITS,OMITS,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.635
3.0,290.0,11.0,FIRST CALL,30-39,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,HELP,0.594
3.0,290.0,12.0,FIRST CALL,60-64,MALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,0.635
3.0,290.0,13.0,FIRST CALL,30-39,MALE,3,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,0.594
3.0,290.0,14.0,FIRST CALL,60-64,MALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,0.635
3.0,290.0,15.0,FIRST CALL,50-59,MALE,3,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,NO,NO,MCCAIN,HURT,0.594
3.0,290.0,16.0,FIRST CALL,50-59,MALE,3,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,NEITHER,NO,YES,LOYAL REPUBLICAN,NO,NO,NO,MCCAIN,HURT,0.594
3.0,290.0,17.0,FIRST CALL,60-64,MALE,1,THIS YEAR,OMITS,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,OMITS,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.528
3.0,290.0,18.0,FIRST CALL,50-59,MALE,1,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HURT,0.495
3.0,290.0,19.0,FIRST CALL,60-64,MALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,0.635
3.0,290.0,20.0,SECOND CALL,45-49,MALE,3,THIS YEAR,OMITS,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,WORSE,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,MCCAIN,HELP,0.594
3.0,290.0,21.0,SECOND CALL,50-59,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,OMITS,OMITS,TAX CUT,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,OMITS,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,OMITS,0.611
3.0,290.0,22.0,SECOND CALL,65-74,MALE,3,THIS YEAR,OMITS,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HURT,0.635
3.0,290.0,23.0,SECOND CALL,45-49,FEMALE,3,TODAY,,,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,DESERT,45-59,40-49,,40-49,40-49,FAVORABLE,FAVORABLE,OMITS,NO,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.611
3.0,290.0,24.0,SECOND CALL,50-59,MALE,3,BEFORE THAT,,,OMITS,NO,LEGAL IN ALL CASES,NO,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,DESERT,45-59,50-59,,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,NO,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.594
3.0,290.0,25.0,SECOND CALL,40-44,MALE,1,WITHIN LAST 3 DAYS,,,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,WORSE,TAX CUT,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.495
3.0,290.0,26.0,SECOND CALL,45-49,MALE,1,THIS YEAR,,,OMITS,YES,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,DESERT,45-59,40-49,,40-49,40-49,FAVORABLE,FAVORABLE,OMITS,YES,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.495
3.0,290.0,27.0,SECOND CALL,60-64,FEMALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,HURT,0.528
3.0,290.0,28.0,THIRD CALL,60-64,MALE,1,BEFORE THAT,OMITS,,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,OMITS,BUSH,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,BUSH,HELP,0.528
