STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,STANDLIV,ISSUE,QUALITY,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,FINSIT,UNION,PARTYID,EDUC,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,RACEREL,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BCPERSON,INTERNET,STEC,RELPUB,BRADHLTH,WEIGHT
8.0,15.0,44.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,WITHIN LAST WEEK,WILL RISE,EDUCATION,,APPROVE,BOTH,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,SOMETHING ELSE,COLLEGE GRADUATE,YES,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.617
8.0,15.0,45.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,HEALTH CARE,STRONG LEADER,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.617
8.0,15.0,46.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,CAMPAIGN FINANCE REFORM,,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.746
8.0,15.0,47.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,EDUCATION,OMITS,APPROVE,BOTH,OMITS,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.746
8.0,15.0,48.0,THIRD CALL,65-74,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,OMITS,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,,YES,MODERATE,MODERATE,65+,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.74
8.0,18.0,1.0,FIRST CALL,60-64,BLACK,MALE,GORE,BEFORE THAT,WILL FALL,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.646
8.0,18.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,THIS YEAR,WILL RISE,HEALTH CARE,NOT TYPICAL POLITICIAN,DISAPPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.652
8.0,18.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,WILL FALL,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.63
8.0,18.0,4.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.63
8.0,18.0,5.0,FIRST CALL,75+,WHITE,MALE,OTHER,THIS YEAR,WILL RISE,SS/MEDICARE,OMITS,OMITS,OMITS,GORE PLAN BETTER,VERY IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,75+,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,75+,OMITS,,OMITS,OMITS,YES,1.0010000000000001
8.0,18.0,6.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,SS/MEDICARE,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,NO,EXCELLENT,PUBLIC,NO,0.768
8.0,18.0,7.0,FIRST CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,OMITS,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.749
8.0,18.0,8.0,FIRST CALL,60-64,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,HEALTH CARE,CAN WIN IN NOVEMBER,OMITS,OMITS,BRADLEY PLAN BETTER,VERY IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,50-64,50-64,OMITS,,OMITS,OMITS,NO,0.767
8.0,18.0,9.0,FIRST CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,YES,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,65+,75+,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.634
8.0,18.0,10.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,WILL RISE,EDUCATION,,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,NO,GOOD,PUBLIC,NO,0.664
8.0,18.0,11.0,SECOND CALL,40-44,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.762
8.0,18.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,BOTH THE SAME,NOT TOO IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,65-74,OMITS,,OMITS,OMITS,NO,0.749
8.0,18.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.749
8.0,18.0,14.0,SECOND CALL,30-39,BLACK,FEMALE,BRADLEY,THIS YEAR,WILL FALL,EDUCATION,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.743
8.0,18.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,OMITS,NOT TYPICAL POLITICIAN,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.749
8.0,18.0,16.0,SECOND CALL,65-74,WHITE,MALE,GORE,THIS YEAR,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.652
8.0,18.0,17.0,SECOND CALL,60-64,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL RISE,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.652
8.0,18.0,18.0,SECOND CALL,30-39,BLACK,MALE,GORE,THIS YEAR,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,,NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,GOOD,PUBLIC,YES,0.647
8.0,18.0,19.0,SECOND CALL,65-74,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.652
8.0,18.0,20.0,SECOND CALL,65-74,WHITE,MALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,GORE PLAN BETTER,VERY IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,65-74,OMITS,,OMITS,OMITS,YES,0.652
8.0,18.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,WILL FALL,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.635
8.0,18.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,ECONOMY/JOBS,,APPROVE,ONLY GORE,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.634
8.0,18.0,23.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,HEALTH CARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.634
8.0,18.0,24.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,THIS YEAR,WILL RISE,SS/MEDICARE,,APPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.629
8.0,18.0,25.0,SECOND CALL,40-44,BLACK,FEMALE,BRADLEY,THIS YEAR,WILL RISE,ECONOMY/JOBS,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.743
8.0,18.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,WILL RISE,CAMPAIGN FINANCE REFORM,,OMITS,OMITS,BOTH THE SAME,NOT IMPORTANT AT ALL,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,65-74,OMITS,,EXCELLENT,OMITS,NO,0.749
8.0,18.0,27.0,SECOND CALL,75+,WHITE,MALE,OTHER,THIS YEAR,WILL FALL,HEALTH CARE,CAN WIN IN NOVEMBER,DISAPPROVE,NEITHER,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,NEITHER,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,NO,GOOD,PUBLIC,YES,1.0010000000000001
8.0,18.0,28.0,THIRD CALL,30-39,BLACK,FEMALE,OTHER,THIS YEAR,WILL FALL,TAXES,,APPROVE,NEITHER,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.969
8.0,18.0,29.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,WILL FALL,SS/MEDICARE,CAN WIN IN NOVEMBER,DISAPPROVE,NEITHER,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.767
8.0,18.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL FALL,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH,BRADLEY PLAN BETTER,OMITS,CANDS PERSONAL QUALITIES,BETTER,NO,,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,,40-49,40-49,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.749
8.0,18.0,31.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,WILL RISE,SS/MEDICARE,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OMITS,,OMITS,MODERATE,MODERATE,65+,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,GOOD,NOT PUBLIC,OMITS,0.767
8.0,18.0,32.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL FALL,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.749
8.0,18.0,33.0,THIRD CALL,45-49,BLACK,MALE,BRADLEY,THIS YEAR,WILL FALL,CAMPAIGN FINANCE REFORM,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.762
8.0,18.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,WORSE,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.635
8.0,18.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.635
8.0,18.0,36.0,THIRD CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,TAXES,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,,NO,VERY LIBERAL,LIBERAL,65+,75+,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.634
8.0,18.0,37.0,THIRD CALL,75+,WHITE,MALE,GORE,THIS YEAR,OMITS,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.652
8.0,18.0,38.0,THIRD CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.652
8.0,18.0,39.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.634
8.0,18.0,40.0,THIRD CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,OMITS,SS/MEDICARE,,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,NO,,NO,VERY LIBERAL,LIBERAL,65+,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,EXCELLENT,PUBLIC,NO,0.652
8.0,18.0,41.0,THIRD CALL,75+,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,OMITS,,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.652
8.0,18.0,42.0,THIRD CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.652
8.0,18.0,43.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,WILL FALL,SS/MEDICARE,,OMITS,OMITS,BOTH THE SAME,NOT IMPORTANT AT ALL,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,65-74,OMITS,,OMITS,OMITS,NO,0.767
