AGEABC,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,TXPSREFD,BCPERSON,GWMRCSRV,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
60+,44.0,52.0,8.0,FIRST CALL,65-74,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,OMITS,FAVORABLE,YES,GORE,NO,HISPANIC/LATINO,CATHOLIC,0.62
60+,44.0,52.0,9.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.668
18-24,44.0,52.0,10.0,SECOND CALL,18-24,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,18-29,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.419
60+,44.0,52.0,11.0,SECOND CALL,75+,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,WHITE,CATHOLIC,0.62
30-39,44.0,52.0,12.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,WHITE,CATHOLIC,1.55
50-59,44.0,52.0,13.0,SECOND CALL,50-59,OTHER,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,OTHER,CATHOLIC,0.502
18-24,44.0,52.0,14.0,SECOND CALL,18-24,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,18-29,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,NONE,0.419
30-39,44.0,52.0,15.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.502
60+,44.0,52.0,16.0,THIRD CALL,60-64,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,60+,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,YES,FAVORABLE,OMITS,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.62
60+,44.0,52.0,17.0,THIRD CALL,60-64,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,CATHOLIC,0.62
30-39,44.0,52.0,18.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.467
60+,44.0,52.0,19.0,THIRD CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.668
50-59,44.0,52.0,20.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.502
60+,44.0,52.0,21.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.668
60+,44.0,52.0,22.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,60+,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.7750000000000001
60+,44.0,52.0,23.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,OMITS,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.913
50-59,44.0,52.0,24.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.541
60+,44.0,52.0,25.0,THIRD CALL,65-74,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.668
60+,44.0,52.0,26.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.62
30-39,44.0,67.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,JEWISH,0.167
50-59,44.0,67.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,,,MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,,0.167
40-49,44.0,67.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
40-49,44.0,67.0,4.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,OMITS,YES,GORE,NO,WHITE,JEWISH,0.167
50-59,44.0,67.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.09
50-59,44.0,67.0,6.0,FIRST CALL,50-59,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,DEMOCRAT,,,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,,0.117
30-39,44.0,67.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,NO,WHITE,JEWISH,0.167
40-49,44.0,67.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,JEWISH,0.167
40-49,44.0,67.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,SOMETHING ELSE,0.167
60+,44.0,67.0,10.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,YES,OMITS,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.156
60+,44.0,67.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,OTHER,DISAPPROVE,NO,REPUBLICAN,CATHOLIC,,MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,OMITS,UNFAVORABLE,YES,BUSH,NO,WHITE,CATHOLIC,0.10200000000000001
40-49,44.0,67.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,0.167
18-24,44.0,67.0,13.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,18-29,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.156
50-59,44.0,67.0,14.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
25-29,44.0,67.0,15.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,JEWISH,0.156
50-59,44.0,67.0,16.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
60+,44.0,67.0,17.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.156
40-49,44.0,67.0,18.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
60+,44.0,67.0,19.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,HOUSTON,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.084
60+,44.0,67.0,20.0,FIRST CALL,60-64,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,WHITE,CATHOLIC,0.109
60+,44.0,67.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,OMITS,UNFAVORABLE,NO,GORE,,WHITE,PROTESTANT/OTHER CHRISTIAN,0.156
30-39,44.0,67.0,22.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,APPROVE,NO,SOMETHING ELSE,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.089
60+,44.0,67.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,SOMETHING ELSE,0.156
60+,44.0,67.0,24.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,65+,75+,STATE,HOUSTON,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.156
60+,44.0,67.0,25.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,SOMETHING ELSE,0.156
40-49,44.0,67.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
40-49,44.0,67.0,27.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,NO,BUSH,NO,WHITE,CATHOLIC,0.089
60+,44.0,67.0,28.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,,DEMOCRAT,CATHOLIC,,MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,CATHOLIC,0.156
40-49,44.0,67.0,29.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,APPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.089
40-49,44.0,67.0,30.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.117
50-59,44.0,67.0,31.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
60+,44.0,67.0,32.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,HOUSTON,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.156
60+,44.0,67.0,33.0,THIRD CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,HOUSTON,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.156
60+,44.0,67.0,34.0,THIRD CALL,75+,WHITE,,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,HOUSTON,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,0.156
50-59,44.0,67.0,35.0,THIRD CALL,50-59,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,WHITE,JEWISH,0.117
30-39,44.0,67.0,36.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.117
50-59,44.0,67.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
40-49,44.0,67.0,38.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,JEWISH,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,JEWISH,0.167
50-59,44.0,67.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
40-49,44.0,67.0,40.0,THIRD CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,WHITE,JEWISH,0.117
40-49,44.0,67.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,OMITS,YES,GORE,NO,WHITE,JEWISH,0.167
40-49,44.0,67.0,42.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,NONE,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,NONE,0.167
40-49,44.0,67.0,43.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,,"$100,000 OR MORE",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,,0.117
50-59,44.0,67.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
30-39,44.0,67.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
60+,44.0,67.0,46.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.084
40-49,44.0,67.0,47.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,SOMETHING ELSE,0.09
60+,44.0,67.0,48.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,HOUSTON,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,NONE,0.156
50-59,44.0,67.0,49.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.167
50-59,44.0,67.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,OMITS,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,CATHOLIC,0.167
