AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,TXPSREFD,GWMRCSRV,GORBSH3,HISPANIC,REL5,WEIGHT
30-39,44.0,232.0,2.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,CATHOLIC,1.124
30-39,44.0,232.0,3.0,FIRST CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,OMITS,OMITS,BUSH,NO,CATHOLIC,1.1300000000000001
40-49,44.0,232.0,4.0,FIRST CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1300000000000001
25-29,44.0,232.0,5.0,FIRST CALL,25-29,FEMALE,MCCAIN,NO,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,YES,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.902
40-49,44.0,232.0,6.0,FIRST CALL,40-44,MALE,MCCAIN,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,YES,YES,GORE,NO,CATHOLIC,0.744
30-39,44.0,232.0,7.0,FIRST CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1300000000000001
25-29,44.0,232.0,8.0,FIRST CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.3760000000000001
25-29,44.0,232.0,9.0,FIRST CALL,25-29,FEMALE,MCCAIN,NO,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,YES,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.902
25-29,44.0,232.0,10.0,FIRST CALL,25-29,MALE,MCCAIN,NO,NO,INDEPENDENT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,YES,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.906
30-39,44.0,232.0,11.0,FIRST CALL,30-39,MALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.744
25-29,44.0,232.0,12.0,FIRST CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,CATHOLIC,1.3760000000000001
30-39,44.0,232.0,13.0,FIRST CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1300000000000001
60+,44.0,232.0,14.0,FIRST CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,NONE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,NO,BUSH,NO,NONE,1.372
50-59,44.0,232.0,15.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1300000000000001
30-39,44.0,232.0,16.0,FIRST CALL,30-39,MALE,KEYES,NO,YES,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.724
30-39,44.0,232.0,17.0,FIRST CALL,30-39,FEMALE,MCCAIN,NO,NO,INDEPENDENT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,YES,YES,GORE,NO,CATHOLIC,0.74
25-29,44.0,232.0,18.0,SECOND CALL,25-29,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,1.304
25-29,44.0,232.0,19.0,SECOND CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.3760000000000001
25-29,44.0,232.0,20.0,SECOND CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.3760000000000001
18-24,44.0,232.0,21.0,SECOND CALL,18-24,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.3760000000000001
40-49,44.0,232.0,22.0,SECOND CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.124
25-29,44.0,232.0,23.0,SECOND CALL,25-29,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,CATHOLIC,1.3760000000000001
60+,44.0,232.0,24.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.365
30-39,44.0,232.0,25.0,SECOND CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,OMITS,FAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.124
40-49,44.0,232.0,26.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1300000000000001
30-39,44.0,232.0,27.0,SECOND CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.124
60+,44.0,232.0,28.0,SECOND CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.372
30-39,44.0,232.0,29.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1300000000000001
30-39,44.0,232.0,30.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.124
25-29,44.0,232.0,31.0,THIRD CALL,25-29,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,OMITS,OMITS,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.369
25-29,44.0,232.0,32.0,THIRD CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,CATHOLIC,1.3760000000000001
50-59,44.0,232.0,33.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.124
40-49,44.0,232.0,34.0,THIRD CALL,40-44,MALE,BUSH,NO,YES,INDEPENDENT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,NO,NO,BUSH,NO,CATHOLIC,1.1300000000000001
30-39,44.0,232.0,35.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,JEWISH,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,JEWISH,1.1300000000000001
18-24,44.0,232.0,36.0,THIRD CALL,18-24,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.369
25-29,44.0,232.0,37.0,THIRD CALL,25-29,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.369
18-24,44.0,232.0,38.0,THIRD CALL,18-24,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.369
30-39,44.0,232.0,39.0,THIRD CALL,30-39,MALE,KEYES,YES,NO,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.724
30-39,44.0,232.0,40.0,THIRD CALL,30-39,MALE,MCCAIN,NO,NO,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,NO,GORE,NO,CATHOLIC,0.744
30-39,44.0,232.0,41.0,THIRD CALL,30-39,FEMALE,OTHER,NO,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,CATHOLIC,1.074
40-49,44.0,239.0,1.0,FIRST CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
30-39,44.0,239.0,2.0,FIRST CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
40-49,44.0,239.0,3.0,FIRST CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.103
60+,44.0,239.0,4.0,FIRST CALL,65-74,FEMALE,MCCAIN,YES,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,NO,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.882
40-49,44.0,239.0,5.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.103
40-49,44.0,239.0,6.0,FIRST CALL,40-44,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
30-39,44.0,239.0,7.0,FIRST CALL,30-39,MALE,BUSH,NO,YES,INDEPENDENT,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,CATHOLIC,1.108
50-59,44.0,239.0,8.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
40-49,44.0,239.0,9.0,FIRST CALL,40-44,MALE,KEYES,NO,YES,SOMETHING ELSE,SOMETHING ELSE,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,SOMETHING ELSE,0.711
30-39,44.0,239.0,10.0,FIRST CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,1.049
60+,44.0,239.0,11.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,CATHOLIC,1.2750000000000001
50-59,44.0,239.0,12.0,FIRST CALL,50-59,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.103
50-59,44.0,239.0,13.0,FIRST CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.103
40-49,44.0,239.0,14.0,FIRST CALL,40-44,MALE,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
40-49,44.0,239.0,15.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
18-24,44.0,239.0,16.0,FIRST CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.344
25-29,44.0,239.0,17.0,FIRST CALL,25-29,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.35
30-39,44.0,239.0,18.0,SECOND CALL,30-39,MALE,KEYES,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,OMITS,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.711
30-39,44.0,239.0,19.0,SECOND CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.103
30-39,44.0,239.0,20.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,1.054
40-49,44.0,239.0,21.0,SECOND CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.103
25-29,44.0,239.0,22.0,SECOND CALL,25-29,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,UNFAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.344
40-49,44.0,239.0,23.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
30-39,44.0,239.0,24.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
18-24,44.0,239.0,25.0,SECOND CALL,18-24,MALE,MCCAIN,NO,NO,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.889
30-39,44.0,239.0,26.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.108
60+,44.0,239.0,27.0,SECOND CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,1.281
