BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,ASHCROFT,PREVPRI,VETVOTER,CARNAHAN,BEATDEM,REL5,WEIGHT
COMPLETED,KANSAS CITY AREA,26.0,38.0,10.0,FIRST CALL,50-59,FEMALE,MCCAIN,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,UNFAVORABLE,YES,,FAVORABLE,OMITS,,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,11.0,SECOND CALL,30-39,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,FAVORABLE,NO,NO,FAVORABLE,MCCAIN,CATHOLIC,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,12.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,OMITS,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,BUSH,YES,BOTH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,1.124
COMPLETED,KANSAS CITY AREA,26.0,38.0,13.0,SECOND CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,ABOUT RIGHT,BOTH,YES,BUSH,UNFAVORABLE,YES,YES,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.858
COMPLETED,KANSAS CITY AREA,26.0,38.0,14.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,ABORTION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.858
COMPLETED,KANSAS CITY AREA,26.0,38.0,15.0,SECOND CALL,18-24,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,FAVORABLE,YES,NO,UNFAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.594
NOT COMPLETED,KANSAS CITY AREA,26.0,38.0,16.0,SECOND CALL,,MALE,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,,,,STATE,,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,OMITS,OMITS,,0.807
COMPLETED,KANSAS CITY AREA,26.0,38.0,17.0,SECOND CALL,60-64,FEMALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,NO,NO,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.9570000000000001
COMPLETED,KANSAS CITY AREA,26.0,38.0,18.0,SECOND CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,TOO CONSERVATIVE,MCCAIN,NO,MCCAIN,UNFAVORABLE,NO,YES,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.687
COMPLETED,KANSAS CITY AREA,26.0,38.0,19.0,SECOND CALL,65-74,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,FAVORABLE,YES,YES,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.899
COMPLETED,KANSAS CITY AREA,26.0,38.0,20.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,OMITS,YES,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.858
COMPLETED,KANSAS CITY AREA,26.0,38.0,21.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,JEWISH,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,TOO CONSERVATIVE,BOTH,YES,BOTH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,JEWISH,1.055
COMPLETED,KANSAS CITY AREA,26.0,38.0,22.0,SECOND CALL,65-74,,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,DEMOCRAT,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,TOO CONSERVATIVE,MCCAIN,NO,NEITHER,UNFAVORABLE,NO,NO,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.9570000000000001
COMPLETED,KANSAS CITY AREA,26.0,38.0,23.0,SECOND CALL,30-39,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,FAVORABLE,YES,NO,UNFAVORABLE,MCCAIN,CATHOLIC,0.687
COMPLETED,KANSAS CITY AREA,26.0,38.0,24.0,SECOND CALL,60-64,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,BOTH,FAVORABLE,YES,YES,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.055
COMPLETED,KANSAS CITY AREA,26.0,38.0,25.0,SECOND CALL,65-74,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,YES,YES,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.899
COMPLETED,KANSAS CITY AREA,26.0,38.0,26.0,THIRD CALL,45-49,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,OMITS,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,BOTH,NO,NEITHER,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,CATHOLIC,0.466
COMPLETED,KANSAS CITY AREA,26.0,38.0,27.0,THIRD CALL,50-59,FEMALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,NO,NO,FAVORABLE,BUSH,CATHOLIC,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,28.0,THIRD CALL,65-74,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,NEITHER,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,1.124
NOT COMPLETED,KANSAS CITY AREA,26.0,38.0,29.0,THIRD CALL,65-74,,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,YES,OMITS,FAVORABLE,YES,,FAVORABLE,OMITS,,1.055
COMPLETED,KANSAS CITY AREA,26.0,38.0,30.0,THIRD CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,UNFAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,31.0,THIRD CALL,65-74,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,NEITHER,FAVORABLE,YES,YES,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,1.055
COMPLETED,KANSAS CITY AREA,26.0,38.0,32.0,THIRD CALL,60-64,MALE,KEYES,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,GORE,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,YES,BUSH,UNFAVORABLE,NO,,UNFAVORABLE,MCCAIN,CATHOLIC,0.609
COMPLETED,KANSAS CITY AREA,26.0,38.0,33.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,NEITHER,UNFAVORABLE,NO,YES,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.687
COMPLETED,KANSAS CITY AREA,26.0,38.0,34.0,THIRD CALL,30-39,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,OMITS,YES,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,35.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,NO,NO,FAVORABLE,MCCAIN,NONE,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,36.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,UNFAVORABLE,NO,YES,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.687
COMPLETED,KANSAS CITY AREA,26.0,38.0,37.0,THIRD CALL,60-64,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,OMITS,BUSH,NO,BUSH,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,1.124
COMPLETED,KANSAS CITY AREA,26.0,38.0,38.0,THIRD CALL,40-44,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,UNFAVORABLE,NO,NO,FAVORABLE,MCCAIN,CATHOLIC,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,39.0,THIRD CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,40.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,OMITS,NO,TAX CUT,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,ABOUT RIGHT,NEITHER,NO,NEITHER,UNFAVORABLE,NO,NO,FAVORABLE,BUSH,CATHOLIC,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,41.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,BUSH,UNFAVORABLE,NO,NO,UNFAVORABLE,BUSH,SOMETHING ELSE,0.731
COMPLETED,KANSAS CITY AREA,26.0,38.0,42.0,THIRD CALL,75+,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,JEWISH,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,FAVORABLE,YES,NO,UNFAVORABLE,OMITS,JEWISH,1.124
COMPLETED,KANSAS CITY AREA,26.0,38.0,43.0,THIRD CALL,65-74,FEMALE,BUSH,WITHIN LAST 3 DAYS,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,OMITS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,MCCAIN,OMITS,MCCAIN,UNFAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,1.124
COMPLETED,KANSAS CITY AREA,26.0,39.0,1.0,THIRD CALL,50-59,MALE,OTHERS,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,GORE,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,YES,BOTH,UNFAVORABLE,YES,NO,UNFAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.394
COMPLETED,KANSAS CITY AREA,26.0,39.0,2.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,BUSH,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.468
COMPLETED,KANSAS CITY AREA,26.0,42.0,1.0,FIRST CALL,25-29,FEMALE,BUSH,THIS YEAR,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,OMITS,UNFAVORABLE,NO,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.708
