QTYPE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,WEIGHT,GEOCODE,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BUSHENGL,BEATDEM,CAMPFIN
STATE,23.0,19.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,,YES,ILLEGAL IN MOST CASES,OMITS,,,,,,,,,,,18-64,18-74,NOT COMPLETE,30-44,30-39,,30-39,30-39,UNFAVORABLE,FAVORABLE,0.392,UNIVERSITY BELT/UPPER PENINSULA,,NO,,,,,,,,
STATE,23.0,19.0,22.0,SECOND CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,0.428,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,19.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,0.433,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HELP
STATE,23.0,19.0,24.0,SECOND CALL,75+,WHITE,,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,NO,,NO,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,0.499,UNIVERSITY BELT/UPPER PENINSULA,BOTH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.40900000000000003,UNIVERSITY BELT/UPPER PENINSULA,BUSH,OMITS,BOTH,YES,YES,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HELP
STATE,23.0,19.0,26.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,0.47200000000000003,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,19.0,27.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,WORSE,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OMITS,"UNDER $15,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,0.499,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,YES,OMITS,NO,NO,OMITS,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,28.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,0.40900000000000003,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,19.0,29.0,THIRD CALL,18-24,WHITE,MALE,BUSH,TODAY,OMITS,OMITS,OMITS,NO,OMITS,YES,SAME,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"UNDER $15,000",NO,,,18-64,18-74,COMPLETE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,UNFAVORABLE,0.454,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,NO,OMITS,NO,NO,OMITS,YES,NOT AT ALL,BUSH,OMITS
STATE,23.0,19.0,30.0,THIRD CALL,18-24,WHITE,FEMALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,UNFAVORABLE,0.435,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT MUCH,BUSH,HELP
STATE,23.0,19.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,0.433,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,19.0,32.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,0.371,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,19.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,MILITARY RECORD,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,0.392,UNIVERSITY BELT/UPPER PENINSULA,BOTH,YES,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,MCCAIN,HURT
STATE,23.0,19.0,34.0,THIRD CALL,45-49,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,0.40900000000000003,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HELP
STATE,23.0,19.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,0.433,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,36.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,0.40900000000000003,UNIVERSITY BELT/UPPER PENINSULA,BUSH,OMITS,BUSH,NO,YES,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,37.0,THIRD CALL,50-59,WHITE,MALE,KEYES,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,TAX CUT,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,0.37,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HURT
STATE,23.0,19.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.392,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HURT
STATE,23.0,19.0,39.0,THIRD CALL,30-39,WHITE,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,0.37,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,40.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,NO,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,0.40900000000000003,UNIVERSITY BELT/UPPER PENINSULA,BUSH,OMITS,BUSH,NO,YES,LOYAL REPUBLICAN,NO,NOT MUCH,BUSH,HELP
STATE,23.0,19.0,41.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,0.371,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,19.0,42.0,THIRD CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,OMITS,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,OMITS,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.428,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,GREAT DEAL,MCCAIN,HELP
STATE,23.0,19.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,0.392,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,44.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.371,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,19.0,45.0,THIRD CALL,18-24,WHITE,MALE,MCCAIN,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,0.41200000000000003,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,19.0,46.0,THIRD CALL,65-74,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,MILITARY RECORD,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,0.453,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,OMITS,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,MCCAIN,HELP
STATE,23.0,19.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,EDUCATION,NOT A TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,SAME,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,0.433,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,SOMEWHAT,MCCAIN,HELP
STATE,23.0,19.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,SAME,OMITS,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,0.433,UNIVERSITY BELT/UPPER PENINSULA,BOTH,OMITS,MCCAIN,NO,NO,OMITS,NO,GREAT DEAL,BUSH,OMITS
STATE,23.0,19.0,49.0,THIRD CALL,30-39,WHITE,MALE,KEYES,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,0.37,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,SOMEWHAT,MCCAIN,HELP
STATE,23.0,19.0,50.0,THIRD CALL,50-59,WHITE,MALE,BUSH,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,0.40900000000000003,UNIVERSITY BELT/UPPER PENINSULA,BOTH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,51.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,TODAY,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,NO,SAME,TAX CUT,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,0.392,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,BUSH,HELP
STATE,23.0,19.0,52.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,OMITS,TAX CUT,,,,NO,,NO,,,18-64,18-74,COMPLETE,18-29,18-24,,18-24,18-24,FAVORABLE,FAVORABLE,0.481,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BOTH,OMITS,,NOT TIED TO PARTY LEADERS,,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,53.0,THIRD CALL,25-29,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,0.436,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HURT
STATE,23.0,19.0,54.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,OMITS,ABORTION,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,ILLEGAL IN ALL CASES,OMITS,OMITS,OMITS,NO,,COLLEGE GRADUATE,OMITS,,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,,40-49,40-49,OMITS,OMITS,0.392,UNIVERSITY BELT/UPPER PENINSULA,OMITS,OMITS,OMITS,OMITS,NO,OMITS,NO,OMITS,OMITS,OMITS
STATE,23.0,19.0,55.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,FAVORABLE,0.392,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,NOT MUCH,MCCAIN,HELP
STATE,23.0,19.0,56.0,THIRD CALL,65-74,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,OMITS,0.47200000000000003,UNIVERSITY BELT/UPPER PENINSULA,BOTH,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,19.0,57.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.371,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,GREAT DEAL,MCCAIN,HELP
STATE,23.0,19.0,58.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT A TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,YES,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,0.392,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT MUCH,MCCAIN,HELP
STATE,23.0,19.0,59.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,0.371,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,19.0,60.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,BEFORE THAT,EDUCATION,NOT A TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,SAME,OMITS,NO,SOMETHING ELSE,POST GRADUATE STUDY,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.371,UNIVERSITY BELT/UPPER PENINSULA,BUSH,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HURT
