QRACE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYREPS,REALWIN,GORE,BRADLEY,BEATDEM,GAY,HISPANIC,REL5,REGCA,NOVCHOIC,WEIGHT,BACKSIDE,GEOCODE
WHITE,5.0,36.0,92.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,,OMITS,OMITS,OMITS,YES,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NO,OMITS,1,,,OMITS,OMITS,BUSH,NO,,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.419,COMPLETED,L.A. SUBURBAN
WHITE,5.0,36.0,93.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,MORAL VALUES,STRONG LEADER,OMITS,OMITS,OMITS,YES,,OMITS,,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,,,OMITS,,,,,NOT MUCH,1,,,OMITS,OMITS,OMITS,,,,REPUBLICAN,,0.40700000000000003,NOT COMPLETED,L.A. SUBURBAN
WHITE,5.0,36.0,95.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NO,NOT MUCH,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.419,COMPLETED,L.A. SUBURBAN
WHITE,5.0,36.0,96.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT MUCH,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.419,COMPLETED,L.A. SUBURBAN
WHITE,5.0,36.0,97.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,YES,GREAT DEAL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.40700000000000003,COMPLETED,L.A. SUBURBAN
WHITE,5.0,36.0,99.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.419,COMPLETED,L.A. SUBURBAN
WHITE,5.0,36.0,101.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,OMITS,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.40700000000000003,COMPLETED,L.A. SUBURBAN
HISPANIC,5.0,36.0,102.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,YES,CATHOLIC,REPUBLICAN,,0.384,COMPLETED,L.A. SUBURBAN
HISPANIC,5.0,41.0,14.0,SECOND CALL,45-49,HISPANIC/LATINO,FEMALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,WORSE,,YES,YES,REPUBLICAN,,,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,YES,,REPUBLICAN,NOT SATISFIED,1.7910000000000001,COMPLETED,L.A. SUBURBAN
ASIAN,5.0,41.0,15.0,SECOND CALL,60-64,ASIAN,FEMALE,BUSH,BEFORE THAT,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,OMITS,REPUBLICAN,,,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,,,,BUSH,OMITS,,OMITS,OMITS,YES,,,2,BUSH,OMITS,,,,NO,,,REPUBLICAN,SATISFIED,2.158,COMPLETED,L.A. SUBURBAN
HISPANIC,5.0,41.0,19.0,SECOND CALL,30-39,HISPANIC/LATINO,MALE,BUSH,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,OMITS,REPUBLICAN,,,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,OMITS,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,YES,,REPUBLICAN,SATISFIED,1.93,COMPLETED,L.A. SUBURBAN
ASIAN,5.0,41.0,33.0,THIRD CALL,45-49,ASIAN,FEMALE,BUSH,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,GORE,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,2.158,COMPLETED,L.A. SUBURBAN
,5.0,41.0,41.0,THIRD CALL,65-74,HISPANIC/LATINO,FEMALE,BUSH,WITHIN LAST WEEK,,,OMITS,,,,SAME,,YES,OMITS,INDEPENDENT,,,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,,,,BUSH,OMITS,,OMITS,BOTH,,,,2,BUSH,WINS AMONG ALL VOTERS,,,,,YES,,REPUBLICAN,OMITS,1.984,COMPLETED,L.A. SUBURBAN
HISPANIC,5.0,41.0,44.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,MCCAIN,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,NO,REPUBLICAN,,,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,MCCAIN,OMITS,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,YES,,REPUBLICAN,SATISFIED,1.7910000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,41.0,49.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,OMITS,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,,NO,CATHOLIC,REPUBLICAN,,2.101,COMPLETED,L.A. SUBURBAN
HISPANIC,5.0,41.0,58.0,THIRD CALL,25-29,HISPANIC/LATINO,MALE,BUSH,,WORLD AFFAIRS,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,YES,CATHOLIC,REPUBLICAN,,1.93,COMPLETED,L.A. SUBURBAN
BLACK,5.0,41.0,61.0,THIRD CALL,45-49,BLACK,FEMALE,BUSH,,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,1.984,COMPLETED,L.A. SUBURBAN
ASIAN,5.0,43.0,3.0,FIRST CALL,30-39,ASIAN,MALE,BUSH,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,BUSH,BOTH,NO,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.5750000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,,,,WORSE,,YES,NO,INDEPENDENT,,,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,,,BUSH,MCCAIN,,MCCAIN,NEITHER,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.5750000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,5.0,FIRST CALL,30-39,WHITE,MALE,KEYES,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,WORSE,,NO,NO,REPUBLICAN,,,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,BUSH,BOTH,YES,,,2, KEYES,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.762,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,NO,REPUBLICAN,,,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.5750000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,9.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.519,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,10.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,,,,BUSH,OMITS,,BUSH,NEITHER,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.5750000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,,TAX CUT,,YES,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.592,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,12.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,,MORAL VALUES,NEW IDEAS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,GREAT DEAL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.519,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,OMITS,OMITS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,,OMITS,,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.592,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,,OMITS,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,,,NOT CONSERVATIVE ENOUGH,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.592,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.592,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,18.0,FIRST CALL,45-49,WHITE,MALE,BUSH,,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT MUCH,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,NONE,REPUBLICAN,,0.5750000000000001,COMPLETED,L.A. SUBURBAN
ASIAN,5.0,43.0,24.0,SECOND CALL,25-29,ASIAN,MALE,BUSH,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.5750000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,26.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,,,OMITS,,,,SAME,,NO,OMITS,REPUBLICAN,,,,OMITS,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,,,,BUSH,OMITS,,NEITHER,OMITS,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,,NO,,REPUBLICAN,SATISFIED,0.5750000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,28.0,SECOND CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,WORSE,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.519,COMPLETED,L.A. SUBURBAN
,5.0,43.0,31.0,SECOND CALL,75+,,,MCCAIN,OMITS,,,CANDS PERSONAL QUALITIES,,,,OMITS,,,OMITS,,,,,OMITS,,,65+,75+,STATE,60+,60+,,65+,75+,,,,OMITS,MCCAIN,,OMITS,OMITS,,,,2,OMITS,OMITS,,,,,,,REPUBLICAN,NOT SATISFIED,0.519,COMPLETED,L.A. SUBURBAN
ASIAN,5.0,43.0,34.0,SECOND CALL,65-74,ASIAN,MALE,BUSH,TODAY,,,OMITS,,,,OMITS,,,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,,,,BUSH,OMITS,,OMITS,BUSH,YES,,,2,OMITS,OMITS,,,,,,,REPUBLICAN,OMITS,0.5750000000000001,NOT COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,42.0,SECOND CALL,50-59,WHITE,MALE,BUSH,,TAXES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,YES,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.5750000000000001,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,44.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.592,COMPLETED,L.A. SUBURBAN
HISPANIC,5.0,43.0,46.0,SECOND CALL,30-39,HISPANIC/LATINO,MALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT AT ALL,1,,,FAVORABLE,FAVORABLE,BUSH,NO,YES,CATHOLIC,REPUBLICAN,,0.529,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,56.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,,,OMITS,,,,OMITS,,,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,,,,OMITS,OMITS,,OMITS,OMITS,YES,,,2,OMITS,OMITS,,,,NO,,,REPUBLICAN,OMITS,0.592,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,59.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,NO,REPUBLICAN,,,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,OMITS,MCCAIN,,NEITHER,NEITHER,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,,NO,,REPUBLICAN,NOT SATISFIED,0.534,COMPLETED,L.A. SUBURBAN
WHITE,5.0,43.0,65.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,WORLD AFFAIRS,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,NOT AT ALL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.5750000000000001,COMPLETED,L.A. SUBURBAN
HISPANIC,5.0,44.0,8.0,FIRST CALL,25-29,HISPANIC/LATINO,MALE,MCCAIN,WITHIN LAST WEEK,,,OMITS,,,,BETTER,,YES,YES,REPUBLICAN,,,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,,,,OMITS,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,OMITS,WINS AMONG ALL VOTERS,,,,YES,YES,,REPUBLICAN,NOT SATISFIED,0.293,COMPLETED,L.A. SUBURBAN
WHITE,5.0,44.0,28.0,SECOND CALL,,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,,,STATE,,,REPUBLICAN,,,,,,BUSH,MCCAIN,,MCCAIN,BOTH,YES,,,2,MCCAIN,WINS AMONG PARTY REGISTERED,,,,,NO,,REPUBLICAN,SATISFIED,0.32,COMPLETED,L.A. SUBURBAN
WHITE,5.0,44.0,33.0,SECOND CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,YES,REPUBLICAN,,,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,GORE,MCCAIN,,MCCAIN,NEITHER,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,YES,NO,,REPUBLICAN,NOT SATISFIED,0.32,COMPLETED,L.A. SUBURBAN
