STATE,PCT,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GOREBUSH,GOREMCAN,PREVPRID,GUNHH,GUNCHOIC,THRDCAND,GORE,BRADLEY,BCPERSON,REGDEMCO,MEXICAN,QRACE,REL5,WEIGHT
6.0,36.0,10.0,SECOND CALL,75+,WHITE,FEMALE,GORE,TODAY,ABORTION,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.0130000000000001
6.0,36.0,11.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.0130000000000001
6.0,36.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,JEWISH,YES,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.863
6.0,36.0,13.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.898
6.0,36.0,14.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,JEWISH,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.0130000000000001
6.0,36.0,15.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,,WHITE,PROTESTANT/OTHER CHRISTIAN,1.0130000000000001
6.0,36.0,16.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.054
6.0,36.0,17.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,NONE,1.0130000000000001
6.0,36.0,18.0,SECOND CALL,60-64,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,INDEPENDENT/OTHER,50-64,50-64,BUSH,MCCAIN,YES,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.866
6.0,36.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,DISAPPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,INDEPENDENT/OTHER,65+,65-74,BUSH,MCCAIN,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.8320000000000001
6.0,36.0,20.0,THIRD CALL,75+,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,ABORTION,OMITS,APPROVE,OMITS,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,MCCAIN,YES,YES,REDUCE VIOLENCE,,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.0130000000000001
6.0,36.0,21.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,JEWISH,YES,"UNDER $15,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.0130000000000001
6.0,36.0,22.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,JEWISH,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,INDEPENDENT/OTHER,65+,65-74,GORE,GORE,YES,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.0130000000000001
6.0,36.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.863
6.0,36.0,24.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,OMITS,SAME,NO,DEMOCRAT,,CATHOLIC,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,CATHOLIC,1.004
6.0,36.0,25.0,THIRD CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,JEWISH,YES,,NO,MODERATE,MODERATE,65+,75+,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.0130000000000001
6.0,41.0,1.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,DISAPPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.22
6.0,41.0,2.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,PLAINS REPUBLICANS,60+,60+,INDEPENDENT/OTHER,65+,65-74,BUSH,OMITS,YES,NO,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.324
6.0,41.0,3.0,THIRD CALL,65-74,WHITE,MALE,UNCOMMITTED,THIS YEAR,OMITS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,PLAINS REPUBLICANS,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.289
6.0,45.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,MCCAIN,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,OMITS,OMITS,DEMOCRAT,NO,WHITE,CATHOLIC,0.608
6.0,45.0,2.0,SECOND CALL,65-74,WHITE,MALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,OMITS,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,,NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,60+,60+,DEMOCRAT,65+,65-74,BUSH,OMITS,YES,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,OMITS,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.43
6.0,45.0,3.0,SECOND CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,PLAINS REPUBLICANS,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.456
6.0,45.0,4.0,SECOND CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.43
6.0,45.0,5.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.608
6.0,45.0,6.0,THIRD CALL,45-49,WHITE,MALE,UNCOMMITTED,THIS YEAR,OMITS,OMITS,DISAPPROVE,OMITS,OMITS,WORSE,YES,INDEPENDENT,,,OMITS,,OMITS,,,18-64,18-74,TOO LIBERAL,OMITS,COMPLETE,PLAINS REPUBLICANS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,BUSH,OMITS,YES,OMITS,PROTECT GUN RIGHTS,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,OMITS,UNFAVORABLE,DEMOCRAT,NO,WHITE,,1.197
6.0,45.0,7.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,MCCAIN,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.644
6.0,46.0,1.0,FIRST CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,OMITS,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,ABOUT RIGHT,OMITS,NOT COMPLETE,PLAINS REPUBLICANS,30-44,30-39,,30-39,30-39,GORE,GORE,,OMITS,OMITS,,OMITS,OMITS,OMITS,DEMOCRAT,,HISPANIC/LATINO,,0.639
6.0,46.0,2.0,FIRST CALL,30-39,,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,MCCAIN,YES,YES,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,,,PROTESTANT/OTHER CHRISTIAN,1.024
6.0,46.0,3.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,0.34800000000000003
6.0,46.0,4.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.32
6.0,46.0,5.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,NO,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,0.492
6.0,46.0,6.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,TODAY,OMITS,OMITS,APPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,0.492
6.0,46.0,7.0,THIRD CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,OMITS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.328
6.0,51.0,1.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,OMITS,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,SOMETHING ELSE,1.092
6.0,51.0,2.0,SECOND CALL,60-64,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,60+,60+,REPUBLICAN,50-64,50-64,BUSH,OMITS,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,YES,WHITE,CATHOLIC,0.773
6.0,51.0,3.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,UNFAVORABLE,UNDECLARED/INDEPENDENT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.092
6.0,51.0,4.0,SECOND CALL,18-24,HISPANIC/LATINO,MALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,DISAPPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,PLAINS REPUBLICANS,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,YES,BLACK,CATHOLIC,0.671
6.0,51.0,5.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,MCCAIN,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.84
