STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REL5,WEIGHT,BACKSIDE,GEOCODE
11.0,28.0,39.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,OMITS,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.087,COMPLETED,CENTRAL DEMOCRAT
11.0,30.0,1.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,2.0,FIRST CALL,50-59,,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.611,NOT COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,3.0,FIRST CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.611,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,4.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,LEGAL IN MOST CASES,YES,OMITS,NO,,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,"$30,000-$49,000",OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,BUSH,OMITS,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,SOMETHING ELSE,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,5.0,FIRST CALL,65-74,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,OMITS,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.044,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,6.0,FIRST CALL,65-74,FEMALE,BUSH,BEFORE THAT,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.044,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,7.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,8.0,FIRST CALL,50-59,,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.592,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,9.0,FIRST CALL,25-29,MALE,BUSH,TODAY,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.789,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,10.0,FIRST CALL,40-44,MALE,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.869,NOT COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,11.0,FIRST CALL,60-64,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.077,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,12.0,FIRST CALL,75+,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,OMITS,OMITS,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,OMITS,BUSH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.044,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,13.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,14.0,FIRST CALL,75+,,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.077,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,15.0,SECOND CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,NEITHER,YES,NEITHER,YES,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,16.0,SECOND CALL,25-29,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.789,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,17.0,SECOND CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.611,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,18.0,SECOND CALL,75+,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,OMITS,BUSH,OMITS,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.044,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,19.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,20.0,SECOND CALL,30-39,MALE,MCCAIN,BEFORE THAT,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,0.988,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,21.0,SECOND CALL,50-59,MALE,BUSH,WITHIN LAST WEEK,EDUCATION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.869,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,22.0,SECOND CALL,30-39,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,23.0,SECOND CALL,45-49,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,DEMOCRAT,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,JEWISH,0.9570000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,24.0,SECOND CALL,50-59,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.869,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,25.0,SECOND CALL,18-24,FEMALE,BUSH,TODAY,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.764,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,26.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,1.077,NOT COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,27.0,THIRD CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.9570000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,28.0,THIRD CALL,65-74,FEMALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"UNDER $15,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,1.187,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,29.0,THIRD CALL,50-59,MALE,BUSH,TODAY,TAXES,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.869,NOT COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,30.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.869,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,31.0,THIRD CALL,25-29,MALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.789,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,32.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,YES,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.869,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,33.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.842,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,34.0,THIRD CALL,45-49,FEMALE,MCCAIN,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.9570000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,30.0,35.0,THIRD CALL,50-59,MALE,BUSH,TODAY,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.869,COMPLETED,SUBURBAN REPUBLICAN
11.0,31.0,1.0,FIRST CALL,65-74,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.2530000000000001,COMPLETED,CENTRAL DEMOCRAT
