STATE,PREC,SEQ,OTHPRIDI,OVER65,OVER75,REGDEM,BACKSIDE,GEOCODE,AGE4,AGEABC,AGE65,AGE75,OTHERPRI,REFORMVT,BEATREP,CALL,AGE9,SEX,DEMVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ADSGORE,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,ADSBRAD,DEMSEEN,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,PARTY,DEBATES,GORE,BRADLEY,BCPERSON,INTERNET,STEC,ETAX,NEWWAYS,MARRIED,CHILD,RELPUB,DESCRIBE,IMPRESS,ELIFE,BRADHLTH,SOTUNION,REL5,WEIGHT
30.0,34.0,26.0,,65+,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,65+,65-74,"YES, FOR MCCAIN",NO,GORE,CALL 1,65-74,FEMALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,999",NO,MODERATE,MODERATE,DEMOCRAT,VERY CLOSELY,,,,NO,,NO,NEW WAYS,NO,,,STRONGLY FAVOR MY CAND,TELEVISION,GOOD AMOUNT,,,CATHOLIC,0.869
30.0,34.0,27.0,,18-64,18-74,NOT REGISTERED,COMPLETE,RURAL NORTH,18-29,18-24,18-24,18-24,NO,YES,BRADLEY,CALL 1,18-24,MALE,BRADLEY,BEFORE THAT,,,,,YES,APPROVE,,,,,YES,NONE,,,INDEPENDENT,COLLEGE GRADUATE,JEWISH,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,VERY CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,YES,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,JEWISH,0.55
30.0,34.0,28.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,40-49,40-49,40-49,,,,CALL 2,45-49,MALE,GORE,,WOULD LIKE SOMEONE ELSE,WILL RISE,ECONOMY/JOBS,BEST CHANCE TO WIN,,APPROVE,GORE,GORE'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,,"$30,000-$49,000",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,EXCELLENT,,,YES,NO,,,,,NO,YES,,0.679
30.0,34.0,29.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,50-64,50-64,,,,CALL 2,60-64,,GORE,,SATISFIED WITH CANDS,WILL RISE,,LOYAL DEMOCRAT,,APPROVE,GORE,GORE'S PLAN,VERY IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,,,,GOOD,,,NO,NO,,,,,,YES,,0.927
30.0,34.0,30.0,,65+,75+,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,65+,75+,,,,CALL 2,75+,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,HEALTH CARE,BEST CHANCE TO WIN,,APPROVE,BRADLEY,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,NO,,,,,NO,YES,,0.713
30.0,34.0,31.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,30-44,40-49,40-49,40-49,,,,CALL 2,40-44,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,0.49
30.0,34.0,32.0,,18-64,18-74,NOT REGISTERED,COMPLETE,RURAL NORTH,45-59,40-49,40-49,40-49,NO,NO,GORE,CALL 2,45-49,FEMALE,GORE,BEFORE THAT,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,NONE,,"$30,000-$49,000",,MODERATE,MODERATE,DEMOCRAT,NOT CLOSELY AT ALL,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,NONE,0.637
30.0,34.0,33.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,"YES, FOR ANOTHER CANDIDATE",NO,GORE,CALL 2,50-59,FEMALE,GORE,WITHIN 3 DAYS,,,,,YES,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$15,000-$29,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,NO,,NO,NEW WAYS,NO,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,NOT AT ALL,,,PROTESTANT/OTHER CHRISTIAN,0.637
30.0,34.0,34.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,NO,NO,OMITS,CALL 2,50-59,FEMALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,NO,ONE,,,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GREAT DEAL,,,JEWISH,0.49
30.0,34.0,35.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,FEMALE,BRADLEY,,SATISFIED WITH CANDS,,CAMPAIGN FINANCE REFORM,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,YES,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,0.49
30.0,34.0,36.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,50-64,50-64,,,,CALL 3,60-64,,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL FALL,,,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,0.669
30.0,34.0,37.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STRONG LEADER,,APPROVE,GORE,GORE'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,WORSE,YES,INDEPENDENT,POST GRADUATE STUDY,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,YES,,0.49
30.0,34.0,38.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,,,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,WORSE,NO,DEMOCRAT,,,,,,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,NO,,0.637
30.0,34.0,39.0,,65+,75+,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,65+,75+,,,,CALL 3,75+,,GORE,,SATISFIED WITH CANDS,WILL RISE,,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,GORE'S PLAN,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,,,,,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,EXCELLENT,,,NO,NO,,,,,YES,YES,,0.927
30.0,34.0,40.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,YES,NO,,0.637
30.0,34.0,41.0,,65+,75+,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,65+,75+,,,,CALL 3,75+,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,,,"UNDER $15,000",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,DEMOCRAT,,FAVORABLE,,FAVORABLE,,EXCELLENT,,,NO,NO,,,,,NO,YES,,0.669
30.0,34.0,42.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,30-44,40-49,40-49,40-49,,,,CALL 3,40-44,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,,STANDS UP FOR BELIEFS,,DISAPPROVE,,,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$15,000-$29,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,YES,,,,,NO,NO,,0.49
30.0,34.0,43.0,,18-64,18-74,NOT REGISTERED,COMPLETE,RURAL NORTH,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,NEW IDEAS,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,WORSE,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,,,"UNDER $15,000",,MODERATE,MODERATE,REPUBLICAN,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,0.517
30.0,34.0,44.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,18-29,25-29,25-29,25-29,,,,CALL 3,25-29,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,,APPROVE,BOTH,BRADLEY'S PLAN,,CAND'S POSITIONS ON ISSUES,,,,NO,INDEPENDENT,COLLEGE GRADUATE,,,,,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,YES,,0.517
30.0,34.0,45.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,,HAS THE RIGHT EXPERIENCE,,APPROVE,BOTH,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,EXCELLENT,,,YES,NO,,,,,NO,NO,,0.679
30.0,34.0,46.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$15,000-$29,999",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,0.517
30.0,34.0,47.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,"YES, FOR MCCAIN",NO,BRADLEY,CALL 3,50-59,MALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT CLOSELY AT ALL,,,FAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,0.522
30.0,34.0,48.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,40-49,40-49,40-49,NO,NO,GORE,CALL 3,45-49,FEMALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$15,000-$29,999",NO,MODERATE,MODERATE,DEMOCRAT,NOT CLOSELY AT ALL,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,YES,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,CATHOLIC,0.49
30.0,34.0,49.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,NO,YES,BRADLEY,CALL 3,50-59,FEMALE,BRADLEY,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,PROTESTANT,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,YES,FAMILIAR APPROACH,YES,NO,KEEP TO THEMSELVES,DISLIKE OTHER CANDIDATE,TELEVISION,NOT AT ALL,,,PROTESTANT/OTHER CHRISTIAN,0.49
30.0,34.0,50.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,30-44,30-39,30-39,30-39,NO,NO,BRADLEY,CALL 3,30-39,FEMALE,BRADLEY,WITHIN 3 DAYS,,,,,NO,DISAPPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",,MODERATE,MODERATE,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,TELEVISION,GOOD AMOUNT,,,PROTESTANT/OTHER CHRISTIAN,0.49
30.0,34.0,51.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,"YES, FOR MCCAIN",NO,GORE,CALL 3,50-59,FEMALE,GORE,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$15,000-$29,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,NO,NO,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,TELEVISION,GOOD AMOUNT,,,CATHOLIC,0.637
30.0,34.0,52.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,30-44,40-49,40-49,40-49,NO,NO,GORE,CALL 3,40-44,FEMALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GREAT DEAL,,,NONE,0.637
30.0,34.0,53.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,"YES, FOR ANOTHER CANDIDATE",NO,OMITS,CALL 3,50-59,FEMALE,BRADLEY,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,CATHOLIC,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,CATHOLIC,0.49
30.0,34.0,54.0,"YES, FOR BUSH",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,18-29,18-24,18-24,18-24,"YES, FOR BUSH",YES,BRADLEY,CALL 3,18-24,MALE,BRADLEY,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,NO,NONE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,YES,NEW WAYS,NO,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,INTERNET,GREAT DEAL,,,CATHOLIC,0.55
30.0,34.0,55.0,,18-64,18-74,,NOT COMPLETE,RURAL NORTH,60+,60+,50-64,50-64,"YES, FOR MCCAIN",NO,BRADLEY,CALL 3,60-64,MALE,BRADLEY,THIS YEAR,,,,,NO,,,,,,NO,THREE OR MORE,,,,,PROTESTANT,,,,,,,,,,,,,,,,,,STRONGLY FAVOR MY CAND,TELEVISION,,,,PROTESTANT/OTHER CHRISTIAN,0.713
30.0,34.0,56.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,40-49,40-49,40-49,"YES, FOR BUSH",NO,GORE,CALL 3,45-49,FEMALE,GORE,TODAY,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,GREAT DEAL,,,CATHOLIC,0.637
30.0,34.0,57.0,,18-64,18-74,,COMPLETE,RURAL NORTH,30-44,30-39,30-39,30-39,NO,NO,BRADLEY,CALL 3,30-39,FEMALE,BRADLEY,BEFORE THAT,,,,,YES,DISAPPROVE,,,,,NO,ONE,,,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,NO,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,REPUBLICAN,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,,NEW WAYS,YES,NO,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,FRIENDS/FAMILY,GOOD AMOUNT,,,PROTESTANT/OTHER CHRISTIAN,0.49
30.0,34.0,58.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,NO,NO,GORE,CALL 3,50-59,FEMALE,GORE,THIS YEAR,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,YES,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,,LITTLE,,,CATHOLIC,0.637
30.0,35.0,1.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,45-59,40-49,40-49,40-49,,,,CALL 1,45-49,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,0.403
30.0,35.0,2.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,30-44,40-49,40-49,40-49,,,,CALL 1,40-44,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,MODERATE,MODERATE,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,0.429
30.0,35.0,3.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,50-64,50-64,,,,CALL 1,60-64,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$100,000 OR MORE",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,0.587
30.0,35.0,4.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,18-29,18-24,18-24,18-24,,,,CALL 1,18-24,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,NOT A TYPICAL POLITICIAN,,APPROVE,BOTH,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$30,000-$49,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,0.553
30.0,35.0,5.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,,,,CALL 1,50-59,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,0.429
30.0,35.0,6.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,50-64,50-64,,,,CALL 1,60-64,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,,,GOOD,,,NO,NO,,,,,NO,NO,,0.587
30.0,35.0,7.0,,65+,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,65+,65-74,,,,CALL 1,65-74,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,CAMPAIGN FINANCE REFORM,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$75,000-$99,999",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,0.55
30.0,35.0,8.0,,18-64,18-74,NOT REGISTERED,COMPLETE,RURAL NORTH,18-29,18-24,18-24,18-24,NO,YES,BRADLEY,CALL 1,18-24,MALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,CATHOLIC,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,CATHOLIC,0.453
30.0,35.0,9.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",NO,OMITS,CALL 1,30-39,MALE,OTHER,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,LITTLE,,,CATHOLIC,0.254
