BUSHUNFR,VETVOTER,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,TIME,NONPVOTE,CLINTON,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,MCRRIGHT,VERSION,ONLYDEMS,ONLYREPS,REALWIN,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,SENCA,PROP22,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,WEIGHT
NO,NO,5.0,19.0,33.0,SECOND CALL,30-39,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,OMITS,,OMITS,,SOMETHING ELSE,COLLEGE GRADUATE,SOMETHING ELSE,,"$100,000 OR MORE",,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,OMITS,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,OMITS,,MCCAIN,NO,CAMPBELL,YES,NO,WHITE,SOMETHING ELSE,REPUBLICAN,,0.662
OMITS,NO,5.0,19.0,34.0,SECOND CALL,30-39,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$30,000-$49,000",,OMITS,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,CATHOLIC,REPUBLICAN,,0.651
NO,NO,5.0,19.0,35.0,SECOND CALL,60-64,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,,"$50,000-$74,999",,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,GREAT DEAL,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.845
NO,YES,5.0,19.0,36.0,SECOND CALL,65-74,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,,TAX CUT,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,"$15,000-$29,000",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,,,STATE,COMPLETED,LOS ANGELES,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.757
OMITS,,5.0,19.0,37.0,SECOND CALL,,ASIAN,MALE,,MCCAIN,,OMITS,OMITS,OMITS,OMITS,,STRENGTHEN SOCIAL SECURITY,,,,,,,,OMITS,,,,,,,STATE,NOT COMPLETED,LOS ANGELES,,,,,,OMITS,OMITS,OMITS,,,OMITS,,,,NOT AT ALL,WHITE,,,,OMITS,OMITS,,OMITS,,CAMPBELL,YES,,ASIAN,,REPUBLICAN,,0.593
NO,NO,5.0,19.0,38.0,SECOND CALL,50-59,WHITE,MALE,,BUSH,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,,"$75,000-$99,999",,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.583
OMITS,NO,5.0,19.0,39.0,SECOND CALL,45-49,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,,"$30,000-$49,000",,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,OMITS,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,OMITS,,MCCAIN,NO,HAYNES,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.836
YES,NO,5.0,19.0,40.0,SECOND CALL,18-24,OTHER,MALE,,BRADLEY,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,INDEPENDENT,COLLEGE GRADUATE,NONE,,,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,HORN,NO,NO,OTHER,NONE,OTHER,,0.41200000000000003
YES,NO,5.0,19.0,41.0,SECOND CALL,40-44,WHITE,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$15,000-$29,000",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,40-49,DEMOCRAT,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,FEINSTEIN,YES,NO,WHITE,CATHOLIC,DEMOCRAT,,0.705
YES,NO,5.0,19.0,42.0,SECOND CALL,75+,WHITE,FEMALE,,MCCAIN,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,OMITS,,TAX CUT,,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,,"$30,000-$49,000",,YES,MODERATE,MODERATE,65+,75+,,,STATE,COMPLETED,LOS ANGELES,60+,60+,REPUBLICAN,65+,75+,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,MCCAIN,NO,CAMPBELL,YES,NO,WHITE,CATHOLIC,REPUBLICAN,,0.862
YES,YES,5.0,19.0,43.0,SECOND CALL,45-49,WHITE,MALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,,"$30,000-$49,000",,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,45-59,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,SOMEWHAT,WHITE,,,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,0.554
YES,NO,5.0,19.0,44.0,SECOND CALL,30-39,WHITE,MALE,,MCCAIN,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,,,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,HAYNES,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.748
OMITS,NO,5.0,19.0,45.0,SECOND CALL,30-39,WHITE,MALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,,"$75,000-$99,999",,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,OMITS,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,YES,FEINSTEIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.58
YES,YES,5.0,19.0,46.0,SECOND CALL,75+,WHITE,MALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,,"$30,000-$49,000",,NO,MODERATE,MODERATE,65+,75+,,,STATE,COMPLETED,LOS ANGELES,60+,60+,DEMOCRAT,65+,75+,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,OMITS,NO,FEINSTEIN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.8210000000000001
NO,,5.0,19.0,47.0,THIRD CALL,60-64,ASIAN,FEMALE,THIS YEAR,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,DEMOCRAT,,,NO,"$50,000-$74,999",YES,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,LOS ANGELES,60+,60+,DEMOCRAT,50-64,50-64,,,,BUSH,MCCAIN,,BUSH,OMITS,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,ASIAN,,REPUBLICAN,SATISFIED,0.881
OMITS,,5.0,19.0,48.0,THIRD CALL,50-59,ASIAN,MALE,TODAY,BUSH,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,SOMETHING ELSE,,,OMITS,"$50,000-$74,999",OMITS,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,LOS ANGELES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,,,BUSH,OMITS,,BUSH,BUSH,YES,,YELLOW,OMITS,BUSH,AMONG ALL VOTERS,,,FAVORABLE,,,,,NO,ASIAN,,DEMOCRAT,SATISFIED,0.607
NO,,5.0,19.0,49.0,THIRD CALL,30-39,WHITE,MALE,THIS YEAR,BRADLEY,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.5630000000000001
YES,,5.0,19.0,50.0,THIRD CALL,40-44,HISPANIC/LATINO,FEMALE,WITHIN LAST 3 DAYS,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,NO,"$50,000-$74,999",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,30-44,40-49,DEMOCRAT,40-49,40-49,,,,GORE,GORE,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.623
OMITS,,5.0,19.0,51.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,THIS YEAR,GORE,APPROVE,OMITS,,,,SAME,,NO,DEMOCRAT,,,OMITS,,NO,OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,STATE,COMPLETED,LOS ANGELES,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,BOTH,OMITS,NO,,YELLOW,GORE,WOULD NOT VOTE,OMITS,,,FAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.623
OMITS,,5.0,19.0,52.0,THIRD CALL,50-59,WHITE,FEMALE,THIS YEAR,BRADLEY,APPROVE,OMITS,,,,SAME,,YES,DEMOCRAT,,,OMITS,,OMITS,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,MCCAIN,NEITHER,YES,,YELLOW,BRADLEY,OMITS,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.629
NO,,5.0,19.0,53.0,THIRD CALL,60-64,WHITE,FEMALE,WITHIN LAST 3 DAYS,BRADLEY,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,NO,"$75,000-$99,999",NO,NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETED,LOS ANGELES,60+,60+,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG PARTY REGISTERED VOTERS,,,FAVORABLE,,,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.8190000000000001
YES,,5.0,19.0,54.0,THIRD CALL,50-59,WHITE,MALE,WITHIN LAST 3 DAYS,MCCAIN,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,SOMETHING ELSE,,,OMITS,"$30,000-$49,000",OMITS,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,LOS ANGELES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,,,GORE,MCCAIN,,MCCAIN,NEITHER,YES,,YELLOW,BRADLEY,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.617
OMITS,,5.0,19.0,55.0,THIRD CALL,60-64,OTHER,FEMALE,THIS YEAR,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,YES,"$75,000-$99,999",NO,OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,60+,60+,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,OTHER,,DEMOCRAT,SATISFIED,0.937
NO,,5.0,19.0,56.0,THIRD CALL,50-59,WHITE,MALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,YES,REPUBLICAN,,,NO,"$50,000-$74,999",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,TOO LIBERAL,STATE,COMPLETED,LOS ANGELES,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,OMITS,,BUSH,BUSH,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.607
NO,,5.0,19.0,57.0,THIRD CALL,18-24,ASIAN,FEMALE,TODAY,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,REPUBLICAN,,,NO,"$100,000 OR MORE",NO,NO,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,LOS ANGELES,18-29,18-24,REPUBLICAN,18-24,18-24,,,,BUSH,GORE,,BUSH,BUSH,NO,,YELLOW,GORE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,ASIAN,,REPUBLICAN,SATISFIED,0.619
YES,,5.0,19.0,58.0,THIRD CALL,45-49,WHITE,FEMALE,THIS YEAR,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,YES,"$15,000-$29,000",YES,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETED,LOS ANGELES,45-59,40-49,DEMOCRAT,40-49,40-49,,,,GORE,GORE,,BOTH,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.72
NO,,5.0,19.0,59.0,THIRD CALL,25-29,HISPANIC/LATINO,FEMALE,WITHIN LAST WEEK,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,DEMOCRAT,,,NO,"UNDER $15,000",YES,YES,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,18-29,25-29,DEMOCRAT,25-29,25-29,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.5690000000000001
YES,,5.0,19.0,60.0,THIRD CALL,60-64,WHITE,FEMALE,WITHIN LAST WEEK,KEYES,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,INDEPENDENT,,,NO,"$30,000-$49,000",NO,YES,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,60+,60+,INDEPENDENT/OTHER,50-64,50-64,,,,GORE,GORE,,MCCAIN,NEITHER,YES,,YELLOW,GORE,KEYES,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.9510000000000001
YES,,5.0,19.0,61.0,THIRD CALL,18-24,OTHER,MALE,WITHIN LAST 3 DAYS,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,INDEPENDENT,,,NO,"$15,000-$29,000",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,,,GORE,GORE,,BOTH,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,YES,,,NO,OTHER,,DEMOCRAT,SATISFIED,0.59
YES,,5.0,19.0,62.0,THIRD CALL,45-49,WHITE,FEMALE,BEFORE THAT,MCCAIN,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,YES,DEMOCRAT,,,NO,"$50,000-$74,999",YES,NO,MODERATE,MODERATE,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,45-59,40-49,DEMOCRAT,40-49,40-49,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,BRADLEY,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.6900000000000001
NO,,5.0,19.0,63.0,THIRD CALL,50-59,WHITE,MALE,TODAY,OTHER,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,REPUBLICAN,,,NO,"$75,000-$99,999",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,LOS ANGELES,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,NEITHER,BOTH,YES,,YELLOW,BRADLEY,KEYES,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.888
OMITS,,5.0,19.0,64.0,THIRD CALL,25-29,HISPANIC/LATINO,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,OMITS,"$50,000-$74,999",OMITS,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,STATE,COMPLETED,LOS ANGELES,18-29,25-29,DEMOCRAT,25-29,25-29,,,,GORE,GORE,,MCCAIN,OMITS,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.5690000000000001
OMITS,,5.0,19.0,65.0,THIRD CALL,60-64,ASIAN,MALE,THIS YEAR,GORE,OMITS,OMITS,,,,BETTER,,,,,,OMITS,"$30,000-$49,000",OMITS,OMITS,,,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,LOS ANGELES,60+,60+,,50-64,50-64,,,,GORE,GORE,,OMITS,OMITS,NO,,YELLOW,GORE,OMITS,OMITS,,,OMITS,,NO,,,NO,ASIAN,,OTHER,OMITS,0.839
YES,,5.0,19.0,66.0,THIRD CALL,18-24,HISPANIC/LATINO,MALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,NO,"$15,000-$29,000",NO,YES,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,LOS ANGELES,18-29,18-24,DEMOCRAT,18-24,18-24,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,KEYES,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.51
OMITS,,5.0,19.0,67.0,THIRD CALL,50-59,WHITE,MALE,BEFORE THAT,BUSH,DISAPPROVE,OMITS,,,,SAME,,YES,REPUBLICAN,,,OMITS,"$30,000-$49,000",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,TOO LIBERAL,STATE,COMPLETED,LOS ANGELES,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,OMITS,,BUSH,OMITS,YES,,YELLOW,WOULD NOT VOTE,OMITS,OMITS,,,UNFAVORABLE,,NO,,,,WHITE,,REPUBLICAN,SATISFIED,0.607
YES,NO,5.0,19.0,68.0,THIRD CALL,40-44,WHITE,MALE,,GORE,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$100,000 OR MORE",,NO,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,UNFAVORABLE,,MCCAIN,YES,FEINSTEIN,NO,NO,WHITE,CATHOLIC,OTHER,,0.58
YES,NO,5.0,19.0,69.0,THIRD CALL,60-64,WHITE,MALE,,GORE,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,SOMETHING ELSE,POST GRADUATE STUDY,SOMETHING ELSE,,,,YES,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,GREAT DEAL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,,,NO,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,0.797
YES,NO,5.0,19.0,70.0,THIRD CALL,30-39,ASIAN,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,OMITS,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$100,000 OR MORE",,OMITS,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,30-39,DEMOCRAT,30-39,30-39,ABOUT RIGHT,OMITS,OMITS,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,OMITS,,BUSH,NO,FEINSTEIN,NO,NO,ASIAN,CATHOLIC,DEMOCRAT,,0.648
OMITS,NO,5.0,19.0,71.0,THIRD CALL,18-24,WHITE,FEMALE,,BUSH,,OMITS,OMITS,LEGAL IN MOST CASES,YES,,OMITS,,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,,"$30,000-$49,000",,OMITS,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,OMITS,,,OMITS,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.64
NO,NO,5.0,19.0,72.0,THIRD CALL,40-44,HISPANIC/LATINO,MALE,,BRADLEY,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,TAX CUT,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$100,000 OR MORE",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,LOS ANGELES,30-44,40-49,DEMOCRAT,40-49,40-49,OMITS,UNFAVORABLE,UNFAVORABLE,,,OMITS,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,FEINSTEIN,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,0.437
