QTYPE,VETVOTER,GEOCODE,BUSHUNFR,STR8TALK,BEATDEM,REFORMER,MCSAYDO,INTERNET,LOYALREP,MCCONSRV,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,WEIGHT
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN ALL CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,30-44,40-49,,40-49,40-49,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.61
STATE,NO,D.C. SUBURBS,OMITS,MCCAIN,MCCAIN,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,2.0,FIRST CALL,40-44,HISPANIC/LATINO,FEMALE,KEYES,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.606
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,3.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,60+,60+,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.685
STATE,NO,D.C. SUBURBS,NO,BUSH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,34.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BEFORE THAT,TAXES,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,YES,D.C. SUBURBS,YES,BUSH,BUSH,BUSH,OMITS,NO,LOYAL REPUBLICAN,OMITS,47.0,34.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,OMITS,OMITS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,47.0,34.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.56
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.61
STATE,NO,D.C. SUBURBS,OMITS,BUSH,BUSH,OMITS,YES,YES,LOYAL REPUBLICAN,OMITS,47.0,34.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,OMITS,NO,ILLEGAL IN MOST CASES,YES,BETTER,OMITS,INDEPENDENT,COLLEGE GRADUATE,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,NO,D.C. SUBURBS,NO,BUSH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,34.0,9.0,FIRST CALL,50-59,HISPANIC/LATINO,FEMALE,BUSH,BEFORE THAT,EDUCATION,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.742
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,47.0,34.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,MORAL VALUES,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.56
STATE,YES,D.C. SUBURBS,NO,MCCAIN,MCCAIN,MCCAIN,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,34.0,11.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.61
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,47.0,34.0,12.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,30-44,40-49,,40-49,40-49,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.61
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,LOYAL REPUBLICAN,OMITS,47.0,34.0,13.0,FIRST CALL,45-49,OTHER,MALE,BUSH,WITHIN LAST 3 DAYS,TAXES,REPRESENTS CONSERVATIVE VALUES,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,40-49,,40-49,40-49,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.56
STATE,YES,D.C. SUBURBS,NO,BOTH,MCCAIN,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,14.0,FIRST CALL,45-49,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.61
STATE,NO,D.C. SUBURBS,NO,OMITS,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,34.0,15.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,NO,D.C. SUBURBS,NO,MCCAIN,BUSH,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,16.0,FIRST CALL,18-24,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.749
STATE,YES,D.C. SUBURBS,NO,BUSH,BUSH,BUSH,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,17.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.56
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,OMITS,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,18.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,ABORTION,MORAL VALUES,OMITS,NO,ILLEGAL IN MOST CASES,OMITS,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,60+,60+,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.685
STATE,YES,D.C. SUBURBS,YES,BUSH,BUSH,NEITHER,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,34.0,19.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,TAXES,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,NO,D.C. SUBURBS,YES,MCCAIN,MCCAIN,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,20.0,FIRST CALL,75+,WHITE,FEMALE,MCCAIN,THIS YEAR,OMITS,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,HIGH SCHOOL GRADUATE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.685
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,21.0,SECOND CALL,30-39,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,30-44,30-39,,30-39,30-39,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.61
STATE,YES,D.C. SUBURBS,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,TOO CONSERVATIVE,47.0,34.0,22.0,SECOND CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,GORE,GORE,0.685
STATE,NO,D.C. SUBURBS,YES,MCCAIN,MCCAIN,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,TOO CONSERVATIVE,47.0,34.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.685
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN ALL CASES,NO,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,30-44,40-49,,40-49,40-49,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.61
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,25.0,SECOND CALL,75+,WHITE,MALE,BUSH,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,OMITS,NO,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,,,,OMITS,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.629
STATE,YES,D.C. SUBURBS,YES,MCCAIN,OMITS,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,26.0,SECOND CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,TAX CUT,INDEPENDENT,POST GRADUATE STUDY,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,OMITS,0.61
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,27.0,SECOND CALL,60-64,ASIAN,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,MORAL VALUES,OMITS,YES,LEGAL IN ALL CASES,NO,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,60+,60+,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.685
STATE,YES,D.C. SUBURBS,NO,BUSH,MCCAIN,BOTH,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,34.0,28.0,SECOND CALL,50-59,ASIAN,MALE,MCCAIN,TODAY,OMITS,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.61
STATE,YES,D.C. SUBURBS,YES,MCCAIN,MCCAIN,OMITS,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,29.0,SECOND CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.61
STATE,YES,D.C. SUBURBS,YES,MCCAIN,MCCAIN,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,30.0,SECOND CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.685
STATE,NO,D.C. SUBURBS,NO,MCCAIN,MCCAIN,NEITHER,NO,YES,LOYAL REPUBLICAN,TOO CONSERVATIVE,47.0,34.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,OMITS,OMITS,0.685
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,LOYAL REPUBLICAN,OMITS,47.0,34.0,32.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,60+,60+,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.629
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,33.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,BEFORE THAT,OMITS,OMITS,OMITS,YES,LEGAL IN ALL CASES,NO,OMITS,OMITS,,,,OMITS,,,65+,18-74,NOT COMPLETE,60+,60+,,65+,65-74,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.685
STATE,NO,D.C. SUBURBS,NO,BUSH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,34.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,OMITS,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,TODAY,MORAL VALUES,NOT TYPICAL POLITICIAN,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.56
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.56
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,37.0,THIRD CALL,45-49,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,40-49,,40-49,40-49,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.61
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,47.0,34.0,38.0,THIRD CALL,75+,WHITE,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.629
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,LOYAL REPUBLICAN,OMITS,47.0,34.0,39.0,THIRD CALL,30-39,,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN ALL CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,30-44,30-39,,30-39,30-39,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.56
STATE,NO,D.C. SUBURBS,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.61
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,41.0,THIRD CALL,50-59,HISPANIC/LATINO,MALE,MCCAIN,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.808
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,LOYAL REPUBLICAN,OMITS,47.0,34.0,42.0,THIRD CALL,75+,WHITE,FEMALE,MCCAIN,THIS YEAR,OMITS,OMITS,OMITS,NO,OMITS,NO,OMITS,OMITS,,,,OMITS,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.685
STATE,YES,D.C. SUBURBS,NO,BUSH,BUSH,NEITHER,NO,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,34.0,43.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,NO,D.C. SUBURBS,OMITS,BOTH,BUSH,OMITS,OMITS,YES,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.56
STATE,YES,D.C. SUBURBS,YES,MCCAIN,MCCAIN,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,34.0,45.0,THIRD CALL,60-64,WHITE,MALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,OMITS,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,ALL VOTERS,OMITS,OMITS,0.685
STATE,,D.C. SUBURBS,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,34.0,46.0,THIRD CALL,75+,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,MORAL VALUES,OMITS,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,,,,OMITS,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.685
