QTYPE,VETERAN,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,ISSUE,QUALITY,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,INTERNET,WEIGHT
STATE,YES,16.0,282.0,44.0,SECOND CALL,40-44,FEMALE,KEYES,YES,OMITS,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,2.277
STATE,YES,16.0,282.0,45.0,SECOND CALL,30-39,MALE,MCCAIN,NO,WORLD AFFAIRS,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.078
STATE,,16.0,282.0,46.0,SECOND CALL,45-49,MALE,FORBES,OMITS,OMITS,OMITS,,,,,18-64,18-74,OMITS,CENTRAL,45-59,40-49,,40-49,40-49,OMITS,,1.264
STATE,NO,16.0,282.0,47.0,SECOND CALL,25-29,MALE,BUSH,YES,ABORTION,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,NO,NO,1.522
STATE,YES,16.0,282.0,48.0,SECOND CALL,30-39,MALE,KEYES,NO,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,2.277
STATE,YES,16.0,282.0,49.0,SECOND CALL,25-29,MALE,MCCAIN,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,YES,YES,1.078
STATE,YES,16.0,282.0,50.0,SECOND CALL,40-44,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.522
STATE,YES,16.0,282.0,51.0,SECOND CALL,40-44,FEMALE,BUSH,NO,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.522
STATE,NO,16.0,282.0,52.0,SECOND CALL,30-39,FEMALE,BUSH,NO,OMITS,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,,YES,1.522
STATE,YES,16.0,282.0,53.0,SECOND CALL,18-24,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,INDEPENDENT,,MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,YES,1.522
STATE,NO,16.0,282.0,54.0,SECOND CALL,40-44,FEMALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,NO,1.522
STATE,NO,16.0,282.0,55.0,SECOND CALL,30-39,MALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.522
STATE,YES,16.0,282.0,56.0,SECOND CALL,50-59,,MCCAIN,NO,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,YES,1.078
STATE,YES,16.0,282.0,57.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.522
STATE,NO,16.0,282.0,58.0,SECOND CALL,,FEMALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,YES,CENTRAL,,,REPUBLICAN,,,NO,NO,1.522
STATE,NO,16.0,283.0,1.0,SECOND CALL,40-44,FEMALE,BUSH,NO,OMITS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.543
STATE,YES,16.0,283.0,2.0,SECOND CALL,60-64,MALE,FORBES,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,1.282
STATE,YES,16.0,283.0,3.0,SECOND CALL,45-49,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STRONG LEADER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.543
STATE,NO,16.0,283.0,4.0,SECOND CALL,40-44,FEMALE,KEYES,NO,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,2.308
STATE,NO,16.0,283.0,5.0,SECOND CALL,45-49,FEMALE,BUSH,YES,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.543
STATE,YES,16.0,283.0,6.0,SECOND CALL,,FEMALE,BUSH,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,OMITS,CENTRAL,,,REPUBLICAN,,,OMITS,NO,1.543
STATE,YES,16.0,283.0,7.0,SECOND CALL,18-24,,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,YES,YES,1.282
STATE,NO,16.0,283.0,8.0,SECOND CALL,40-44,FEMALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,2.308
STATE,NO,16.0,283.0,9.0,SECOND CALL,50-59,FEMALE,FORBES,YES,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.282
STATE,NO,16.0,283.0,10.0,SECOND CALL,25-29,FEMALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,NO,YES,1.282
STATE,NO,16.0,283.0,11.0,SECOND CALL,30-39,MALE,BUSH,NO,EDUCATION,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.543
STATE,NO,16.0,283.0,12.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.282
STATE,NO,16.0,283.0,13.0,SECOND CALL,30-39,MALE,BUSH,NO,WORLD AFFAIRS,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.543
STATE,YES,16.0,283.0,14.0,SECOND CALL,30-39,FEMALE,BUSH,NO,OMITS,OMITS,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,,YES,1.543
STATE,NO,16.0,283.0,15.0,SECOND CALL,60-64,FEMALE,KEYES,OMITS,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,2.308
STATE,NO,16.0,283.0,16.0,SECOND CALL,45-49,,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.543
STATE,NO,16.0,283.0,17.0,SECOND CALL,30-39,MALE,BUSH,NO,EDUCATION,STRONG LEADER,INDEPENDENT,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,YES,1.543
STATE,NO,16.0,283.0,18.0,SECOND CALL,30-39,MALE,BUSH,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.543
STATE,NO,16.0,283.0,19.0,SECOND CALL,30-39,FEMALE,BUSH,NO,EDUCATION,OMITS,INDEPENDENT,"$75,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,YES,1.543
STATE,NO,16.0,283.0,20.0,SECOND CALL,30-39,FEMALE,BUSH,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.543
STATE,YES,16.0,283.0,21.0,SECOND CALL,40-44,MALE,BUSH,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.543
STATE,NO,16.0,283.0,22.0,SECOND CALL,40-44,MALE,BUSH,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,NO,1.543
STATE,NO,16.0,283.0,23.0,SECOND CALL,40-44,FEMALE,BUSH,NO,OMITS,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.543
STATE,NO,16.0,283.0,24.0,SECOND CALL,40-44,FEMALE,BUSH,NO,OMITS,STRONG LEADER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,,YES,1.543
STATE,NO,16.0,283.0,25.0,SECOND CALL,30-39,MALE,BUSH,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.543
STATE,NO,16.0,283.0,26.0,SECOND CALL,45-49,MALE,BUSH,NO,MORAL VALUES,OMITS,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.543
STATE,NO,16.0,283.0,27.0,SECOND CALL,45-49,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.543
STATE,NO,16.0,283.0,28.0,SECOND CALL,65-74,FEMALE,BUSH,OMITS,OMITS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,YES,1.543
STATE,NO,16.0,283.0,29.0,SECOND CALL,40-44,FEMALE,BUSH,OMITS,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,,NO,1.543
STATE,NO,16.0,283.0,30.0,SECOND CALL,30-39,FEMALE,BUSH,NO,WORLD AFFAIRS,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.543
STATE,NO,16.0,283.0,31.0,SECOND CALL,50-59,,BUSH,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.543
STATE,NO,16.0,283.0,32.0,SECOND CALL,45-49,MALE,BUSH,NO,MORAL VALUES,STRONG LEADER,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,YES,1.543
STATE,YES,16.0,283.0,33.0,SECOND CALL,18-24,MALE,BUSH,NO,TAXES,STANDS UP FOR BELIEFS,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,YES,1.543
STATE,NO,16.0,283.0,34.0,SECOND CALL,45-49,FEMALE,BUSH,NO,EDUCATION,STRONG LEADER,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,YES,1.543
STATE,YES,16.0,283.0,35.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,1.543
STATE,NO,16.0,283.0,36.0,SECOND CALL,30-39,FEMALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,INDEPENDENT,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,NO,1.282
STATE,NO,16.0,283.0,37.0,SECOND CALL,40-44,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.282
STATE,NO,16.0,283.0,38.0,SECOND CALL,50-59,MALE,BUSH,YES,ABORTION,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.543
STATE,NO,16.0,283.0,39.0,SECOND CALL,40-44,FEMALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.282
STATE,NO,16.0,283.0,40.0,SECOND CALL,30-39,FEMALE,FORBES,OMITS,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.282
STATE,NO,16.0,283.0,41.0,SECOND CALL,50-59,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STRONG LEADER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,1.543
STATE,YES,16.0,283.0,42.0,SECOND CALL,65-74,FEMALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,CENTRAL,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,,1.282
STATE,NO,16.0,283.0,43.0,SECOND CALL,18-24,FEMALE,BUSH,YES,ABORTION,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,1.543
STATE,NO,16.0,283.0,44.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"$30,000-$49,999",VERY LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,,NO,1.282
STATE,YES,16.0,283.0,45.0,SECOND CALL,40-44,FEMALE,FORBES,NO,ABORTION,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.282
STATE,YES,16.0,283.0,46.0,SECOND CALL,60-64,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,YES,YES,1.543
STATE,YES,16.0,283.0,47.0,SECOND CALL,65-74,MALE,BUSH,NO,WORLD AFFAIRS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,YES,1.543
STATE,YES,16.0,283.0,48.0,SECOND CALL,18-24,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,1.543
STATE,YES,16.0,283.0,49.0,SECOND CALL,50-59,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.282
STATE,YES,16.0,283.0,50.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.543
STATE,YES,16.0,283.0,51.0,SECOND CALL,50-59,MALE,BUSH,NO,EDUCATION,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.543
STATE,NO,16.0,283.0,52.0,SECOND CALL,45-49,FEMALE,MCCAIN,NO,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,DEMOCRAT,"$75,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,CENTRAL,45-59,40-49,DEMOCRAT,40-49,40-49,,NO,1.093
STATE,NO,16.0,283.0,53.0,SECOND CALL,50-59,MALE,BUSH,NO,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.543
STATE,NO,16.0,283.0,54.0,SECOND CALL,30-39,FEMALE,FORBES,YES,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,,YES,1.282
STATE,YES,16.0,283.0,55.0,SECOND CALL,60-64,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,YES,YES,1.543
STATE,NO,16.0,283.0,56.0,SECOND CALL,45-49,FEMALE,BUSH,OMITS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,YES,1.543
STATE,NO,16.0,283.0,57.0,SECOND CALL,40-44,FEMALE,BUSH,NO,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.543
STATE,NO,16.0,283.0,58.0,SECOND CALL,45-49,FEMALE,FORBES,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.282
STATE,YES,16.0,283.0,59.0,SECOND CALL,60-64,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,1.543
STATE,NO,16.0,284.0,1.0,SECOND CALL,60-64,MALE,MCCAIN,NO,CAMPAIGN FINANCE REFORM,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,YES,3.774
STATE,NO,16.0,284.0,2.0,SECOND CALL,60-64,MALE,MCCAIN,NO,CAMPAIGN FINANCE REFORM,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,YES,3.774
STATE,YES,16.0,284.0,3.0,SECOND CALL,60-64,MALE,HATCH,NO,OMITS,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,4.4270000000000005
STATE,NO,16.0,284.0,4.0,SECOND CALL,18-24,MALE,BUSH,YES,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,YES,YES,5.119
STATE,NO,16.0,284.0,5.0,SECOND CALL,30-39,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"$30,000-$49,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,YES,YES,5.119
STATE,YES,16.0,284.0,6.0,SECOND CALL,25-29,MALE,BUSH,NO,WORLD AFFAIRS,HAS THE RIGHT EXPERIENCE,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,NO,NO,5.119
STATE,YES,16.0,284.0,7.0,SECOND CALL,65-74,MALE,MCCAIN,NO,WORLD AFFAIRS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,NO,NO,3.774
STATE,YES,16.0,287.0,1.0,SECOND CALL,50-59,MALE,BUSH,NO,MORAL VALUES,STRONG LEADER,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,,0.5650000000000001
STATE,YES,16.0,287.0,2.0,SECOND CALL,45-49,FEMALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,,MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.5650000000000001
STATE,NO,16.0,287.0,3.0,SECOND CALL,40-44,FEMALE,MCCAIN,OMITS,EDUCATION,CARES ABOUT AVERAGE AMERICAN,,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,WEST,30-44,40-49,,40-49,40-49,NO,NO,0.583
