BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,SSMARRY,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,SSPART,BEATDEM,REL5,WEIGHT
COMPLETED,BURLINGTON,46.0,20.0,2.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,NEITHER,YES,NO,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,0.383
COMPLETED,BURLINGTON,46.0,20.0,3.0,FIRST CALL,30-39,MALE,MCCAIN,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,YES,MCCAIN,CATHOLIC,0.383
COMPLETED,BURLINGTON,46.0,20.0,4.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,ABOUT RIGHT,NO,OMITS,YES,MCCAIN,YES,NO,NO,BUSH,CATHOLIC,0.383
COMPLETED,BURLINGTON,46.0,20.0,5.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.467
COMPLETED,BURLINGTON,46.0,20.0,6.0,FIRST CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,YES,MCCAIN,NO,MCCAIN,YES,NO,YES,MCCAIN,CATHOLIC,0.387
COMPLETED,BURLINGTON,46.0,20.0,7.0,FIRST CALL,60-64,MALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,OMITS,MCCAIN,YES,YES,NO,MCCAIN,CATHOLIC,0.462
COMPLETED,BURLINGTON,46.0,20.0,8.0,FIRST CALL,60-64,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,DEMOCRAT,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BOTH,YES,OMITS,NO,NO,NO,BUSH,CATHOLIC,0.544
COMPLETED,BURLINGTON,46.0,20.0,9.0,FIRST CALL,18-24,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,GORE,ABOUT RIGHT,NO,BOTH,NO,BOTH,NO,NO,YES,BUSH,CATHOLIC,0.433
COMPLETED,BURLINGTON,46.0,20.0,10.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,OMITS,NO,MCCAIN,OMITS,MCCAIN,NO,YES,NO,MCCAIN,CATHOLIC,0.383
COMPLETED,BURLINGTON,46.0,20.0,11.0,FIRST CALL,60-64,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,JEWISH,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,NO,NO,YES,MCCAIN,JEWISH,0.462
COMPLETED,BURLINGTON,46.0,20.0,12.0,FIRST CALL,45-49,MALE,MCCAIN,WITHIN LAST WEEK,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,OMITS,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,NEITHER,YES,NO,NO,MCCAIN,CATHOLIC,0.383
COMPLETED,BURLINGTON,46.0,20.0,13.0,FIRST CALL,45-49,FEMALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,NEITHER,YES,NO,YES,BUSH,CATHOLIC,0.451
COMPLETED,BURLINGTON,46.0,20.0,14.0,FIRST CALL,45-49,MALE,MCCAIN,BEFORE THAT,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,OMITS,NO,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,YES,NEITHER,YES,NO,YES,MCCAIN,CATHOLIC,0.383
COMPLETED,BURLINGTON,46.0,20.0,15.0,FIRST CALL,40-44,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,NO,BUSH,CATHOLIC,0.387
COMPLETED,BURLINGTON,46.0,20.0,16.0,SECOND CALL,30-39,MALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,NO,MCCAIN,NO,BOTH,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.446
COMPLETED,BURLINGTON,46.0,20.0,17.0,SECOND CALL,65-74,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,CATHOLIC,0.467
COMPLETED,BURLINGTON,46.0,20.0,18.0,SECOND CALL,60-64,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,GORE,MCCAIN,TOO CONSERVATIVE,YES,MCCAIN,YES,MCCAIN,NO,YES,YES,MCCAIN,NONE,0.462
COMPLETED,BURLINGTON,46.0,20.0,19.0,SECOND CALL,65-74,MALE,BUSH,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,YES,BOTH,NO,BOTH,YES,YES,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,0.539
COMPLETED,BURLINGTON,46.0,20.0,20.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,OMITS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,CATHOLIC,0.383
COMPLETED,BURLINGTON,46.0,20.0,21.0,THIRD CALL,18-24,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,YES,MCCAIN,YES,BOTH,NO,NO,YES,MCCAIN,NONE,0.436
COMPLETED,BURLINGTON,46.0,20.0,22.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,OMITS,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.446
COMPLETED,BURLINGTON,46.0,20.0,23.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,NEITHER,YES,NEITHER,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.451
COMPLETED,BURLINGTON,46.0,20.0,24.0,THIRD CALL,50-59,FEMALE,BUSH,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,OMITS,YES,NO,NO,BUSH,CATHOLIC,0.451
COMPLETED,BURLINGTON,46.0,20.0,25.0,THIRD CALL,30-39,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,OMITS,NO,OMITS,NO,OMITS,YES,REPUBLICAN,,,,NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,OMITS,YES,OMITS,OMITS,OMITS,YES,,OMITS,MCCAIN,,0.383
COMPLETED,BURLINGTON,46.0,20.0,26.0,THIRD CALL,18-24,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,OMITS,NO,TAX CUT,OMITS,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,OMITS,ABOUT RIGHT,NO,MCCAIN,NO,OMITS,NO,NO,YES,OMITS,CATHOLIC,0.433
COMPLETED,BURLINGTON,46.0,20.0,27.0,THIRD CALL,30-39,FEMALE,MCCAIN,TODAY,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,NONE,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,YES,BUSH,YES,MCCAIN,NO,NO,YES,MCCAIN,NONE,0.387
COMPLETED,BURLINGTON,46.0,20.0,28.0,THIRD CALL,50-59,,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,YES,MCCAIN,YES,MCCAIN,YES,YES,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.387
COMPLETED,BURLINGTON,46.0,20.0,29.0,THIRD CALL,25-29,FEMALE,BUSH,BEFORE THAT,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NO,BUSH,YES,BUSH,NO,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.509
COMPLETED,BURLINGTON,46.0,20.0,30.0,THIRD CALL,40-44,MALE,MCCAIN,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,NO,NO,NO,MCCAIN,CATHOLIC,0.383
COMPLETED,BURLINGTON,46.0,20.0,31.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,NO,NEITHER,YES,BUSH,NO,NO,NO,BUSH,CATHOLIC,0.446
COMPLETED,BURLINGTON,46.0,20.0,32.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.383
COMPLETED,BURLINGTON,46.0,20.0,33.0,THIRD CALL,65-74,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,BOTH,YES,YES,NO,MCCAIN,CATHOLIC,0.462
COMPLETED,BURLINGTON,46.0,21.0,1.0,FIRST CALL,45-49,FEMALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,CATHOLIC,0.779
NOT COMPLETED,BURLINGTON,46.0,21.0,2.0,FIRST CALL,25-29,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,18-29,25-29,,25-29,25-29,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,NO,OMITS,YES,OMITS,YES,,NO,OMITS,,1.014
COMPLETED,BURLINGTON,46.0,21.0,3.0,FIRST CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,GORE,GORE,TOO CONSERVATIVE,YES,NEITHER,YES,NEITHER,YES,NO,YES,BUSH,SOMETHING ELSE,0.779
COMPLETED,BURLINGTON,46.0,21.0,4.0,FIRST CALL,60-64,,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,BUSH,YES,NO,NO,BUSH,CATHOLIC,1.084
COMPLETED,BURLINGTON,46.0,21.0,5.0,FIRST CALL,45-49,MALE,MCCAIN,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,NO,STRENGTHEN SOCIAL SECURITY,YES,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,OMITS,NO,OMITS,YES,,YES,BUSH,,0.771
COMPLETED,BURLINGTON,46.0,21.0,6.0,FIRST CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.779
