STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,STANDLIV,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,VOTE96,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,MCAINVET,EDUC,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,VETERAN,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,INTERNET,DESTEC,STR8TALK,BEATDEM,CAMPFIN,WEIGHT
8.0,206.0,18.0,FIRST CALL,30-39,MALE,FORBES,THIS YEAR,WILL RISE,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,4,LEGAL IN ALL CASES,NO,BETTER,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,EXCELLENT,BOTH,BUSH,HELP THE POLITICAL PROCESS,0.777
8.0,206.0,19.0,SECOND CALL,65-74,FEMALE,BUSH,WITHIN LAST WEEK,WILL RISE,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.064
8.0,206.0,20.0,SECOND CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,WILL FALL,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,YES,"$100,000 OR MORE",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,NO,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,0.8
8.0,206.0,21.0,SECOND CALL,60-64,FEMALE,BUSH,THIS YEAR,WILL RISE,SOCIAL SECURTY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,6,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,YES,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,YES,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.064
8.0,206.0,22.0,SECOND CALL,60-64,FEMALE,BUSH,WITHIN LAST WEEK,WILL FALL,SOCIAL SECURTY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BOTH,BUSH,HURT THE POLITICAL PROCESS,1.064
8.0,206.0,23.0,SECOND CALL,75+,FEMALE,FORBES,WITHIN LAST WEEK,WILL RISE,SOCIAL SECURTY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,EXCELLENT,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,0.931
8.0,206.0,24.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,WILL RISE,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,OMITS,"$50,000-$74,999",YES,YES,MODERATE,MODERATE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,NO,EXCELLENT,BUSH,BUSH,HURT THE POLITICAL PROCESS,0.897
8.0,206.0,25.0,SECOND CALL,60-64,FEMALE,BUSH,WITHIN LAST 3 DAYS,WILL RISE,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,4,ILLEGAL IN MOST CASES,YES,SAME,OMITS,REPUBLICAN,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,YES,EXCELLENT,BOTH,BUSH,OMITS,1.064
8.0,206.0,26.0,SECOND CALL,65-74,FEMALE,MCCAIN,THIS YEAR,WILL RISE,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$15,000-$29,000",NO,NO,MODERATE,MODERATE,65+,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,YES,GOOD,MCCAIN,OMITS,HELP THE POLITICAL PROCESS,0.9480000000000001
8.0,206.0,27.0,SECOND CALL,75+,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,HAS THE RIGHT EXPERIENCE,OMITS,NO,,LEGAL IN ALL CASES,YES,OMITS,OMITS,,SOMEWHAT IMPORTANT,,OMITS,,OMITS,OMITS,,,65+,75+,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,75+,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,0.937
8.0,206.0,28.0,SECOND CALL,50-59,,FORBES,WITHIN LAST WEEK,WILL FALL,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,6,OMITS,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,BUSH,BUSH,OMITS,0.786
8.0,206.0,29.0,SECOND CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,WILL RISE,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,NO,BETTER,TAX CUT,INDEPENDENT,VERY IMPORTANT,COLLEGE GRADUATE,YES,,OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.897
8.0,206.0,30.0,SECOND CALL,65-74,MALE,BUSH,BEFORE THAT,OMITS,TAXES,REPRESENTS CONSERVATIVE VALUES,OMITS,NO,,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,NOT TOO IMPORTANT,,OMITS,,OMITS,OMITS,,,65+,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,65-74,,,OMITS,OMITS,HURT THE POLITICAL PROCESS,1.051
8.0,206.0,31.0,SECOND CALL,60-64,MALE,BUSH,THIS YEAR,WILL FALL,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN ALL CASES,YES,WORSE,TAX CUT,INDEPENDENT,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,NOT GOOD,NEITHER,BUSH,HELP THE POLITICAL PROCESS,1.051
8.0,206.0,32.0,SECOND CALL,75+,MALE,FORBES,WITHIN LAST WEEK,WILL RISE,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,NO,MODERATE,MODERATE,65+,75+,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,0.92
8.0,206.0,33.0,SECOND CALL,60-64,MALE,BUSH,WITHIN LAST WEEK,WILL RISE,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$15,000-$29,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.051
8.0,206.0,34.0,SECOND CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,WILL RISE,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,NO,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,0.886
8.0,206.0,35.0,SECOND CALL,40-44,MALE,FORBES,BEFORE THAT,WILL RISE,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,4,ILLEGAL IN MOST CASES,NO,SAME,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,NEITHER,MCCAIN,HELP THE POLITICAL PROCESS,0.777
8.0,206.0,36.0,SECOND CALL,60-64,FEMALE,BUSH,THIS YEAR,WILL RISE,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.064
8.0,206.0,37.0,SECOND CALL,40-44,MALE,FORBES,WITHIN LAST WEEK,WILL RISE,TAXES,CARES ABOUT AVERAGE AMERICAN,CANDS PERSONAL QUALITIES,NO,2,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,BUSH,,HURT THE POLITICAL PROCESS,0.777
8.0,206.0,38.0,SECOND CALL,75+,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,EDUCATION,STANDS UP FOR BELIEFS,OMITS,NO,,LEGAL IN MOST CASES,YES,OMITS,OMITS,,SOMEWHAT IMPORTANT,,OMITS,,OMITS,OMITS,,,65+,75+,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,75+,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,0.9480000000000001
8.0,206.0,39.0,SECOND CALL,65-74,MALE,FORBES,BEFORE THAT,WILL FALL,TAXES,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,OMITS,"$100,000 OR MORE",OMITS,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,GOOD,NEITHER,BUSH,HURT THE POLITICAL PROCESS,0.92
8.0,206.0,40.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,6,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,0.886
8.0,206.0,41.0,THIRD CALL,30-39,MALE,HATCH,WITHIN LAST WEEK,WILL RISE,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,OMITS,"$30,000-$49,000",OMITS,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,GOOD,BOTH,BUSH,OMITS,0.81
8.0,206.0,42.0,THIRD CALL,50-59,FEMALE,FORBES,THIS YEAR,OMITS,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,NEITHER,MCCAIN,HELP THE POLITICAL PROCESS,0.786
8.0,206.0,43.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,WILL RISE,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,BUSH,BUSH,HURT THE POLITICAL PROCESS,0.886
8.0,206.0,44.0,THIRD CALL,75+,FEMALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,6,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",OMITS,OMITS,MODERATE,MODERATE,65+,75+,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,EXCELLENT,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.064
8.0,206.0,45.0,THIRD CALL,60-64,FEMALE,MCCAIN,THIS YEAR,WILL FALL,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,YES,"$75,000-$99,999",OMITS,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.9480000000000001
8.0,206.0,46.0,THIRD CALL,40-44,MALE,FORBES,TODAY,WILL RISE,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,4,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,0.777
8.0,206.0,47.0,THIRD CALL,45-49,FEMALE,MCCAIN,TODAY,WILL RISE,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,CANDS PERSONAL QUALITIES,OMITS,3,ILLEGAL IN ALL CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,HIGH SCHOOL GRADUATE,NO,,NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.8
8.0,206.0,48.0,THIRD CALL,40-44,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,CARES ABOUT AVERAGE AMERICAN,OMITS,NO,,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,POST GRADUATE STUDY,OMITS,"$50,000-$74,999",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,OMITS,MCCAIN,OMITS,0.79
8.0,206.0,49.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,WILL RISE,WORLD AFFAIRS,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,6,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,OMITS,"$15,000-$29,000",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,0.897
8.0,206.0,50.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,6,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,YES,"$100,000 OR MORE",NO,NO,MODERATE,MODERATE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.8
8.0,206.0,51.0,THIRD CALL,65-74,MALE,BUSH,WITHIN LAST WEEK,WILL FALL,TAXES,OMITS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,BETTER,OMITS,INDEPENDENT,VERY IMPORTANT,,NO,"$50,000-$74,999",OMITS,OMITS,MODERATE,MODERATE,65+,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,GOOD,OMITS,BUSH,OMITS,1.051
8.0,206.0,52.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,WILL FALL,SOCIAL SECURTY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,OMITS,SOME COLLEGE OR ASSOCIATES,NO,,YES,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,0.886
8.0,206.0,53.0,THIRD CALL,50-59,FEMALE,FORBES,WITHIN LAST 3 DAYS,WILL RISE,ABORTION,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,NEITHER,,HELP THE POLITICAL PROCESS,0.786
8.0,206.0,54.0,THIRD CALL,60-64,FEMALE,BUSH,THIS YEAR,OMITS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,3,LEGAL IN MOST CASES,YES,SAME,OMITS,INDEPENDENT,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",YES,YES,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.064
8.0,206.0,55.0,THIRD CALL,75+,,BUSH,THIS YEAR,WILL RISE,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,65+,75+,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,EXCELLENT,BUSH,BUSH,OMITS,1.051
8.0,206.0,56.0,THIRD CALL,60-64,FEMALE,MCCAIN,WITHIN LAST WEEK,WILL FALL,CAMPAIGN FINANCE REFORM,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,4,ILLEGAL IN MOST CASES,NO,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,MCCAIN,MCCAIN,OMITS,0.9480000000000001
8.0,206.0,57.0,THIRD CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,WILL RISE,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.8
8.0,206.0,58.0,THIRD CALL,45-49,MALE,HATCH,BEFORE THAT,WILL FALL,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,2,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,SOMETHING ELSE,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,GOOD,BUSH,,HURT THE POLITICAL PROCESS,0.81
8.0,206.0,59.0,THIRD CALL,45-49,MALE,MCCAIN,WITHIN LAST 3 DAYS,WILL FALL,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.79
8.0,206.0,60.0,THIRD CALL,60-64,FEMALE,MCCAIN,BEFORE THAT,WILL FALL,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,5,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,YES,"$75,000-$99,999",NO,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.9480000000000001
8.0,206.0,61.0,THIRD CALL,75+,FEMALE,FORBES,THIS YEAR,WILL RISE,SOCIAL SECURTY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,,NO,NO,MODERATE,MODERATE,65+,75+,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,EXCELLENT,MCCAIN,,HELP THE POLITICAL PROCESS,0.931
8.0,206.0,62.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,WILL RISE,SOCIAL SECURTY/MEDICARE,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,YES,MODERATE,MODERATE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.064
