STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMRI,REL5,WEIGHT
40.0,14.0,17.0,SECOND CALL,60-64,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,50-64,50-64,575.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.5750000000000001
40.0,14.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,478.0,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,NONE,0.47800000000000004
40.0,14.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,700.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.7000000000000001
40.0,14.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,700.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.7000000000000001
40.0,14.0,21.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,BRADLEY,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,575.0,FAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.5750000000000001
40.0,14.0,22.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,75+,596.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,SOMETHING ELSE,0.596
40.0,14.0,23.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,462.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.462
40.0,14.0,24.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,HAS RIGHT EXPERIENCE,APPROVE,OMITS,CANDS PERSONAL QUALITIES,OMITS,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,462.0,FAVORABLE,FAVORABLE,OMITS,OMITS,YES,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,CATHOLIC,0.462
40.0,14.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,TODAY,OMITS,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,562.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.562
40.0,14.0,26.0,THIRD CALL,30-39,WHITE,MALE,GORE,TODAY,ECONOMY/JOBS,STRONG LEADER,APPROVE,OMITS,OMITS,OMITS,BETTER,,,COLLEGE GRADUATE,CATHOLIC,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,,30-39,30-39,542.0,OMITS,OMITS,GORE,GORE,YES,OMITS,OMITS,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.542
40.0,14.0,27.0,THIRD CALL,65-74,WHITE,MALE,GORE,TODAY,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,JEWISH,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,675.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,OMITS,UNFAVORABLE,UNDECLARED/INDEPENDENT,JEWISH,0.675
40.0,14.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,TODAY,OMITS,CAN WIN IN NOVEMBER,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,562.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.562
40.0,14.0,29.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,462.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.462
40.0,14.0,30.0,THIRD CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,OMITS,APPROVE,GORE PLAN BETTER,OMITS,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,542.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NONE,0.542
40.0,14.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,OMITS,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,562.0,OMITS,OMITS,GORE,GORE,NO,FAVORABLE,OMITS,FAVORABLE,UNDECLARED/INDEPENDENT,NONE,0.562
40.0,14.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,562.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.562
40.0,14.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,562.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NONE,0.562
40.0,14.0,34.0,THIRD CALL,50-59,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,542.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,SOMETHING ELSE,0.542
40.0,14.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,478.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.47800000000000004
40.0,14.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,OMITS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,542.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.542
40.0,14.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,562.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.562
40.0,14.0,38.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,OMITS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,,NO,MODERATE,MODERATE,65+,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,596.0,FAVORABLE,UNFAVORABLE,GORE,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.596
40.0,14.0,39.0,THIRD CALL,75+,WHITE,MALE,BRADLEY,BEFORE THAT,OMITS,OMITS,OMITS,OMITS,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,75+,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,75+,575.0,OMITS,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,OMITS,UNDECLARED/INDEPENDENT,CATHOLIC,0.5750000000000001
40.0,14.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,562.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.562
40.0,14.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,562.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.562
40.0,17.0,1.0,FIRST CALL,75+,,MALE,BRADLEY,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,OMITS,OMITS,STATE,NOT COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,,65+,75+,282.0,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,0.28200000000000003
40.0,17.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,OMITS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,265.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.265
40.0,17.0,3.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,343.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,OMITS,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.343
40.0,17.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,275.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,UNDECLARED/INDEPENDENT,CATHOLIC,0.275
40.0,17.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,HAS RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,,65+,65-74,343.0,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,DEMOCRAT,,0.343
40.0,17.0,6.0,FIRST CALL,75+,OTHER,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,,65+,75+,343.0,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,DEMOCRAT,,0.343
40.0,17.0,7.0,FIRST CALL,75+,,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,,65+,75+,331.0,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,DEMOCRAT,,0.331
40.0,17.0,8.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,JEWISH,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,234.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,JEWISH,0.234
40.0,17.0,9.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,75+,331.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,CATHOLIC,0.331
40.0,17.0,10.0,SECOND CALL,65-74,WHITE,MALE,GORE,OMITS,OMITS,OMITS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,OMITS,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,,NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,331.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.331
40.0,17.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,OMITS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,OMITS,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,,NO,MODERATE,MODERATE,65+,18-74,OMITS,OMITS,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,343.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,CATHOLIC,0.343
40.0,17.0,12.0,SECOND CALL,40-44,WHITE,MALE,GORE,WITHIN LAST WEEK,OMITS,OMITS,APPROVE,OMITS,OMITS,OMITS,BETTER,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,OMITS,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,265.0,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,CATHOLIC,0.265
40.0,17.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,275.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.275
