STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,SSMARRY,PREVPRID,SSPART,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
46.0,16.0,20.0,SECOND CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BURLINGTON,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,2.0180000000000002
46.0,16.0,21.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.148
46.0,16.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.556
46.0,16.0,23.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NO,YES,NO,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.462
46.0,16.0,24.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.7610000000000001
46.0,16.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NO,NO,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.556
46.0,19.0,1.0,FIRST CALL,40-44,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,40-49,OMITS,OMITS,GORE,OMITS,OMITS,YES,OMITS,FAVORABLE,OMITS,FAVORABLE,CATHOLIC,1.16
46.0,19.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,JEWISH,1.333
46.0,19.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NONE,1.164
46.0,19.0,4.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,TODAY,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,OMITS,YES,YES,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.094
46.0,19.0,5.0,FIRST CALL,60-64,WHITE,MALE,GORE,WITHIN LAST WEEK,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.51
46.0,19.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.1460000000000001
46.0,19.0,7.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,NO,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.094
46.0,19.0,8.0,FIRST CALL,40-44,WHITE,MALE,GORE,THIS YEAR,EDUCATION,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,"$100,000 OR MORE",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,JEWISH,1.252
46.0,19.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,ABORTION,NOT TYPICAL POLITICAN,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,OMITS,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,NO,YES,FAVORABLE,FAVORABLE,OMITS,NONE,1.333
46.0,19.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.333
46.0,19.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,BRADLEY,TODAY,OMITS,OMITS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,SOMETHING ELSE,1.164
46.0,19.0,12.0,FIRST CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,HAS NEW IDEAS,OMITS,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,"UNDER $15,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,NO,NO,FAVORABLE,FAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,1.0
46.0,19.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,BOTH THE SAME,OMITS,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,BURLINGTON,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,FAVORABLE,GORE,GORE,NO,YES,NO,FAVORABLE,FAVORABLE,OMITS,CATHOLIC,1.607
46.0,19.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,OMITS,"$75,000-$99,999",OMITS,VERY LIBERAL,LIBERAL,65+,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NONE,1.607
46.0,19.0,15.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,,NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.607
46.0,19.0,16.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,TODAY,OMITS,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",NO,,,65+,75+,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,NO,YES,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.319
46.0,19.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.164
46.0,19.0,18.0,SECOND CALL,65-74,,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,ABOUT RIGHT,STATE,NOT COMPLETE,BURLINGTON,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,MCCAIN,NO,,NO,OMITS,OMITS,OMITS,,1.403
46.0,19.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,18-29,18-24,DEMOCRAT,18-24,18-24,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,YES,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.0
46.0,19.0,20.0,SECOND CALL,50-59,OTHER,FEMALE,GORE,WITHIN LAST WEEK,HEALTH CARE,STRONG LEADER,OMITS,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,OMITS,SOMETHING ELSE,1.333
46.0,19.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.333
46.0,19.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,OMITS,"$75,000-$99,999",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,OMITS,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.164
46.0,19.0,23.0,SECOND CALL,18-24,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.0
46.0,19.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.333
46.0,19.0,25.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,TODAY,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,1.094
46.0,19.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,BEFORE THAT,ECONOMY/JOBS,NOT TYPICAL POLITICAN,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,YES,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,JEWISH,1.164
46.0,19.0,27.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,NONE,YES,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,OMITS,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,0.9400000000000001
46.0,19.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,NO,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,1.0
46.0,19.0,29.0,THIRD CALL,18-24,WHITE,MALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,NO,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.9400000000000001
46.0,19.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,TODAY,ABORTION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.333
46.0,19.0,31.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS NEW IDEAS,OMITS,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,OMITS,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,OMITS,,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BURLINGTON,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,OMITS,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,SOMETHING ELSE,1.1460000000000001
46.0,19.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BURLINGTON,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.333
