QTYPE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,GWCONSRV,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,RELUTAH7,THRDCAND,WARWEST,RELUTAH6,MCRRIGHT,BEATDEM,REGREPUT,WEIGHT
STATE,45.0,9.0,44.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,EAST/OGDEN AREA,60+,60+,DEMOCRAT,ABOUT RIGHT,340.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,,NO,CATHOLIC,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,CATHOLIC,NOT AT ALL,BUSH,,0.34
STATE,45.0,9.0,45.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,ABORTION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,EAST/OGDEN AREA,60+,60+,REPUBLICAN,ABOUT RIGHT,323.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.323
STATE,45.0,9.0,46.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,EAST/OGDEN AREA,60+,60+,REPUBLICAN,ABOUT RIGHT,340.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.34
STATE,45.0,9.0,47.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,SOMETHING ELSE,COLLEGE GRADUATE,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,321.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,0.321
STATE,45.0,9.0,48.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,REPUBLICAN,ABOUT RIGHT,304.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,49.0,THIRD CALL,65-74,,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,65+,18-74,NOT COMPLETE,EAST/OGDEN AREA,60+,60+,,OMITS,340.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,BUSH,YES,,,OMITS,OMITS,,GREAT DEAL,OMITS,REPUBLICAN,0.34
STATE,45.0,9.0,50.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,COLLEGE GRADUATE,,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,50-59,REPUBLICAN,NOT CONSERVATIVE ENOUGH,321.0,OMITS,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,,OMITS,OMITS,,NOT AT ALL,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,51.0,THIRD CALL,50-59,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,50-59,REPUBLICAN,ABOUT RIGHT,304.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,52.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,304.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,53.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,321.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,54.0,THIRD CALL,45-49,MALE,MCCAIN,TODAY,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,349.0,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,BOTH,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,0.34900000000000003
STATE,45.0,9.0,55.0,THIRD CALL,60-64,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,60+,60+,REPUBLICAN,NOT CONSERVATIVE ENOUGH,336.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.336
STATE,45.0,9.0,56.0,THIRD CALL,45-49,FEMALE,BUSH,TODAY,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,OMITS,TAX CUT,OMITS,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,321.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,OMITS,OMITS,REPUBLICAN,0.321
STATE,45.0,9.0,57.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,30-39,REPUBLICAN,NOT CONSERVATIVE ENOUGH,304.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,58.0,THIRD CALL,30-39,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,OMITS,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,30-39,REPUBLICAN,NOT CONSERVATIVE ENOUGH,321.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,59.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,40-49,REPUBLICAN,ABOUT RIGHT,304.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,60.0,THIRD CALL,30-39,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,30-39,REPUBLICAN,ABOUT RIGHT,321.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,61.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,50-59,REPUBLICAN,ABOUT RIGHT,321.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,OTHER CHRISTIAN,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,NOT MUCH,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,62.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,REPUBLICAN,ABOUT RIGHT,304.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,63.0,THIRD CALL,,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,MODERATE,MODERATE,,,COMPLETE,EAST/OGDEN AREA,,,,ABOUT RIGHT,321.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,BOTH,,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,OMITS,BUSH,,0.321
STATE,45.0,9.0,64.0,THIRD CALL,30-39,MALE,KEYES,THIS YEAR,WORLD AFFAIRS,NOT TYPICAL POLITICAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,30-39,REPUBLICAN,NOT CONSERVATIVE ENOUGH,300.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,0.3
STATE,45.0,9.0,65.0,THIRD CALL,45-49,MALE,KEYES,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,300.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,OTHER CHRISTIAN,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,SOMEWHAT,MCCAIN,REPUBLICAN,0.3
STATE,45.0,9.0,66.0,THIRD CALL,40-44,FEMALE,KEYES,WITHIN LAST 3 DAYS,OMITS,OMITS,OMITS,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,,,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,40-49,REPUBLICAN,OMITS,318.0,FAVORABLE,OMITS,BUSH,OMITS,OMITS,OMITS,YES,NO,OTHER CHRISTIAN,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,OMITS,BUSH,REPUBLICAN,0.318
STATE,45.0,9.0,67.0,THIRD CALL,50-59,FEMALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,50-59,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,318.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.318
STATE,45.0,9.0,68.0,THIRD CALL,18-24,MALE,KEYES,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN ALL CASES,NO,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,18-29,18-24,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,453.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,YES,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,MCCAIN,REPUBLICAN,0.453
STATE,45.0,9.0,69.0,THIRD CALL,60-64,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,60+,60+,,NOT CONSERVATIVE ENOUGH,323.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,0.323
STATE,45.0,9.0,70.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,50-59,REPUBLICAN,ABOUT RIGHT,321.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,71.0,THIRD CALL,50-59,MALE,BUSH,WITHIN LAST WEEK,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,50-59,REPUBLICAN,ABOUT RIGHT,304.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,72.0,THIRD CALL,18-24,FEMALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,18-29,18-24,REPUBLICAN,ABOUT RIGHT,484.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.484
STATE,45.0,9.0,73.0,THIRD CALL,18-24,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,18-29,18-24,REPUBLICAN,TOO CONSERVATIVE,484.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,0.484
STATE,45.0,9.0,74.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,30-39,INDEPENDENT/OTHER,ABOUT RIGHT,304.0,FAVORABLE,UNFAVORABLE,GORE,OMITS,TOO CONSERVATIVE,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.304
STATE,45.0,9.0,75.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,30-39,REPUBLICAN,ABOUT RIGHT,321.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,76.0,THIRD CALL,45-49,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,45-59,40-49,REPUBLICAN,ABOUT RIGHT,304.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,,NO,,SATISFIED,HURTS STATE,,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,0.304
STATE,45.0,9.0,77.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,40-49,REPUBLICAN,TOO CONSERVATIVE,321.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,OTHER CHRISTIAN,SATISFIED,DOES NOT AFFECT STATE,PROTESTANT/OTHER CHRISTIAN,NOT MUCH,BUSH,REPUBLICAN,0.321
STATE,45.0,9.0,78.0,THIRD CALL,40-44,MALE,OTHER,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,HIGH SCHOOL GRADUATE,"$15,000-$29,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,30-44,40-49,,OMITS,1889.0,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,OMITS,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,OMITS,REPUBLICAN,1.889
STATE,45.0,9.0,79.0,THIRD CALL,60-64,FEMALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,EAST/OGDEN AREA,60+,60+,REPUBLICAN,NOT CONSERVATIVE ENOUGH,336.0,UNFAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,0.336
