BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,PEROTME,BEATDEM,REGREPME,REL5,WEIGHT
COMPLETE,CD 1,20.0,27.0,11.0,FIRST CALL,60-64,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,NONE,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,TOO CONSERVATIVE,MCCAIN,NO,MCCAIN,YES,NO,YES,MCCAIN,REPUBLICAN,NONE,1.176
COMPLETE,CD 1,20.0,27.0,12.0,FIRST CALL,30-39,MALE,BUSH,TODAY,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,NEITHER,NO,BUSH,YES,NO,YES,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETE,CD 1,20.0,27.0,13.0,FIRST CALL,75+,FEMALE,UNCOMMITTED,WITHIN LAST 3 DAYS,MORAL VALUES,OMITS,OMITS,OMITS,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,ABOUT RIGHT,NEITHER,YES,OMITS,YES,NO,NO,OMITS,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.466
COMPLETE,CD 1,20.0,27.0,14.0,FIRST CALL,65-74,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.073
COMPLETE,CD 1,20.0,27.0,15.0,FIRST CALL,30-39,MALE,BUSH,TODAY,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,GORE,GORE,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,NO,YES,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETE,CD 1,20.0,27.0,16.0,FIRST CALL,60-64,FEMALE,BUSH,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BOTH,YES,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.073
COMPLETE,CD 1,20.0,27.0,17.0,FIRST CALL,65-74,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.191
COMPLETE,CD 1,20.0,27.0,18.0,FIRST CALL,75+,FEMALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,NEITHER,OMITS,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,SOMETHING ELSE,1.176
COMPLETE,CD 1,20.0,27.0,19.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.843
COMPLETE,CD 1,20.0,27.0,20.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NO,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.176
COMPLETE,CD 1,20.0,27.0,21.0,FIRST CALL,60-64,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,UNENROLLED/INDEPENDENT,NONE,1.306
COMPLETE,CD 1,20.0,27.0,22.0,FIRST CALL,60-64,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,NEITHER,YES,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.191
COMPLETE,CD 1,20.0,27.0,23.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,OMITS,OMITS,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,BOTH,OMITS,OMITS,YES,,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.073
COMPLETE,CD 1,20.0,27.0,24.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BOTH,YES,YES,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETE,CD 1,20.0,27.0,25.0,SECOND CALL,40-44,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,YES,OMITS,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.027
COMPLETE,CD 1,20.0,27.0,26.0,SECOND CALL,60-64,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.306
COMPLETE,CD 1,20.0,27.0,27.0,SECOND CALL,60-64,FEMALE,MCCAIN,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.176
COMPLETE,CD 1,20.0,27.0,28.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETE,CD 1,20.0,27.0,29.0,SECOND CALL,18-24,MALE,MCCAIN,WITHIN LAST WEEK,EDUCATION,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,,,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,NO,NO,NO,BUSH,NOT REGISTERED,PROTESTANT/OTHER CHRISTIAN,0.96
COMPLETE,CD 1,20.0,27.0,30.0,SECOND CALL,50-59,MALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,BOTH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETE,CD 1,20.0,27.0,31.0,SECOND CALL,60-64,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.073
COMPLETE,CD 1,20.0,27.0,32.0,SECOND CALL,25-29,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,0.96
COMPLETE,CD 1,20.0,27.0,33.0,SECOND CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,OMITS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,OMITS,OMITS,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETE,CD 1,20.0,27.0,34.0,SECOND CALL,40-44,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,NO,NO,NO,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.843
COMPLETE,CD 1,20.0,27.0,35.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,OMITS,OMITS,OMITS,YES,NO,OMITS,BUSH,REPUBLICAN,CATHOLIC,0.937
COMPLETE,CD 1,20.0,27.0,36.0,SECOND CALL,60-64,,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,YES,YES,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.073
COMPLETE,CD 1,20.0,27.0,37.0,SECOND CALL,60-64,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,OMITS,YES,OMITS,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,BUSH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.073
COMPLETE,CD 1,20.0,27.0,38.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.843
COMPLETE,CD 1,20.0,27.0,39.0,SECOND CALL,45-49,FEMALE,KEYES,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.72
COMPLETE,CD 1,20.0,27.0,40.0,SECOND CALL,40-44,,MCCAIN,BEFORE THAT,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,YES,NEITHER,YES,NO,NO,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.027
COMPLETE,CD 1,20.0,27.0,41.0,SECOND CALL,30-39,MALE,MCCAIN,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,MCCAIN,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.027
COMPLETE,CD 1,20.0,27.0,42.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,OMITS,YES,NO,NO,MCCAIN,REPUBLICAN,CATHOLIC,0.925
COMPLETE,CD 1,20.0,27.0,43.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,NO,NO,MCCAIN,UNENROLLED/INDEPENDENT,NONE,0.925
COMPLETE,CD 1,20.0,27.0,44.0,SECOND CALL,30-39,FEMALE,MCCAIN,TODAY,ABORTION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,NO,NO,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,0.925
COMPLETE,CD 1,20.0,28.0,1.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BOTH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.232
COMPLETE,CD 1,20.0,28.0,2.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BOTH,YES,YES,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.232
COMPLETE,CD 1,20.0,28.0,3.0,FIRST CALL,45-49,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.35
NOT COMPLETE,CD 1,20.0,28.0,4.0,FIRST CALL,60-64,MALE,BUSH,WITHIN LAST WEEK,TAXES,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,GORE,OMITS,OMITS,YES,OMITS,NO,,NO,OMITS,REPUBLICAN,,1.566
COMPLETE,CD 1,20.0,28.0,5.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,OMITS,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.411
