BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRI,VETVOTER,MCRRIGHT,BEATDEM,SENOHR,REL5,WEIGHT
COMPLETED,NORTHEAST,36.0,55.0,6.0,FIRST CALL,40-44,MALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,NO,NOT AT ALL,BUSH,DICKSON,PROTESTANT/OTHER CHRISTIAN,0.552
COMPLETED,NORTHEAST,36.0,55.0,7.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,SOMETHING ELSE,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,MCCAIN,NEITHER,YES,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.5640000000000001
COMPLETED,NORTHEAST,36.0,55.0,8.0,FIRST CALL,45-49,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,NONE,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,NOT MUCH,BUSH,DICKSON,NONE,0.552
COMPLETED,NORTHEAST,36.0,55.0,9.0,FIRST CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT MUCH,BUSH,DEWINE,CATHOLIC,0.54
COMPLETED,NORTHEAST,36.0,55.0,10.0,FIRST CALL,60-64,MALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,NEITHER,YES,YES,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.706
COMPLETED,NORTHEAST,36.0,55.0,11.0,FIRST CALL,50-59,MALE,BUSH,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NEITHER,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.54
COMPLETED,NORTHEAST,36.0,55.0,12.0,FIRST CALL,50-59,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,DEWINE,CATHOLIC,0.5640000000000001
COMPLETED,NORTHEAST,36.0,55.0,13.0,FIRST CALL,45-49,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,DEWINE,NONE,0.5640000000000001
COMPLETED,NORTHEAST,36.0,55.0,14.0,FIRST CALL,50-59,MALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,GORE,GORE,ABOUT RIGHT,MCCAIN,NEITHER,NO,YES,NOT MUCH,MCCAIN,DEWINE,CATHOLIC,0.5640000000000001
COMPLETED,NORTHEAST,36.0,55.0,15.0,FIRST CALL,65-74,,BUSH,BEFORE THAT,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,NOT AT ALL,BUSH,DICKSON,PROTESTANT/OTHER CHRISTIAN,0.743
COMPLETED,NORTHEAST,36.0,55.0,16.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.555
COMPLETED,NORTHEAST,36.0,55.0,17.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NEITHER,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.54
COMPLETED,NORTHEAST,36.0,55.0,18.0,SECOND CALL,75+,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,NOT MUCH,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.76
COMPLETED,NORTHEAST,36.0,55.0,19.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,NO,NO,SOMEWHAT,BUSH,DICKSON,PROTESTANT/OTHER CHRISTIAN,0.5690000000000001
COMPLETED,NORTHEAST,36.0,55.0,20.0,SECOND CALL,40-44,FEMALE,MCCAIN,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.581
COMPLETED,NORTHEAST,36.0,55.0,21.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.555
COMPLETED,NORTHEAST,36.0,55.0,22.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT MUCH,MCCAIN,,CATHOLIC,0.558
COMPLETED,NORTHEAST,36.0,55.0,23.0,THIRD CALL,40-44,FEMALE,MCCAIN,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,NONE,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,NOT MUCH,BUSH,DEWINE,NONE,0.581
COMPLETED,NORTHEAST,36.0,55.0,24.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,BUSH,YES,NO,GREAT DEAL,BUSH,CREMEANS,CATHOLIC,0.34900000000000003
COMPLETED,NORTHEAST,36.0,55.0,25.0,THIRD CALL,65-74,MALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,NONE,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,YES,NOT MUCH,BUSH,DEWINE,NONE,0.74
COMPLETED,NORTHEAST,36.0,55.0,26.0,THIRD CALL,30-39,FEMALE,MCCAIN,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,NO,NOT AT ALL,MCCAIN,,PROTESTANT/OTHER CHRISTIAN,0.558
COMPLETED,NORTHEAST,36.0,55.0,27.0,THIRD CALL,45-49,MALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,JEWISH,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT AT ALL,BUSH,DEWINE,JEWISH,0.5640000000000001
COMPLETED,NORTHEAST,36.0,55.0,28.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,SOMEWHAT,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.5640000000000001
COMPLETED,NORTHEAST,36.0,55.0,29.0,THIRD CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,OMITS,MCCAIN,OMITS,YES,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.581
COMPLETED,NORTHEAST,36.0,55.0,30.0,THIRD CALL,40-44,MALE,BUSH,WITHIN LAST 3 DAYS,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NONE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NEITHER,YES,NO,NOT AT ALL,BUSH,DEWINE,NONE,0.54
COMPLETED,NORTHEAST,36.0,55.0,31.0,THIRD CALL,40-44,FEMALE,OTHERS,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,GORE,GORE,TOO CONSERVATIVE,MCCAIN,NEITHER,YES,NO,GREAT DEAL,BUSH,DEWINE,CATHOLIC,1.493
COMPLETED,NORTHEAST,36.0,55.0,32.0,THIRD CALL,45-49,FEMALE,BUSH,OMITS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,SOMEWHAT,BUSH,DICKSON,CATHOLIC,0.5690000000000001
COMPLETED,NORTHEAST,36.0,55.0,33.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,SOMEWHAT,BUSH,DEWINE,CATHOLIC,0.54
COMPLETED,NORTHEAST,36.0,55.0,34.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NEITHER,YES,NO,SOMEWHAT,BUSH,DEWINE,CATHOLIC,0.555
COMPLETED,NORTHEAST,36.0,55.0,35.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.555
COMPLETED,NORTHEAST,36.0,55.0,36.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,OMITS,NEITHER,NEITHER,NO,NO,GREAT DEAL,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.534
COMPLETED,NORTHEAST,36.0,55.0,37.0,THIRD CALL,25-29,FEMALE,BUSH,WITHIN LAST 3 DAYS,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,25-29,DEMOCRAT,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,TOO CONSERVATIVE,BUSH,BUSH,NO,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.768
COMPLETED,NORTHEAST,36.0,55.0,38.0,THIRD CALL,65-74,FEMALE,BUSH,BEFORE THAT,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.726
COMPLETED,NORTHEAST,36.0,55.0,39.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,SOMEWHAT,BUSH,DEWINE,CATHOLIC,0.555
COMPLETED,NORTHEAST,36.0,55.0,40.0,THIRD CALL,65-74,MALE,BUSH,BEFORE THAT,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,MCCAIN,BOTH,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.706
COMPLETED,NORTHEAST,36.0,55.0,41.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"UNDER $15,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,OMITS,OMITS,MCCAIN,ABOUT RIGHT,OMITS,NEITHER,YES,YES,SOMEWHAT,MCCAIN,,CATHOLIC,0.542
COMPLETED,NORTHEAST,36.0,55.0,42.0,THIRD CALL,25-29,FEMALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,NOT MUCH,MCCAIN,DEWINE,NONE,0.806
