STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,BUSHKNOW,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYDEMS,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,REGION,WEIGHT
5.0,29.0,58.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,NOT TYPICAL POLITICAN,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,,,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,487.0,,,GORE,MCCAIN,YES,,,YELLOW,BRADLEY,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,0.487
5.0,29.0,59.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,661.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.661
5.0,29.0,61.0,THIRD CALL,65-74,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,OMITS,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,873.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,,NO,WHITE,,DEMOCRAT,OMITS,OTHERS,0.873
5.0,29.0,62.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,,"$30,000-$49,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,661.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,OMITS,,BUSH,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.661
5.0,29.0,63.0,THIRD CALL,75+,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,JEWISH,,"$30,000-$49,000",,MODERATE,MODERATE,65+,75+,,,COMPLETE,60+,60+,DEMOCRAT,65+,75+,873.0,UNFAVORABLE,UNFAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,JEWISH,DEMOCRAT,,OTHERS,0.873
5.0,29.0,64.0,THIRD CALL,40-44,HISPANIC/LATINO,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,,POST GRADUATE STUDY,NONE,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,40-49,,40-49,40-49,254.0,FAVORABLE,FAVORABLE,,,,NO,GREAT DEAL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,YES,HISPANIC/LATINO,NONE,DEMOCRAT,,OTHERS,0.254
5.0,29.0,69.0,THIRD CALL,60-64,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,JEWISH,,"$100,000 OR MORE",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,873.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,OMITS,NO,NO,WHITE,JEWISH,DEMOCRAT,,OTHERS,0.873
5.0,29.0,72.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,536.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.536
5.0,29.0,73.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,661.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.661
5.0,29.0,74.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,JEWISH,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,585.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,JEWISH,DEMOCRAT,,OTHERS,0.585
5.0,29.0,75.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,,JEWISH,,,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,661.0,UNFAVORABLE,UNFAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,FAVORABLE,,BUSH,,NO,WHITE,JEWISH,DEMOCRAT,,OTHERS,0.661
5.0,29.0,76.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,,"$75,000-$99,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,661.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.661
5.0,29.0,79.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,OMITS,,,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,487.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.487
5.0,31.0,7.0,FIRST CALL,45-49,BLACK,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$50,000-$74,999",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,337.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.337
5.0,31.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,,,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,539.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.539
5.0,31.0,28.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,,,SAME,YES,DEMOCRAT,,,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,293.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.293
5.0,31.0,29.0,THIRD CALL,,HISPANIC/LATINO,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,YES,,YES,MODERATE,MODERATE,,,TOO LIBERAL,TOO LIBERAL,COMPLETE,,,DEMOCRAT,,,337.0,,,GORE,GORE,OMITS,,,YELLOW,GORE,,,FAVORABLE,,,,HISPANIC/LATINO,,DEMOCRAT,NOT SATISFIED,OTHERS,0.337
5.0,31.0,34.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$75,000-$99,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,337.0,FAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.337
5.0,31.0,36.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,,"$100,000 OR MORE",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,281.0,UNFAVORABLE,FAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.281
5.0,31.0,44.0,THIRD CALL,50-59,WHITE,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,,"$50,000-$74,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,647.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.647
5.0,33.0,1.0,FIRST CALL,65-74,ASIAN,,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,NOT COMPLETE,60+,60+,,65+,65-74,652.0,,,OMITS,OMITS,OMITS,,,YELLOW,OMITS,,,OMITS,,,,ASIAN,,DEMOCRAT,OMITS,OTHERS,0.652
5.0,33.0,2.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,HAS NEW IDEAS,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,437.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,NOT SATISFIED,OTHERS,0.437
5.0,33.0,4.0,FIRST CALL,30-39,ASIAN,MALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,NOT TYPICAL POLITICAN,DISAPPROVE,CANDS PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,,,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,711.0,,,GORE,GORE,OMITS,,,YELLOW,BRADLEY,,,UNFAVORABLE,,NO,NO,ASIAN,,DEMOCRAT,NOT SATISFIED,OTHERS,0.711
5.0,33.0,5.0,FIRST CALL,50-59,ASIAN,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,592.0,,,GORE,GORE,YES,,,YELLOW,BRADLEY,,,FAVORABLE,,NO,NO,ASIAN,,DEMOCRAT,SATISFIED,OTHERS,0.592
5.0,33.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,NOT COMPLETE,60+,60+,,65+,65-74,884.0,,,GORE,OMITS,YES,,,YELLOW,OMITS,,,OMITS,,,,WHITE,,DEMOCRAT,OMITS,OTHERS,0.884
5.0,33.0,7.0,FIRST CALL,50-59,ASIAN,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,803.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,ASIAN,,DEMOCRAT,SATISFIED,OTHERS,0.803
5.0,33.0,10.0,FIRST CALL,65-74,ASIAN,FEMALE,BRADLEY,BEFORE THAT,OMITS,STRONG LEADER,DISAPPROVE,CANDS PERSONAL QUALITIES,,,SAME,YES,DEMOCRAT,,,NO,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,652.0,,,BUSH,MCCAIN,YES,,,YELLOW,BRADLEY,,,UNFAVORABLE,,NO,NO,ASIAN,,DEMOCRAT,NOT SATISFIED,OTHERS,0.652
5.0,33.0,11.0,FIRST CALL,75+,ASIAN,MALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,WORSE,NO,INDEPENDENT,,,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,NOT LIBERAL ENOUGH,TOO LIBERAL,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,75+,1061.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,,NO,ASIAN,,DEMOCRAT,SATISFIED,OTHERS,1.061
5.0,33.0,14.0,FIRST CALL,65-74,ASIAN,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,,,,MODERATE,MODERATE,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,884.0,UNFAVORABLE,UNFAVORABLE,,,,,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,OMITS,NO,NO,ASIAN,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.884
5.0,33.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,NONE,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,803.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.803
5.0,33.0,17.0,FIRST CALL,50-59,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,SOMETHING ELSE,POST GRADUATE STUDY,JEWISH,,"$100,000 OR MORE",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,963.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT MUCH,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,WHITE,JEWISH,DEMOCRAT,,OTHERS,0.963
5.0,33.0,21.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$15,000-$29,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,592.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.592
5.0,33.0,23.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,NOT TYPICAL POLITICAN,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,437.0,,,GORE,MCCAIN,YES,,,YELLOW,BRADLEY,,,UNFAVORABLE,,NO,NO,BLACK,,DEMOCRAT,OMITS,OTHERS,0.437
5.0,33.0,24.0,SECOND CALL,40-44,HISPANIC/LATINO,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,501.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.501
5.0,33.0,25.0,SECOND CALL,45-49,ASIAN,MALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,OMITS,,,BETTER,NO,INDEPENDENT,,,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,963.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,,ASIAN,,DEMOCRAT,SATISFIED,OTHERS,0.963
5.0,33.0,28.0,SECOND CALL,18-24,ASIAN,MALE,BRADLEY,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,742.0,,,GORE,GORE,NO,,,YELLOW,BRADLEY,,,FAVORABLE,,NO,NO,ASIAN,,DEMOCRAT,SATISFIED,OTHERS,0.742
5.0,33.0,30.0,SECOND CALL,18-24,BLACK,MALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,OMITS,NO,DEMOCRAT,,,NO,,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,524.0,,,GORE,GORE,NO,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.524
5.0,33.0,33.0,SECOND CALL,40-44,HISPANIC/LATINO,MALE,GORE,THIS YEAR,RACE RELATIONS,HAS NEW IDEAS,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,INDEPENDENT,,,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,501.0,,,BUSH,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.501
5.0,33.0,35.0,SECOND CALL,50-59,HISPANIC/LATINO,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,ABORTION,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,,,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,308.0,,,GORE,GORE,YES,,,YELLOW,BRADLEY,,,FAVORABLE,,NO,NO,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.308
5.0,33.0,36.0,SECOND CALL,30-39,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,TOO LIBERAL,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,963.0,,,GORE,GORE,YES,,,YELLOW,OMITS,,,FAVORABLE,,YES,NO,WHITE,,DEMOCRAT,OMITS,OTHERS,0.963
5.0,33.0,38.0,SECOND CALL,40-44,ASIAN,,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,,"$15,000-$29,000",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,963.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,ASIAN,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.963
5.0,33.0,39.0,SECOND CALL,45-49,WHITE,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,,"$15,000-$29,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,963.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,0.963
5.0,33.0,42.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,803.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,ASIAN,CATHOLIC,DEMOCRAT,,OTHERS,0.803
5.0,33.0,43.0,SECOND CALL,50-59,HISPANIC/LATINO,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,,PROTESTANT,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,501.0,FAVORABLE,UNFAVORABLE,,,,YES,NOT AT ALL,WHITE,,UNFAVORABLE,UNFAVORABLE,,MCCAIN,,YES,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.501
5.0,33.0,49.0,SECOND CALL,75+,ASIAN,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,65+,75+,,,COMPLETE,60+,60+,DEMOCRAT,65+,75+,884.0,UNFAVORABLE,UNFAVORABLE,,,,NO,SOMEWHAT,WHITE,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,NO,ASIAN,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.884
5.0,33.0,50.0,SECOND CALL,40-44,,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,NONE,,,,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,803.0,OMITS,OMITS,,,,,NOT AT ALL,WHITE,,FAVORABLE,OMITS,,OMITS,NO,,,NONE,DEMOCRAT,,OTHERS,0.803
