STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,GORE,BRADLEY,BCPERSON,REL5,WEIGHT,PREVPRID
11.0,32.0,22.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.656,YES
11.0,32.0,23.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,TODAY,EDUCATION,HAS NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.62,NO
11.0,32.0,24.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ONLY GORE,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.648,
11.0,32.0,25.0,THIRD CALL,40-44,BLACK,MALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.64,YES
11.0,32.0,26.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,,SOMETHING ELSE,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.656,YES
11.0,32.0,27.0,THIRD CALL,60-64,,FEMALE,GORE,BEFORE THAT,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,OMITS,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.676,YES
11.0,32.0,28.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.656,YES
11.0,32.0,29.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.656,YES
11.0,32.0,30.0,THIRD CALL,30-39,WHITE,MALE,GORE,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,SOMETHING ELSE,0.667,YES
11.0,32.0,31.0,THIRD CALL,75+,BLACK,FEMALE,GORE,THIS YEAR,ABORTION,HAS THE RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,65+,75+,OMITS,OMITS,BUSH,GORE,OMITS,OMITS,OMITS,,0.648,
11.0,32.0,32.0,THIRD CALL,65-74,OTHER,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ONLY GORE,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.66,
11.0,32.0,33.0,THIRD CALL,50-59,BLACK,MALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.64,YES
11.0,32.0,34.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.656,YES
11.0,33.0,1.0,SECOND CALL,25-29,BLACK,MALE,BRADLEY,THIS YEAR,RACE RELATIONS,HAS NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.208,YES
11.0,33.0,2.0,SECOND CALL,65-74,OTHER,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,OMITS,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.348,YES
11.0,33.0,3.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.114,YES
11.0,33.0,4.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.091,YES
11.0,33.0,5.0,SECOND CALL,40-44,BLACK,MALE,GORE,THIS YEAR,RACE RELATIONS,HAS THE RIGHT EXPERIENCE,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,2.064,YES
11.0,33.0,6.0,SECOND CALL,18-24,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY BRADLEY,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,GORE,OMITS,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.208,NO
11.0,33.0,7.0,SECOND CALL,65-74,BLACK,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BUSH,GORE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.041,NO
11.0,33.0,8.0,SECOND CALL,45-49,BLACK,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.2770000000000001,YES
11.0,33.0,9.0,SECOND CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.064,YES
11.0,33.0,10.0,SECOND CALL,75+,BLACK,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,APPROVE,BRADLEY PLAN BETTER,OMITS,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ONLY BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,75+,OMITS,OMITS,GORE,OMITS,OMITS,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.293,YES
11.0,33.0,11.0,SECOND CALL,30-39,BLACK,MALE,GORE,THIS YEAR,RACE RELATIONS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.064,YES
11.0,33.0,12.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.114,YES
11.0,33.0,13.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.114,YES
11.0,33.0,14.0,THIRD CALL,40-44,BLACK,MALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,2.064,YES
11.0,33.0,15.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,2.114,YES
11.0,33.0,16.0,THIRD CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,OMITS,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.064,YES
11.0,33.0,17.0,THIRD CALL,60-64,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,50-64,50-64,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,2.041,
11.0,33.0,18.0,THIRD CALL,25-29,BLACK,MALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.952,YES
11.0,33.0,19.0,THIRD CALL,45-49,BLACK,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,SOMETHING ELSE,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.308,YES
11.0,33.0,20.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,OMITS,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,2.114,YES
11.0,33.0,21.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,BUSH,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.114,YES
11.0,34.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.548,YES
11.0,34.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.548,YES
11.0,34.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.586,YES
11.0,34.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.586,YES
