BUSHKNOW,OTHPRIRI,GEOCODE,OTHERPRI,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ISSVQUAL,REPSEEN,RELRIGHT,VOTE96,ABORTION,FINSIT,SSTAX,BUSHDAD,PARTYID,MCAINVET,ATTEND,EDUC,RELIGION,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,VETERAN,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BUSH,MCCAIN,FORBES,INTERNET,NHSTEC,STR8TALK,ETAX,MARRIED,CHILD,REFORMVT,RELPUB,DESCRIBE,BEATDEM,ELIFE,CAMPFIN,BRNAGAIN,REGREP,REL5,WEIGHT
,"Yes, for Bradley",Rural north,"Yes, for Bradley",30.0,7.0,46.0,Call 3,45-49,Female,McCain,,,Will fall,,,,None,,,,Same,Strengthen Social Security,Not important at all,Independent,Not too important,,Post graduate study,,,"$30,000 - $49,999",,,Very liberal,Liberal,No,18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,Somewhat closely,Unfavorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Dislike other candidate,McCain,Good amount,Help,,Undeclared/Independent,,0.812
,No,Rural north,No,30.0,7.0,47.0,Call 3,50-59,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not too important,Independent,Very important,,College graduate,,,"$50,000 - $74,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Very closely,Unfavorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Undeclared/Independent,,0.812
,,Rural north,No,30.0,7.0,48.0,Call 3,65-74,Male,Bush,,,OMITS,,,,Three or more,,,,Same,Tax cut,Not too important,Independent,OMITS,,Some college/Associate,,,"$15,000-$29,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,Somewhat closely,Favorable,Favorable,Favorable,No,Not so good,OMITS,No,,,Yes,,Strongly favor my candidate,Bush,Great deal,Help,,Republican,,1.496
,,Rural north,No,30.0,7.0,49.0,Call 3,18-24,Female,Bush,,,Will rise,,,,One,,,,,Tax cut,Somewhat important,Republican,Not too important,,Did not complete high school,,,,,,,,"Yes, someone else in household",18-64,18-74,Complete,18-29,18-24,Republican,18-24,18-24,Not closely at all,Favorable,Unfavorable,Favorable,Yes,Excellent,Bush,No,,,Yes,,Like my candidate with reservations,Bush,Good amount,Help,,Not registered,,1.303
,No,Rural north,No,30.0,7.0,50.0,Call 3,30-39,Male,McCain,,,Will fall,,,,None,,,,Same,Strengthen Social Security,Somewhat important,Independent,Somewhat important,,College graduate,,,"$30,000 - $49,999",,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Somewhat closely,Unfavorable,Favorable,Unfavorable,Yes,Good,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Undeclared/Independent,,0.863
Yes,,Rural north,,30.0,12.0,1.0,Call 1,50-59,Male,McCain,This year,Satisfied with candidates,,OMITS,Stands up for beliefs,OMITS,,No,,OMITS,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,18-64,18-74,Not complete,45-59,50-59,,50-64,50-64,,,,,,,,,,,,OMITS,,,,,OMITS,,,0.5
Yes,,Rural north,,30.0,12.0,2.0,Call 1,30-39,Male,McCain,Before that,Satisfied with candidates,,World affairs,Has the right experience,My candidates personal qualities,,No,Other,Legal in most cases,,,,Republican,,Once a week,Post graduate study,Catholic,No,"$100,000 or more",Yes,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Catholic,0.5
No,,Rural north,,30.0,12.0,3.0,Call 1,50-59,Male,McCain,This year,Satisfied with candidates,,OMITS,Stands up for beliefs,OMITS,,Yes,,Legal in most cases,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,18-64,18-74,Not complete,45-59,50-59,,50-64,50-64,,,,,,,,,,,,OMITS,,,,,OMITS,,,0.5
Yes,,Rural north,,30.0,12.0,4.0,Call 1,50-59,Female,Bush,Within last week,Satisfied with candidates,,Education,Strong leader,My candidates personal qualities,,No,Other,Legal in all cases,,,,Independent,,Few times a year,Post graduate study,Protestant,No,"$100,000 or more",Yes,No,Somewhat liberal,Liberal,No,18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.59
No,,Rural north,,30.0,12.0,5.0,Call 1,30-39,Male,Forbes,Today,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Other,Legal in all cases,,,,Independent,,Few times a year,High school graduate,Other Christian,Yes,"$30,000 - $49,999",Yes,Yes,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,No,Yes,,Publicly discussed,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.538
Yes,,Rural north,,30.0,12.0,6.0,Call 1,60-64,Male,Keyes,Before that,Satisfied with candidates,,Abortion,Stands up for beliefs,My candidates personal qualities,,No,Other,Illegal in all cases,,,,Independent,,More than once a week,Post graduate study,Catholic,No,"$30,000 - $49,999",No,No,Moderate,Moderate,No,18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,,,,,,,,,No,No,,Publicly discussed,,,,,No,Undeclared/Independent,Catholic,0.984
Yes,,Rural north,,30.0,12.0,7.0,Call 1,75 and over,Male,McCain,Within 3 days,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates positions on the issues,,No,Forbes,Illegal in most cases,,,,Independent,,Few times a year,Some college/Associate,Protestant,No,"$15,000-$29,999",Yes,No,Moderate,Moderate,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Independent/Other,65 and over,75 and over,,,,,,,,,No,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.6920000000000001
Yes,,Rural north,,30.0,12.0,8.0,Call 1,50-59,Female,Bush,Within last week,Satisfied with candidates,,Moral values,Represents conservative values,My candidates personal qualities,,Yes,Other,Illegal in all cases,,,,Independent,,More than once a week,High school graduate,Protestant,OMITS,"$30,000 - $49,999",OMITS,OMITS,Very conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Publicly discussed,,,,,Yes,Republican,Protestant/Other Christian,0.59
,No,Rural north,No,30.0,12.0,9.0,Call 1,30-39,Female,McCain,,,Will rise,,,,One,,,,Better,Strengthen Social Security,Not too important,Independent,Very important,,High school graduate,,,"$30,000 - $49,999",,,Very liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Somewhat closely,Unfavorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,Yes,,Strongly favor my candidate,McCain,Great deal,Help,,Undeclared/Independent,,0.47200000000000003
,,Rural north,OMITS,30.0,12.0,10.0,Call 1,65-74,Female,Bush,,,OMITS,,,,,,,,,OMITS,OMITS,,OMITS,,,,,,,,,,,65 and over,18-74,Not complete,60 and over,60 and over,,65 and over,65-74,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,OMITS,,OMITS,OMITS,OMITS,OMITS,,,,0.8160000000000001
,,Rural north,"Yes, for Bradley",30.0,12.0,11.0,Call 1,40-44,Female,McCain,,,Will fall,,,,One,,,,Same,Tax cut,Not important at all,Independent,Somewhat important,,College graduate,,,"$50,000 - $74,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,McCain,Yes,,,Yes,,Like my candidate with reservations,Bush,Great deal,Help,,Republican,,0.47200000000000003
,No,Rural north,No,30.0,12.0,12.0,Call 1,40-44,Female,McCain,,,OMITS,,,,,,,,Same,OMITS,Not too important,Independent,Somewhat important,,Some college/Associate,,,,,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,Somewhat closely,Unfavorable,Favorable,Unfavorable,Yes,Good,OMITS,OMITS,,,No,,Dislike other candidate,McCain,Good amount,OMITS,,Undeclared/Independent,,0.47200000000000003
,,Rural north,"Yes, for Bradley",30.0,12.0,13.0,Call 1,65-74,,Bush,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Not important at all,Independent,Somewhat important,,High school graduate,,,"$15,000-$29,999",,,Very liberal,Liberal,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,Very closely,Favorable,Unfavorable,Unfavorable,No,Excellent,Both,No,,,No,,Like my candidate with reservations,Bush,Not at all,Help,,Republican,,0.868
,No,Rural north,No,30.0,12.0,14.0,Call 1,30-39,Male,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Independent,Somewhat important,,High school graduate,,,"$50,000 - $74,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Somewhat closely,Unfavorable,Favorable,Unfavorable,No,Good,McCain,Yes,,,OMITS,,Strongly favor my candidate,McCain,Good amount,Help,,Undeclared/Independent,,0.5
,,Rural north,No,30.0,12.0,15.0,Call 1,45-49,Female,McCain,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Not too important,Republican,Very important,,College graduate,,,"$100,000 or more",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,Very closely,Favorable,Favorable,Unfavorable,Yes,Excellent,McCain,No,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,0.47200000000000003
,No,Rural north,No,30.0,12.0,16.0,Call 1,60-64,,McCain,,,Will rise,,,,Two,,,,Better,Strengthen Social Security,Not too important,Independent,Very important,,High school graduate,,,"$15,000-$29,999",,,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,Very closely,OMITS,Favorable,OMITS,No,Good,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Undeclared/Independent,,0.651
OMITS,,Rural north,,30.0,12.0,17.0,Call 2,30-39,Female,Keyes,Today,Satisfied with candidates,,OMITS,OMITS,OMITS,,OMITS,,OMITS,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,18-64,18-74,Not complete,30-44,30-39,,30-39,30-39,,,,,,,,,,,,OMITS,,,,,OMITS,,,0.669
OMITS,,Rural north,,30.0,12.0,18.0,Call 2,65-74,Male,McCain,,OMITS,,OMITS,OMITS,OMITS,,OMITS,,OMITS,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,65 and over,18-74,Not complete,60 and over,60 and over,,65 and over,65-74,,,,,,,,,,,,OMITS,,,,,OMITS,,,0.6920000000000001
OMITS,,Rural north,,30.0,12.0,19.0,Call 2,75 and over,,Forbes,Before that,Satisfied with candidates,,Moral values,Strong leader,OMITS,,Yes,,Legal in all cases,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,65 and over,75 and over,Not complete,60 and over,60 and over,,65 and over,75 and over,,,,,,,,,,,,OMITS,,,,,OMITS,,,0.744
No,,Rural north,,30.0,12.0,20.0,Call 2,50-59,Male,McCain,Within 3 days,Satisfied with candidates,,Social Security/Medicare,Cares about average American,My candidates positions on the issues,,No,Alexander,Legal in all cases,,,,Republican,,Few times a month,Some college/Associate,Other Christian,No,"$15,000-$29,999",No,No,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,,No,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.5
No,,Rural north,,30.0,12.0,21.0,Call 2,65-74,,McCain,Before that,Satisfied with candidates,,OMITS,Strong leader,OMITS,,OMITS,,OMITS,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,65 and over,18-74,Not complete,60 and over,60 and over,,65 and over,65-74,,,,,,,,,,,,OMITS,,,,,OMITS,,,0.651
Yes,,Rural north,,30.0,12.0,22.0,Call 2,60-64,Male,Forbes,Within last week,Satisfied with candidates,,Taxes,Strong leader,My candidates personal qualities,,Yes,Buchanan,Illegal in most cases,,,,Independent,,Few times a year,Did not complete high school,Catholic,No,"$50,000 - $74,999",No,No,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,OMITS,Undeclared/Independent,Catholic,0.744
,,Rural north,"Yes, for Gore",30.0,12.0,23.0,Call 2,30-39,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not important at all,Republican,Somewhat important,,Some college/Associate,,,"$30,000 - $49,999",,,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Somewhat closely,Unfavorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Like my candidate with reservations,McCain,Great deal,Help,,Republican,,0.47200000000000003
,,Rural north,No,30.0,12.0,24.0,Call 2,45-49,Female,Bush,,,Will rise,,,,None,,,,Better,Tax cut,Not too important,Republican,Not too important,,Some college/Associate,,,"$75,000 - $99,999",,,Very conservative,Conservative,No,18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,Somewhat closely,Favorable,Favorable,Favorable,Yes,Good,Bush,No,,,No,,Strongly favor my candidate,Bush,Good amount,OMITS,,Republican,,0.59
,No,Rural north,No,30.0,12.0,25.0,Call 2,65-74,Female,McCain,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Not important at all,Independent,Somewhat important,,Some college/Associate,,,"$30,000 - $49,999",,,Moderate,Moderate,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,Somewhat closely,Unfavorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Undeclared/Independent,,0.651
,"Yes, for Bradley",Rural north,"Yes, for Bradley",30.0,12.0,26.0,Call 2,50-59,Female,Bush,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Independent,Somewhat important,,Some college/Associate,,,"$50,000 - $74,999",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Somewhat closely,Favorable,Favorable,Favorable,Yes,Good,Both,No,,,No,,Like my candidate with reservations,Bush,Great deal,Help,,Undeclared/Independent,,0.59
,"Yes, for Bradley",Rural north,"Yes, for Bradley",30.0,12.0,27.0,Call 2,40-44,Male,Bush,,,Will rise,,,,None,,,,Better,Tax cut,Somewhat important,Independent,Not too important,,Some college/Associate,,,"$75,000 - $99,999",,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,Somewhat closely,Favorable,OMITS,OMITS,No,Good,Bush,No,,,Yes,,Strongly favor my candidate,Bush,Good amount,Hurt,,Undeclared/Independent,,0.627
,,Rural north,"Yes, for Bradley",30.0,12.0,28.0,Call 2,18-24,Female,McCain,,,Will rise,,,,Two,,,,Better,Strengthen Social Security,Not important at all,Independent,Somewhat important,,Some college/Associate,,,"$30,000 - $49,999",,,Very liberal,Liberal,No,18-64,18-74,Complete,18-29,18-24,Independent/Other,18-24,18-24,Somewhat closely,Unfavorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,Yes,,Like my candidate with reservations,McCain,Great deal,Help,,Republican,,0.602
No,,Rural north,,30.0,12.0,29.0,Call 3,40-44,Male,McCain,Before that,Satisfied with candidates,,Social Security/Medicare,Cares about average American,My candidates personal qualities,,Yes,Did not vote,Legal in most cases,,,,Republican,,Once a week,Did not complete high school,Catholic,No,"$50,000 - $74,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Not registered,Catholic,0.5
No,,Rural north,,30.0,12.0,30.0,Call 3,50-59,Male,McCain,This year,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Dole,OMITS,,,,Republican,,Never,High school graduate,None,OMITS,"$50,000 - $74,999",OMITS,OMITS,Very liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,None,0.5
Yes,,Rural north,,30.0,12.0,31.0,Call 3,30-39,Male,McCain,Today,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Dole,Legal in most cases,,,,Independent,,Few times a year,Some college/Associate,Protestant,No,"$75,000 - $99,999",Yes,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.5
Yes,,Rural north,,30.0,12.0,32.0,Call 3,45-49,Male,McCain,This year,Satisfied with candidates,,World affairs,Stands up for beliefs,My candidates personal qualities,,No,Dole,Legal in all cases,,,,Independent,,Few times a year,Some college/Associate,Protestant,No,"$30,000 - $49,999",No,No,Very liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.5
Yes,,Rural north,,30.0,12.0,33.0,Call 3,50-59,Female,McCain,Within 3 days,Satisfied with candidates,,Social Security/Medicare,Cares about average American,My candidates personal qualities,,No,Other,Illegal in most cases,,,,Independent,,Few times a year,Some college/Associate,Protestant,OMITS,"$50,000 - $74,999",Yes,OMITS,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,Yes,Republican,Protestant/Other Christian,0.47200000000000003
No,,Rural north,,30.0,12.0,34.0,Call 3,45-49,Female,McCain,This year,Satisfied with candidates,,World affairs,Stands up for beliefs,My candidates personal qualities,,No,Did not vote,OMITS,,,,Independent,,Few times a year,Some college/Associate,Protestant,No,"$50,000 - $74,999",No,No,Somewhat liberal,Liberal,No,18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,No,,OMITS,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.47200000000000003
Yes,,Rural north,,30.0,12.0,35.0,Call 3,50-59,Male,Keyes,Within last week,Satisfied with candidates,,OMITS,Stands up for beliefs,My candidates positions on the issues,,No,Buchanan,Legal in most cases,,,,Independent,,Never,High school graduate,Protestant,OMITS,"$15,000-$29,999",OMITS,OMITS,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Protestant/Other Christian,0.711
Yes,,Rural north,,30.0,12.0,36.0,Call 3,50-59,Female,McCain,This year,Satisfied with candidates,,Campaign finance reform,Strong leader,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Independent,,Once a week,College graduate,Catholic,No,"$30,000 - $49,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Catholic,0.47200000000000003
OMITS,,Rural north,,30.0,12.0,37.0,Call 3,30-39,Female,Bush,,OMITS,,OMITS,OMITS,OMITS,,OMITS,,OMITS,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,18-64,18-74,Not complete,30-44,30-39,,30-39,30-39,,,,,,,,,,,,OMITS,,,,,OMITS,,,0.59
,,Rural north,No,30.0,12.0,38.0,Call 3,30-39,Female,McCain,,,OMITS,,,,None,,,,Better,Strengthen Social Security,Somewhat important,Republican,Very important,,Some college/Associate,,,"$75,000 - $99,999",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Very closely,OMITS,Favorable,OMITS,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Little,OMITS,,Republican,,0.47200000000000003
