STATE,PCT,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,BCPERSON,JBUSH,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
10.0,37.0,17.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.46
10.0,37.0,18.0,THIRD CALL,60-64,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,60+,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.461
10.0,37.0,19.0,THIRD CALL,50-59,BLACK,MALE,GORE,OMITS,,,,"$50,000-$74,999",,,18-64,18-74,STATE,NORTH,45-59,,50-64,50-64,OMITS,OMITS,OMITS,OMITS,OMITS,,BLACK,,0.464
10.0,37.0,20.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.47400000000000003
10.0,37.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.442
10.0,37.0,22.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.6880000000000001
10.0,37.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.643
10.0,37.0,24.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,,MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.442
10.0,37.0,25.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.47400000000000003
10.0,37.0,26.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.45
10.0,37.0,27.0,THIRD CALL,50-59,WHITE,MALE,GORE,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.47400000000000003
10.0,37.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.442
10.0,37.0,29.0,THIRD CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,NORTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.43
10.0,41.0,1.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.8290000000000001
10.0,41.0,2.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,OMITS,NO,WHITE,CATHOLIC,0.66
10.0,41.0,3.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,0.66
10.0,41.0,4.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,JEWISH,0.707
10.0,41.0,5.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,JEWISH,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,JEWISH,0.8
10.0,41.0,6.0,THIRD CALL,75+,WHITE,MALE,BRADLEY,APPROVE,NO,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.9380000000000001
10.0,41.0,7.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,APPROVE,YES,DEMOCRAT,JEWISH,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,JEWISH,0.746
10.0,41.0,8.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.773
10.0,41.0,9.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.875
10.0,41.0,10.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$100,000 OR MORE",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.773
10.0,41.0,11.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,APPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.875
10.0,41.0,12.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.773
10.0,41.0,13.0,THIRD CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.8290000000000001
10.0,41.0,14.0,THIRD CALL,75+,WHITE,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.773
10.0,41.0,15.0,THIRD CALL,75+,WHITE,MALE,BRADLEY,APPROVE,NO,INDEPENDENT,SOMETHING ELSE,,SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,0.9380000000000001
10.0,41.0,16.0,THIRD CALL,65-74,WHITE,,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,,MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.8290000000000001
10.0,41.0,17.0,THIRD CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,,MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.8290000000000001
10.0,42.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.905
10.0,42.0,2.0,FIRST CALL,75+,,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,,,,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,,PROTESTANT/OTHER CHRISTIAN,1.287
10.0,42.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,WHITE,CATHOLIC,1.025
10.0,42.0,4.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.06
10.0,42.0,5.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.9520000000000001
10.0,42.0,6.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.971
10.0,42.0,7.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,1.06
10.0,42.0,8.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.8160000000000001
10.0,42.0,9.0,SECOND CALL,60-64,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,YES,HISPANIC/LATINO,CATHOLIC,1.115
10.0,42.0,10.0,SECOND CALL,75+,,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,,CATHOLIC,1.137
10.0,42.0,11.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,,1.137
10.0,42.0,12.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.971
10.0,42.0,13.0,SECOND CALL,45-49,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.9520000000000001
10.0,42.0,14.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,JEWISH,0.971
10.0,42.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,SOMETHING ELSE,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.905
10.0,42.0,16.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,NONE,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,NONE,0.971
10.0,42.0,17.0,THIRD CALL,40-44,BLACK,FEMALE,OTHER,DISAPPROVE,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.07200000000000001
10.0,42.0,18.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.971
10.0,42.0,19.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,1.137
10.0,42.0,20.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.905
10.0,42.0,21.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.9520000000000001
10.0,42.0,22.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,0.905
10.0,42.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.905
10.0,42.0,24.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9520000000000001
10.0,42.0,25.0,THIRD CALL,40-44,,MALE,BRADLEY,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,,SOMETHING ELSE,1.097
10.0,42.0,26.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,1.137
10.0,42.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,DISAPPROVE,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.025
10.0,42.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,WHITE,CATHOLIC,1.025
10.0,42.0,29.0,THIRD CALL,45-49,WHITE,MALE,GORE,DISAPPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.971
10.0,42.0,30.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,0.971
10.0,43.0,1.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.183
10.0,43.0,2.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",,,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.363
10.0,43.0,3.0,FIRST CALL,75+,,MALE,GORE,APPROVE,NO,DEMOCRAT,,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,FAVORABLE,OMITS,GORE,,,,1.412
10.0,43.0,4.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,,DEMOCRAT,PROTESTANT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,FAVORABLE,OMITS,GORE,,WHITE,PROTESTANT/OTHER CHRISTIAN,1.317
10.0,43.0,5.0,FIRST CALL,50-59,HISPANIC/LATINO,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,FAVORABLE,FAVORABLE,BUSH,YES,HISPANIC/LATINO,CATHOLIC,1.339
10.0,43.0,6.0,FIRST CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",,,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,1.183
10.0,43.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.204
10.0,43.0,8.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,OMITS,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.183
10.0,43.0,9.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.317
