ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,barbangr,kerryms,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1066157.0,Mississippi,100.0,Call 1,Backside complete,1.51383054256439,John Kerry,Male,Black,No,40-44,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Something else,More than once a week,No,The situation in Iraq,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,30-44,30-44,40-49,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38621.0
1066158.0,Mississippi,100.0,Call 1,Backside complete,1.31319642066956,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Something else,More than once a week,No,The situation in Iraq,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38621.0
1066169.0,Mississippi,7.0,Call 1,Backside complete,0.77445924282074,John Kerry,Female,Black,No,40-44,Democrat,Very liberal,High school graduate,"Under $15,000",Better today,"Yes, someone else does",Other Christian,A few times a year,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Northeast,Rural,Small cities and Rural,1.0,38860.0
1066171.0,Mississippi,100.0,Call 1,Backside complete,1.31319642066956,John Kerry,Female,Black,No,45-49,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Something else,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,45-64,45-59,40-49,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38621.0
1066172.0,Mississippi,91.0,Call 1,Backside complete,1.83433067798615,John Kerry,Female,White,No,65-74,Democrat,Moderate,Did not complete high school,,About the same,No one does,Catholic,A few times a year,Yes,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,No college degree,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1066173.0,Mississippi,59.0,Call 2,Backside complete,0.786627173423767,Howard Dean,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,Catholic,A few times a year,No,Economy/Jobs,Poor,Withdraw some troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,45-64,45-59,40-49,Occasionally,Catholic/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1066185.0,Mississippi,91.0,Call 1,Backside complete,1.81909966468811,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,"Yes, I do and someone else does",Something else,A few times a year,Yes,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Something else,White Something else,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1066187.0,Mississippi,91.0,Call 1,Backside complete,1.76677882671356,John Kerry,Male,White,No,45-49,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,Once a week,No,Economy/Jobs,Poor,Keep the same number of troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not too likely,Dick Gephardt,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1066196.0,Mississippi,7.0,Call 1,Backside complete,0.917916238307953,John Kerry,Female,Black,No,65-74,Democrat,Very liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Protestant,A few times a month,No,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Northeast,Rural,Small cities and Rural,1.0,38860.0
1066197.0,Mississippi,100.0,Call 1,Backside complete,1.31319642066956,John Kerry,Female,Black,No,30-39,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Something else,Once a week,No,The situation in Iraq,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Had no effect on jobs in your state,Very confident,30-44,30-44,30-39,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38621.0
1066203.0,Mississippi,59.0,Call 2,Backside complete,0.739546895027161,John Kerry,,White,No,75 or over,Democrat,Somewhat conservative,Did not complete high school,"$15,000-$29,999",Worse today,"Yes, I do",Protestant,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1066212.0,Mississippi,7.0,Call 1,Backside complete,0.892783463001251,John Kerry,Male,Black,No,45-49,Democrat,Very conservative,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Something else,A few times a month,No,Health care/Medicare,Not so good,Keep the same number of troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Something else,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Northeast,Rural,Small cities and Rural,1.0,38860.0
1066214.0,Mississippi,91.0,Call 1,Backside complete,1.74021911621094,John Kerry,Female,White,No,50-59,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Other Christian,Once a week,,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Not much,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1066215.0,Mississippi,108.0,Call 1,Backside complete,0.648784518241882,John Kerry,Male,Black,No,50-59,Democrat,Very liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Protestant,More than once a week,Yes,Education,Good,Send more troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not at all confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38771.0
1066216.0,Mississippi,100.0,Call 1,Backside complete,1.31319642066956,John Kerry,Female,Black,No,30-39,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",About the same,No one does,Something else,More than once a week,No,The situation in Iraq,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,30-44,30-44,30-39,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38621.0
1066226.0,Mississippi,59.0,Call 2,Backside complete,0.661864399909973,John Kerry,Male,White,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,"Yes, I do",Protestant,Once a week,No,Omit,Good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1066229.0,Mississippi,91.0,Call 1,Backside complete,1.83433067798615,John Kerry,Female,White,No,60-64,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Catholic,Once a week,No,Taxes,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1066231.0,Mississippi,108.0,Call 1,Backside complete,0.648784518241882,John Kerry,Male,Hispanic/Latino,Yes,50-59,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,"Yes, I do",Protestant,More than once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38771.0
1066243.0,Mississippi,7.0,Call 1,Backside complete,0.77445924282074,John Kerry,Female,Black,No,30-39,Democrat,Very liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Other Christian,A few times a year,No,Economy/Jobs,Not so good,Withdraw some troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,Rural,Small cities and Rural,1.0,38860.0
