ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BUSHANGR,BEATBUSH,gaymrrge,suppdean,REPLTAX,satkerry,TRADE,AGE,AGE60,AGE65,COLLEDUC,DEANDFCT,INC50K,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
824712.0,Wisconsin,35.0,Call 3,Backside complete,0.765161097049713,Howard Dean,Male,White,No,30-39,Republican,Very conservative,,"Under $15,000",Better today,"Yes, I do and someone else does","Yes, someone else has",Other Christian,In the last three days,Economy/Jobs,He cares about people like me,Good,Somewhat disapprove,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Left entirely in place,Somewhat satisfied,Creates more jobs in your state,30-44,30-44,30-39,,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,3.0,54650.0
824718.0,Wisconsin,62.0,Call 3,Backside complete,0.859165370464325,Howard Dean,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$100,000 or more",Better today,No one does,No one has,Something else,Today,Omit,He has a positive message,Good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Omit,Very satisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Moderate,Something else,White Something else,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53105.0
824725.0,Wisconsin,79.0,Call 3,Backside complete,1.67887508869171,Howard Dean,Male,White,No,50-59,Republican,Somewhat conservative,Postgraduate study,"$100,000 or more",Better today,No one does,No one has,Protestant,In the last month,Economy/Jobs,He stands up for what he believes,Good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Left entirely in place,Somewhat satisfied,Creates more jobs in your state,45-64,45-59,50-64,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53051.0
824739.0,Wisconsin,87.0,Call 3,Backside complete,0.537459194660187,Howard Dean,Female,White,,60-64,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,No one has,Catholic,In the last week,Health care/Medicare,He can defeat George W. Bush,Poor,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,60 or over,50-64,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54901.0
824742.0,Wisconsin,62.0,Call 3,Backside complete,0.85497111082077,Howard Dean,Female,White,No,18-24,Independent,Moderate,College graduate,"$50,000-$74,999",Better today,"Yes, I do",No one has,Catholic,In the last week,Education,He stands up for what he believes,Not so good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Left entirely in place,Very dissatisfied,Creates more jobs in your state,18-29,18-29,18-24,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53105.0
824743.0,Wisconsin,85.0,Call 3,Backside complete,0.496208071708679,Howard Dean,Female,White,No,45-49,Independent,Somewhat conservative,High school graduate,"$50,000-$74,999",About the same,"Yes, someone else does","Yes, someone else has",Catholic,In the last month,Health care/Medicare,He has the right temperament,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Somewhat dissatisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Conservative,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Northeast,Suburbs,Suburbs,6.0,54952.0
824747.0,Wisconsin,14.0,Call 3,Backside complete,0.992942810058594,Howard Dean,Male,White,No,40-44,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,No one has,Other Christian,Before that,Economy/Jobs,He can defeat George W. Bush,Poor,Somewhat disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824753.0,Wisconsin,62.0,Call 3,Backside complete,0.858761370182037,Howard Dean,Male,White,No,45-49,Democrat,Moderate,High school graduate,,About the same,No one does,"Yes, someone else has",Catholic,Today,Taxes,He stands up for what he believes,Good,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Very dissatisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,Omit,,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53105.0
824757.0,Wisconsin,14.0,Call 3,Backside complete,0.98809552192688,Howard Dean,Male,White,No,18-24,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,No one has,Protestant,Before that,Economy/Jobs,He stands up for what he believes,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,18-24,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824759.0,Wisconsin,87.0,Call 3,Backside complete,0.588721454143524,Howard Dean,Female,White,No,40-44,Republican,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",Catholic,In the last month,Taxes,He stands up for what he believes,Poor,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Very dissatisfied,Takes more jobs from your state,30-44,30-44,40-49,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Republican,Liberal,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54901.0
824765.0,Wisconsin,25.0,Call 3,Backside complete,1.6755713224411,Howard Dean,Male,White,No,18-24,Democrat,Very liberal,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does","Yes, I have and someone else has",None,Before that,The war in Iraq,He stands up for what he believes,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,18-24,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,None,White None,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",No,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
824766.0,Wisconsin,25.0,Call 3,Backside complete,1.68127512931824,Howard Dean,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Catholic,In the last month,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
824772.0,Wisconsin,35.0,Call 3,Backside complete,0.765521049499512,Howard Dean,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do","Yes, I have",Protestant,Before that,Health care/Medicare,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,3.0,54650.0
824775.0,Wisconsin,62.0,Call 3,Backside not complete,0.784354567527771,Howard Dean,Female,White,No,65-74,,,,,,,,,In the last three days,The war in Iraq,He stands up for what he believes,,,Angry,,,,Repealed only for the wealthy,Somewhat satisfied,,65 or over,60 or over,65 or over,,,,,,,,65 or over,,,,,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,,,White,South,Suburbs,Suburbs,1.0,53105.0
824778.0,Wisconsin,25.0,Call 3,Backside complete,1.6755713224411,Howard Dean,Male,White,No,25-29,Republican,Very conservative,College graduate,"$30,000-$49,999",Better today,No one does,No one has,Protestant,Today,The war in Iraq,He has a positive message,Excellent,Strongly approve,Enthusaistic,Omit,No legal recognition of gay couples' relationships,Yes,Left entirely in place,Very dissatisfied,Has no effect on jobs in your state,18-29,18-29,25-29,College degree,Omit,"Under $50,000",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
824782.0,Wisconsin,35.0,Call 3,Backside complete,0.765161097049713,Howard Dean,Male,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,No one does,No one has,Catholic,Today,Economy/Jobs,He stands up for what he believes,Good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,Northwest,Suburbs,Suburbs,3.0,54650.0
824786.0,Wisconsin,49.0,Call 3,Backside complete,1.19204330444336,Howard Dean,Male,Asian,No,25-29,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Better today,No one does,No one has,Something else,In the last three days,Economy/Jobs,He can defeat George W. Bush,Good,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Liberal,Something else,All others/Omits,Very/Somewhat satisfied,Non-white male,Today/Last 3 days/Last week,No,No,Asian,Milwaukee,"City over 500,000","City over 50,000",4.0,53208.0
824790.0,Wisconsin,35.0,Call 3,Backside complete,0.765521049499512,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",None,In the last month,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Northwest,Suburbs,Suburbs,3.0,54650.0
824795.0,Wisconsin,85.0,Call 3,Backside complete,0.496208071708679,Howard Dean,Female,White,No,30-39,Independent,Moderate,College graduate,"$30,000-$49,999",About the same,No one does,No one has,Protestant,In the last three days,Health care/Medicare,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northeast,Suburbs,Suburbs,6.0,54952.0
824797.0,Wisconsin,14.0,Call 3,Backside complete,0.992942810058594,Howard Dean,Male,White,No,30-39,Independent,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,No one has,Catholic,In the last week,Economy/Jobs,He has the right experience,Not so good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat satisfied,Creates more jobs in your state,30-44,30-44,30-39,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
