ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,ATTEND,FTVOTEP,TIMEPRI,issue,qual,IRAQAPP,BUSHANGR,BEATBUSH,jobworry,novedwr,novkerry,TERRWORR,TRADE,AGE,AGE60,AGE65,ATTEND2,COLLEDUC,ftever,FTPRIM,INC50K,iraq2,jobworr2,MILHH,MILVOTE,novedw2,novker2,OVER65,PARTY,PHIL3,SEXRACE,TERWORR2,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
798059.0,Virginia,95.0,Call 1,Backside complete,1.07839679718018,John Edwards,Female,White,No,30-39,Independent,Somewhat conservative,Some college or associate degree,"$50,000-$74,999",Better today,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,Today,Education,He has a positive message,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Not at all worried,Somewhat likely,Not too likely,Not too worried,Has no effect on jobs in your state,30-44,30-44,30-39,Occasionally,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Not too/Not at all likely,18-64,Independent,Conservative,White female,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23607.0
798060.0,Virginia,90.0,Call 1,Backside complete,1.05599284172058,John Edwards,Male,Black,No,30-39,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",About the same,No one does,No one has,More than once a week,"I have voted before, but not in a presidential primary",In the last three days,Economy/Jobs,He has a positive message,Somewhat disapprove,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat worried,Somewhat likely,Not too likely,Not too worried,Has no effect on jobs in your state,30-44,30-44,30-39,Weekly,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Not too/Not at all likely,18-64,Democrat,Conservative,Non-white male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23669.0
798061.0,Virginia,78.0,Call 1,Backside complete,0.705798149108887,John Edwards,Male,White,No,75 or over,Democrat,Somewhat conservative,College graduate,"$50,000-$74,999",Worse today,No one does,"Yes, I have",Once a week,"I have voted before, but not in a presidential primary",In the last three days,Economy/Jobs,He has a positive message,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,Very likely,Very likely,Not too worried,Has no effect on jobs in your state,65 or over,60 or over,65 or over,Weekly,College degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Omit,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Conservative,White male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
798062.0,Virginia,104.0,Call 1,Backside complete,0.956694781780243,John Kerry,Male,White,No,45-49,Democrat,Moderate,College graduate,"$75,000-$99,999",Better today,No one does,No one has,Never,I have voted in a presidential primary before,In the last three days,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,45-64,45-59,40-49,Never,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
798063.0,Virginia,44.0,Call 1,Backside complete,0.923993229866028,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Did not complete high school,"$50,000-$74,999",Better today,"Yes, I do",No one has,Once a week,I have voted in a presidential primary before,Today,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He agrees with you on the major issues,Very worried,Not too likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Weekly,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
798064.0,Virginia,109.0,Call 1,Backside complete,0.436418414115906,John Kerry,Male,White,No,60-64,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,A few times a year,I have voted in a presidential primary before,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not at all worried,Not at all likely,Very likely,Somewhat worried,Has no effect on jobs in your state,45-64,60 or over,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,White male,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
798065.0,Virginia,23.0,Call 1,Backside complete,1.7334920167923,John Kerry,Female,White,,45-49,Democrat,Very liberal,College graduate,"$75,000-$99,999",Better today,No one does,No one has,Never,I have voted in a presidential primary before,In the last week,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Not too likely,Somewhat likely,Somewhat worried,Omit,45-64,45-59,40-49,Never,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,8.0,20191.0
798066.0,Virginia,97.0,Call 1,Backside complete,1.50075662136078,John Kerry,Male,Black,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,Before that,Health care/Medicare,He stands up for what he believes,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Somewhat likely,Very likely,Very worried,Has no effect on jobs in your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,Non-white male,Very/somewhat worried,Last month/Before that,No,No,Black,East/Richmond,Rural,Small cities and Rural,4.0,23803.0
798067.0,Virginia,95.0,Call 1,Backside complete,0.963865637779236,John Kerry,,Black,,75 or over,,Moderate,Some college or associate degree,,Worse today,"Yes, someone else does","Yes, someone else has",More than once a week,I have voted in a presidential primary before,Today,Economy/Jobs,He has a positive message,Omit,Enthusaistic,He agrees with you on the major issues,Not too worried,Somewhat likely,Very likely,Somewhat worried,Omit,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,,Omit,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,,Moderate,,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23607.0
798068.0,Virginia,78.0,Call 1,Backside complete,0.845797061920166,John Edwards,Female,White,No,65-74,Democrat,Somewhat conservative,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,No one has,Once a week,"I have voted before, but not in a presidential primary",In the last three days,Economy/Jobs,He has a positive message,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Very likely,Very likely,Not too worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Conservative,White female,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
798069.0,Virginia,12.0,Call 1,Backside complete,0.680837094783783,John Kerry,Female,White,No,40-44,Independent,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",A few times a year,I have voted in a presidential primary before,In the last three days,Economy/Jobs,He has a positive message,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,40-49,Occasionally,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
798070.0,Virginia,109.0,Call 1,Backside complete,0.436418414115906,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,"Yes, I have",Never,I have voted in a presidential primary before,In the last week,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Somewhat likely,Somewhat likely,Very worried,Creates more jobs in your state,65 or over,60 or over,65 or over,Never,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
798071.0,Virginia,44.0,Call 1,Backside complete,1.04154586791992,Howard Dean,Female,White,No,40-44,Democrat,Somewhat liberal,College graduate,,Better today,"Yes, someone else does",,Once a week,This is the first time I have voted in any election,In the last week,Economy/Jobs,He stands up for what he believes,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not at all worried,Not at all likely,Somewhat likely,Very worried,Takes more jobs from your state,30-44,30-44,40-49,Weekly,College degree,First time ever voted,First time voted in a primary,,Strongly/Somewhat approve,Not too/Not at all worried,,,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
798073.0,Virginia,95.0,Call 1,Backside complete,1.63439667224884,John Edwards,Male,Black,No,17-24,Democrat,Very conservative,Did not complete high school,,About the same,No one does,"Yes, someone else has",A few times a month,I have voted in a presidential primary before,In the last month,Taxes,He cares about people like me,Strongly approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not at all worried,Somewhat likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,17-29,17-29,17-24,Occasionally,No college degree,Have voted before,Have voted in a primary before,,Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Conservative,Non-white male,Very/somewhat worried,Last month/Before that,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23607.0
798074.0,Virginia,90.0,Call 1,Backside complete,0.559470653533936,John Edwards,Female,Hispanic/Latino,Yes,65-74,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",More than once a week,I have voted in a presidential primary before,In the last month,Economy/Jobs,He has a positive message,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat worried,Very likely,Very likely,Very worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,Non-white female,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23669.0
798075.0,Virginia,12.0,Call 1,Backside complete,0.734581887722015,Joe Lieberman,Male,White,No,60-64,Republican,Very conservative,College graduate,"$50,000-$74,999",About the same,No one does,No one has,More than once a week,I have voted in a presidential primary before,Today,National security/Terrorism,He stands up for what he believes,Strongly approve,Enthusaistic,He agrees with you on the major issues,Not at all worried,Not at all likely,Not at all likely,Very worried,Creates more jobs in your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Not too/Not at all likely,Not too/Not at all likely,18-64,Republican,Conservative,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
