GENDER,AGE10,QRACEAI,MAY,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNYC,GETAHEAD25,TRACKANGR,FORTRUMPM25,TRUMP4,FAVDEM4,FAVREP4,RELIGN18,QLT25NYC,TIME25M,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNYC2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25MWEEK,TIME25MMONTH,SIZEPLC3,REL5
Male,50-59,White,Curtis Sliwa,Donald Trump,3.0,Attended college but received no degree,Democrat,,Very liberal,"$30,000-$49,999",,Holding steady,,To support Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,45-64,2757.0,1.0,10000.0,5.0,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Catholic
Male, 65-74,Black,Andrew Cuomo,Donald Trump,1.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,"$50,000-$99,999",,Falling behind,,To support Donald Trump,Strongly approve,,,Other,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2765.0,1.0,10000.0,14.0,1.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Other
Male,60-64,White,Curtis Sliwa,Donald Trump,3.0,Attended college but received no degree,Democrat,,Moderate,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Catholic,4.0,In the last few days,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,45-64,2766.0,1.0,10000.0,17.0,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",Catholic
Female,18-24,Black,Zohran Mamdani,Kamala Harris,3.0,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,,Angry,,,,,Muslim,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,College graduate,18-29,2769.0,1.0,10000.0,2.0,3.0,Black,18-44,18-24,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Other
Male,60-64,White,Curtis Sliwa,Donald Trump,1.0,Bachelor's degree (BA or BS),Republican,,Very liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Other,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,45-64,2771.0,1.0,10000.0,26.0,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Other
Male,35-39,White,Andrew Cuomo,Kamala Harris,3.0,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"Under $30,000",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,30-44,2773.0,1.0,10000.0,12.0,1.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Catholic
Female,75 or over,Asian,Andrew Cuomo,Kamala Harris,2.0,Bachelor's degree (BA or BS),Republican,,Moderate,"$100,000-$199,999",,Getting ahead,,To support Donald Trump,Strongly approve,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,College graduate,65 or over,2776.0,1.0,10000.0,29.0,1.0,Asian,45 or over,65 or over,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Jewish
Male, 65-74,White,Eric Adams,Kamala Harris,3.0,Attended college but received no degree,Republican,,Very conservative,,,,Enthusiastic,,,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,65 or over,2780.0,1.0,10000.0,24.0,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Male,60-64,Black,Curtis Sliwa,Donald Trump,3.0,Attended college but received no degree,Republican,,Somewhat conservative,,Good,,,,,Strongly unfavorable,Strongly unfavorable,None,4.0,Before October,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,45-64,2782.0,1.0,10000.0,19.0,2.0,Black,45 or over,50-64,Black men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",None
Male,50-59,Other,Eric Adams,Donald Trump,3.0,High school graduate,Republican,,Very liberal,"$100,000-$199,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,None,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,45-64,2784.0,1.0,10000.0,3.0,1.0,Other,45 or over,50-64,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",None
Female,30-34,Hispanic/Latino,Zohran Mamdani,Kamala Harris,1.0,Attended college but received no degree,Independent,Not lean either way,Somewhat liberal,,,,Angry,,,,,Protestant,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,30-44,2792.0,1.0,10000.0,1.0,3.0,Hispanic/Latino,18-44,30-39,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Liberal,,,,,,,,,,,"City over 50,000",Protestant or other Christian
Female,18-24,Black,Zohran Mamdani,Donald Trump,1.0,Attended college but received no degree,Democrat,,Moderate,,,,Angry,,,,,Other,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,18-29,2793.0,1.0,10000.0,6.0,3.0,Black,18-44,18-24,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Other
Female,30-34,Hispanic/Latino,Andrew Cuomo,Kamala Harris,1.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,,,,,,Other Christian,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,College graduate,30-44,2794.0,1.0,10000.0,24.0,3.0,Hispanic/Latino,18-44,30-39,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Protestant or other Christian
Female,60-64,White,Curtis Sliwa,Donald Trump,1.0,High school graduate,Democrat,,Moderate,,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,Jewish,5.0,Earlier in October,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,45-64,2803.0,1.0,10000.0,4.0,2.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,In the last month,"City over 50,000",Jewish
Male,25-29,White,Andrew Cuomo,Kamala Harris,3.0,Associate's degree (AA or AS),Republican,,Somewhat conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Other Christian,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,No college degree,18-29,2807.0,1.0,10000.0,16.0,3.0,White,18-44,25-29,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Protestant or other Christian
Female,50-59,White,Andrew Cuomo,Someone else,2.0,Associate's degree (AA or AS),Independent,Not lean either way,Very conservative,"$100,000-$199,999",,Falling behind,,To oppose Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,45-64,2812.0,1.0,10000.0,27.0,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Catholic
Male, 65-74,White,Curtis Sliwa,Donald Trump,3.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,"$50,000-$99,999",,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,Protestant,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,65 or over,2819.0,1.0,10000.0,16.0,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Protestant or other Christian
Male, 65-74,Asian,Andrew Cuomo,Kamala Harris,1.0,High school graduate,Independent,Lean Republican,Moderate,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Somewhat approve,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,65 or over,2824.0,1.0,10000.0,18.0,1.0,Asian,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Jewish
Male, 65-74,Black,Zohran Mamdani,Kamala Harris,1.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,,,,,,Muslim,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2827.0,1.0,10000.0,4.0,3.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Other
Female, 65-74,Hispanic/Latino,Andrew Cuomo,Kamala Harris,3.0,Attended college but received no degree,Republican,,Very conservative,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Strongly approve,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2831.0,1.0,10000.0,9.0,1.0,Hispanic/Latino,45 or over,65 or over,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Catholic
Male,45-49,Hispanic/Latino,Andrew Cuomo,Kamala Harris,3.0,Attended college but received no degree,Republican,,Somewhat conservative,"$100,000-$199,999",,Getting ahead,,Donald Trump was not a facctor,Strongly approve,,,None,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,2835.0,1.0,10000.0,19.0,1.0,Hispanic/Latino,45 or over,40-49,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",None
Male,60-64,White,Curtis Sliwa,Donald Trump,3.0,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Catholic,2.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,College graduate,45-64,2836.0,1.0,10000.0,17.0,2.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Male,50-59,White,Eric Adams,Kamala Harris,2.0,High school graduate,Republican,,Moderate,,,,Angry,,,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,No college degree,45-64,2878.0,1.0,10000.0,17.0,3.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",Jewish
Male,50-59,White,Andrew Cuomo,Kamala Harris,1.0,High school graduate,Independent,Lean Republican,Very conservative,,,,,,,,,None,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,No college degree,45-64,2885.0,1.0,10000.0,26.0,3.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Conservative,,,,,,,,,,,"City over 50,000",None
Female,45-49,Black,Andrew Cuomo,Did not vote,1.0,Bachelor's degree (BA or BS),Republican,,Somewhat liberal,"$50,000-$99,999",,Falling behind,,To support Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,College graduate,45-64,2887.0,1.0,10000.0,7.0,1.0,Black,45 or over,40-49,Black women,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Catholic
Male,50-59,White,Curtis Sliwa,Donald Trump,1.0,Associate's degree (AA or AS),Democrat,,Somewhat conservative,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Protestant,1.0,In the last few days,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,No college degree,45-64,2891.0,1.0,10000.0,14.0,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",Protestant or other Christian
Male, 65-74,White,Other,Kamala Harris,2.0,High school graduate,Republican,,Somewhat conservative,"$100,000-$199,999",,Falling behind,,To support Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,65 or over,2896.0,1.0,10000.0,23.0,1.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Catholic
Male, 65-74,Hispanic/Latino,Zohran Mamdani,Kamala Harris,1.0,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat favorable,Strongly unfavorable,None,5.0,Earlier in October,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2899.0,1.0,10000.0,18.0,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,In the last month,"City over 50,000",None
Female,40-44,Black,Eric Adams,Kamala Harris,3.0,Associate's degree (AA or AS),Democrat,,Somewhat liberal,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,Other,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,30-44,2905.0,1.0,10000.0,5.0,1.0,Black,18-44,40-49,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Other
Male,75 or over,Black,Zohran Mamdani,Kamala Harris,3.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Democrat,Somewhat liberal,,,,Angry,,,,,None,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2910.0,1.0,10000.0,3.0,3.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",None
Male,60-64,Black,Curtis Sliwa,Donald Trump,2.0,Bachelor's degree (BA or BS),Democrat,,Moderate,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Other,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,College graduate,45-64,2913.0,1.0,10000.0,7.0,1.0,Black,45 or over,50-64,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Other
Female, 65-74,Hispanic/Latino,Andrew Cuomo,Did not vote,3.0,Associate's degree (AA or AS),Republican,,Very conservative,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Somewhat disapprove,,,Protestant,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,65 or over,2922.0,1.0,10000.0,12.0,1.0,Hispanic/Latino,45 or over,65 or over,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Protestant or other Christian
Male,40-44,Asian,Andrew Cuomo,Kamala Harris,1.0,Associate's degree (AA or AS),Republican,,Somewhat conservative,"$50,000-$99,999",,Getting ahead,,To oppose Donald Trump,Strongly approve,,,Protestant,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,30-44,2928.0,1.0,10000.0,17.0,1.0,Asian,18-44,40-49,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Protestant or other Christian
