GENDER,AGE10,QRACEAI,PROP50,EDUC25,VOTE2024,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECCA,GETAHEAD25,TRACKANGR,FORTRUMPP25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25CA,TIME25P,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,ID,WEIGHT,PRECINCT,ZIPCODE,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECCA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25PWEEK,TIME25PMONTH,SIZEPLC3
Male, 65-74,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Democrat,,Somewhat liberal,"$100,000-$199,999",Not so good,Holding steady,Enthusiastic,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,5.0,In the last week,"10,000-50,000",Election Day,Non Exit Poll,Absentee or early in-person,926.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Disapprove,Favorable,Unfavorable,In the last week,In the last month,Small city and Rural
Male,30-34,Hispanic/Latino,Yes,Not a high school graduate,Kamala Harris,Independent,Lean Republican,Moderate,"$100,000-$199,999",Excellent,Getting ahead,Angry,To oppose Donald Trump,Somewhat approve,Strongly favorable,Strongly unfavorable,2.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,927.0,1.0,,10000.0,1.0,Hispanic/Latino,30-44,18-44,30-39,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Approve,Favorable,Unfavorable,Before that,Before that,Suburbs
Male,60-64,White,Yes,High school graduate,Kamala Harris,Independent,Lean Republican,Somewhat liberal,"$100,000-$199,999",Good,Holding steady,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,5.0,Before October,"50,000-500,000",Election Day,Non Exit Poll,Absentee or early in-person,928.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
Female,18-24,White,Yes,Associate's degree (AA or AS),Kamala Harris,Something else,Not lean either way,Somewhat liberal,"$200,000-$299,999",Excellent,Holding steady,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,4.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,929.0,1.0,,10000.0,1.0,White,18-29,18-44,18-24,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Male, 65-74,White,No,Bachelor's degree (BA or BS),Donald Trump,Something else,Lean Democrat,Moderate,"$100,000-$199,999",Not so good,Getting ahead,,To support Donald Trump,Somewhat approve,Somewhat unfavorable,Somewhat favorable,4.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,930.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male, 65-74,White,No,Attended college but received no degree,Donald Trump,Republican,,Moderate,"$200,000-$299,999",Poor,Holding steady,Angry,To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,1.0,Earlier in October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,931.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,In the last month,"City over 50,000"
Female,30-34,American Indian,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Moderate,"$100,000-$199,999",Poor,Holding steady,Angry,To oppose Donald Trump,Strongly disapprove,Strongly unfavorable,Strongly unfavorable,2.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,932.0,1.0,,10000.0,1.0,Other,30-44,18-44,30-39,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Female,30-34,White,No,Bachelor's degree (BA or BS),Donald Trump,Republican,,Moderate,"$50,000-$99,999",Poor,Falling behind,Angry,Donald Trump was not a facctor,Strongly approve,Strongly unfavorable,Somewhat unfavorable,5.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,933.0,1.0,,10000.0,1.0,White,30-44,18-44,30-39,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Female,30-34,Hispanic/Latino,Yes,Attended college but received no degree,Kamala Harris,Something else,Lean Democrat,Somewhat liberal,"Under $30,000",Poor,Holding steady,Angry,To oppose Donald Trump,Strongly disapprove,Strongly favorable,Somewhat unfavorable,4.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,934.0,1.0,,10000.0,1.0,Hispanic/Latino,30-44,18-44,30-39,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
Female,60-64,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Independent,Lean Republican,Somewhat liberal,"$100,000-$199,999",Good,Getting ahead,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",Donald Trump was not a facctor,Strongly disapprove,Strongly favorable,Strongly unfavorable,1.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,935.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Male,60-64,White,No,Bachelor's degree (BA or BS),Donald Trump,Something else,Lean Republican,Moderate,"$50,000-$99,999",Poor,Holding steady,,To support Donald Trump,Strongly approve,Somewhat unfavorable,Somewhat favorable,1.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,936.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male,35-39,White,Yes,Associate's degree (AA or AS),Kamala Harris,Democrat,,Very liberal,"$30,000-$49,999",Good,Holding steady,,To oppose Donald Trump,Strongly disapprove,Somewhat unfavorable,Strongly unfavorable,3.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,937.0,1.0,,10000.0,1.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
Male,45-49,White,No,Attended college but received no degree,Donald Trump,Republican,,Moderate,"$200,000-$299,999",Not so good,Falling behind,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",Donald Trump was not a facctor,Strongly approve,Somewhat unfavorable,Somewhat favorable,1.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,938.0,1.0,,10000.0,1.0,White,45-64,45 or over,40-49,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male, 65-74,White,Yes,Bachelor's degree (BA or BS),Kamala Harris,Something else,Lean Republican,Somewhat liberal,"$5300,000 or more",Poor,Holding steady,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,4.0,In the last few days,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,939.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Favorable,Unfavorable,In the last week,In the last month,Suburbs
Female,25-29,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Something else,Not lean either way,Somewhat liberal,"$5300,000 or more",Poor,Getting ahead,,To oppose Donald Trump,Strongly disapprove,Strongly favorable,Strongly unfavorable,1.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,940.0,1.0,,10000.0,1.0,White,18-29,18-44,25-29,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
Male,75 or over,Black,Yes,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Moderate,"Under $30,000",Not so good,Getting ahead,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,2.0,Earlier in October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,941.0,1.0,,10000.0,1.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,In the last month,Suburbs
Female,60-64,White,Yes,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Very liberal,"$5300,000 or more",Poor,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,Strongly favorable,Somewhat unfavorable,2.0,Earlier in October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,942.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,In the last month,Suburbs
Male,50-59,Asian,No,Attended college but received no degree,Donald Trump,Republican,,Very conservative,"$100,000-$199,999",Not so good,Holding steady,Enthusiastic,To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,1.0,Before October,Rural,Election Day,Non Exit Poll,Absentee or early in-person,943.0,1.0,,10000.0,1.0,Asian,45-64,45 or over,50-64,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Small city and Rural
Female,30-34,Hispanic/Latino,Yes,Associate's degree (AA or AS),Kamala Harris,Democrat,,Moderate,"Under $30,000",Excellent,Holding steady,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,4.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,944.0,1.0,,10000.0,1.0,Hispanic/Latino,30-44,18-44,30-39,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Female,18-24,Hispanic/Latino,Yes,Attended college but received no degree,Kamala Harris,Something else,Lean Republican,Moderate,"$30,000-$49,999",Poor,Holding steady,Angry,To oppose Donald Trump,Somewhat disapprove,Somewhat favorable,Somewhat unfavorable,3.0,In the last few days,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,945.0,1.0,,10000.0,1.0,Hispanic/Latino,18-29,18-44,18-24,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Disapprove,Favorable,Unfavorable,In the last week,In the last month,Suburbs
Male,60-64,White,No,Not a high school graduate,Donald Trump,Independent,Lean Democrat,Moderate,"$100,000-$199,999",Poor,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,3.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,946.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male, 65-74,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Democrat,,Somewhat liberal,"$30,000-$49,999",Good,Holding steady,,To oppose Donald Trump,Strongly disapprove,Strongly favorable,Strongly unfavorable,5.0,In the last week,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,947.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Favorable,Unfavorable,In the last week,In the last month,Suburbs
Female,75 or over,White,No,Attended college but received no degree,Donald Trump,Republican,,Moderate,"$30,000-$49,999",Poor,Holding steady,,To support Donald Trump,Somewhat approve,Strongly unfavorable,Somewhat favorable,4.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,948.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
